"Front9Par5ScoringAverage_RANKTHISWEEK_2013","Front9Par5ScoringAverage_RANKLASTWEEK_2013","Front9Par5ScoringAverage_PLAYERNAME_2013","Front9Par5ScoringAverage_ROUNDS_2013","Front9Par5ScoringAverage_AVG_2013","Front9Par5ScoringAverage_TOTALSTROKES_2013","Front9Par5ScoringAverage_TOTALHOLES_2013","stat_name","year"
1,1,"Keegan Bradley",88,4.45,579,130,"Front9Par5ScoringAverage",2013
2,2,"Tiger Woods",61,4.47,447,100,"Front9Par5ScoringAverage",2013
3,3,"Bubba Watson",76,4.5,513,114,"Front9Par5ScoringAverage",2013
4,4,"Chad Campbell",78,4.51,492,109,"Front9Par5ScoringAverage",2013
5,5,"Kevin Stadler",83,4.52,538,119,"Front9Par5ScoringAverage",2013
5,5,"Andrew Svoboda",46,4.52,276,61,"Front9Par5ScoringAverage",2013
7,7,"Justin Rose",62,4.53,435,96,"Front9Par5ScoringAverage",2013
7,7,"Charl Schwartzel",69,4.53,471,104,"Front9Par5ScoringAverage",2013
7,7,"Henrik Stenson",65,4.53,480,106,"Front9Par5ScoringAverage",2013
10,10,"Sergio Garcia",65,4.54,463,102,"Front9Par5ScoringAverage",2013
10,10,"Chris Kirk",89,4.54,604,133,"Front9Par5ScoringAverage",2013
10,10,"Bryce Molder",82,4.54,540,119,"Front9Par5ScoringAverage",2013
10,10,"Robert Streb",75,4.54,459,101,"Front9Par5ScoringAverage",2013
14,14,"Nicolas Colsaerts",50,4.55,355,78,"Front9Par5ScoringAverage",2013
14,14,"Ryan Palmer",79,4.55,523,115,"Front9Par5ScoringAverage",2013
14,14,"Jin Park",52,4.55,341,75,"Front9Par5ScoringAverage",2013
14,14,"Daniel Summerhays",83,4.55,587,129,"Front9Par5ScoringAverage",2013
18,18,"Roberto Castro",97,4.56,671,147,"Front9Par5ScoringAverage",2013
18,18,"Rickie Fowler",75,4.56,556,122,"Front9Par5ScoringAverage",2013
18,18,"Peter Hanson",45,4.56,269,59,"Front9Par5ScoringAverage",2013
18,18,"Rory Sabbatini",86,4.56,534,117,"Front9Par5ScoringAverage",2013
22,22,"Charley Hoffman",84,4.57,622,136,"Front9Par5ScoringAverage",2013
22,22,"Matt Kuchar",93,4.57,630,138,"Front9Par5ScoringAverage",2013
22,22,"Rod Pampling",46,4.57,288,63,"Front9Par5ScoringAverage",2013
22,22,"Brandt Snedeker",79,4.57,590,129,"Front9Par5ScoringAverage",2013
26,26,"Brad Fritsch",81,4.58,541,118,"Front9Par5ScoringAverage",2013
26,26,"Tom Gillis",69,4.58,408,89,"Front9Par5ScoringAverage",2013
26,26,"James Hahn",78,4.58,518,113,"Front9Par5ScoringAverage",2013
26,26,"Jason Kokrak",78,4.58,540,118,"Front9Par5ScoringAverage",2013
30,30,"Stephen Ames",49,4.59,317,69,"Front9Par5ScoringAverage",2013
30,30,"Ben Crane",62,4.59,381,83,"Front9Par5ScoringAverage",2013
30,30,"Jason Day",86,4.59,620,135,"Front9Par5ScoringAverage",2013
30,30,"Freddie Jacobson",63,4.59,427,93,"Front9Par5ScoringAverage",2013
30,30,"Zach Johnson",84,4.59,597,130,"Front9Par5ScoringAverage",2013
30,30,"Webb Simpson",92,4.59,620,135,"Front9Par5ScoringAverage",2013
30,30,"Nick Watney",88,4.59,638,139,"Front9Par5ScoringAverage",2013
30,30,"Boo Weekley",100,4.59,697,152,"Front9Par5ScoringAverage",2013
38,38,"Graham DeLaet",94,4.6,663,144,"Front9Par5ScoringAverage",2013
38,38,"DH Lee",65,4.6,455,99,"Front9Par5ScoringAverage",2013
38,38,"Phil Mickelson",78,4.6,566,123,"Front9Par5ScoringAverage",2013
38,38,"Adam Scott",61,4.6,460,100,"Front9Par5ScoringAverage",2013
42,42,"Steven Bowditch",67,4.61,447,97,"Front9Par5ScoringAverage",2013
42,42,"Greg Chalmers",77,4.61,516,112,"Front9Par5ScoringAverage",2013
42,42,"Hunter Mahan",91,4.61,641,139,"Front9Par5ScoringAverage",2013
