"610FinalRoundPerformance_RANKTHISWEEK_2006","610FinalRoundPerformance_RANKLASTWEEK_2006","610FinalRoundPerformance_PLAYERNAME_2006","610FinalRoundPerformance_EVENTS_2006","610FinalRoundPerformance_PctTIMESIMPROVED_2006","610FinalRoundPerformance_OFTIMESIMPROVED_2006","stat_name","year"
1,1,"Arjun Atwal",33,100,1,"610FinalRoundPerformance",2006
1,1,"Doug Barron",28,100,1,"610FinalRoundPerformance",2006
1,1,"Brian Bateman",26,100,1,"610FinalRoundPerformance",2006
1,1,"Jeff Brehaut",33,100,1,"610FinalRoundPerformance",2006
1,1,"Daniel Chopra",33,100,2,"610FinalRoundPerformance",2006
1,1,"Stewart Cink",26,100,1,"610FinalRoundPerformance",2006
1,1,"Ben Crane",26,100,1,"610FinalRoundPerformance",2006
1,1,"Marco Dawson",27,100,1,"610FinalRoundPerformance",2006
1,1,"Luke Donald",18,100,4,"610FinalRoundPerformance",2006
1,1,"Joe Durant",28,100,3,"610FinalRoundPerformance",2006
1,1,"Dudley Hart",29,100,1,"610FinalRoundPerformance",2006
1,1,"JP Hayes",19,100,1,"610FinalRoundPerformance",2006
1,1,"JJ Henry",28,100,1,"610FinalRoundPerformance",2006
1,1,"John Huston",27,100,1,"610FinalRoundPerformance",2006
1,1,"JL Lewis",17,100,1,"610FinalRoundPerformance",2006
1,1,"Hunter Mahan",29,100,1,"610FinalRoundPerformance",2006
1,1,"Bob May",21,100,1,"610FinalRoundPerformance",2006
1,1,"David McKenzie",28,100,1,"610FinalRoundPerformance",2006
1,1,"Jesper Parnevik",24,100,1,"610FinalRoundPerformance",2006
1,1,"Tag Ridings",33,100,1,"610FinalRoundPerformance",2006
1,1,"Justin Rose",28,100,1,"610FinalRoundPerformance",2006
1,1,"Steve Stricker",17,100,1,"610FinalRoundPerformance",2006
1,1,"Vaughn Taylor",26,100,3,"610FinalRoundPerformance",2006
1,1,"David Toms",22,100,2,"610FinalRoundPerformance",2006
1,1,"Kirk Triplett",18,100,1,"610FinalRoundPerformance",2006
1,1,"Brett Wetterich",25,100,4,"610FinalRoundPerformance",2006
1,1,"Tiger Woods",15,100,1,"610FinalRoundPerformance",2006
28,28,"Jim Furyk",24,80,4,"610FinalRoundPerformance",2006
29,29,"Lucas Glover",31,75,6,"610FinalRoundPerformance",2006
29,29,"Retief Goosen",18,75,3,"610FinalRoundPerformance",2006
29,29,"Steve Lowery",31,75,3,"610FinalRoundPerformance",2006
29,29,"Brett Quigley",33,75,3,"610FinalRoundPerformance",2006
33,33,"Jonathan Byrd",20,66.7,2,"610FinalRoundPerformance",2006
33,33,"Jason Gore",29,66.7,2,"610FinalRoundPerformance",2006
33,33,"Nathan Green",30,66.7,2,"610FinalRoundPerformance",2006
33,33,"Padraig Harrington",15,66.7,2,"610FinalRoundPerformance",2006
33,33,"Trevor Immelman",24,66.7,2,"610FinalRoundPerformance",2006
33,33,"Ryan Moore",22,66.7,2,"610FinalRoundPerformance",2006
33,33,"Adam Scott",19,66.7,2,"610FinalRoundPerformance",2006
33,33,"Camilo Villegas",29,66.7,2,"610FinalRoundPerformance",2006
33,33,"Nick Watney",29,66.7,2,"610FinalRoundPerformance",2006
33,33,"Mike Weir",24,66.7,2,"610FinalRoundPerformance",2006
43,43,"Robert Allenby",22,50,2,"610FinalRoundPerformance",2006
43,43,"Stuart Appleby",23,50,1,"610FinalRoundPerformance",2006
43,43,"Woody Austin",31,50,1,"610FinalRoundPerformance",2006
43,43,"Eric Axley",29,50,1,"610FinalRoundPerformance",2006
43,43,"Briny Baird",25,50,2,"610FinalRoundPerformance",2006
43,43,"KJ Choi",26,50,1,"610FinalRoundPerformance",2006
43,43,"Mathew Goggin",26,50,1,"610FinalRoundPerformance",2006
43,43,"Paul Goydos",24,50,1,"610FinalRoundPerformance",2006
43,43,"Scott Gutschewski",19,50,1,"610FinalRoundPerformance",2006
43,43,"Freddie Jacobson",18,50,1,"610FinalRoundPerformance",2006
43,43,"Brandt Jobe",28,50,1,"610FinalRoundPerformance",2006
43,43,"Stephen Leaney",27,50,1,"610FinalRoundPerformance",2006
43,43,"Jeff Maggert",26,50,1,"610FinalRoundPerformance",2006
43,43,"Sean OHair",30,50,1,"610FinalRoundPerformance",2006
