"PuttingInside10_RANKTHISWEEK_2007","PuttingInside10_RANKLASTWEEK_2007","PuttingInside10_PLAYERNAME_2007","PuttingInside10_ROUNDS_2007","PuttingInside10_PctMADE_2007","PuttingInside10_ATTEMPTS_2007","PuttingInside10_PUTTSMADE_2007","stat_name","year"
1,1,"Arron Oberholser",69,89.44,956,855,"PuttingInside10",2007
2,2,"Jesper Parnevik",88,89.34,1313,1173,"PuttingInside10",2007
3,3,"KJ Choi",87,89.33,1218,1088,"PuttingInside10",2007
4,4,"Brian Gay",107,89.32,1741,1555,"PuttingInside10",2007
5,5,"Zach Johnson",76,89.28,1073,958,"PuttingInside10",2007
6,6,"Stewart Cink",91,89.13,1297,1156,"PuttingInside10",2007
7,7,"Doug LaBelle II",104,89.11,1671,1489,"PuttingInside10",2007
8,8,"Steve Stricker",81,89.08,1191,1061,"PuttingInside10",2007
9,9,"Charlie Wi",90,89.07,1500,1336,"PuttingInside10",2007
10,10,"George McNeill",95,89.04,1442,1284,"PuttingInside10",2007
11,11,"Tim Clark",66,89.02,938,835,"PuttingInside10",2007
12,12,"Heath Slocum",101,88.93,1689,1502,"PuttingInside10",2007
13,13,"Aaron Baddeley",83,88.9,1189,1057,"PuttingInside10",2007
14,14,"Rory Sabbatini",81,88.88,1133,1007,"PuttingInside10",2007
15,15,"Chris Tidland",59,88.75,933,828,"PuttingInside10",2007
16,16,"Brandt Snedeker",105,88.74,1554,1379,"PuttingInside10",2007
17,17,"Gavin Coles",87,88.7,1407,1248,"PuttingInside10",2007
18,18,"Hunter Mahan",91,88.49,1329,1176,"PuttingInside10",2007
19,19,"Craig Lile",77,88.48,1259,1114,"PuttingInside10",2007
20,20,"Bob Estes",88,88.47,1449,1282,"PuttingInside10",2007
21,21,"Jose Maria Olazabal",52,88.46,676,598,"PuttingInside10",2007
22,22,"Mark Brooks",53,88.39,758,670,"PuttingInside10",2007
22,22,"Cliff Kresge",107,88.39,1843,1629,"PuttingInside10",2007
24,24,"Richard Johnson",93,88.36,1529,1351,"PuttingInside10",2007
24,24,"John Rollins",102,88.36,1546,1366,"PuttingInside10",2007
26,26,"Dean Wilson",92,88.22,1350,1191,"PuttingInside10",2007
27,27,"Stephen Leaney",82,88.21,1366,1205,"PuttingInside10",2007
28,28,"Kevin Na",84,88.19,1405,1239,"PuttingInside10",2007
29,29,"Phil Mickelson",73,88.1,966,851,"PuttingInside10",2007
30,30,"Michael Sim",52,88.09,915,806,"PuttingInside10",2007
31,31,"Bob Tway",103,88.05,1607,1415,"PuttingInside10",2007
32,32,"Ryuji Imada",104,88.02,1628,1433,"PuttingInside10",2007
33,33,"Brian Bateman",55,88,817,719,"PuttingInside10",2007
33,33,"Freddie Jacobson",70,88,1217,1071,"PuttingInside10",2007
35,35,"Nathan Green",103,87.97,1588,1397,"PuttingInside10",2007
36,36,"Tom Byrum",50,87.96,756,665,"PuttingInside10",2007
36,36,"Daniel Chopra",106,87.96,1719,1512,"PuttingInside10",2007
38,38,"Ryan Palmer",91,87.9,1488,1308,"PuttingInside10",2007
39,39,"Chris Stroud",66,87.89,1024,900,"PuttingInside10",2007
40,40,"Bart Bryant",87,87.85,1350,1186,"PuttingInside10",2007
41,41,"Tripp Isenhour",86,87.8,1353,1188,"PuttingInside10",2007
42,42,"Jay Williamson",50,87.77,891,782,"PuttingInside10",2007
43,43,"Michael Boyd",61,87.75,963,845,"PuttingInside10",2007
44,44,"Dicky Pride",71,87.73,1108,972,"PuttingInside10",2007
45,45,"Duffy Waldorf",69,87.7,1089,955,"PuttingInside10",2007
46,46,"Charles Howell III",89,87.68,1209,1060,"PuttingInside10",2007
46,46,"Bryce Molder",56,87.68,885,776,"PuttingInside10",2007
48,48,"Matt Kuchar",85,87.66,1313,1151,"PuttingInside10",2007
49,49,"Tag Ridings",52,87.65,818,717,"PuttingInside10",2007
50,50,"Bo Van Pelt",104,87.63,1787,1566,"PuttingInside10",2007
51,51,"Jim Furyk",84,87.6,1234,1081,"PuttingInside10",2007
51,51,"Nick OHern",72,87.6,1024,897,"PuttingInside10",2007
53,53,"Mathew Goggin",97,87.59,1628,1426,"PuttingInside10",2007
54,54,"Bubba Watson",80,87.57,1223,1071,"PuttingInside10",2007
55,55,"Jim Rutledge",59,87.56,868,760,"PuttingInside10",2007
56,56,"Lucas Glover",98,87.54,1429,1251,"PuttingInside10",2007
57,57,"Steve Elkington",87,87.52,1338,1171,"PuttingInside10",2007
57,57,"Retief Goosen",50,87.52,641,561,"PuttingInside10",2007
59,59,"Stephen Ames",81,87.5,1144,1001,"PuttingInside10",2007
59,59,"Tiger Woods",63,87.5,776,679,"PuttingInside10",2007
61,61,"David Toms",80,87.49,1159,1014,"PuttingInside10",2007
62,62,"Rich Barcelo",80,87.46,1284,1123,"PuttingInside10",2007
63,63,"Ken Duke",112,87.45,1753,1533,"PuttingInside10",2007
64,64,"Parker McLachlin",83,87.43,1321,1155,"PuttingInside10",2007
65,65,"Troy Matteson",87,87.42,1407,1230,"PuttingInside10",2007
66,66,"Scott Gutschewski",67,87.41,1064,930,"PuttingInside10",2007
66,66,"Camilo Villegas",82,87.41,1279,1118,"PuttingInside10",2007
68,68,"Fred Funk",65,87.36,973,850,"PuttingInside10",2007
69,69,"Chris DiMarco",79,87.34,1185,1035,"PuttingInside10",2007
69,69,"Jeff Overton",60,87.34,995,869,"PuttingInside10",2007
71,71,"Tommy Armour III",81,87.32,1278,1116,"PuttingInside10",2007
72,72,"Sergio Garcia",68,87.29,1015,886,"PuttingInside10",2007
72,72,"Michael Putnam",96,87.29,1487,1298,"PuttingInside10",2007
74,74,"Kevin Sutherland",85,87.27,1296,1131,"PuttingInside10",2007
75,75,"Vijay Singh",102,87.23,1535,1339,"PuttingInside10",2007
76,76,"Trevor Immelman",74,87.22,1025,894,"PuttingInside10",2007
77,77,"Tim Petrovic",106,87.21,1744,1521,"PuttingInside10",2007
78,78,"Michael Allen",74,87.17,1177,1026,"PuttingInside10",2007
79,79,"Ernie Els",59,87.14,809,705,"PuttingInside10",2007
80,80,"Briny Baird",115,87.13,1942,1692,"PuttingInside10",2007
81,81,"Steve Wheatcroft",73,87.11,1140,993,"PuttingInside10",2007
82,82,"Tom Pernice Jr",104,87.1,1543,1344,"PuttingInside10",2007
82,82,"Jeff Quinney",95,87.1,1582,1378,"PuttingInside10",2007
84,84,"Frank Lickliter II",95,87.09,1549,1349,"PuttingInside10",2007
85,85,"Jarrod Lyle",77,87.07,1245,1084,"PuttingInside10",2007
86,86,"Mathias Gronberg",95,87.05,1653,1439,"PuttingInside10",2007
87,87,"Tom Lehman",62,87.04,926,806,"PuttingInside10",2007
88,88,"Ryan Armour",107,87,1739,1513,"PuttingInside10",2007
89,89,"Craig Bowden",78,86.98,1252,1089,"PuttingInside10",2007
90,90,"Paul Gow",70,86.95,1065,926,"PuttingInside10",2007
90,90,"Joe Ogilvie",102,86.95,1578,1372,"PuttingInside10",2007
92,92,"Anders Hansen",55,86.93,635,552,"PuttingInside10",2007
92,92,"Kenny Perry",83,86.93,1408,1224,"PuttingInside10",2007
92,92,"Boo Weekley",101,86.93,1446,1257,"PuttingInside10",2007
95,95,"David Branshaw",83,86.92,1422,1236,"PuttingInside10",2007
95,95,"Rod Pampling",92,86.92,1369,1190,"PuttingInside10",2007
97,97,"Henrik Stenson",52,86.91,657,571,"PuttingInside10",2007
98,98,"Adam Scott",69,86.87,1013,880,"PuttingInside10",2007
99,99,"Jeff Maggert",79,86.84,1436,1247,"PuttingInside10",2007
100,100,"Brett Quigley",79,86.83,1177,1022,"PuttingInside10",2007
101,101,"Steve Lowery",74,86.79,1279,1110,"PuttingInside10",2007
102,102,"Glen Day",85,86.77,1391,1207,"PuttingInside10",2007
102,102,"Shigeki Maruyama",84,86.77,1481,1285,"PuttingInside10",2007
104,104,"John Mallinger",96,86.76,1609,1396,"PuttingInside10",2007
105,105,"Paul Goydos",60,86.74,867,752,"PuttingInside10",2007
106,106,"Craig Kanada",109,86.72,1747,1515,"PuttingInside10",2007
106,106,"Joey Sindelar",75,86.72,1227,1064,"PuttingInside10",2007
108,108,"Luke Donald",69,86.7,932,808,"PuttingInside10",2007
109,109,"Billy Andrade",88,86.68,1487,1289,"PuttingInside10",2007
109,109,"Shaun Micheel",91,86.68,1299,1126,"PuttingInside10",2007
109,109,"Kyle Reifers",71,86.68,1179,1022,"PuttingInside10",2007
112,112,"DJ Brigman",67,86.67,1005,871,"PuttingInside10",2007
112,112,"Corey Pavin",81,86.67,1328,1151,"PuttingInside10",2007
114,114,"Ben Curtis",80,86.66,1199,1039,"PuttingInside10",2007
114,114,"Mark Hensby",81,86.66,1334,1156,"PuttingInside10",2007
114,114,"Ted Purdy",102,86.66,1627,1410,"PuttingInside10",2007
117,117,"Steve Marino",106,86.65,1700,1473,"PuttingInside10",2007
118,118,"Tim Herron",98,86.61,1539,1333,"PuttingInside10",2007
118,118,"Johnson Wagner",97,86.61,1636,1417,"PuttingInside10",2007
120,120,"Justin Leonard",95,86.6,1508,1306,"PuttingInside10",2007
121,121,"Chris Riley",59,86.54,929,804,"PuttingInside10",2007
122,122,"Marco Dawson",73,86.52,1209,1046,"PuttingInside10",2007
123,123,"JJ Henry",86,86.51,1282,1109,"PuttingInside10",2007
124,124,"Mark Wilson",87,86.44,1372,1186,"PuttingInside10",2007
125,125,"Ryan Moore",92,86.43,1378,1191,"PuttingInside10",2007
126,126,"Chris Couch",76,86.42,1370,1184,"PuttingInside10",2007
126,126,"Paul Stankowski",52,86.42,788,681,"PuttingInside10",2007
128,128,"Jeff Brehaut",59,86.41,920,795,"PuttingInside10",2007
128,128,"Pat Perez",84,86.41,1214,1049,"PuttingInside10",2007
130,130,"Cameron Beckman",96,86.38,1601,1383,"PuttingInside10",2007
130,130,"Matt Hendrix",63,86.38,1035,894,"PuttingInside10",2007
130,130,"Carl Pettersson",111,86.38,1711,1478,"PuttingInside10",2007
133,133,"Peter Lonard",85,86.36,1430,1235,"PuttingInside10",2007
134,134,"Charley Hoffman",97,86.35,1539,1329,"PuttingInside10",2007
135,135,"Jason Gore",86,86.34,1464,1264,"PuttingInside10",2007
136,136,"Jonathan Byrd",73,86.33,1141,985,"PuttingInside10",2007
136,136,"Jose Coceres",50,86.33,790,682,"PuttingInside10",2007
138,138,"John Senden",97,86.32,1579,1363,"PuttingInside10",2007
139,139,"Charles Warren",101,86.31,1738,1500,"PuttingInside10",2007
140,140,"Jaco Van Zyl",51,86.27,830,716,"PuttingInside10",2007
141,141,"Bob Heintz",85,86.26,1339,1155,"PuttingInside10",2007
142,142,"Robert Gamez",88,86.24,1410,1216,"PuttingInside10",2007
143,143,"Kent Jones",97,86.23,1649,1422,"PuttingInside10",2007
144,144,"Jason Bohn",57,86.2,1000,862,"PuttingInside10",2007
145,145,"Steve Allan",63,86.16,1019,878,"PuttingInside10",2007
146,146,"Sean OHair",98,86.12,1535,1322,"PuttingInside10",2007
147,147,"Woody Austin",95,86.1,1583,1363,"PuttingInside10",2007
148,148,"Eric Axley",107,86.09,1740,1498,"PuttingInside10",2007
149,149,"Padraig Harrington",64,86.05,853,734,"PuttingInside10",2007
150,150,"Brendon de Jonge",76,86.03,1231,1059,"PuttingInside10",2007
151,151,"Anthony Kim",93,86.02,1509,1298,"PuttingInside10",2007
152,152,"Andrew Buckle",77,85.93,1251,1075,"PuttingInside10",2007
153,153,"Jason Dufner",100,85.92,1626,1397,"PuttingInside10",2007
154,154,"Rich Beem",89,85.9,1312,1127,"PuttingInside10",2007
155,155,"Jerry Kelly",101,85.83,1418,1217,"PuttingInside10",2007
156,156,"John Merrick",92,85.82,1537,1319,"PuttingInside10",2007
157,157,"Robert Garrigus",95,85.78,1610,1381,"PuttingInside10",2007
158,158,"Robert Allenby",90,85.76,1426,1223,"PuttingInside10",2007
159,159,"Alex Cejka",80,85.71,1414,1212,"PuttingInside10",2007
159,159,"Bill Haas",93,85.71,1554,1332,"PuttingInside10",2007
161,161,"Davis Love III",66,85.7,1014,869,"PuttingInside10",2007
162,162,"Geoff Ogilvy",84,85.68,1194,1023,"PuttingInside10",2007
163,163,"Vaughn Taylor",91,85.64,1351,1157,"PuttingInside10",2007
164,164,"JP Hayes",89,85.61,1501,1285,"PuttingInside10",2007
165,165,"Scott Verplank",82,85.6,1111,951,"PuttingInside10",2007
166,166,"Brian Davis",101,85.58,1637,1401,"PuttingInside10",2007
167,167,"Steve Flesch",100,85.56,1704,1458,"PuttingInside10",2007
168,168,"Rocco Mediate",72,85.55,1239,1060,"PuttingInside10",2007
169,169,"Lee Janzen",66,85.52,981,839,"PuttingInside10",2007
170,170,"Tom Johnson",74,85.48,1198,1024,"PuttingInside10",2007
171,171,"Bubba Dickerson",51,85.42,823,703,"PuttingInside10",2007
172,172,"Jason Schultz",63,85.4,986,842,"PuttingInside10",2007
173,173,"Will Ma Kenzie",100,85.32,1710,1459,"PuttingInside10",2007
174,174,"Todd Hamilton",76,85.31,1096,935,"PuttingInside10",2007
175,175,"Stuart Appleby",74,85.3,1102,940,"PuttingInside10",2007
176,176,"Billy Mayfair",98,85.28,1562,1332,"PuttingInside10",2007
177,177,"Justin Rose",63,85.27,740,631,"PuttingInside10",2007
178,178,"Jeff Sluman",60,85.2,804,685,"PuttingInside10",2007
179,179,"Nick Watney",87,85.18,1329,1132,"PuttingInside10",2007
180,180,"Harrison Frazar",88,85.16,1388,1182,"PuttingInside10",2007
181,181,"DJ Trahan",99,85.13,1742,1483,"PuttingInside10",2007
182,182,"Kevin Stadler",95,85.09,1516,1290,"PuttingInside10",2007
183,183,"Kirk Triplett",77,85,1307,1111,"PuttingInside10",2007
184,184,"Ian Poulter",63,84.99,733,623,"PuttingInside10",2007
185,185,"Joe Durant",88,84.96,1416,1203,"PuttingInside10",2007
186,186,"John Daly",59,84.86,938,796,"PuttingInside10",2007
187,187,"Mike Weir",82,84.83,1147,973,"PuttingInside10",2007
188,188,"Jeff Gove",103,84.72,1832,1552,"PuttingInside10",2007
189,189,"Craig Barlow",52,84.71,850,720,"PuttingInside10",2007
190,190,"Daisuke Maruyama",86,84.66,1447,1225,"PuttingInside10",2007
191,191,"Mark Calcavecchia",93,84.64,1380,1168,"PuttingInside10",2007
192,192,"Chad Campbell",96,84.51,1394,1178,"PuttingInside10",2007
193,193,"Brett Wetterich",88,84.39,1352,1141,"PuttingInside10",2007
194,194,"JB Holmes",71,84.33,1238,1044,"PuttingInside10",2007
195,195,"Darron Stiles",65,84.22,1039,875,"PuttingInside10",2007
196,196,"Greg Owen",81,83.66,1377,1152,"PuttingInside10",2007
