"Last15EventsAccuracy_RANKTHISWEEK_2011","Last15EventsAccuracy_RANKLASTWEEK_2011","Last15EventsAccuracy_PLAYERNAME_2011","Last15EventsAccuracy_EVENTS_2011","Last15EventsAccuracy_RATING_2011","stat_name","year"
50,50,"Rickie Fowler",7,7.3,"Last15EventsAccuracy",2011
50,50,"Tom Gillis",6,7.3,"Last15EventsAccuracy",2011
50,50,"Hunter Haas",6,7.3,"Last15EventsAccuracy",2011
50,50,"Adam Hadwin",5,7.3,"Last15EventsAccuracy",2011
50,50,"David Hearn",11,7.3,"Last15EventsAccuracy",2011
50,50,"Brandt Jobe",10,7.3,"Last15EventsAccuracy",2011
50,50,"KT Kim",3,7.3,"Last15EventsAccuracy",2011
50,50,"Louis Oosthuizen",5,7.3,"Last15EventsAccuracy",2011
50,50,"Corey Pavin",4,7.3,"Last15EventsAccuracy",2011
50,50,"Pat Perez",10,7.3,"Last15EventsAccuracy",2011
50,50,"Carl Pettersson",11,7.3,"Last15EventsAccuracy",2011
50,50,"Kyle Stanley",10,7.3,"Last15EventsAccuracy",2011
50,50,"Vaughn Taylor",8,7.3,"Last15EventsAccuracy",2011
50,50,"DJ Trahan",7,7.3,"Last15EventsAccuracy",2011
50,50,"Scott Verplank",7,7.3,"Last15EventsAccuracy",2011
68,68,"Stephen Ames",7,7.2,"Last15EventsAccuracy",2011
68,68,"Shane Bertsch",9,7.2,"Last15EventsAccuracy",2011
68,68,"Jason Bohn",10,7.2,"Last15EventsAccuracy",2011
68,68,"Keegan Bradley",7,7.2,"Last15EventsAccuracy",2011
68,68,"Mark Brooks",2,7.2,"Last15EventsAccuracy",2011
68,68,"Tom Byrum",1,7.2,"Last15EventsAccuracy",2011
68,68,"Michael Connell",8,7.2,"Last15EventsAccuracy",2011
68,68,"Brian Davis",9,7.2,"Last15EventsAccuracy",2011
68,68,"Brendon de Jonge",7,7.2,"Last15EventsAccuracy",2011
68,68,"Ernie Els",7,7.2,"Last15EventsAccuracy",2011
68,68,"Hiroyuki Fujita",2,7.2,"Last15EventsAccuracy",2011
68,68,"Peter Hanson",4,7.2,"Last15EventsAccuracy",2011
68,68,"John Merrick",8,7.2,"Last15EventsAccuracy",2011
68,68,"Dustin Risdon",1,7.2,"Last15EventsAccuracy",2011
68,68,"Adam Scott",7,7.2,"Last15EventsAccuracy",2011
68,68,"Kevin Sutherland",6,7.2,"Last15EventsAccuracy",2011
68,68,"Kirk Triplett",6,7.2,"Last15EventsAccuracy",2011
85,85,"Woody Austin",10,7.1,"Last15EventsAccuracy",2011
85,85,"Ben Curtis",6,7.1,"Last15EventsAccuracy",2011
85,85,"Marco Dawson",3,7.1,"Last15EventsAccuracy",2011
85,85,"Mark Hensby",3,7.1,"Last15EventsAccuracy",2011
85,85,"Justin Leonard",8,7.1,"Last15EventsAccuracy",2011
85,85,"Jeff Maggert",4,7.1,"Last15EventsAccuracy",2011
85,85,"Ben Martin",6,7.1,"Last15EventsAccuracy",2011
85,85,"Justin Rose",7,7.1,"Last15EventsAccuracy",2011
85,85,"Chris Stroud",9,7.1,"Last15EventsAccuracy",2011
85,85,"Roland Thatcher",5,7.1,"Last15EventsAccuracy",2011
85,85,"Camilo Villegas",5,7.1,"Last15EventsAccuracy",2011
96,96,"Ricky Barnes",8,7,"Last15EventsAccuracy",2011
96,96,"Angel Cabrera",4,7,"Last15EventsAccuracy",2011
96,96,"Ben Crane",6,7,"Last15EventsAccuracy",2011
96,96,"Chris DiMarco",7,7,"Last15EventsAccuracy",2011
96,96,"Robert Garrigus",8,7,"Last15EventsAccuracy",2011
96,96,"Bobby Gates",4,7,"Last15EventsAccuracy",2011
96,96,"Andres Gonzales",6,7,"Last15EventsAccuracy",2011
96,96,"Scott Gutschewski",4,7,"Last15EventsAccuracy",2011
96,96,"Billy Horschel",7,7,"Last15EventsAccuracy",2011
96,96,"Tom Lehman",2,7,"Last15EventsAccuracy",2011
96,96,"Will Ma Kenzie",9,7,"Last15EventsAccuracy",2011
96,96,"John Mallinger",5,7,"Last15EventsAccuracy",2011
96,96,"Troy Matteson",9,7,"Last15EventsAccuracy",2011
96,96,"Billy Mayfair",9,7,"Last15EventsAccuracy",2011
96,96,"Aron Price",9,7,"Last15EventsAccuracy",2011
96,96,"Jim Renner",6,7,"Last15EventsAccuracy",2011
96,96,"Jerry Richardson Jr",1,7,"Last15EventsAccuracy",2011
96,96,"Chris Riley",7,7,"Last15EventsAccuracy",2011
96,96,"Rory Sabbatini",6,7,"Last15EventsAccuracy",2011
96,96,"Scott Stallings",7,7,"Last15EventsAccuracy",2011
96,96,"Brendan Steele",7,7,"Last15EventsAccuracy",2011
96,96,"Kevin Streelman",9,7,"Last15EventsAccuracy",2011
96,96,"Michael Thompson",9,7,"Last15EventsAccuracy",2011
96,96,"Marc Turnesa",5,7,"Last15EventsAccuracy",2011
96,96,"Brett Wetterich",7,7,"Last15EventsAccuracy",2011
96,96,"Gary Woodland",7,7,"Last15EventsAccuracy",2011
122,122,"Michael Bradley",7,6.9,"Last15EventsAccuracy",2011
122,122,"Fred Couples",5,6.9,"Last15EventsAccuracy",2011
122,122,"Simon Dyson",2,6.9,"Last15EventsAccuracy",2011
122,122,"Bob Estes",5,6.9,"Last15EventsAccuracy",2011
122,122,"Tommy Gainey",6,6.9,"Last15EventsAccuracy",2011
122,122,"Sergio Garcia",9,6.9,"Last15EventsAccuracy",2011
122,122,"JJ Henry",6,6.9,"Last15EventsAccuracy",2011
122,122,"Tim Herron",9,6.9,"Last15EventsAccuracy",2011
122,122,"Charley Hoffman",8,6.9,"Last15EventsAccuracy",2011
122,122,"Erick Justesen",1,6.9,"Last15EventsAccuracy",2011
122,122,"Robert Karlsson",7,6.9,"Last15EventsAccuracy",2011
122,122,"Chris Kirk",7,6.9,"Last15EventsAccuracy",2011
122,122,"Colt Knost",5,6.9,"Last15EventsAccuracy",2011
122,122,"Spencer Levin",11,6.9,"Last15EventsAccuracy",2011
122,122,"Phil Mickelson",9,6.9,"Last15EventsAccuracy",2011
122,122,"Edoardo Molinari",6,6.9,"Last15EventsAccuracy",2011
122,122,"Geoff Ogilvy",8,6.9,"Last15EventsAccuracy",2011
122,122,"Tom Pernice Jr",7,6.9,"Last15EventsAccuracy",2011
122,122,"John Senden",9,6.9,"Last15EventsAccuracy",2011
122,122,"Vijay Singh",7,6.9,"Last15EventsAccuracy",2011
122,122,"Bo Van Pelt",7,6.9,"Last15EventsAccuracy",2011
122,122,"Boo Weekley",6,6.9,"Last15EventsAccuracy",2011
122,122,"Jay Williamson",4,6.9,"Last15EventsAccuracy",2011
122,122,"YE Yang",6,6.9,"Last15EventsAccuracy",2011
146,146,"Arjun Atwal",7,6.8,"Last15EventsAccuracy",2011
146,146,"Joseph Bramlett",6,6.8,"Last15EventsAccuracy",2011
146,146,"Patrick Cantlay",4,6.8,"Last15EventsAccuracy",2011
146,146,"James Driscoll",7,6.8,"Last15EventsAccuracy",2011
146,146,"Charles Howell III",10,6.8,"Last15EventsAccuracy",2011
146,146,"Freddie Jacobson",9,6.8,"Last15EventsAccuracy",2011
146,146,"Kent Jones",7,6.8,"Last15EventsAccuracy",2011
146,146,"Matt Kuchar",7,6.8,"Last15EventsAccuracy",2011
146,146,"Graeme McDowell",5,6.8,"Last15EventsAccuracy",2011
146,146,"George McNeill",8,6.8,"Last15EventsAccuracy",2011
146,146,"Sean OHair",8,6.8,"Last15EventsAccuracy",2011
146,146,"Jeff Overton",8,6.8,"Last15EventsAccuracy",2011
146,146,"Steve Stricker",7,6.8,"Last15EventsAccuracy",2011
146,146,"Johnson Wagner",9,6.8,"Last15EventsAccuracy",2011
146,146,"Nick Watney",9,6.8,"Last15EventsAccuracy",2011
146,146,"Dean Wilson",7,6.8,"Last15EventsAccuracy",2011
146,146,"Mark Wilson",7,6.8,"Last15EventsAccuracy",2011
163,163,"Chris Baryla",1,6.7,"Last15EventsAccuracy",2011
163,163,"Thomas Bjorn",2,6.7,"Last15EventsAccuracy",2011
163,163,"Harrison Frazar",4,6.7,"Last15EventsAccuracy",2011
163,163,"JP Hayes",7,6.7,"Last15EventsAccuracy",2011
163,163,"Marc Leishman",6,6.7,"Last15EventsAccuracy",2011
163,163,"Bill Lunde",7,6.7,"Last15EventsAccuracy",2011
163,163,"Kevin Na",8,6.7,"Last15EventsAccuracy",2011
163,163,"Cameron Percy",6,6.7,"Last15EventsAccuracy",2011
163,163,"Tim Petrovic",8,6.7,"Last15EventsAccuracy",2011
163,163,"Scott Piercy",9,6.7,"Last15EventsAccuracy",2011
163,163,"Ian Poulter",5,6.7,"Last15EventsAccuracy",2011
163,163,"Michael Putnam",6,6.7,"Last15EventsAccuracy",2011
163,163,"Alexandre Rocha",6,6.7,"Last15EventsAccuracy",2011
163,163,"Richard Scott",1,6.7,"Last15EventsAccuracy",2011
163,163,"Josh Teater",12,6.7,"Last15EventsAccuracy",2011
163,163,"Cameron Tringale",9,6.7,"Last15EventsAccuracy",2011
163,163,"Garrett Willis",8,6.7,"Last15EventsAccuracy",2011
163,163,"Tiger Woods",6,6.7,"Last15EventsAccuracy",2011
181,181,"Craig Barlow",5,6.6,"Last15EventsAccuracy",2011
181,181,"Craig Bowden",1,6.6,"Last15EventsAccuracy",2011
181,181,"Stewart Cink",6,6.6,"Last15EventsAccuracy",2011
181,181,"Fabian Gomez",8,6.6,"Last15EventsAccuracy",2011
181,181,"Retief Goosen",8,6.6,"Last15EventsAccuracy",2011
181,181,"Bill Haas",7,6.6,"Last15EventsAccuracy",2011
181,181,"Jeff Klauk",3,6.6,"Last15EventsAccuracy",2011
181,181,"Martin Laird",7,6.6,"Last15EventsAccuracy",2011
181,181,"Ryan Moore",9,6.6,"Last15EventsAccuracy",2011
181,181,"DA Points",8,6.6,"Last15EventsAccuracy",2011
181,181,"Brett Quigley",4,6.6,"Last15EventsAccuracy",2011
181,181,"Charl Schwartzel",8,6.6,"Last15EventsAccuracy",2011
181,181,"Bubba Watson",9,6.6,"Last15EventsAccuracy",2011
194,194,"Kevin Chappell",6,6.5,"Last15EventsAccuracy",2011
194,194,"John Daly",5,6.5,"Last15EventsAccuracy",2011
194,194,"JB Holmes",9,6.5,"Last15EventsAccuracy",2011
194,194,"Richard Johnson",6,6.5,"Last15EventsAccuracy",2011
194,194,"Martin Kaymer",5,6.5,"Last15EventsAccuracy",2011
194,194,"Hunter Mahan",9,6.5,"Last15EventsAccuracy",2011
194,194,"William McGirt",10,6.5,"Last15EventsAccuracy",2011
194,194,"Troy Merritt",5,6.5,"Last15EventsAccuracy",2011
194,194,"Shaun Micheel",5,6.5,"Last15EventsAccuracy",2011
194,194,"Dicky Pride",5,6.5,"Last15EventsAccuracy",2011
194,194,"Jeff Quinney",6,6.5,"Last15EventsAccuracy",2011
194,194,"Jordan Spieth",1,6.5,"Last15EventsAccuracy",2011
194,194,"Matt Weibring",3,6.5,"Last15EventsAccuracy",2011
207,207,"Blake Adams",11,6.4,"Last15EventsAccuracy",2011
207,207,"Cameron Beckman",5,6.4,"Last15EventsAccuracy",2011
207,207,"Steven Bowditch",6,6.4,"Last15EventsAccuracy",2011
207,207,"Graham DeLaet",1,6.4,"Last15EventsAccuracy",2011
207,207,"Brad Faxon",1,6.4,"Last15EventsAccuracy",2011
207,207,"Ross Fisher",3,6.4,"Last15EventsAccuracy",2011
207,207,"Brad Fritsch",1,6.4,"Last15EventsAccuracy",2011
207,207,"Jim Herman",7,6.4,"Last15EventsAccuracy",2011
207,207,"Ryo Ishikawa",3,6.4,"Last15EventsAccuracy",2011
207,207,"Lee Janzen",9,6.4,"Last15EventsAccuracy",2011
207,207,"Michael Letzig",5,6.4,"Last15EventsAccuracy",2011
207,207,"Steve Marino",7,6.4,"Last15EventsAccuracy",2011
207,207,"Rocco Mediate",4,6.4,"Last15EventsAccuracy",2011
207,207,"Zack Miller",4,6.4,"Last15EventsAccuracy",2011
207,207,"Mark OMeara",1,6.4,"Last15EventsAccuracy",2011
207,207,"Ryan Palmer",6,6.4,"Last15EventsAccuracy",2011
207,207,"Rod Pampling",10,6.4,"Last15EventsAccuracy",2011
207,207,"Martin Trainer",1,6.4,"Last15EventsAccuracy",2011
207,207,"Jerod Turner",1,6.4,"Last15EventsAccuracy",2011
207,207,"Jhonattan Vegas",8,6.4,"Last15EventsAccuracy",2011
207,207,"Duffy Waldorf",2,6.4,"Last15EventsAccuracy",2011
228,228,"Greg Chalmers",8,6.3,"Last15EventsAccuracy",2011
228,228,"Chad Collins",6,6.3,"Last15EventsAccuracy",2011
228,228,"Erik Compton",5,6.3,"Last15EventsAccuracy",2011
228,228,"David Duval",3,6.3,"Last15EventsAccuracy",2011
228,228,"Matt Every",4,6.3,"Last15EventsAccuracy",2011
228,228,"Steve Flesch",10,6.3,"Last15EventsAccuracy",2011
228,228,"Mathew Goggin",1,6.3,"Last15EventsAccuracy",2011
228,228,"Padraig Harrington",8,6.3,"Last15EventsAccuracy",2011
228,228,"Billy Hurley III",1,6.3,"Last15EventsAccuracy",2011
228,228,"JL Lewis",1,6.3,"Last15EventsAccuracy",2011
228,228,"Frank Lickliter II",7,6.3,"Last15EventsAccuracy",2011
228,228,"Jamie Lovemark",1,6.3,"Last15EventsAccuracy",2011
228,228,"Jarrod Lyle",3,6.3,"Last15EventsAccuracy",2011
228,228,"Scott McCarron",5,6.3,"Last15EventsAccuracy",2011
228,228,"Fran Quinn",3,6.3,"Last15EventsAccuracy",2011
228,228,"Andres Romero",10,6.3,"Last15EventsAccuracy",2011
228,228,"Brandt Snedeker",8,6.3,"Last15EventsAccuracy",2011
228,228,"Jimmy Walker",8,6.3,"Last15EventsAccuracy",2011
246,246,"Thomas Aiken",1,6.2,"Last15EventsAccuracy",2011
246,246,"Josh Broadaway",1,6.2,"Last15EventsAccuracy",2011
246,246,"SSP Chawrasia",1,6.2,"Last15EventsAccuracy",2011
246,246,"Chris Couch",10,6.2,"Last15EventsAccuracy",2011
246,246,"Jason Day",9,6.2,"Last15EventsAccuracy",2011
246,246,"Robin Freeman",1,6.2,"Last15EventsAccuracy",2011
246,246,"Ryuji Imada",7,6.2,"Last15EventsAccuracy",2011
246,246,"Miguel Angel Jimenez",3,6.2,"Last15EventsAccuracy",2011
246,246,"Kevin Kisner",8,6.2,"Last15EventsAccuracy",2011
246,246,"Peter Lonard",2,6.2,"Last15EventsAccuracy",2011
246,246,"Matteo Manassero",3,6.2,"Last15EventsAccuracy",2011
246,246,"Joe Ogilvie",7,6.2,"Last15EventsAccuracy",2011
246,246,"Carl Paulson",3,6.2,"Last15EventsAccuracy",2011
246,246,"Paul Stankowski",11,6.2,"Last15EventsAccuracy",2011
246,246,"Peter Tomasulo",4,6.2,"Last15EventsAccuracy",2011
246,246,"Charlie Wi",9,6.2,"Last15EventsAccuracy",2011
262,262,"Rich Beem",4,6.1,"Last15EventsAccuracy",2011
262,262,"Matt Bettencourt",5,6.1,"Last15EventsAccuracy",2011
262,262,"Nathan Green",7,6.1,"Last15EventsAccuracy",2011
262,262,"Yuta Ikeda",4,6.1,"Last15EventsAccuracy",2011
262,262,"Hennie Otto",2,6.1,"Last15EventsAccuracy",2011
262,262,"Ted Purdy",2,6.1,"Last15EventsAccuracy",2011
262,262,"Alvaro Quiros",4,6.1,"Last15EventsAccuracy",2011
262,262,"Tag Ridings",8,6.1,"Last15EventsAccuracy",2011
270,270,"Steve Allan",1,6,"Last15EventsAccuracy",2011
270,270,"Stuart Appleby",3,6,"Last15EventsAccuracy",2011
270,270,"Daniel Chopra",2,6,"Last15EventsAccuracy",2011
270,270,"Todd Fischer",1,6,"Last15EventsAccuracy",2011
270,270,"Scott Gordon",1,6,"Last15EventsAccuracy",2011
270,270,"Skip Kendall",4,6,"Last15EventsAccuracy",2011
270,270,"Derek Lamely",5,6,"Last15EventsAccuracy",2011
270,270,"Jesper Parnevik",3,6,"Last15EventsAccuracy",2011
270,270,"Patrick Reed",1,6,"Last15EventsAccuracy",2011
270,270,"Sam Saunders",3,6,"Last15EventsAccuracy",2011
270,270,"Peter Senior",1,6,"Last15EventsAccuracy",2011
270,270,"Michael Sim",2,6,"Last15EventsAccuracy",2011
270,270,"Daniel Summerhays",4,6,"Last15EventsAccuracy",2011
283,283,"DJ Brigman",6,5.9,"Last15EventsAccuracy",2011
283,283,"Jonathan Byrd",6,5.9,"Last15EventsAccuracy",2011
283,283,"Matt Jones",3,5.9,"Last15EventsAccuracy",2011
283,283,"Troy Kelly",1,5.9,"Last15EventsAccuracy",2011
283,283,"Anthony Kim",3,5.9,"Last15EventsAccuracy",2011
283,283,"Nate Smith",3,5.9,"Last15EventsAccuracy",2011
289,289,"Darren Clarke",1,5.8,"Last15EventsAccuracy",2011
289,289,"Steve Elkington",6,5.8,"Last15EventsAccuracy",2011
289,289,"Shigeki Maruyama",1,5.8,"Last15EventsAccuracy",2011
289,289,"Bob May",1,5.8,"Last15EventsAccuracy",2011
289,289,"Garth Mulroy",1,5.8,"Last15EventsAccuracy",2011
289,289,"Jonathan Randolph",1,5.8,"Last15EventsAccuracy",2011
289,289,"Andre Stolz",2,5.8,"Last15EventsAccuracy",2011
289,289,"Drew Weaver",1,5.8,"Last15EventsAccuracy",2011
297,297,"Rhys Davies",1,5.7,"Last15EventsAccuracy",2011
297,297,"Morgan Hoffmann",2,5.7,"Last15EventsAccuracy",2011
297,297,"WC Liang",2,5.7,"Last15EventsAccuracy",2011
297,297,"Seung Yul Noh",1,5.7,"Last15EventsAccuracy",2011
297,297,"Mike Weir",2,5.7,"Last15EventsAccuracy",2011
302,302,"Henrik Stenson",5,5.6,"Last15EventsAccuracy",2011
302,302,"Will Strickler",6,5.6,"Last15EventsAccuracy",2011
302,302,"Willie Wood",1,5.6,"Last15EventsAccuracy",2011
305,305,"Aaron Baddeley",9,5.5,"Last15EventsAccuracy",2011
305,305,"Nick Price",1,5.5,"Last15EventsAccuracy",2011
307,307,"Richard Green",1,5.3,"Last15EventsAccuracy",2011
307,307,"Pablo Larrazabal",1,5.3,"Last15EventsAccuracy",2011
307,307,"Martin Piller",4,5.3,"Last15EventsAccuracy",2011
310,310,"Alex Aragon",1,5.2,"Last15EventsAccuracy",2011
310,310,"Bio Kim",5,5.2,"Last15EventsAccuracy",2011
312,312,"Mike Small",1,5.1,"Last15EventsAccuracy",2011
313,313,"Brian Bateman",1,5,"Last15EventsAccuracy",2011
314,314,"Mathias Gronberg",1,4.9,"Last15EventsAccuracy",2011
314,314,"Chris Tidland",1,4.9,"Last15EventsAccuracy",2011
316,316,"Marcus Fraser",1,4.7,"Last15EventsAccuracy",2011
317,317,"Alexander Noren",2,4.6,"Last15EventsAccuracy",2011
318,318,"Anthony Paolucci",1,4.4,"Last15EventsAccuracy",2011
319,319,"Peter Uihlein",2,4.3,"Last15EventsAccuracy",2011
320,320,"Jaebum Park",1,4,"Last15EventsAccuracy",2011
