"ProximitytoHolefrom_RANKTHISWEEK_2010","ProximitytoHolefrom_RANKLASTWEEK_2010","ProximitytoHolefrom_PLAYERNAME_2010","ProximitytoHolefrom_ROUNDS_2010","ProximitytoHolefrom_AVGDTP_2010","ProximitytoHolefrom_TOTALDISTANCEFEET_2010","ProximitytoHolefrom_OFSHOTS_2010","ProximitytoHolefrom_SCRAMBLINGRANK_2010","stat_name","year"
70,70,"Ben Curtis",78,NA,263.25,78,60,"ProximitytoHolefrom",2010
70,70,"Jason Day",82,NA,367.417,107,51,"ProximitytoHolefrom",2010
70,70,"Lee Janzen",77,NA,357.167,105,102,"ProximitytoHolefrom",2010
70,70,"Matt Kuchar",97,NA,377.917,111,5,"ProximitytoHolefrom",2010
70,70,"Davis Love III",79,NA,337.167,99,165,"ProximitytoHolefrom",2010
70,70,"Rory McIlroy",54,NA,250.083,74,56,"ProximitytoHolefrom",2010
70,70,"Garth Mulroy",53,NA,206.083,60,175,"ProximitytoHolefrom",2010
70,70,"Joe Ogilvie",99,NA,421.667,124,126,"ProximitytoHolefrom",2010
70,70,"Geoff Ogilvy",62,NA,225.75,66,135,"ProximitytoHolefrom",2010
70,70,"Justin Rose",78,NA,368.333,107,13,"ProximitytoHolefrom",2010
70,70,"John Senden",103,NA,430.417,126,104,"ProximitytoHolefrom",2010
70,70,"Josh Teater",101,NA,440.25,128,124,"ProximitytoHolefrom",2010
70,70,"Camilo Villegas",78,NA,320.917,95,107,"ProximitytoHolefrom",2010
70,70,"Jay Williamson",76,NA,297.833,88,58,"ProximitytoHolefrom",2010
70,70,"Chris Wilson",65,NA,275.417,80,173,"ProximitytoHolefrom",2010
86,86,"Robert Allenby",76,NA,270.083,78,131,"ProximitytoHolefrom",2010
86,86,"Cameron Beckman",68,NA,375.333,106,93,"ProximitytoHolefrom",2010
86,86,"Michael Bradley",77,NA,275.75,79,67,"ProximitytoHolefrom",2010
86,86,"Paul Casey",64,NA,231.917,67,45,"ProximitytoHolefrom",2010
86,86,"Alex Cejka",81,NA,397.833,113,130,"ProximitytoHolefrom",2010
86,86,"Steve Flesch",78,NA,322,92,154,"ProximitytoHolefrom",2010
86,86,"Rickie Fowler",98,NA,528.167,151,66,"ProximitytoHolefrom",2010
86,86,"Sergio Garcia",58,NA,207.667,60,161,"ProximitytoHolefrom",2010
86,86,"Padraig Harrington",57,NA,263.5,75,42,"ProximitytoHolefrom",2010
86,86,"Charles Howell III",103,NA,482.083,139,7,"ProximitytoHolefrom",2010
86,86,"Zach Johnson",93,NA,429.833,122,103,"ProximitytoHolefrom",2010
86,86,"Greg Kraft",52,NA,187.667,54,177,"ProximitytoHolefrom",2010
86,86,"Cameron Percy",73,NA,303.5,87,122,"ProximitytoHolefrom",2010
86,86,"Tim Petrovic",105,NA,489,141,51,"ProximitytoHolefrom",2010
86,86,"Aron Price",70,NA,287.083,83,88,"ProximitytoHolefrom",2010
86,86,"Jeev Milkha Singh",59,NA,299.833,85,15,"ProximitytoHolefrom",2010
86,86,"Brandt Snedeker",89,NA,440.333,127,43,"ProximitytoHolefrom",2010
86,86,"Paul Stankowski",62,NA,247.75,71,150,"ProximitytoHolefrom",2010
86,86,"David Toms",86,NA,401.833,116,39,"ProximitytoHolefrom",2010
105,105,"Henrik Bjornstad",72,NA,307.583,85,190,"ProximitytoHolefrom",2010
105,105,"Stewart Cink",84,NA,341.083,96,118,"ProximitytoHolefrom",2010
105,105,"Brian Davis",101,NA,584.167,163,30,"ProximitytoHolefrom",2010
105,105,"James Driscoll",78,NA,369.583,102,95,"ProximitytoHolefrom",2010
105,105,"JJ Henry",92,NA,378.667,105,62,"ProximitytoHolefrom",2010
105,105,"Michael Letzig",84,NA,398.667,112,137,"ProximitytoHolefrom",2010
105,105,"Jarrod Lyle",54,NA,245.333,69,101,"ProximitytoHolefrom",2010
105,105,"Rocco Mediate",71,NA,320.917,90,120,"ProximitytoHolefrom",2010
105,105,"Kevin Na",94,NA,425.083,120,8,"ProximitytoHolefrom",2010
105,105,"James Nitties",92,NA,430.75,121,94,"ProximitytoHolefrom",2010
105,105,"Sean OHair",84,NA,350.917,99,32,"ProximitytoHolefrom",2010
105,105,"Heath Slocum",97,NA,399.583,112,19,"ProximitytoHolefrom",2010
105,105,"Kevin Stadler",86,NA,416.667,115,138,"ProximitytoHolefrom",2010
105,105,"DJ Trahan",92,NA,468.75,131,157,"ProximitytoHolefrom",2010
105,105,"Vance Veazey",58,NA,277.917,77,187,"ProximitytoHolefrom",2010
105,105,"Scott Verplank",74,NA,371.583,103,70,"ProximitytoHolefrom",2010
105,105,"Dean Wilson",54,NA,251.083,70,1,"ProximitytoHolefrom",2010
122,122,"Greg Chalmers",93,NA,462.083,125,10,"ProximitytoHolefrom",2010
122,122,"Lucas Glover",75,NA,342.667,93,169,"ProximitytoHolefrom",2010
122,122,"Cliff Kresge",50,NA,306.917,84,77,"ProximitytoHolefrom",2010
122,122,"Jeff Maggert",76,NA,404.25,111,141,"ProximitytoHolefrom",2010
122,122,"Scott McCarron",90,NA,470.25,128,43,"ProximitytoHolefrom",2010
122,122,"Andrew McLardy",52,NA,232.417,64,176,"ProximitytoHolefrom",2010
122,122,"Brett Quigley",96,NA,366,100,99,"ProximitytoHolefrom",2010
122,122,"Jeff Quinney",91,NA,450.583,124,59,"ProximitytoHolefrom",2010
122,122,"Nick Watney",91,NA,457,126,146,"ProximitytoHolefrom",2010
131,131,"Joe Durant",67,NA,276.5,74,76,"ProximitytoHolefrom",2010
131,131,"Bill Lunde",79,NA,390.417,103,109,"ProximitytoHolefrom",2010
131,131,"Hunter Mahan",85,NA,368.167,99,85,"ProximitytoHolefrom",2010
131,131,"Troy Matteson",84,NA,419,112,140,"ProximitytoHolefrom",2010
131,131,"Kevin Streelman",90,NA,483.917,128,127,"ProximitytoHolefrom",2010
131,131,"Roland Thatcher",72,NA,430.583,115,116,"ProximitytoHolefrom",2010
131,131,"Jerod Turner",54,NA,291.083,77,186,"ProximitytoHolefrom",2010
138,138,"Brendon de Jonge",114,NA,466.083,121,145,"ProximitytoHolefrom",2010
138,138,"Brent Delahoussaye",57,NA,299.917,79,164,"ProximitytoHolefrom",2010
138,138,"Martin Flores",75,NA,395.833,104,172,"ProximitytoHolefrom",2010
138,138,"Mathew Goggin",85,NA,369.583,96,167,"ProximitytoHolefrom",2010
138,138,"Tim Herron",79,NA,384.667,101,80,"ProximitytoHolefrom",2010
138,138,"Carl Pettersson",99,NA,529.583,138,28,"ProximitytoHolefrom",2010
138,138,"Omar Uresti",74,NA,366.75,95,38,"ProximitytoHolefrom",2010
138,138,"Charles Warren",64,NA,296.417,77,160,"ProximitytoHolefrom",2010
138,138,"Brett Wetterich",54,NA,333.75,88,83,"ProximitytoHolefrom",2010
147,147,"Kris Blanks",91,NA,427.833,110,170,"ProximitytoHolefrom",2010
147,147,"Tim Clark",88,NA,476.25,121,20,"ProximitytoHolefrom",2010
147,147,"Jason Dufner",87,NA,392.167,100,92,"ProximitytoHolefrom",2010
147,147,"Jeff Overton",89,NA,430.75,110,125,"ProximitytoHolefrom",2010
151,151,"Justin Bolli",55,NA,258.083,65,162,"ProximitytoHolefrom",2010
151,151,"Jeff Gove",57,NA,277.5,69,189,"ProximitytoHolefrom",2010
151,151,"Trevor Immelman",55,NA,248.75,62,65,"ProximitytoHolefrom",2010
151,151,"Dustin Johnson",83,NA,424.167,107,139,"ProximitytoHolefrom",2010
151,151,"Ryan Palmer",84,NA,474.333,119,144,"ProximitytoHolefrom",2010
151,151,"Brian Stuard",81,NA,379.917,95,163,"ProximitytoHolefrom",2010
151,151,"Johnson Wagner",85,NA,373.25,94,96,"ProximitytoHolefrom",2010
151,151,"Bubba Watson",77,NA,491.167,124,147,"ProximitytoHolefrom",2010
159,159,"Chris Couch",66,NA,435.333,107,133,"ProximitytoHolefrom",2010
159,159,"Paul Goydos",78,NA,424.5,103,155,"ProximitytoHolefrom",2010
159,159,"Nathan Green",86,NA,482.417,118,55,"ProximitytoHolefrom",2010
159,159,"Charley Hoffman",85,NA,601.833,146,49,"ProximitytoHolefrom",2010
159,159,"Kevin Johnson",62,NA,329.333,81,184,"ProximitytoHolefrom",2010
159,159,"DA Points",90,NA,492.25,121,85,"ProximitytoHolefrom",2010
159,159,"Ian Poulter",55,NA,258.333,63,57,"ProximitytoHolefrom",2010
159,159,"Andres Romero",73,NA,599.167,147,46,"ProximitytoHolefrom",2010
159,159,"Chris Stroud",90,NA,370.583,91,113,"ProximitytoHolefrom",2010
159,159,"Cameron Tringale",55,NA,210.083,51,178,"ProximitytoHolefrom",2010
169,169,"Matt Bettencourt",91,NA,522.667,125,97,"ProximitytoHolefrom",2010
169,169,"Craig Bowden",56,NA,311.833,75,91,"ProximitytoHolefrom",2010
169,169,"KJ Choi",82,NA,413.583,100,20,"ProximitytoHolefrom",2010
169,169,"David Lutterus",69,NA,377.25,90,158,"ProximitytoHolefrom",2010
169,169,"Steve Marino",81,NA,351.917,84,132,"ProximitytoHolefrom",2010
169,169,"John Merrick",109,NA,438.417,106,121,"ProximitytoHolefrom",2010
169,169,"Troy Merritt",86,NA,571.75,136,156,"ProximitytoHolefrom",2010
169,169,"Chris Tidland",77,NA,476.583,114,110,"ProximitytoHolefrom",2010
169,169,"Boo Weekley",88,NA,455.917,110,53,"ProximitytoHolefrom",2010
169,169,"YE Yang",72,NA,376.083,90,134,"ProximitytoHolefrom",2010
179,179,"John Daly",63,NA,375.5,88,174,"ProximitytoHolefrom",2010
180,180,"Bob Estes",79,NA,434.083,100,50,"ProximitytoHolefrom",2010
180,180,"Brad Faxon",58,NA,331,77,192,"ProximitytoHolefrom",2010
180,180,"Martin Laird",91,NA,487.167,112,115,"ProximitytoHolefrom",2010
180,180,"Rod Pampling",77,NA,408.25,94,67,"ProximitytoHolefrom",2010
180,180,"Vaughn Taylor",87,NA,477.917,110,111,"ProximitytoHolefrom",2010
185,185,"Rory Sabbatini",79,NA,385.333,88,128,"ProximitytoHolefrom",2010
186,186,"Daniel Chopra",74,NA,566.333,121,135,"ProximitytoHolefrom",2010
186,186,"Steve Lowery",67,NA,357.333,76,188,"ProximitytoHolefrom",2010
188,188,"Kenny Perry",69,NA,435.75,91,33,"ProximitytoHolefrom",2010
188,188,"Jimmy Walker",82,NA,453.167,95,89,"ProximitytoHolefrom",2010
190,190,"Robert Garrigus",71,NA,562.083,115,182,"ProximitytoHolefrom",2010
191,191,"Nicholas Thompson",88,NA,622.667,124,191,"ProximitytoHolefrom",2010
192,192,"Mark Calcavecchia",50,NA,369.333,71,185,"ProximitytoHolefrom",2010
