"SandSavesfrom2030yards_RANKTHISWEEK_2009","SandSavesfrom2030yards_RANKLASTWEEK_2009","SandSavesfrom2030yards_PLAYERNAME_2009","SandSavesfrom2030yards_ROUNDS_2009","SandSavesfrom2030yards_Pct_2009","SandSavesfrom2030yards_OFSAVES_2009","SandSavesfrom2030yards_OFBUNKERS_2009","stat_name","year"
1,1,"Webb Simpson",94,70.45,31,44,"SandSavesfrom2030yards",2009
2,2,"Jim Furyk",86,70.37,19,27,"SandSavesfrom2030yards",2009
3,3,"Matt Jones",56,69.23,9,13,"SandSavesfrom2030yards",2009
4,4,"Scott Verplank",88,65.79,25,38,"SandSavesfrom2030yards",2009
5,5,"Cameron Beckman",87,65.52,19,29,"SandSavesfrom2030yards",2009
6,6,"Nick OHern",90,64.86,24,37,"SandSavesfrom2030yards",2009
6,6,"Kevin Sutherland",96,64.86,24,37,"SandSavesfrom2030yards",2009
8,8,"Sean OHair",80,64.71,22,34,"SandSavesfrom2030yards",2009
8,8,"Tim Petrovic",97,64.71,33,51,"SandSavesfrom2030yards",2009
10,10,"Mark Wilson",99,64.29,27,42,"SandSavesfrom2030yards",2009
11,11,"Brian Gay",96,63.89,23,36,"SandSavesfrom2030yards",2009
12,12,"Brad Adamonis",70,63.64,21,33,"SandSavesfrom2030yards",2009
13,13,"Aron Price",89,63.16,24,38,"SandSavesfrom2030yards",2009
14,14,"Tiger Woods",64,61.9,13,21,"SandSavesfrom2030yards",2009
15,15,"David Mathis",82,61.29,19,31,"SandSavesfrom2030yards",2009
16,16,"Michael Allen",73,59.09,13,22,"SandSavesfrom2030yards",2009
16,16,"Chad Campbell",90,59.09,13,22,"SandSavesfrom2030yards",2009
18,18,"Nathan Green",104,58.97,23,39,"SandSavesfrom2030yards",2009
19,19,"Kevin Stadler",65,58.82,10,17,"SandSavesfrom2030yards",2009
20,20,"Lee Janzen",74,58.62,17,29,"SandSavesfrom2030yards",2009
20,20,"Matt Kuchar",82,58.62,17,29,"SandSavesfrom2030yards",2009
22,22,"Ryuji Imada",85,58.14,25,43,"SandSavesfrom2030yards",2009
23,23,"Robert Allenby",71,57.89,11,19,"SandSavesfrom2030yards",2009
23,23,"Chris Riley",77,57.89,22,38,"SandSavesfrom2030yards",2009
23,23,"Matt Weibring",65,57.89,11,19,"SandSavesfrom2030yards",2009
26,26,"Luke Donald",79,57.58,19,33,"SandSavesfrom2030yards",2009
27,27,"Tim Clark",81,57.14,12,21,"SandSavesfrom2030yards",2009
27,27,"Jerry Kelly",90,57.14,20,35,"SandSavesfrom2030yards",2009
29,29,"Cliff Kresge",78,56.67,17,30,"SandSavesfrom2030yards",2009
29,29,"Tom Pernice Jr",82,56.67,17,30,"SandSavesfrom2030yards",2009
