"BirdieorBetterPercentageLess125_RANKTHISWEEK_2016","BirdieorBetterPercentageLess125_RANKLASTWEEK_2016","BirdieorBetterPercentageLess125_PLAYERNAME_2016","BirdieorBetterPercentageLess125_ROUNDS_2016","BirdieorBetterPercentageLess125_Pct_2016","BirdieorBetterPercentageLess125_TOTALBIRDIES_2016","BirdieorBetterPercentageLess125_TOTALHOLES_2016","stat_name","year"
33,31,"Jonas Blixt",46,26.71,39,146,"BirdieorBetterPercentageLess125",2016
34,38,"Ben Martin",48,26.57,38,143,"BirdieorBetterPercentageLess125",2016
35,21,"Jamie Lovemark",57,26.54,56,211,"BirdieorBetterPercentageLess125",2016
36,44,"Jordan Spieth",34,26.32,25,95,"BirdieorBetterPercentageLess125",2016
37,45,"Billy Horschel",45,26.26,26,99,"BirdieorBetterPercentageLess125",2016
38,34,"Emiliano Grillo",47,26.23,32,122,"BirdieorBetterPercentageLess125",2016
39,47,"Smylie Kaufman",57,26.15,51,195,"BirdieorBetterPercentageLess125",2016
40,49,"Justin Hicks",26,26.13,29,111,"BirdieorBetterPercentageLess125",2016
41,32,"Ben Crane",48,26.09,36,138,"BirdieorBetterPercentageLess125",2016
42,53,"Patton Kizzire",57,26.03,38,146,"BirdieorBetterPercentageLess125",2016
43,29,"Justin Thomas",53,25.95,41,158,"BirdieorBetterPercentageLess125",2016
43,54,"Boo Weekley",53,25.95,41,158,"BirdieorBetterPercentageLess125",2016
45,62,"Roberto Castro",55,25.91,50,193,"BirdieorBetterPercentageLess125",2016
46,52,"Dustin Johnson",37,25.84,23,89,"BirdieorBetterPercentageLess125",2016
47,43,"Brian Stuard",24,25.68,19,74,"BirdieorBetterPercentageLess125",2016
48,41,"Stuart Appleby",39,25.64,40,156,"BirdieorBetterPercentageLess125",2016
49,56,"Abraham Ancer",26,25.61,21,82,"BirdieorBetterPercentageLess125",2016
50,48,"Harris English",51,25.47,27,106,"BirdieorBetterPercentageLess125",2016
51,50,"Will Ma Kenzie",54,25.44,43,169,"BirdieorBetterPercentageLess125",2016
52,54,"Dawie van der Walt",48,25.32,40,158,"BirdieorBetterPercentageLess125",2016
53,39,"Brendan Steele",48,25.19,34,135,"BirdieorBetterPercentageLess125",2016
53,40,"Will Wilcox",47,25.19,34,135,"BirdieorBetterPercentageLess125",2016
55,63,"Colt Knost",56,25.14,46,183,"BirdieorBetterPercentageLess125",2016
56,61,"Chris Kirk",51,25,37,148,"BirdieorBetterPercentageLess125",2016
56,60,"Francesco Molinari",36,25,29,116,"BirdieorBetterPercentageLess125",2016
58,46,"Graham DeLaet",50,24.82,34,137,"BirdieorBetterPercentageLess125",2016
59,37,"Michael Kim",62,24.76,51,206,"BirdieorBetterPercentageLess125",2016
60,65,"Shane Bertsch",30,24.72,22,89,"BirdieorBetterPercentageLess125",2016
60,121,"Webb Simpson",34,24.72,22,89,"BirdieorBetterPercentageLess125",2016
62,66,"Marc Leishman",41,24.66,18,73,"BirdieorBetterPercentageLess125",2016
63,69,"Blayne Barber",44,24.64,34,138,"BirdieorBetterPercentageLess125",2016
64,51,"Peter Malnati",53,24.63,50,203,"BirdieorBetterPercentageLess125",2016
65,67,"Andrew Landry",24,24.62,16,65,"BirdieorBetterPercentageLess125",2016
66,68,"KJ Choi",47,24.52,38,155,"BirdieorBetterPercentageLess125",2016
67,74,"Andrew Loupe",50,24.48,47,192,"BirdieorBetterPercentageLess125",2016
68,74,"Patrick Rodgers",49,24.36,38,156,"BirdieorBetterPercentageLess125",2016
69,59,"Jim Herman",55,24.31,35,144,"BirdieorBetterPercentageLess125",2016
70,70,"Davis Love III",40,24.26,33,136,"BirdieorBetterPercentageLess125",2016
71,143,"Paul Casey",39,24.24,16,66,"BirdieorBetterPercentageLess125",2016
72,42,"Phil Mickelson",37,24.21,23,95,"BirdieorBetterPercentageLess125",2016
73,148,"Adam Scott",39,24.14,14,58,"BirdieorBetterPercentageLess125",2016
74,76,"Brooks Koepka",39,24.09,33,137,"BirdieorBetterPercentageLess125",2016
75,72,"Tom Hoge",47,24.05,38,158,"BirdieorBetterPercentageLess125",2016
76,82,"William McGirt",54,24.03,37,154,"BirdieorBetterPercentageLess125",2016
77,56,"David Hearn",55,24,42,175,"BirdieorBetterPercentageLess125",2016
77,78,"Pat Perez",28,24,12,50,"BirdieorBetterPercentageLess125",2016
79,81,"Charles Howell III",63,23.83,46,193,"BirdieorBetterPercentageLess125",2016
80,73,"David Toms",38,23.72,37,156,"BirdieorBetterPercentageLess125",2016
81,80,"Keegan Bradley",40,23.68,18,76,"BirdieorBetterPercentageLess125",2016
81,64,"Bill Haas",42,23.68,27,114,"BirdieorBetterPercentageLess125",2016
83,102,"Henrik Norlander",41,23.53,24,102,"BirdieorBetterPercentageLess125",2016
83,96,"Cameron Tringale",47,23.53,36,153,"BirdieorBetterPercentageLess125",2016
85,85,"Rhein Gibson",36,23.48,27,115,"BirdieorBetterPercentageLess125",2016
85,94,"Danny Lee",53,23.48,27,115,"BirdieorBetterPercentageLess125",2016
87,77,"Lucas Glover",53,23.46,42,179,"BirdieorBetterPercentageLess125",2016
88,91,"Derek Fathauer",58,23.39,40,171,"BirdieorBetterPercentageLess125",2016
88,87,"Ryan Palmer",46,23.39,40,171,"BirdieorBetterPercentageLess125",2016
90,79,"Scott Brown",59,23.13,34,147,"BirdieorBetterPercentageLess125",2016
91,109,"Brian Harman",60,22.93,47,205,"BirdieorBetterPercentageLess125",2016
92,83,"Patrick Reed",53,22.9,30,131,"BirdieorBetterPercentageLess125",2016
93,98,"Chris Stroud",52,22.88,35,153,"BirdieorBetterPercentageLess125",2016
94,111,"Rob Oppenheim",37,22.76,28,123,"BirdieorBetterPercentageLess125",2016
95,102,"Freddie Jacobson",54,22.73,35,154,"BirdieorBetterPercentageLess125",2016
95,101,"Michael Thompson",46,22.73,30,132,"BirdieorBetterPercentageLess125",2016
97,108,"Erik Compton",45,22.63,31,137,"BirdieorBetterPercentageLess125",2016
97,87,"Scott Pinckney",53,22.63,31,137,"BirdieorBetterPercentageLess125",2016
99,83,"Spencer Levin",62,22.6,40,177,"BirdieorBetterPercentageLess125",2016
100,71,"JB Holmes",39,22.58,28,124,"BirdieorBetterPercentageLess125",2016
101,107,"Branden Grace",31,22.54,16,71,"BirdieorBetterPercentageLess125",2016
102,89,"Morgan Hoffmann",43,22.46,31,138,"BirdieorBetterPercentageLess125",2016
103,93,"Luke List",51,22.39,30,134,"BirdieorBetterPercentageLess125",2016
104,98,"Ricky Barnes",57,22.35,40,179,"BirdieorBetterPercentageLess125",2016
105,140,"Ernie Els",34,22.33,23,103,"BirdieorBetterPercentageLess125",2016
106,94,"Mark Hubbard",73,22.32,50,224,"BirdieorBetterPercentageLess125",2016
107,89,"Daniel Summerhays",55,22.3,31,139,"BirdieorBetterPercentageLess125",2016
108,117,"Jason Gore",51,22.15,35,158,"BirdieorBetterPercentageLess125",2016
109,148,"DA Points",32,21.98,20,91,"BirdieorBetterPercentageLess125",2016
110,97,"Alex Cejka",47,21.97,29,132,"BirdieorBetterPercentageLess125",2016
111,114,"Bernd Wiesberger",23,21.95,9,41,"BirdieorBetterPercentageLess125",2016
112,115,"Dicky Pride",33,21.93,25,114,"BirdieorBetterPercentageLess125",2016
113,117,"Darron Stiles",28,21.92,16,73,"BirdieorBetterPercentageLess125",2016
113,117,"Bubba Watson",30,21.92,16,73,"BirdieorBetterPercentageLess125",2016
115,137,"Bronson Burgoon",53,21.85,33,151,"BirdieorBetterPercentageLess125",2016
116,122,"Sean OHair",45,21.79,34,156,"BirdieorBetterPercentageLess125",2016
117,124,"Aaron Baddeley",51,21.64,29,134,"BirdieorBetterPercentageLess125",2016
118,120,"Kyle Reifers",63,21.62,40,185,"BirdieorBetterPercentageLess125",2016
119,111,"Adam Hadwin",53,21.48,32,149,"BirdieorBetterPercentageLess125",2016
119,125,"Charley Hoffman",49,21.48,29,135,"BirdieorBetterPercentageLess125",2016
121,123,"Kyle Stanley",57,21.47,35,163,"BirdieorBetterPercentageLess125",2016
122,98,"Anirban Lahiri",44,21.43,18,84,"BirdieorBetterPercentageLess125",2016
122,126,"Louis Oosthuizen",25,21.43,9,42,"BirdieorBetterPercentageLess125",2016
124,141,"James Hahn",45,21.38,31,145,"BirdieorBetterPercentageLess125",2016
124,154,"David Lingmerth",54,21.38,31,145,"BirdieorBetterPercentageLess125",2016
126,91,"Justin Rose",35,21.35,19,89,"BirdieorBetterPercentageLess125",2016
127,129,"Jeff Overton",51,21.21,35,165,"BirdieorBetterPercentageLess125",2016
128,127,"Jhonattan Vegas",49,21.19,25,118,"BirdieorBetterPercentageLess125",2016
129,130,"Troy Merritt",41,21.14,26,123,"BirdieorBetterPercentageLess125",2016
130,106,"Kevin Chappell",49,21.13,30,142,"BirdieorBetterPercentageLess125",2016
131,132,"Rory Sabbatini",40,21.05,20,95,"BirdieorBetterPercentageLess125",2016
132,115,"Matt Every",34,21.01,25,119,"BirdieorBetterPercentageLess125",2016
132,132,"Steve Marino",40,21.01,25,119,"BirdieorBetterPercentageLess125",2016
134,136,"Brian Gay",22,20.88,19,91,"BirdieorBetterPercentageLess125",2016
134,157,"Sam Saunders",40,20.88,19,91,"BirdieorBetterPercentageLess125",2016
136,137,"Matthew Fitzpatrick",23,20.83,5,24,"BirdieorBetterPercentageLess125",2016
136,102,"George McNeill",33,20.83,20,96,"BirdieorBetterPercentageLess125",2016
138,105,"Kelly Kraft",35,20.75,22,106,"BirdieorBetterPercentageLess125",2016
139,110,"Cameron Smith",45,20.72,23,111,"BirdieorBetterPercentageLess125",2016
140,135,"Harold Varner III",58,20.54,38,185,"BirdieorBetterPercentageLess125",2016
141,128,"Kevin Streelman",46,20.53,31,151,"BirdieorBetterPercentageLess125",2016
142,132,"Mark Wilson",42,20.47,26,127,"BirdieorBetterPercentageLess125",2016
143,139,"Zac Blair",56,20.37,33,162,"BirdieorBetterPercentageLess125",2016
144,147,"Steve Wheatcroft",53,20.36,34,167,"BirdieorBetterPercentageLess125",2016
145,154,"Johnson Wagner",44,20.29,28,138,"BirdieorBetterPercentageLess125",2016
146,148,"Greg Owen",56,20.13,31,154,"BirdieorBetterPercentageLess125",2016
147,86,"Luke Donald",49,20,23,115,"BirdieorBetterPercentageLess125",2016
147,148,"Brice Garnett",29,20,14,70,"BirdieorBetterPercentageLess125",2016
147,177,"Retief Goosen",37,20,23,115,"BirdieorBetterPercentageLess125",2016
147,148,"Luke Guthrie",31,20,20,100,"BirdieorBetterPercentageLess125",2016
147,111,"Ollie Schniederjans",23,20,18,90,"BirdieorBetterPercentageLess125",2016
147,142,"Nick Taylor",57,20,39,195,"BirdieorBetterPercentageLess125",2016
153,187,"Scott Stallings",46,19.85,27,136,"BirdieorBetterPercentageLess125",2016
154,157,"Chez Reavie",56,19.77,34,172,"BirdieorBetterPercentageLess125",2016
155,159,"Martin Laird",46,19.72,28,142,"BirdieorBetterPercentageLess125",2016
156,146,"Steven Bowditch",40,19.69,25,127,"BirdieorBetterPercentageLess125",2016
157,163,"Tyrone Van Aswegen",67,19.64,33,168,"BirdieorBetterPercentageLess125",2016
158,156,"Gary Woodland",45,19.63,21,107,"BirdieorBetterPercentageLess125",2016
159,160,"Hudson Swafford",52,19.59,29,148,"BirdieorBetterPercentageLess125",2016
160,144,"Carlos Ortiz",47,19.53,25,128,"BirdieorBetterPercentageLess125",2016
161,161,"Sergio Garcia",28,19.51,8,41,"BirdieorBetterPercentageLess125",2016
162,131,"Daniel Berger",52,19.42,20,103,"BirdieorBetterPercentageLess125",2016
163,168,"Thomas Aiken",42,19.35,18,93,"BirdieorBetterPercentageLess125",2016
164,148,"Padraig Harrington",38,19.3,22,114,"BirdieorBetterPercentageLess125",2016
165,144,"Chad Campbell",54,19.2,24,125,"BirdieorBetterPercentageLess125",2016
166,173,"Rory McIlroy",37,19.18,14,73,"BirdieorBetterPercentageLess125",2016
167,162,"Si Woo Kim",63,19.17,37,193,"BirdieorBetterPercentageLess125",2016
168,174,"Chesson Hadley",51,19.08,29,152,"BirdieorBetterPercentageLess125",2016
169,165,"Billy Hurley III",22,19.05,16,84,"BirdieorBetterPercentageLess125",2016
170,166,"John Huh",51,18.85,23,122,"BirdieorBetterPercentageLess125",2016
170,178,"Geoff Ogilvy",37,18.85,23,122,"BirdieorBetterPercentageLess125",2016
172,170,"Fabian Gomez",49,18.62,27,145,"BirdieorBetterPercentageLess125",2016
173,164,"Sung Kang",51,18.52,25,135,"BirdieorBetterPercentageLess125",2016
174,167,"JJ Henry",44,18.49,27,146,"BirdieorBetterPercentageLess125",2016
175,172,"Wes Roach",33,18.48,17,92,"BirdieorBetterPercentageLess125",2016
176,184,"Chad Collins",45,18.18,24,132,"BirdieorBetterPercentageLess125",2016
177,175,"Russell Knox",48,18.03,22,122,"BirdieorBetterPercentageLess125",2016
178,195,"Robert Garrigus",34,17.86,15,84,"BirdieorBetterPercentageLess125",2016
178,176,"Cameron Percy",22,17.86,10,56,"BirdieorBetterPercentageLess125",2016
180,170,"Brendon de Jonge",55,17.73,25,141,"BirdieorBetterPercentageLess125",2016
181,181,"Camilo Villegas",50,17.57,26,148,"BirdieorBetterPercentageLess125",2016
182,194,"Scott Langley",41,17.52,24,137,"BirdieorBetterPercentageLess125",2016
183,180,"Kevin Na",52,17.31,18,104,"BirdieorBetterPercentageLess125",2016
184,169,"Brett Stegmaier",57,17.13,31,181,"BirdieorBetterPercentageLess125",2016
185,182,"Graeme McDowell",33,17.11,13,76,"BirdieorBetterPercentageLess125",2016
186,183,"Russell Henley",42,17.09,27,158,"BirdieorBetterPercentageLess125",2016
187,179,"Hiroshi Iwata",51,17.05,22,129,"BirdieorBetterPercentageLess125",2016
188,185,"Carl Pettersson",31,16.67,20,120,"BirdieorBetterPercentageLess125",2016
189,192,"Shane Lowry",35,16.46,13,79,"BirdieorBetterPercentageLess125",2016
190,189,"Miguel Angel Carballo",24,16.18,11,68,"BirdieorBetterPercentageLess125",2016
191,204,"Robert Allenby",35,15.96,15,94,"BirdieorBetterPercentageLess125",2016
192,199,"Matt Jones",45,15.89,17,107,"BirdieorBetterPercentageLess125",2016
193,185,"Derek Ernst",36,15.79,15,95,"BirdieorBetterPercentageLess125",2016
194,191,"Charlie Beljan",26,15.73,14,89,"BirdieorBetterPercentageLess125",2016
195,188,"Andres Gonzales",46,15.6,22,141,"BirdieorBetterPercentageLess125",2016
196,190,"Whee Kim",54,15.56,21,135,"BirdieorBetterPercentageLess125",2016
197,193,"Jerry Kelly",44,15.52,18,116,"BirdieorBetterPercentageLess125",2016
198,197,"Ken Duke",26,15.22,14,92,"BirdieorBetterPercentageLess125",2016
199,198,"Robert Streb",51,15.13,18,119,"BirdieorBetterPercentageLess125",2016
200,203,"DH Lee",35,14.42,15,104,"BirdieorBetterPercentageLess125",2016
201,200,"Angel Cabrera",42,14.41,16,111,"BirdieorBetterPercentageLess125",2016
201,196,"Tony Finau",49,14.41,16,111,"BirdieorBetterPercentageLess125",2016
203,201,"Andres Romero",22,12.73,7,55,"BirdieorBetterPercentageLess125",2016
204,205,"Lucas Lee",22,12.33,9,73,"BirdieorBetterPercentageLess125",2016
205,206,"Ian Poulter",37,10.96,8,73,"BirdieorBetterPercentageLess125",2016
206,207,"Shawn Stefani",45,10.64,15,141,"BirdieorBetterPercentageLess125",2016
207,208,"Jason Kokrak",52,9.72,14,144,"BirdieorBetterPercentageLess125",2016
