"MissedFairwayPercentOther_RANKTHISWEEK_2011","MissedFairwayPercentOther_RANKLASTWEEK_2011","MissedFairwayPercentOther_PLAYERNAME_2011","MissedFairwayPercentOther_ROUNDS_2011","MissedFairwayPercentOther_Pct_2011","MissedFairwayPercentOther_TOTALMISSED_2011","MissedFairwayPercentOther_TOTALFWYS_2011","MissedFairwayPercentOther_RELATIVETOPAR_2011","stat_name","year"
22,22,"Bill Haas",93,1.6,16,998,0.13,"MissedFairwayPercentOther",2011
23,23,"Aron Price",58,1.62,11,678,0.55,"MissedFairwayPercentOther",2011
23,23,"Kevin Streelman",90,1.62,16,988,0.44,"MissedFairwayPercentOther",2011
25,25,"JJ Henry",96,1.64,18,1096,0.56,"MissedFairwayPercentOther",2011
26,26,"Greg Chalmers",88,1.66,18,1087,0.5,"MissedFairwayPercentOther",2011
27,27,"Bo Van Pelt",92,1.72,17,989,0.35,"MissedFairwayPercentOther",2011
28,28,"Shane Bertsch",62,1.8,13,722,0.54,"MissedFairwayPercentOther",2011
28,28,"Keegan Bradley",91,1.8,19,1058,0.58,"MissedFairwayPercentOther",2011
30,30,"Ben Curtis",66,1.85,16,865,1,"MissedFairwayPercentOther",2011
30,30,"Chris DiMarco",93,1.85,21,1136,1.14,"MissedFairwayPercentOther",2011
30,30,"Paul Goydos",81,1.85,19,1028,0.68,"MissedFairwayPercentOther",2011
33,33,"Steve Marino",76,1.87,16,856,0.13,"MissedFairwayPercentOther",2011
34,34,"Lee Janzen",62,1.88,13,691,0.69,"MissedFairwayPercentOther",2011
35,35,"Chris Riley",76,1.91,18,942,0.94,"MissedFairwayPercentOther",2011
36,36,"Garrett Willis",71,1.92,17,886,0.76,"MissedFairwayPercentOther",2011
37,37,"Vijay Singh",79,1.93,19,984,0.32,"MissedFairwayPercentOther",2011
38,38,"Luke Donald",73,1.95,14,719,0.21,"MissedFairwayPercentOther",2011
38,38,"Johnson Wagner",81,1.95,19,973,0.63,"MissedFairwayPercentOther",2011
40,40,"Kent Jones",76,2.05,19,927,0.68,"MissedFairwayPercentOther",2011
40,40,"Ryan Moore",79,2.05,17,830,0.29,"MissedFairwayPercentOther",2011
42,42,"Marc Turnesa",54,2.06,13,632,0.85,"MissedFairwayPercentOther",2011
43,43,"Rocco Mediate",53,2.09,14,671,1.14,"MissedFairwayPercentOther",2011
44,44,"Stephen Ames",69,2.16,18,834,0.89,"MissedFairwayPercentOther",2011
44,44,"Justin Rose",79,2.16,19,878,0.58,"MissedFairwayPercentOther",2011
46,46,"William McGirt",103,2.2,28,1271,0.71,"MissedFairwayPercentOther",2011
47,47,"Jason Dufner",78,2.22,20,902,0.2,"MissedFairwayPercentOther",2011
48,48,"Colt Knost",80,2.26,21,931,0.57,"MissedFairwayPercentOther",2011
48,48,"George McNeill",69,2.26,18,796,0.5,"MissedFairwayPercentOther",2011
48,48,"Webb Simpson",98,2.26,26,1148,-0.04,"MissedFairwayPercentOther",2011
51,51,"Carl Pettersson",95,2.32,29,1248,0.69,"MissedFairwayPercentOther",2011
52,52,"Graeme McDowell",50,2.33,12,516,0.5,"MissedFairwayPercentOther",2011
53,53,"Blake Adams",116,2.34,34,1454,0.62,"MissedFairwayPercentOther",2011
53,53,"DA Points",89,2.34,24,1025,0.67,"MissedFairwayPercentOther",2011
55,55,"Briny Baird",60,2.35,16,680,0.63,"MissedFairwayPercentOther",2011
55,55,"Jason Bohn",74,2.35,22,936,0.91,"MissedFairwayPercentOther",2011
55,55,"Bryce Molder",82,2.35,23,977,0.7,"MissedFairwayPercentOther",2011
58,58,"Charlie Wi",83,2.36,25,1061,0.32,"MissedFairwayPercentOther",2011
59,59,"Jonathan Byrd",83,2.4,24,998,0.58,"MissedFairwayPercentOther",2011
60,60,"Kevin Kisner",70,2.41,19,789,0.79,"MissedFairwayPercentOther",2011
61,61,"Ernie Els",71,2.43,20,824,0.45,"MissedFairwayPercentOther",2011
61,61,"Dean Wilson",62,2.43,19,781,1.42,"MissedFairwayPercentOther",2011
63,63,"Woody Austin",59,2.46,17,690,0.41,"MissedFairwayPercentOther",2011
64,64,"Aaron Baddeley",77,2.48,21,847,0,"MissedFairwayPercentOther",2011
64,64,"Pat Perez",76,2.48,24,967,0.46,"MissedFairwayPercentOther",2011
64,64,"DJ Trahan",91,2.48,28,1131,0.43,"MissedFairwayPercentOther",2011
64,64,"Mark Wilson",89,2.48,24,968,0.54,"MissedFairwayPercentOther",2011
68,68,"John Rollins",85,2.53,25,990,0.72,"MissedFairwayPercentOther",2011
69,69,"Scott McCarron",65,2.54,19,749,0.84,"MissedFairwayPercentOther",2011
70,70,"Retief Goosen",50,2.55,14,549,0.36,"MissedFairwayPercentOther",2011
71,71,"Jason Day",76,2.57,21,816,0.81,"MissedFairwayPercentOther",2011
72,72,"Brandt Snedeker",85,2.58,24,930,0.58,"MissedFairwayPercentOther",2011
73,73,"John Senden",94,2.59,29,1119,0.38,"MissedFairwayPercentOther",2011
74,74,"Joe Ogilvie",75,2.61,22,842,0.64,"MissedFairwayPercentOther",2011
75,75,"Rory Sabbatini",85,2.63,22,836,0.45,"MissedFairwayPercentOther",2011
76,76,"Fabian Gomez",84,2.64,25,946,0.84,"MissedFairwayPercentOther",2011
76,76,"Justin Leonard",82,2.64,27,1021,0.63,"MissedFairwayPercentOther",2011
76,76,"Hunter Mahan",92,2.64,28,1060,0.5,"MissedFairwayPercentOther",2011
79,79,"Ben Crane",76,2.66,23,864,0.26,"MissedFairwayPercentOther",2011
80,80,"Brendon de Jonge",105,2.67,34,1274,0.41,"MissedFairwayPercentOther",2011
81,81,"Robert Allenby",84,2.68,26,970,0.5,"MissedFairwayPercentOther",2011
82,82,"Sung Kang",63,2.7,19,705,0.84,"MissedFairwayPercentOther",2011
83,83,"Trevor Immelman",84,2.71,25,922,0.32,"MissedFairwayPercentOther",2011
84,84,"Charles Howell III",108,2.73,34,1245,0.56,"MissedFairwayPercentOther",2011
85,85,"Cameron Beckman",71,2.74,24,875,0.54,"MissedFairwayPercentOther",2011
85,85,"Jim Renner",65,2.74,20,730,1.05,"MissedFairwayPercentOther",2011
87,87,"Joseph Bramlett",73,2.76,23,834,0.35,"MissedFairwayPercentOther",2011
88,88,"Justin Hicks",60,2.77,17,613,1,"MissedFairwayPercentOther",2011
88,88,"Brandt Jobe",100,2.77,31,1121,0.74,"MissedFairwayPercentOther",2011
88,88,"YE Yang",63,2.77,16,578,0.56,"MissedFairwayPercentOther",2011
91,91,"Jim Herman",69,2.78,22,792,0.5,"MissedFairwayPercentOther",2011
91,91,"Robert Karlsson",61,2.78,17,612,0.47,"MissedFairwayPercentOther",2011
91,91,"Alexandre Rocha",65,2.78,19,683,0.74,"MissedFairwayPercentOther",2011
91,91,"Boo Weekley",66,2.78,22,792,1.05,"MissedFairwayPercentOther",2011
95,95,"Richard Johnson",64,2.79,21,753,1,"MissedFairwayPercentOther",2011
95,95,"Nick Watney",80,2.79,24,859,0.38,"MissedFairwayPercentOther",2011
97,97,"Kris Blanks",92,2.81,32,1140,0.28,"MissedFairwayPercentOther",2011
97,97,"Troy Merritt",63,2.81,22,783,0.77,"MissedFairwayPercentOther",2011
99,99,"JP Hayes",56,2.86,19,664,0.37,"MissedFairwayPercentOther",2011
100,100,"Freddie Jacobson",92,2.88,28,971,0.21,"MissedFairwayPercentOther",2011
100,100,"Jeff Overton",92,2.88,29,1006,0.38,"MissedFairwayPercentOther",2011
100,100,"Chris Stroud",88,2.88,31,1076,0.39,"MissedFairwayPercentOther",2011
103,103,"Scott Piercy",78,2.89,25,864,0.56,"MissedFairwayPercentOther",2011
104,104,"Sergio Garcia",61,2.9,18,620,0.39,"MissedFairwayPercentOther",2011
105,105,"Brendan Steele",89,2.91,31,1064,0.65,"MissedFairwayPercentOther",2011
105,105,"Cameron Tringale",110,2.91,39,1339,0.41,"MissedFairwayPercentOther",2011
107,107,"Steve Elkington",50,2.92,17,583,0.47,"MissedFairwayPercentOther",2011
107,107,"Tim Herron",85,2.92,31,1062,0.68,"MissedFairwayPercentOther",2011
109,109,"Ian Poulter",52,2.94,16,545,0.38,"MissedFairwayPercentOther",2011
109,109,"Gary Woodland",93,2.94,28,952,0.43,"MissedFairwayPercentOther",2011
111,111,"Alex Cejka",59,2.95,19,644,0.47,"MissedFairwayPercentOther",2011
111,111,"Geoff Ogilvy",69,2.95,22,745,0.86,"MissedFairwayPercentOther",2011
113,113,"Hunter Haas",96,2.97,35,1178,0.46,"MissedFairwayPercentOther",2011
114,114,"Michael Connell",76,2.99,30,1004,0.67,"MissedFairwayPercentOther",2011
115,115,"Jhonattan Vegas",84,3.04,29,955,0.21,"MissedFairwayPercentOther",2011
116,116,"Daniel Summerhays",75,3.09,28,906,1.21,"MissedFairwayPercentOther",2011
117,117,"Stewart Cink",72,3.11,22,708,0.32,"MissedFairwayPercentOther",2011
118,118,"Ben Martin",74,3.12,28,898,0.86,"MissedFairwayPercentOther",2011
118,118,"Tim Petrovic",88,3.12,33,1057,0.67,"MissedFairwayPercentOther",2011
120,120,"Steve Flesch",88,3.15,34,1079,0.74,"MissedFairwayPercentOther",2011
121,121,"Alex Prugh",82,3.19,31,973,0.97,"MissedFairwayPercentOther",2011
122,122,"Lucas Glover",74,3.2,27,844,0.56,"MissedFairwayPercentOther",2011
123,123,"Ryuji Imada",83,3.22,34,1055,0.56,"MissedFairwayPercentOther",2011
123,123,"Roland Thatcher",67,3.22,27,838,0.74,"MissedFairwayPercentOther",2011
125,125,"Chris Couch",73,3.23,30,928,0.27,"MissedFairwayPercentOther",2011
125,125,"Kevin Na",84,3.23,30,929,0.47,"MissedFairwayPercentOther",2011
127,127,"Jarrod Lyle",83,3.24,32,989,0.44,"MissedFairwayPercentOther",2011
128,128,"Stuart Appleby",65,3.28,27,824,0.89,"MissedFairwayPercentOther",2011
128,128,"Bobby Gates",82,3.28,30,916,0.57,"MissedFairwayPercentOther",2011
128,128,"Kyle Stanley",98,3.28,36,1099,0.47,"MissedFairwayPercentOther",2011
131,131,"Tom Gillis",55,3.29,23,699,0.91,"MissedFairwayPercentOther",2011
131,131,"Kevin Stadler",88,3.29,33,1003,0.67,"MissedFairwayPercentOther",2011
133,133,"Camilo Villegas",69,3.32,26,784,0.81,"MissedFairwayPercentOther",2011
134,134,"Harrison Frazar",58,3.37,19,563,0.42,"MissedFairwayPercentOther",2011
134,134,"Billy Horschel",75,3.37,29,861,0.52,"MissedFairwayPercentOther",2011
136,136,"Chris Kirk",87,3.4,36,1060,0.61,"MissedFairwayPercentOther",2011
137,137,"Arjun Atwal",91,3.43,39,1138,0.74,"MissedFairwayPercentOther",2011
137,137,"Martin Laird",77,3.43,29,846,0.24,"MissedFairwayPercentOther",2011
139,139,"Kevin Chappell",78,3.45,29,840,0.76,"MissedFairwayPercentOther",2011
140,140,"Bill Lunde",92,3.46,37,1068,0.62,"MissedFairwayPercentOther",2011
140,140,"Michael Putnam",67,3.46,25,723,0.6,"MissedFairwayPercentOther",2011
140,140,"Josh Teater",104,3.46,44,1272,0.25,"MissedFairwayPercentOther",2011
143,143,"Dustin Johnson",72,3.47,26,749,0.85,"MissedFairwayPercentOther",2011
143,143,"Jimmy Walker",79,3.47,36,1038,0.56,"MissedFairwayPercentOther",2011
143,143,"Bubba Watson",85,3.47,28,806,0.18,"MissedFairwayPercentOther",2011
146,146,"Scott Stallings",84,3.48,33,947,0.64,"MissedFairwayPercentOther",2011
146,146,"Vaughn Taylor",89,3.48,40,1149,0.9,"MissedFairwayPercentOther",2011
148,148,"Michael Thompson",79,3.49,33,946,0.55,"MissedFairwayPercentOther",2011
149,149,"Chad Campbell",99,3.5,42,1199,0.45,"MissedFairwayPercentOther",2011
149,149,"Rickie Fowler",84,3.5,32,915,0.34,"MissedFairwayPercentOther",2011
151,151,"Charley Hoffman",93,3.63,37,1019,0.7,"MissedFairwayPercentOther",2011
152,152,"Andres Gonzales",60,3.65,23,631,0.91,"MissedFairwayPercentOther",2011
152,152,"Adam Scott",60,3.65,23,630,0.22,"MissedFairwayPercentOther",2011
154,154,"Scott Gutschewski",67,3.67,28,762,0.86,"MissedFairwayPercentOther",2011
154,154,"Marc Leishman",87,3.67,40,1090,0.55,"MissedFairwayPercentOther",2011
154,154,"Nate Smith",66,3.67,27,735,0.48,"MissedFairwayPercentOther",2011
157,157,"Paul Stankowski",78,3.68,33,896,0.88,"MissedFairwayPercentOther",2011
158,158,"Troy Matteson",91,3.69,41,1110,0.59,"MissedFairwayPercentOther",2011
159,159,"Andres Romero",77,3.75,35,933,0.46,"MissedFairwayPercentOther",2011
160,160,"Zack Miller",86,3.8,39,1027,0.56,"MissedFairwayPercentOther",2011
161,161,"Rich Beem",53,3.81,24,630,0.96,"MissedFairwayPercentOther",2011
161,161,"Robert Garrigus",83,3.81,36,944,0.53,"MissedFairwayPercentOther",2011
161,161,"Nathan Green",81,3.81,37,972,0.78,"MissedFairwayPercentOther",2011
164,164,"DJ Brigman",67,3.83,29,757,0.66,"MissedFairwayPercentOther",2011
165,165,"Sean OHair",71,3.85,32,831,0.63,"MissedFairwayPercentOther",2011
166,166,"Ricky Barnes",78,3.86,34,881,0.53,"MissedFairwayPercentOther",2011
167,167,"Tommy Gainey",104,3.98,50,1256,0.76,"MissedFairwayPercentOther",2011
168,168,"Padraig Harrington",60,4.11,25,609,0.76,"MissedFairwayPercentOther",2011
169,169,"Tag Ridings",87,4.22,43,1019,0.84,"MissedFairwayPercentOther",2011
170,170,"Matt Jones",71,4.24,37,872,0.32,"MissedFairwayPercentOther",2011
170,170,"Will Strickler",51,4.24,25,589,1,"MissedFairwayPercentOther",2011
172,172,"Shaun Micheel",77,4.29,38,886,0.53,"MissedFairwayPercentOther",2011
173,173,"Matt Bettencourt",84,4.35,46,1057,0.67,"MissedFairwayPercentOther",2011
173,173,"Michael Bradley",74,4.35,35,805,0.69,"MissedFairwayPercentOther",2011
175,175,"Derek Lamely",65,4.36,34,779,0.76,"MissedFairwayPercentOther",2011
176,176,"David Duval",67,4.42,35,792,0.54,"MissedFairwayPercentOther",2011
177,177,"Steven Bowditch",86,4.44,47,1059,0.72,"MissedFairwayPercentOther",2011
177,177,"Davis Love III",70,4.44,32,720,0.44,"MissedFairwayPercentOther",2011
179,179,"Phil Mickelson",79,4.73,38,803,0.37,"MissedFairwayPercentOther",2011
180,180,"Angel Cabrera",50,4.97,24,483,0.46,"MissedFairwayPercentOther",2011
181,181,"Martin Piller",63,5.19,37,713,0.59,"MissedFairwayPercentOther",2011
182,182,"Anthony Kim",72,5.27,41,778,0.44,"MissedFairwayPercentOther",2011
183,183,"James Driscoll",71,5.5,46,836,0.48,"MissedFairwayPercentOther",2011
184,184,"Ryan Palmer",82,5.51,45,816,0.56,"MissedFairwayPercentOther",2011
185,185,"Bio Kim",71,5.91,46,778,0.67,"MissedFairwayPercentOther",2011
186,186,"JB Holmes",57,5.96,38,638,0.26,"MissedFairwayPercentOther",2011
