"Front9LowestRound_RANKTHISWEEK_2007","Front9LowestRound_RANKLASTWEEK_2007","Front9LowestRound_PLAYERNAME_2007","Front9LowestRound__2007","Front9LowestRound_LOWRND_2007","stat_name","year"
1,1,"Tiger Woods",NA,28,"Front9LowestRound",2007
2,2,"Tim Clark",NA,29,"Front9LowestRound",2007
2,2,"Brendon de Jonge",NA,29,"Front9LowestRound",2007
2,2,"Brent Geiberger",NA,29,"Front9LowestRound",2007
2,2,"Frank Lickliter II",NA,29,"Front9LowestRound",2007
2,2,"Rocco Mediate",NA,29,"Front9LowestRound",2007
2,2,"Ryan Moore",NA,29,"Front9LowestRound",2007
2,2,"Ted Purdy",NA,29,"Front9LowestRound",2007
2,2,"Justin Rose",NA,29,"Front9LowestRound",2007
2,2,"Michael Sim",NA,29,"Front9LowestRound",2007
2,2,"Garrett Willis",NA,29,"Front9LowestRound",2007
2,2,"Mark Wilson",NA,29,"Front9LowestRound",2007
13,13,"Michael Allen",NA,30,"Front9LowestRound",2007
13,13,"Stephen Ames",NA,30,"Front9LowestRound",2007
13,13,"Tommy Armour III",NA,30,"Front9LowestRound",2007
13,13,"Briny Baird",NA,30,"Front9LowestRound",2007
13,13,"Craig Bowden",NA,30,"Front9LowestRound",2007
13,13,"Jeff Brehaut",NA,30,"Front9LowestRound",2007
13,13,"DJ Brigman",NA,30,"Front9LowestRound",2007
13,13,"Bart Bryant",NA,30,"Front9LowestRound",2007
13,13,"Tom Byrum",NA,30,"Front9LowestRound",2007
13,13,"KJ Choi",NA,30,"Front9LowestRound",2007
13,13,"Daniel Chopra",NA,30,"Front9LowestRound",2007
13,13,"Stewart Cink",NA,30,"Front9LowestRound",2007
13,13,"Jose Coceres",NA,30,"Front9LowestRound",2007
13,13,"Bob Estes",NA,30,"Front9LowestRound",2007
13,13,"Steve Flesch",NA,30,"Front9LowestRound",2007
13,13,"Fred Funk",NA,30,"Front9LowestRound",2007
13,13,"Nathan Green",NA,30,"Front9LowestRound",2007
13,13,"JJ Henry",NA,30,"Front9LowestRound",2007
13,13,"Tripp Isenhour",NA,30,"Front9LowestRound",2007
13,13,"Kent Jones",NA,30,"Front9LowestRound",2007
13,13,"Craig Kanada",NA,30,"Front9LowestRound",2007
13,13,"Anthony Kim",NA,30,"Front9LowestRound",2007
13,13,"Matt Kuchar",NA,30,"Front9LowestRound",2007
13,13,"Stephen Leaney",NA,30,"Front9LowestRound",2007
13,13,"Steve Marino",NA,30,"Front9LowestRound",2007
13,13,"Troy Matteson",NA,30,"Front9LowestRound",2007
13,13,"Billy Mayfair",NA,30,"Front9LowestRound",2007
13,13,"Jeff Overton",NA,30,"Front9LowestRound",2007
13,13,"Kenny Perry",NA,30,"Front9LowestRound",2007
13,13,"Michael Putnam",NA,30,"Front9LowestRound",2007
13,13,"John Rollins",NA,30,"Front9LowestRound",2007
13,13,"Rory Sabbatini",NA,30,"Front9LowestRound",2007
13,13,"Adam Scott",NA,30,"Front9LowestRound",2007
13,13,"Brandt Snedeker",NA,30,"Front9LowestRound",2007
13,13,"David Toms",NA,30,"Front9LowestRound",2007
13,13,"Bob Tway",NA,30,"Front9LowestRound",2007
13,13,"Bo Van Pelt",NA,30,"Front9LowestRound",2007
13,13,"Camilo Villegas",NA,30,"Front9LowestRound",2007
13,13,"Johnson Wagner",NA,30,"Front9LowestRound",2007
52,52,"Steve Allan",NA,31,"Front9LowestRound",2007
52,52,"Robert Allenby",NA,31,"Front9LowestRound",2007
52,52,"Billy Andrade",NA,31,"Front9LowestRound",2007
52,52,"Arjun Atwal",NA,31,"Front9LowestRound",2007
52,52,"Woody Austin",NA,31,"Front9LowestRound",2007
52,52,"Rich Barcelo",NA,31,"Front9LowestRound",2007
52,52,"Cameron Beckman",NA,31,"Front9LowestRound",2007
52,52,"Rich Beem",NA,31,"Front9LowestRound",2007
