"AveragePuttingDistanceGIR2Putts_RANKTHISWEEK_2012","AveragePuttingDistanceGIR2Putts_RANKLASTWEEK_2012","AveragePuttingDistanceGIR2Putts_PLAYERNAME_2012","AveragePuttingDistanceGIR2Putts_ROUNDS_2012","AveragePuttingDistanceGIR2Putts_AVG_2012","AveragePuttingDistanceGIR2Putts_DISTANCEFEET_2012","AveragePuttingDistanceGIR2Putts_TOTALPUTTS_2012","stat_name","year"
1,1,"James Driscoll",83,NA,14838,547,"AveragePuttingDistanceGIR2Putts",2012
2,2,"Derek Lamely",64,NA,11431.167,425,"AveragePuttingDistanceGIR2Putts",2012
3,3,"Stewart Cink",71,NA,11947.833,445,"AveragePuttingDistanceGIR2Putts",2012
3,3,"Luke Donald",63,NA,10686.333,398,"AveragePuttingDistanceGIR2Putts",2012
5,5,"Ted Potter Jr",77,NA,12993.167,485,"AveragePuttingDistanceGIR2Putts",2012
6,6,"Brandt Jobe",57,NA,10245.417,384,"AveragePuttingDistanceGIR2Putts",2012
7,7,"Harris English",98,NA,19717.667,741,"AveragePuttingDistanceGIR2Putts",2012
8,8,"Gavin Coles",72,NA,11906.417,449,"AveragePuttingDistanceGIR2Putts",2012
8,8,"Stephen Gangluff",57,NA,8633.333,326,"AveragePuttingDistanceGIR2Putts",2012
8,8,"Brendan Steele",77,NA,14394.417,543,"AveragePuttingDistanceGIR2Putts",2012
11,11,"Tommy Biershenk",74,NA,11138,422,"AveragePuttingDistanceGIR2Putts",2012
11,11,"Martin Flores",95,NA,17828.833,675,"AveragePuttingDistanceGIR2Putts",2012
13,13,"Jonas Blixt",72,NA,13017.167,494,"AveragePuttingDistanceGIR2Putts",2012
14,14,"Daniel Chopra",55,NA,8288.417,316,"AveragePuttingDistanceGIR2Putts",2012
14,14,"Billy Hurley III",70,NA,10929.583,416,"AveragePuttingDistanceGIR2Putts",2012
14,14,"Brendon Todd",78,NA,12523.417,477,"AveragePuttingDistanceGIR2Putts",2012
17,17,"Charles Howell III",98,NA,17369.333,663,"AveragePuttingDistanceGIR2Putts",2012
17,17,"Seung Yul Noh",105,NA,19148.833,731,"AveragePuttingDistanceGIR2Putts",2012
17,17,"Jhonattan Vegas",77,NA,15000,574,"AveragePuttingDistanceGIR2Putts",2012
17,17,"Jimmy Walker",101,NA,19269.75,736,"AveragePuttingDistanceGIR2Putts",2012
21,21,"Blake Adams",107,NA,19019.667,730,"AveragePuttingDistanceGIR2Putts",2012
21,21,"Aaron Baddeley",73,NA,10253.833,393,"AveragePuttingDistanceGIR2Putts",2012
21,21,"Tim Herron",88,NA,17637,676,"AveragePuttingDistanceGIR2Putts",2012
21,21,"Phil Mickelson",79,NA,12007.667,460,"AveragePuttingDistanceGIR2Putts",2012
21,21,"Bryce Molder",83,NA,15361.25,588,"AveragePuttingDistanceGIR2Putts",2012
21,21,"Henrik Stenson",51,NA,9023.583,346,"AveragePuttingDistanceGIR2Putts",2012
27,27,"Chris Stroud",86,NA,16116.583,620,"AveragePuttingDistanceGIR2Putts",2012
28,28,"Keegan Bradley",90,NA,15095.833,583,"AveragePuttingDistanceGIR2Putts",2012
28,28,"Jason Day",57,NA,9186.25,354,"AveragePuttingDistanceGIR2Putts",2012
28,28,"Tom Gillis",75,NA,13747.417,531,"AveragePuttingDistanceGIR2Putts",2012
28,28,"John Huh",99,NA,17949.917,693,"AveragePuttingDistanceGIR2Putts",2012
28,28,"John Rollins",81,NA,15239.833,588,"AveragePuttingDistanceGIR2Putts",2012
33,33,"Bill Haas",79,NA,13264.667,514,"AveragePuttingDistanceGIR2Putts",2012
33,33,"Matt Jones",53,NA,9428.083,365,"AveragePuttingDistanceGIR2Putts",2012
33,33,"Brandt Snedeker",81,NA,12917,500,"AveragePuttingDistanceGIR2Putts",2012
33,33,"Cameron Tringale",88,NA,16682.417,645,"AveragePuttingDistanceGIR2Putts",2012
37,37,"Mark Anderson",75,NA,11826.5,459,"AveragePuttingDistanceGIR2Putts",2012
37,37,"Miguel Angel Carballo",73,NA,11863.833,460,"AveragePuttingDistanceGIR2Putts",2012
37,37,"Nathan Green",73,NA,12120.333,470,"AveragePuttingDistanceGIR2Putts",2012
37,37,"Billy Mayfair",90,NA,16546,642,"AveragePuttingDistanceGIR2Putts",2012
37,37,"Michael Thompson",80,NA,13371.25,519,"AveragePuttingDistanceGIR2Putts",2012
42,42,"Brian Gay",91,NA,16036.667,625,"AveragePuttingDistanceGIR2Putts",2012
42,42,"Mathew Goggin",65,NA,12405.25,483,"AveragePuttingDistanceGIR2Putts",2012
42,42,"David Mathis",83,NA,13738.333,536,"AveragePuttingDistanceGIR2Putts",2012
42,42,"Daniel Summerhays",81,NA,15076.917,588,"AveragePuttingDistanceGIR2Putts",2012
46,46,"Greg Chalmers",88,NA,14185.583,555,"AveragePuttingDistanceGIR2Putts",2012
46,46,"David Hearn",95,NA,19140.25,747,"AveragePuttingDistanceGIR2Putts",2012
46,46,"JJ Henry",93,NA,16693.667,653,"AveragePuttingDistanceGIR2Putts",2012
46,46,"Marc Leishman",84,NA,15193.667,594,"AveragePuttingDistanceGIR2Putts",2012
46,46,"Troy Matteson",100,NA,17263,675,"AveragePuttingDistanceGIR2Putts",2012
46,46,"William McGirt",96,NA,17240.667,675,"AveragePuttingDistanceGIR2Putts",2012
52,52,"Jonathan Byrd",69,NA,11322.25,444,"AveragePuttingDistanceGIR2Putts",2012
52,52,"Roberto Castro",92,NA,16600.167,651,"AveragePuttingDistanceGIR2Putts",2012
52,52,"Trevor Immelman",76,NA,11799.417,463,"AveragePuttingDistanceGIR2Putts",2012
52,52,"Kevin Kisner",69,NA,10855.167,426,"AveragePuttingDistanceGIR2Putts",2012
52,52,"Ryan Moore",89,NA,16711.25,655,"AveragePuttingDistanceGIR2Putts",2012
57,57,"Ryuji Imada",78,NA,13029.083,513,"AveragePuttingDistanceGIR2Putts",2012
57,57,"Edward Loar",59,NA,8636.167,340,"AveragePuttingDistanceGIR2Putts",2012
57,57,"John Mallinger",74,NA,13253.083,521,"AveragePuttingDistanceGIR2Putts",2012
57,57,"Rod Pampling",88,NA,15065.75,593,"AveragePuttingDistanceGIR2Putts",2012
57,57,"Charl Schwartzel",56,NA,8332.667,328,"AveragePuttingDistanceGIR2Putts",2012
57,57,"Steve Wheatcroft",56,NA,9333.833,367,"AveragePuttingDistanceGIR2Putts",2012
57,57,"Tiger Woods",69,NA,10315.667,406,"AveragePuttingDistanceGIR2Putts",2012
64,64,"John Merrick",83,NA,16104.417,635,"AveragePuttingDistanceGIR2Putts",2012
64,64,"Kyle Reifers",86,NA,16349.25,646,"AveragePuttingDistanceGIR2Putts",2012
64,64,"Johnson Wagner",88,NA,16103.75,636,"AveragePuttingDistanceGIR2Putts",2012
64,64,"YE Yang",64,NA,8524.25,337,"AveragePuttingDistanceGIR2Putts",2012
68,68,"Stuart Appleby",75,NA,13857.417,548,"AveragePuttingDistanceGIR2Putts",2012
68,68,"Sangmoon Bae",81,NA,10185.417,403,"AveragePuttingDistanceGIR2Putts",2012
68,68,"JB Holmes",90,NA,15655.083,619,"AveragePuttingDistanceGIR2Putts",2012
68,68,"Pat Perez",81,NA,14098.083,559,"AveragePuttingDistanceGIR2Putts",2012
68,68,"Charlie Wi",86,NA,13848.75,549,"AveragePuttingDistanceGIR2Putts",2012
73,73,"Cameron Beckman",81,NA,13597.167,540,"AveragePuttingDistanceGIR2Putts",2012
73,73,"Chris Couch",61,NA,11035.75,439,"AveragePuttingDistanceGIR2Putts",2012
73,73,"Colt Knost",79,NA,13284.417,527,"AveragePuttingDistanceGIR2Putts",2012
73,73,"Dicky Pride",62,NA,10002.333,398,"AveragePuttingDistanceGIR2Putts",2012
73,73,"Alexandre Rocha",62,NA,11580.917,460,"AveragePuttingDistanceGIR2Putts",2012
73,73,"Adam Scott",59,NA,8610.667,342,"AveragePuttingDistanceGIR2Putts",2012
73,73,"Steve Stricker",73,NA,11793.167,468,"AveragePuttingDistanceGIR2Putts",2012
73,73,"Camilo Villegas",79,NA,16208.917,643,"AveragePuttingDistanceGIR2Putts",2012
81,81,"Ben Curtis",62,NA,10550.333,420,"AveragePuttingDistanceGIR2Putts",2012
81,81,"Bobby Gates",87,NA,15649.583,624,"AveragePuttingDistanceGIR2Putts",2012
81,81,"Hunter Haas",69,NA,10359.667,413,"AveragePuttingDistanceGIR2Putts",2012
81,81,"Martin Laird",77,NA,10590,422,"AveragePuttingDistanceGIR2Putts",2012
81,81,"George McNeill",85,NA,14203.167,566,"AveragePuttingDistanceGIR2Putts",2012
81,81,"John Senden",81,NA,13424.083,535,"AveragePuttingDistanceGIR2Putts",2012
81,81,"David Toms",60,NA,9367.167,374,"AveragePuttingDistanceGIR2Putts",2012
88,88,"Angel Cabrera",54,NA,7657.5,306,"AveragePuttingDistanceGIR2Putts",2012
88,88,"Jim Furyk",85,NA,14298.5,572,"AveragePuttingDistanceGIR2Putts",2012
88,88,"Spencer Levin",81,NA,12413.833,496,"AveragePuttingDistanceGIR2Putts",2012
91,91,"Michael Bradley",63,NA,11937.5,479,"AveragePuttingDistanceGIR2Putts",2012
91,91,"Erik Compton",81,NA,12074,485,"AveragePuttingDistanceGIR2Putts",2012
91,91,"Sergio Garcia",57,NA,9261.25,372,"AveragePuttingDistanceGIR2Putts",2012
91,91,"Bill Lunde",83,NA,13934.917,560,"AveragePuttingDistanceGIR2Putts",2012
91,91,"Hunter Mahan",88,NA,14403.833,579,"AveragePuttingDistanceGIR2Putts",2012
91,91,"Tom Pernice Jr",62,NA,10155.083,407,"AveragePuttingDistanceGIR2Putts",2012
91,91,"Carl Pettersson",92,NA,15712.25,631,"AveragePuttingDistanceGIR2Putts",2012
91,91,"Bo Van Pelt",84,NA,12758.583,512,"AveragePuttingDistanceGIR2Putts",2012
99,99,"Kevin Chappell",91,NA,14361.167,578,"AveragePuttingDistanceGIR2Putts",2012
99,99,"Richard Lee",71,NA,12391.5,499,"AveragePuttingDistanceGIR2Putts",2012
99,99,"Josh Teater",97,NA,16641.583,671,"AveragePuttingDistanceGIR2Putts",2012
102,102,"Chad Campbell",84,NA,15322.5,620,"AveragePuttingDistanceGIR2Putts",2012
102,102,"Will Claxton",99,NA,18363.667,743,"AveragePuttingDistanceGIR2Putts",2012
102,102,"Ben Crane",73,NA,11692.75,472,"AveragePuttingDistanceGIR2Putts",2012
102,102,"Ken Duke",104,NA,17079.75,691,"AveragePuttingDistanceGIR2Putts",2012
102,102,"Tommy Gainey",98,NA,16781.583,679,"AveragePuttingDistanceGIR2Putts",2012
102,102,"Jerry Kelly",84,NA,14690.833,593,"AveragePuttingDistanceGIR2Putts",2012
102,102,"JJ Killeen",101,NA,15715.417,636,"AveragePuttingDistanceGIR2Putts",2012
102,102,"Russell Knox",72,NA,12706.333,513,"AveragePuttingDistanceGIR2Putts",2012
102,102,"Matt Kuchar",86,NA,13065.833,528,"AveragePuttingDistanceGIR2Putts",2012
102,102,"Sean OHair",84,NA,16408,662,"AveragePuttingDistanceGIR2Putts",2012
102,102,"Gary Woodland",70,NA,10732.833,434,"AveragePuttingDistanceGIR2Putts",2012
113,113,"Ricky Barnes",92,NA,16764.083,680,"AveragePuttingDistanceGIR2Putts",2012
