"FirstTeeEarlyRound4ScoringAverage_RANKTHISWEEK_2011","FirstTeeEarlyRound4ScoringAverage_RANKLASTWEEK_2011","FirstTeeEarlyRound4ScoringAverage_PLAYERNAME_2011","FirstTeeEarlyRound4ScoringAverage__2011","FirstTeeEarlyRound4ScoringAverage_AVG_2011","FirstTeeEarlyRound4ScoringAverage_TOTALSTROKES_2011","FirstTeeEarlyRound4ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"JP Hayes",NA,65,65,1,"FirstTeeEarlyRound4ScoringAverage",2011
2,2,"Matt McQuillan",NA,67,134,2,"FirstTeeEarlyRound4ScoringAverage",2011
3,3,"David Toms",NA,67.4,337,5,"FirstTeeEarlyRound4ScoringAverage",2011
4,4,"Luke Donald",NA,67.5,135,2,"FirstTeeEarlyRound4ScoringAverage",2011
5,5,"Steven Bowditch",NA,67.83,407,6,"FirstTeeEarlyRound4ScoringAverage",2011
6,6,"Sung Kang",NA,68,204,3,"FirstTeeEarlyRound4ScoringAverage",2011
7,7,"Ben Curtis",NA,68.25,273,4,"FirstTeeEarlyRound4ScoringAverage",2011
8,8,"Justin Hicks",NA,68.33,205,3,"FirstTeeEarlyRound4ScoringAverage",2011
9,9,"Joe Durant",NA,68.5,411,6,"FirstTeeEarlyRound4ScoringAverage",2011
10,10,"Shane Bertsch",NA,68.67,206,3,"FirstTeeEarlyRound4ScoringAverage",2011
10,10,"Aron Price",NA,68.67,412,6,"FirstTeeEarlyRound4ScoringAverage",2011
10,10,"Will Strickler",NA,68.67,206,3,"FirstTeeEarlyRound4ScoringAverage",2011
13,13,"Vijay Singh",NA,68.75,275,4,"FirstTeeEarlyRound4ScoringAverage",2011
14,14,"Charles Howell III",NA,68.8,344,5,"FirstTeeEarlyRound4ScoringAverage",2011
15,15,"Chris Kirk",NA,68.83,413,6,"FirstTeeEarlyRound4ScoringAverage",2011
15,15,"Chris Stroud",NA,68.83,413,6,"FirstTeeEarlyRound4ScoringAverage",2011
17,17,"Kevin Chappell",NA,69,69,1,"FirstTeeEarlyRound4ScoringAverage",2011
17,17,"Billy Horschel",NA,69,414,6,"FirstTeeEarlyRound4ScoringAverage",2011
17,17,"Hunter Mahan",NA,69,345,5,"FirstTeeEarlyRound4ScoringAverage",2011
17,17,"Gary Woodland",NA,69,345,5,"FirstTeeEarlyRound4ScoringAverage",2011
21,21,"Spencer Levin",NA,69.18,761,11,"FirstTeeEarlyRound4ScoringAverage",2011
22,22,"Justin Rose",NA,69.22,623,9,"FirstTeeEarlyRound4ScoringAverage",2011
23,23,"Pat Perez",NA,69.29,485,7,"FirstTeeEarlyRound4ScoringAverage",2011
24,24,"Jerry Kelly",NA,69.33,416,6,"FirstTeeEarlyRound4ScoringAverage",2011
