"3PlusPuttsperRound_RANKTHISWEEK_2005","3PlusPuttsperRound_RANKLASTWEEK_2005","3PlusPuttsperRound_PLAYERNAME_2005","3PlusPuttsperRound_ROUNDS_2005","3PlusPuttsperRound_AVG_2005","3PlusPuttsperRound_TOTAL3PUTTS_2005","3PlusPuttsperRound_TOTALROUNDS_2005","stat_name","year"
1,1,"Ian Poulter",62,0.07,4,56,"3PlusPuttsperRound",2005
2,2,"Jose Coceres",56,0.06,3,54,"3PlusPuttsperRound",2005
2,2,"Fred Couples",72,0.06,4,68,"3PlusPuttsperRound",2005
2,2,"Larry Mize",54,0.06,3,50,"3PlusPuttsperRound",2005
2,2,"Rory Sabbatini",81,0.06,5,78,"3PlusPuttsperRound",2005
6,6,"Greg Owen",84,0.05,4,80,"3PlusPuttsperRound",2005
7,7,"Woody Austin",100,0.04,4,100,"3PlusPuttsperRound",2005
7,7,"Mark Brooks",72,0.04,3,72,"3PlusPuttsperRound",2005
7,7,"Matt Davidson",53,0.04,2,53,"3PlusPuttsperRound",2005
7,7,"Brian Davis",75,0.04,3,75,"3PlusPuttsperRound",2005
7,7,"Paul Gow",78,0.04,3,74,"3PlusPuttsperRound",2005
7,7,"Scott Hend",75,0.04,3,73,"3PlusPuttsperRound",2005
7,7,"Jeff Maggert",79,0.04,3,74,"3PlusPuttsperRound",2005
7,7,"Len Mattiace",86,0.04,3,84,"3PlusPuttsperRound",2005
7,7,"Kirk Triplett",55,0.04,2,52,"3PlusPuttsperRound",2005
7,7,"Bo Van Pelt",112,0.04,5,112,"3PlusPuttsperRound",2005
17,17,"Craig Barlow",81,0.03,2,77,"3PlusPuttsperRound",2005
17,17,"Rich Beem",66,0.03,2,62,"3PlusPuttsperRound",2005
17,17,"DJ Brigman",76,0.03,2,72,"3PlusPuttsperRound",2005
17,17,"Gavin Coles",70,0.03,2,70,"3PlusPuttsperRound",2005
17,17,"John Daly",78,0.03,2,76,"3PlusPuttsperRound",2005
17,17,"John Huston",90,0.03,3,86,"3PlusPuttsperRound",2005
