"DistancefromEdgeofFairway_RANKTHISWEEK_2013","DistancefromEdgeofFairway_RANKLASTWEEK_2013","DistancefromEdgeofFairway_PLAYERNAME_2013","DistancefromEdgeofFairway_EVENTS_2013","DistancefromEdgeofFairway_AVG_2013","DistancefromEdgeofFairway_TOTALDISTANCEFEET_2013","DistancefromEdgeofFairway_TOTALSTROKES_2013","stat_name","year"
1,1,"Ted Potter Jr",22,NA,4371.583,238,"DistancefromEdgeofFairway",2013
2,2,"Tim Clark",20,NA,3411.583,178,"DistancefromEdgeofFairway",2013
3,3,"Jerry Kelly",22,NA,4723.5,245,"DistancefromEdgeofFairway",2013
4,4,"Chez Reavie",22,NA,5497.583,269,"DistancefromEdgeofFairway",2013
5,5,"KJ Choi",24,NA,5345.333,261,"DistancefromEdgeofFairway",2013
6,6,"Scott Langley",27,NA,6589.75,318,"DistancefromEdgeofFairway",2013
6,6,"Mark Wilson",19,NA,3991.5,192,"DistancefromEdgeofFairway",2013
8,8,"Jeff Maggert",21,NA,5176.25,247,"DistancefromEdgeofFairway",2013
9,9,"Hunter Mahan",25,NA,6162.167,293,"DistancefromEdgeofFairway",2013
10,10,"Justin Hicks",25,NA,5885.833,278,"DistancefromEdgeofFairway",2013
11,11,"Jim Furyk",22,NA,5429.5,254,"DistancefromEdgeofFairway",2013
12,12,"Boo Weekley",27,NA,7838,364,"DistancefromEdgeofFairway",2013
13,13,"Ken Duke",28,NA,6615.417,303,"DistancefromEdgeofFairway",2013
13,13,"Zach Johnson",24,NA,5891.5,270,"DistancefromEdgeofFairway",2013
15,15,"Jason Dufner",22,NA,6323.083,288,"DistancefromEdgeofFairway",2013
15,15,"Colt Knost",25,NA,5659.5,258,"DistancefromEdgeofFairway",2013
17,17,"Jordan Spieth",23,NA,6149.833,280,"DistancefromEdgeofFairway",2013
18,18,"Bryce Molder",24,NA,7276.75,326,"DistancefromEdgeofFairway",2013
18,18,"Dicky Pride",23,NA,6311.583,283,"DistancefromEdgeofFairway",2013
20,20,"Ian Poulter",16,NA,4070.667,181,"DistancefromEdgeofFairway",2013
20,20,"Brandt Snedeker",23,NA,6582.75,293,"DistancefromEdgeofFairway",2013
22,22,"Richard Lee",24,NA,7229.083,319,"DistancefromEdgeofFairway",2013
23,23,"Tom Gillis",22,NA,6465.5,284,"DistancefromEdgeofFairway",2013
23,23,"John Merrick",23,NA,8248,363,"DistancefromEdgeofFairway",2013
25,25,"Brian Davis",28,NA,7890.5,346,"DistancefromEdgeofFairway",2013
25,25,"Graeme McDowell",16,NA,3399.167,149,"DistancefromEdgeofFairway",2013
25,25,"Rod Pampling",16,NA,4024.667,176,"DistancefromEdgeofFairway",2013
25,25,"Justin Rose",17,NA,5004.417,219,"DistancefromEdgeofFairway",2013
29,29,"Kevin Streelman",25,NA,6888.417,301,"DistancefromEdgeofFairway",2013
30,30,"Will Claxton",24,NA,6456.25,281,"DistancefromEdgeofFairway",2013
30,30,"Nicholas Thompson",29,NA,9108.833,396,"DistancefromEdgeofFairway",2013
32,32,"Jin Park",20,NA,4293.167,186,"DistancefromEdgeofFairway",2013
33,33,"Adam Scott",16,NA,5066.5,219,"DistancefromEdgeofFairway",2013
34,34,"Webb Simpson",25,NA,7614.25,327,"DistancefromEdgeofFairway",2013
34,34,"Darron Stiles",20,NA,4133.833,178,"DistancefromEdgeofFairway",2013
36,36,"Ryan Moore",22,NA,5522.5,237,"DistancefromEdgeofFairway",2013
37,37,"John Huh",28,NA,7502,318,"DistancefromEdgeofFairway",2013
38,38,"JJ Henry",26,NA,8040.667,340,"DistancefromEdgeofFairway",2013
38,38,"Camilo Villegas",23,NA,8129.5,343,"DistancefromEdgeofFairway",2013
40,40,"Steve Stricker",13,NA,3135.25,132,"DistancefromEdgeofFairway",2013
41,41,"Ben Kohles",25,NA,6432.917,270,"DistancefromEdgeofFairway",2013
41,41,"Matt Kuchar",23,NA,9172.583,385,"DistancefromEdgeofFairway",2013
41,41,"Brian Stuard",25,NA,7023.25,295,"DistancefromEdgeofFairway",2013
44,44,"Jason Bohn",23,NA,7322,306,"DistancefromEdgeofFairway",2013
44,44,"Justin Leonard",24,NA,8593.917,359,"DistancefromEdgeofFairway",2013
46,46,"David Lingmerth",23,NA,6255.167,261,"DistancefromEdgeofFairway",2013
47,47,"Brendon de Jonge",30,NA,10491.75,435,"DistancefromEdgeofFairway",2013
47,47,"Kevin Stadler",25,NA,7933.833,329,"DistancefromEdgeofFairway",2013
47,47,"YE Yang",19,NA,4624.25,192,"DistancefromEdgeofFairway",2013
50,50,"Brian Harman",29,NA,9605.833,397,"DistancefromEdgeofFairway",2013
51,51,"DH Lee",22,NA,6184.25,255,"DistancefromEdgeofFairway",2013
52,52,"Roberto Castro",29,NA,8830,363,"DistancefromEdgeofFairway",2013
53,53,"Brian Gay",24,NA,8216.083,336,"DistancefromEdgeofFairway",2013
53,53,"Fabian Gomez",23,NA,7137.667,292,"DistancefromEdgeofFairway",2013
53,53,"Trevor Immelman",24,NA,7948.75,325,"DistancefromEdgeofFairway",2013
53,53,"John Senden",25,NA,7959.167,326,"DistancefromEdgeofFairway",2013
57,57,"Bob Estes",18,NA,7482.167,305,"DistancefromEdgeofFairway",2013
58,58,"Doug LaBelle II",23,NA,6299.833,256,"DistancefromEdgeofFairway",2013
58,58,"Andrew Svoboda",18,NA,4333.833,176,"DistancefromEdgeofFairway",2013
60,60,"Ben Crane",21,NA,7028.333,285,"DistancefromEdgeofFairway",2013
60,60,"Derek Ernst",21,NA,6462.417,262,"DistancefromEdgeofFairway",2013
62,62,"Matt Every",28,NA,10659,431,"DistancefromEdgeofFairway",2013
62,62,"David Lynn",22,NA,7586.75,307,"DistancefromEdgeofFairway",2013
64,64,"Vijay Singh",19,NA,6397.083,258,"DistancefromEdgeofFairway",2013
65,65,"Keegan Bradley",25,NA,8370.583,335,"DistancefromEdgeofFairway",2013
65,65,"Billy Horschel",26,NA,9861.583,395,"DistancefromEdgeofFairway",2013
67,67,"Lee Westwood",19,NA,6068.917,242,"DistancefromEdgeofFairway",2013
68,68,"Chad Campbell",25,NA,9486.25,374,"DistancefromEdgeofFairway",2013
68,68,"Lucas Glover",23,NA,6738.833,266,"DistancefromEdgeofFairway",2013
68,68,"Freddie Jacobson",19,NA,6536.583,258,"DistancefromEdgeofFairway",2013
71,71,"Jonas Blixt",24,NA,9276.75,365,"DistancefromEdgeofFairway",2013
71,71,"Brendan Steele",26,NA,10081.667,397,"DistancefromEdgeofFairway",2013
73,73,"Scott Brown",21,NA,7166.667,281,"DistancefromEdgeofFairway",2013
73,73,"Luke Donald",17,NA,5995.917,235,"DistancefromEdgeofFairway",2013
75,75,"Sangmoon Bae",26,NA,10359.5,405,"DistancefromEdgeofFairway",2013
76,76,"Rory Sabbatini",27,NA,9974.167,389,"DistancefromEdgeofFairway",2013
76,76,"Henrik Stenson",18,NA,4188,163,"DistancefromEdgeofFairway",2013
78,78,"Stephen Ames",19,NA,6254.667,243,"DistancefromEdgeofFairway",2013
79,79,"Tommy Gainey",28,NA,11296.833,438,"DistancefromEdgeofFairway",2013
79,79,"Cameron Tringale",24,NA,9555.5,370,"DistancefromEdgeofFairway",2013
81,81,"Bo Van Pelt",22,NA,6628.833,256,"DistancefromEdgeofFairway",2013
82,82,"Lee Williams",22,NA,7186.167,276,"DistancefromEdgeofFairway",2013
83,83,"Stuart Appleby",25,NA,10276.5,394,"DistancefromEdgeofFairway",2013
84,84,"David Mathis",24,NA,8006.333,306,"DistancefromEdgeofFairway",2013
84,84,"William McGirt",24,NA,9105.417,348,"DistancefromEdgeofFairway",2013
86,86,"David Toms",16,NA,3932.25,150,"DistancefromEdgeofFairway",2013
87,87,"Luke Guthrie",27,NA,8941.083,340,"DistancefromEdgeofFairway",2013
87,87,"Russell Henley",24,NA,7947.25,302,"DistancefromEdgeofFairway",2013
89,89,"Daniel Summerhays",26,NA,10714.417,405,"DistancefromEdgeofFairway",2013
90,90,"Bud Cauley",24,NA,7885.5,298,"DistancefromEdgeofFairway",2013
90,90,"Kevin Chappell",24,NA,8803.25,332,"DistancefromEdgeofFairway",2013
90,90,"Josh Teater",24,NA,8152.917,308,"DistancefromEdgeofFairway",2013
93,93,"Bill Haas",25,NA,9201.333,345,"DistancefromEdgeofFairway",2013
93,93,"Martin Laird",21,NA,7301.75,274,"DistancefromEdgeofFairway",2013
95,95,"Ben Curtis",20,NA,6423.833,240,"DistancefromEdgeofFairway",2013
96,96,"Jeff Overton",24,NA,11353.583,423,"DistancefromEdgeofFairway",2013
97,97,"Rickie Fowler",22,NA,8021.083,297,"DistancefromEdgeofFairway",2013
97,97,"Greg Owen",24,NA,9509,352,"DistancefromEdgeofFairway",2013
97,97,"Aaron Watkins",19,NA,4672.917,173,"DistancefromEdgeofFairway",2013
100,100,"Jim Herman",19,NA,6101.917,225,"DistancefromEdgeofFairway",2013
100,100,"Michael Thompson",22,NA,7176.833,265,"DistancefromEdgeofFairway",2013
100,100,"Charlie Wi",23,NA,8920.417,329,"DistancefromEdgeofFairway",2013
103,103,"David Hearn",26,NA,10438.5,384,"DistancefromEdgeofFairway",2013
104,104,"Nick Watney",26,NA,9934,364,"DistancefromEdgeofFairway",2013
105,105,"Chris Stroud",26,NA,10372.333,379,"DistancefromEdgeofFairway",2013
106,106,"Martin Kaymer",17,NA,5844.417,213,"DistancefromEdgeofFairway",2013
106,106,"Bubba Watson",21,NA,8614.417,314,"DistancefromEdgeofFairway",2013
108,108,"Carl Pettersson",24,NA,9236.417,335,"DistancefromEdgeofFairway",2013
109,109,"Ryo Ishikawa",23,NA,8959.5,324,"DistancefromEdgeofFairway",2013
110,110,"Justin Bolli",23,NA,6820.583,246,"DistancefromEdgeofFairway",2013
110,110,"Robert Karlsson",18,NA,5551.333,200,"DistancefromEdgeofFairway",2013
110,110,"DA Points",28,NA,9168.417,330,"DistancefromEdgeofFairway",2013
113,113,"Ricky Barnes",26,NA,9721.75,349,"DistancefromEdgeofFairway",2013
113,113,"Mike Weir",22,NA,7948.583,286,"DistancefromEdgeofFairway",2013
115,115,"Scott Gardiner",23,NA,8043.667,288,"DistancefromEdgeofFairway",2013
115,115,"Charl Schwartzel",19,NA,7904.083,283,"DistancefromEdgeofFairway",2013
115,115,"Kyle Stanley",24,NA,8488.167,304,"DistancefromEdgeofFairway",2013
118,118,"Erik Compton",24,NA,10439.333,373,"DistancefromEdgeofFairway",2013
118,118,"Scott Piercy",24,NA,9830.25,351,"DistancefromEdgeofFairway",2013
118,118,"DJ Trahan",16,NA,5177.583,185,"DistancefromEdgeofFairway",2013
121,121,"Brad Fritsch",24,NA,10675.917,380,"DistancefromEdgeofFairway",2013
121,121,"Charley Hoffman",23,NA,10607.667,378,"DistancefromEdgeofFairway",2013
121,121,"Matt Jones",24,NA,9310.417,332,"DistancefromEdgeofFairway",2013
121,121,"John Rollins",24,NA,10280.833,366,"DistancefromEdgeofFairway",2013
121,121,"Johnson Wagner",24,NA,8235.75,293,"DistancefromEdgeofFairway",2013
126,126,"Morgan Hoffmann",20,NA,8473.417,301,"DistancefromEdgeofFairway",2013
127,127,"Harris English",26,NA,12178.167,431,"DistancefromEdgeofFairway",2013
127,127,"Pat Perez",22,NA,8933,316,"DistancefromEdgeofFairway",2013
129,129,"Henrik Norlander",22,NA,9019.083,318,"DistancefromEdgeofFairway",2013
130,130,"Steve LeBrun",21,NA,8159.333,287,"DistancefromEdgeofFairway",2013
131,131,"Vaughn Taylor",16,NA,5356,188,"DistancefromEdgeofFairway",2013
132,132,"Cameron Percy",21,NA,8802.5,308,"DistancefromEdgeofFairway",2013
133,133,"Charles Howell III",26,NA,13784.417,479,"DistancefromEdgeofFairway",2013
133,133,"Chris Kirk",24,NA,12465.167,433,"DistancefromEdgeofFairway",2013
135,135,"Martin Flores",25,NA,13613.667,472,"DistancefromEdgeofFairway",2013
136,136,"Scott Stallings",27,NA,9811.75,339,"DistancefromEdgeofFairway",2013
137,137,"Brandt Jobe",19,NA,7147.333,246,"DistancefromEdgeofFairway",2013
138,138,"Marc Leishman",23,NA,9849.5,338,"DistancefromEdgeofFairway",2013
138,138,"Geoff Ogilvy",19,NA,6529.917,224,"DistancefromEdgeofFairway",2013
140,140,"Greg Chalmers",25,NA,9988.083,341,"DistancefromEdgeofFairway",2013
140,140,"Robert Garrigus",22,NA,8055,275,"DistancefromEdgeofFairway",2013
140,140,"Jason Kokrak",25,NA,12515.5,428,"DistancefromEdgeofFairway",2013
143,143,"Stewart Cink",22,NA,8676.583,296,"DistancefromEdgeofFairway",2013
143,143,"Graham DeLaet",26,NA,10414.583,355,"DistancefromEdgeofFairway",2013
143,143,"James Hahn",26,NA,10839.25,370,"DistancefromEdgeofFairway",2013
143,143,"George McNeill",21,NA,8629.25,294,"DistancefromEdgeofFairway",2013
147,147,"Andres Romero",21,NA,8412,285,"DistancefromEdgeofFairway",2013
147,147,"Robert Streb",25,NA,9757.917,331,"DistancefromEdgeofFairway",2013
149,149,"Ryan Palmer",22,NA,11286.417,382,"DistancefromEdgeofFairway",2013
150,150,"Rory McIlroy",16,NA,6564.333,221,"DistancefromEdgeofFairway",2013
150,150,"Phil Mickelson",21,NA,9552.833,322,"DistancefromEdgeofFairway",2013
152,152,"Ernie Els",19,NA,8014.75,268,"DistancefromEdgeofFairway",2013
153,153,"Patrick Reed",26,NA,12990.167,433,"DistancefromEdgeofFairway",2013
154,154,"Alistair Presnell",23,NA,7874.75,262,"DistancefromEdgeofFairway",2013
155,155,"Tiger Woods",16,NA,6277.75,208,"DistancefromEdgeofFairway",2013
156,156,"Dustin Johnson",22,NA,9446.25,311,"DistancefromEdgeofFairway",2013
157,157,"Padraig Harrington",17,NA,5572.917,180,"DistancefromEdgeofFairway",2013
158,158,"Tim Herron",15,NA,8698.917,280,"DistancefromEdgeofFairway",2013
159,159,"Angel Cabrera",21,NA,10133.75,325,"DistancefromEdgeofFairway",2013
160,160,"Casey Wittenberg",27,NA,11588.667,371,"DistancefromEdgeofFairway",2013
161,161,"Eric Meierdierks",19,NA,6895.5,220,"DistancefromEdgeofFairway",2013
162,162,"James Driscoll",23,NA,12184.917,388,"DistancefromEdgeofFairway",2013
163,163,"Robert Allenby",24,NA,9528.583,300,"DistancefromEdgeofFairway",2013
163,163,"Nicolas Colsaerts",17,NA,7055.5,222,"DistancefromEdgeofFairway",2013
165,165,"Sergio Garcia",17,NA,7861.5,246,"DistancefromEdgeofFairway",2013
165,165,"Peter Hanson",15,NA,6439,202,"DistancefromEdgeofFairway",2013
165,165,"Tag Ridings",24,NA,11309,354,"DistancefromEdgeofFairway",2013
168,168,"Gary Woodland",26,NA,14605.083,455,"DistancefromEdgeofFairway",2013
169,169,"Charlie Beljan",24,NA,9261.25,288,"DistancefromEdgeofFairway",2013
170,170,"Shawn Stefani",21,NA,10229.333,316,"DistancefromEdgeofFairway",2013
171,171,"Sean OHair",22,NA,9989.083,304,"DistancefromEdgeofFairway",2013
171,171,"Jimmy Walker",24,NA,15296.25,466,"DistancefromEdgeofFairway",2013
173,173,"Jason Day",21,NA,11175.083,337,"DistancefromEdgeofFairway",2013
174,174,"Steven Bowditch",22,NA,11416.583,342,"DistancefromEdgeofFairway",2013
175,175,"Troy Matteson",24,NA,11521.5,340,"DistancefromEdgeofFairway",2013
176,176,"Michael Bradley",21,NA,8728.5,255,"DistancefromEdgeofFairway",2013
177,177,"Aaron Baddeley",24,NA,13334.167,379,"DistancefromEdgeofFairway",2013
178,178,"Bobby Gates",20,NA,8814.667,247,"DistancefromEdgeofFairway",2013
179,179,"Seung Yul Noh",25,NA,13671.417,380,"DistancefromEdgeofFairway",2013
