"Front9Par5ScoringAverage_RANKTHISWEEK_2015","Front9Par5ScoringAverage_RANKLASTWEEK_2015","Front9Par5ScoringAverage_PLAYERNAME_2015","Front9Par5ScoringAverage_ROUNDS_2015","Front9Par5ScoringAverage_AVG_2015","Front9Par5ScoringAverage_TOTALSTROKES_2015","Front9Par5ScoringAverage_TOTALHOLES_2015","stat_name","year"
1,1,"Paul Casey",87,4.44,466,105,"Front9Par5ScoringAverage",2015
2,2,"Louis Oosthuizen",68,4.49,440,98,"Front9Par5ScoringAverage",2015
2,2,"Bubba Watson",71,4.49,400,89,"Front9Par5ScoringAverage",2015
4,4,"Robert Garrigus",70,4.5,432,96,"Front9Par5ScoringAverage",2015
4,4,"Dustin Johnson",75,4.5,477,106,"Front9Par5ScoringAverage",2015
4,4,"Webb Simpson",81,4.5,490,109,"Front9Par5ScoringAverage",2015
7,7,"Matt Kuchar",97,4.51,636,141,"Front9Par5ScoringAverage",2015
7,7,"Justin Thomas",106,4.51,713,158,"Front9Par5ScoringAverage",2015
9,9,"Jason Day",75,4.53,489,108,"Front9Par5ScoringAverage",2015
9,9,"Chez Reavie",56,4.53,340,75,"Front9Par5ScoringAverage",2015
11,11,"Carlos Ortiz",100,4.54,649,143,"Front9Par5ScoringAverage",2015
12,12,"Aaron Baddeley",76,4.55,487,107,"Front9Par5ScoringAverage",2015
12,12,"Mark Hubbard",79,4.55,514,113,"Front9Par5ScoringAverage",2015
12,12,"Jason Kokrak",88,4.55,591,130,"Front9Par5ScoringAverage",2015
12,12,"Patrick Reed",103,4.55,682,150,"Front9Par5ScoringAverage",2015
12,12,"Patrick Rodgers",57,4.55,323,71,"Front9Par5ScoringAverage",2015
17,17,"Kevin Chappell",86,4.56,566,124,"Front9Par5ScoringAverage",2015
17,17,"Jamie Donaldson",50,4.56,342,75,"Front9Par5ScoringAverage",2015
17,17,"Derek Ernst",75,4.56,433,95,"Front9Par5ScoringAverage",2015
17,17,"Morgan Hoffmann",85,4.56,556,122,"Front9Par5ScoringAverage",2015
17,17,"Kevin Kisner",104,4.56,670,147,"Front9Par5ScoringAverage",2015
17,17,"David Lingmerth",90,4.56,598,131,"Front9Par5ScoringAverage",2015
17,17,"Adam Scott",51,4.56,333,73,"Front9Par5ScoringAverage",2015
17,17,"Gary Woodland",81,4.56,524,115,"Front9Par5ScoringAverage",2015
25,25,"Rickie Fowler",76,4.57,526,115,"Front9Par5ScoringAverage",2015
25,25,"Andres Gonzales",90,4.57,576,126,"Front9Par5ScoringAverage",2015
25,25,"Russell Henley",87,4.57,525,115,"Front9Par5ScoringAverage",2015
25,25,"Hideki Matsuyama",95,4.57,631,138,"Front9Par5ScoringAverage",2015
25,25,"Jonathan Randolph",72,4.57,462,101,"Front9Par5ScoringAverage",2015
25,25,"Shawn Stefani",94,4.57,630,138,"Front9Par5ScoringAverage",2015
25,25,"Jimmy Walker",89,4.57,567,124,"Front9Par5ScoringAverage",2015
25,25,"Boo Weekley",79,4.57,553,121,"Front9Par5ScoringAverage",2015
33,33,"Keegan Bradley",87,4.58,572,125,"Front9Par5ScoringAverage",2015
33,33,"Graham DeLaet",65,4.58,403,88,"Front9Par5ScoringAverage",2015
33,33,"James Hahn",94,4.58,609,133,"Front9Par5ScoringAverage",2015
33,33,"Ryo Ishikawa",90,4.58,577,126,"Front9Par5ScoringAverage",2015
33,33,"Chris Kirk",76,4.58,550,120,"Front9Par5ScoringAverage",2015
33,33,"Ryan Palmer",80,4.58,476,104,"Front9Par5ScoringAverage",2015
33,33,"Rory Sabbatini",81,4.58,518,113,"Front9Par5ScoringAverage",2015
33,33,"Vijay Singh",78,4.58,508,111,"Front9Par5ScoringAverage",2015
33,33,"Jordan Spieth",91,4.58,604,132,"Front9Par5ScoringAverage",2015
33,33,"Brendon Todd",96,4.58,605,132,"Front9Par5ScoringAverage",2015
43,43,"Jonas Blixt",78,4.59,509,111,"Front9Par5ScoringAverage",2015
43,43,"Chad Campbell",97,4.59,615,134,"Front9Par5ScoringAverage",2015
43,43,"Alex Cejka",94,4.59,629,137,"Front9Par5ScoringAverage",2015
43,43,"Lucas Glover",79,4.59,542,118,"Front9Par5ScoringAverage",2015
43,43,"Phil Mickelson",70,4.59,491,107,"Front9Par5ScoringAverage",2015
43,43,"Francesco Molinari",56,4.59,363,79,"Front9Par5ScoringAverage",2015
43,43,"Hudson Swafford",97,4.59,629,137,"Front9Par5ScoringAverage",2015
43,43,"Nick Taylor",91,4.59,633,138,"Front9Par5ScoringAverage",2015
51,51,"Brendon de Jonge",106,4.6,727,158,"Front9Par5ScoringAverage",2015
51,51,"Harris English",105,4.6,663,144,"Front9Par5ScoringAverage",2015
51,51,"Brooks Koepka",84,4.6,511,111,"Front9Par5ScoringAverage",2015
51,51,"Heath Slocum",57,4.6,354,77,"Front9Par5ScoringAverage",2015
55,55,"Jason Dufner",76,4.61,521,113,"Front9Par5ScoringAverage",2015
55,55,"Ken Duke",93,4.61,567,123,"Front9Par5ScoringAverage",2015
55,55,"Fabian Gomez",83,4.61,544,118,"Front9Par5ScoringAverage",2015
55,55,"Matt Jones",89,4.61,604,131,"Front9Par5ScoringAverage",2015
55,55,"Colt Knost",90,4.61,585,127,"Front9Par5ScoringAverage",2015
55,55,"Ryan Moore",81,4.61,567,123,"Front9Par5ScoringAverage",2015
55,55,"Sam Saunders",83,4.61,563,122,"Front9Par5ScoringAverage",2015
55,55,"Robert Streb",110,4.61,714,155,"Front9Par5ScoringAverage",2015
63,63,"Blayne Barber",76,4.62,522,113,"Front9Par5ScoringAverage",2015
63,63,"Charlie Beljan",76,4.62,490,106,"Front9Par5ScoringAverage",2015
63,63,"Daniel Berger",97,4.62,688,149,"Front9Par5ScoringAverage",2015
63,63,"Steven Bowditch",103,4.62,684,148,"Front9Par5ScoringAverage",2015
63,63,"Chad Collins",79,4.62,527,114,"Front9Par5ScoringAverage",2015
63,63,"John Merrick",78,4.62,522,113,"Front9Par5ScoringAverage",2015
63,63,"Scott Piercy",90,4.62,554,120,"Front9Par5ScoringAverage",2015
63,63,"Justin Rose",69,4.62,476,103,"Front9Par5ScoringAverage",2015
63,63,"Brendan Steele",88,4.62,637,138,"Front9Par5ScoringAverage",2015
63,63,"Michael Thompson",83,4.62,531,115,"Front9Par5ScoringAverage",2015
73,73,"Derek Fathauer",81,4.63,514,111,"Front9Par5ScoringAverage",2015
73,73,"Gonzalo Fdez Castano",81,4.63,523,113,"Front9Par5ScoringAverage",2015
