"LateRound1ScoringAverage_RANKTHISWEEK_2013","LateRound1ScoringAverage_RANKLASTWEEK_2013","LateRound1ScoringAverage_PLAYERNAME_2013","LateRound1ScoringAverage__2013","LateRound1ScoringAverage_AVG_2013","LateRound1ScoringAverage_TOTALSTROKES_2013","LateRound1ScoringAverage_TOTALROUNDS_2013","stat_name","year"
1,1,"Sergio Garcia",NA,68.45,753,11,"LateRound1ScoringAverage",2013
2,2,"Justin Rose",NA,68.75,550,8,"LateRound1ScoringAverage",2013
3,3,"Lee Westwood",NA,68.83,413,6,"LateRound1ScoringAverage",2013
4,4,"Bubba Watson",NA,68.9,689,10,"LateRound1ScoringAverage",2013
5,5,"Kevin Streelman",NA,69,759,11,"LateRound1ScoringAverage",2013
6,6,"John Rollins",NA,69.17,830,12,"LateRound1ScoringAverage",2013
7,7,"Peter Hanson",NA,69.25,277,4,"LateRound1ScoringAverage",2013
8,8,"Graham DeLaet",NA,69.46,903,13,"LateRound1ScoringAverage",2013
9,9,"Brad Fritsch",NA,69.5,973,14,"LateRound1ScoringAverage",2013
10,10,"Steve Stricker",NA,69.57,487,7,"LateRound1ScoringAverage",2013
11,11,"Jimmy Walker",NA,69.69,906,13,"LateRound1ScoringAverage",2013
12,12,"Adam Scott",NA,69.7,697,10,"LateRound1ScoringAverage",2013
13,13,"Greg Chalmers",NA,69.73,767,11,"LateRound1ScoringAverage",2013
14,14,"Ryan Palmer",NA,69.78,628,9,"LateRound1ScoringAverage",2013
15,15,"Keegan Bradley",NA,69.82,768,11,"LateRound1ScoringAverage",2013
16,16,"Roberto Castro",NA,69.85,908,13,"LateRound1ScoringAverage",2013
17,17,"Stephen Ames",NA,69.86,489,7,"LateRound1ScoringAverage",2013
18,18,"Charley Hoffman",NA,69.92,909,13,"LateRound1ScoringAverage",2013
19,19,"Chris Kirk",NA,69.93,979,14,"LateRound1ScoringAverage",2013
20,20,"Jason Day",NA,70,700,10,"LateRound1ScoringAverage",2013
20,20,"Ernie Els",NA,70,700,10,"LateRound1ScoringAverage",2013
20,20,"Robert Garrigus",NA,70,560,8,"LateRound1ScoringAverage",2013
23,23,"Gary Woodland",NA,70.08,841,12,"LateRound1ScoringAverage",2013
24,24,"Michael Bradley",NA,70.13,561,8,"LateRound1ScoringAverage",2013
24,24,"Brian Gay",NA,70.13,561,8,"LateRound1ScoringAverage",2013
26,26,"Zach Johnson",NA,70.15,912,13,"LateRound1ScoringAverage",2013
26,26,"Richard Lee",NA,70.15,912,13,"LateRound1ScoringAverage",2013
28,28,"Doug LaBelle II",NA,70.17,842,12,"LateRound1ScoringAverage",2013
28,28,"Tiger Woods",NA,70.17,421,6,"LateRound1ScoringAverage",2013
30,30,"Stuart Appleby",NA,70.18,772,11,"LateRound1ScoringAverage",2013
31,31,"Nicolas Colsaerts",NA,70.2,351,5,"LateRound1ScoringAverage",2013
