"Last5EventsPower_RANKTHISWEEK_2011","Last5EventsPower_RANKLASTWEEK_2011","Last5EventsPower_PLAYERNAME_2011","Last5EventsPower_EVENTS_2011","Last5EventsPower_RATING_2011","stat_name","year"
1,1,"John Daly",2,10,"Last5EventsPower",2011
1,1,"Alvaro Quiros",1,10,"Last5EventsPower",2011
3,3,"Graham DeLaet",1,9.8,"Last5EventsPower",2011
3,3,"Robert Garrigus",3,9.8,"Last5EventsPower",2011
3,3,"JB Holmes",2,9.8,"Last5EventsPower",2011
6,6,"Scott Stallings",1,9.7,"Last5EventsPower",2011
7,7,"Harrison Frazar",1,9.6,"Last5EventsPower",2011
7,7,"Bubba Watson",3,9.6,"Last5EventsPower",2011
7,7,"Gary Woodland",2,9.6,"Last5EventsPower",2011
10,10,"Dustin Johnson",3,9.5,"Last5EventsPower",2011
10,10,"Rory McIlroy",1,9.5,"Last5EventsPower",2011
12,12,"Alex Prugh",1,9.4,"Last5EventsPower",2011
13,13,"Steven Bowditch",3,9.3,"Last5EventsPower",2011
13,13,"Kevin Chappell",2,9.3,"Last5EventsPower",2011
13,13,"Charles Warren",3,9.3,"Last5EventsPower",2011
16,16,"Scott Piercy",4,9.1,"Last5EventsPower",2011
16,16,"Josh Teater",4,9.1,"Last5EventsPower",2011
16,16,"Martin Trainer",1,9.1,"Last5EventsPower",2011
19,19,"Jason Day",3,9,"Last5EventsPower",2011
19,19,"Lee Westwood",1,9,"Last5EventsPower",2011
21,21,"Chris Couch",1,8.9,"Last5EventsPower",2011
21,21,"Charley Hoffman",3,8.9,"Last5EventsPower",2011
21,21,"Tag Ridings",2,8.9,"Last5EventsPower",2011
21,21,"Boo Weekley",1,8.9,"Last5EventsPower",2011
25,25,"DJ Trahan",2,8.8,"Last5EventsPower",2011
25,25,"Peter Uihlein",2,8.8,"Last5EventsPower",2011
27,27,"Erick Justesen",1,8.7,"Last5EventsPower",2011
27,27,"Adam Scott",3,8.7,"Last5EventsPower",2011
29,29,"Nick Watney",3,8.6,"Last5EventsPower",2011
30,30,"Angel Cabrera",2,8.5,"Last5EventsPower",2011
30,30,"Jim Herman",2,8.5,"Last5EventsPower",2011
30,30,"Zack Miller",1,8.5,"Last5EventsPower",2011
30,30,"Kyle Stanley",4,8.5,"Last5EventsPower",2011
34,34,"Adam Hadwin",4,8.4,"Last5EventsPower",2011
34,34,"Robert Karlsson",2,8.4,"Last5EventsPower",2011
34,34,"Martin Laird",3,8.4,"Last5EventsPower",2011
34,34,"Ryan Palmer",3,8.4,"Last5EventsPower",2011
34,34,"John Rollins",3,8.4,"Last5EventsPower",2011
34,34,"Will Strickler",2,8.4,"Last5EventsPower",2011
40,40,"Mathew Goggin",1,8.3,"Last5EventsPower",2011
40,40,"Bio Kim",2,8.3,"Last5EventsPower",2011
40,40,"Jhonattan Vegas",2,8.3,"Last5EventsPower",2011
40,40,"Brett Wetterich",4,8.3,"Last5EventsPower",2011
44,44,"Alex Aragon",1,8.2,"Last5EventsPower",2011
44,44,"Ben Crane",2,8.2,"Last5EventsPower",2011
44,44,"Ross Fisher",1,8.2,"Last5EventsPower",2011
44,44,"Tom Gillis",1,8.2,"Last5EventsPower",2011
44,44,"Derek Lamely",3,8.2,"Last5EventsPower",2011
44,44,"Patrick Reed",1,8.2,"Last5EventsPower",2011
50,50,"Morgan Hoffmann",2,8.1,"Last5EventsPower",2011
50,50,"Cameron Percy",2,8.1,"Last5EventsPower",2011
52,52,"Brandt Jobe",4,8,"Last5EventsPower",2011
52,52,"Kenny Perry",2,8,"Last5EventsPower",2011
52,52,"Michael Putnam",3,8,"Last5EventsPower",2011
52,52,"Tiger Woods",2,8,"Last5EventsPower",2011
56,56,"Michael Bradley",3,7.9,"Last5EventsPower",2011
56,56,"Daniel Chopra",2,7.9,"Last5EventsPower",2011
56,56,"Davis Love III",2,7.9,"Last5EventsPower",2011
56,56,"Kevin Stadler",3,7.9,"Last5EventsPower",2011
56,56,"Roland Thatcher",3,7.9,"Last5EventsPower",2011
61,61,"Patrick Cantlay",4,7.8,"Last5EventsPower",2011
61,61,"Matt Jones",1,7.8,"Last5EventsPower",2011
63,63,"Thomas Aiken",1,7.7,"Last5EventsPower",2011
63,63,"Aaron Baddeley",3,7.7,"Last5EventsPower",2011
63,63,"Matt Bettencourt",1,7.7,"Last5EventsPower",2011
63,63,"Sergio Garcia",3,7.7,"Last5EventsPower",2011
63,63,"Jim Renner",2,7.7,"Last5EventsPower",2011
63,63,"Peter Tomasulo",2,7.7,"Last5EventsPower",2011
69,69,"Steve Allan",1,7.6,"Last5EventsPower",2011
69,69,"Bud Cauley",4,7.6,"Last5EventsPower",2011
69,69,"Matt Every",2,7.6,"Last5EventsPower",2011
69,69,"Charles Howell III",3,7.6,"Last5EventsPower",2011
69,69,"Bill Lunde",2,7.6,"Last5EventsPower",2011
69,69,"Will Ma Kenzie",4,7.6,"Last5EventsPower",2011
69,69,"Troy Matteson",2,7.6,"Last5EventsPower",2011
69,69,"Sean OHair",3,7.6,"Last5EventsPower",2011
69,69,"Charl Schwartzel",2,7.6,"Last5EventsPower",2011
69,69,"Webb Simpson",3,7.6,"Last5EventsPower",2011
79,79,"Rickie Fowler",2,7.5,"Last5EventsPower",2011
79,79,"Trevor Immelman",4,7.5,"Last5EventsPower",2011
79,79,"John Merrick",2,7.5,"Last5EventsPower",2011
79,79,"Rory Sabbatini",1,7.5,"Last5EventsPower",2011
83,83,"Paul Casey",2,7.4,"Last5EventsPower",2011
83,83,"Brad Fritsch",1,7.4,"Last5EventsPower",2011
83,83,"Mathias Gronberg",1,7.4,"Last5EventsPower",2011
83,83,"Scott Gutschewski",2,7.4,"Last5EventsPower",2011
83,83,"Bill Haas",3,7.4,"Last5EventsPower",2011
83,83,"Marc Leishman",3,7.4,"Last5EventsPower",2011
83,83,"Kevin Streelman",2,7.4,"Last5EventsPower",2011
90,90,"Jonathan Byrd",2,7.3,"Last5EventsPower",2011
90,90,"James Driscoll",1,7.3,"Last5EventsPower",2011
90,90,"Bobby Gates",2,7.3,"Last5EventsPower",2011
90,90,"Fabian Gomez",3,7.3,"Last5EventsPower",2011
90,90,"Michael Letzig",3,7.3,"Last5EventsPower",2011
90,90,"Jarrod Lyle",1,7.3,"Last5EventsPower",2011
90,90,"Phil Mickelson",3,7.3,"Last5EventsPower",2011
90,90,"Anthony Paolucci",1,7.3,"Last5EventsPower",2011
98,98,"Tim Herron",3,7.2,"Last5EventsPower",2011
98,98,"Ryo Ishikawa",1,7.2,"Last5EventsPower",2011
98,98,"Louis Oosthuizen",2,7.2,"Last5EventsPower",2011
98,98,"Carl Pettersson",4,7.2,"Last5EventsPower",2011
98,98,"Martin Piller",1,7.2,"Last5EventsPower",2011
103,103,"Lucas Glover",3,7.1,"Last5EventsPower",2011
103,103,"Chris Kirk",2,7.1,"Last5EventsPower",2011
103,103,"Steve Marino",2,7.1,"Last5EventsPower",2011
103,103,"Kevin Na",2,7.1,"Last5EventsPower",2011
103,103,"Alexander Noren",1,7.1,"Last5EventsPower",2011
103,103,"Henrik Stenson",2,7.1,"Last5EventsPower",2011
103,103,"Cameron Tringale",3,7.1,"Last5EventsPower",2011
103,103,"Drew Weaver",1,7.1,"Last5EventsPower",2011
111,111,"Keegan Bradley",1,7,"Last5EventsPower",2011
111,111,"Fred Couples",3,7,"Last5EventsPower",2011
111,111,"Todd Hamilton",2,7,"Last5EventsPower",2011
111,111,"Jeff Overton",3,7,"Last5EventsPower",2011
115,115,"Marco Dawson",3,6.9,"Last5EventsPower",2011
115,115,"Peter Hanson",1,6.9,"Last5EventsPower",2011
117,117,"Josh Broadaway",1,6.8,"Last5EventsPower",2011
117,117,"Tommy Gainey",1,6.8,"Last5EventsPower",2011
117,117,"Bob May",1,6.8,"Last5EventsPower",2011
117,117,"Richard Scott",1,6.8,"Last5EventsPower",2011
121,121,"George McNeill",3,6.7,"Last5EventsPower",2011
121,121,"Rod Pampling",2,6.7,"Last5EventsPower",2011
121,121,"Jordan Spieth",1,6.7,"Last5EventsPower",2011
121,121,"Brendan Steele",3,6.7,"Last5EventsPower",2011
121,121,"Jimmy Walker",3,6.7,"Last5EventsPower",2011
