"ClubHeadSpeed_RANKTHISWEEK_2014","ClubHeadSpeed_RANKLASTWEEK_2014","ClubHeadSpeed_PLAYERNAME_2014","ClubHeadSpeed_ROUNDS_2014","ClubHeadSpeed_AVG_2014","ClubHeadSpeed_TOTALCLUBHEADSPEED_2014","ClubHeadSpeed_TOTALATTEMPTS_2014","ClubHeadSpeed_FASTESTSPEED_2014","ClubHeadSpeed_SLOWESTSPEED_2014","stat_name","year"
155,155,"Matt Kuchar",91,108.92,8713.59,80,111.66,105.87,"ClubHeadSpeed",2014
157,157,"Spencer Levin",59,108.49,5641.67,52,111.14,105.35,"ClubHeadSpeed",2014
158,158,"Chad Collins",78,108.36,6067.96,56,110.63,105.55,"ClubHeadSpeed",2014
159,159,"Billy Hurley III",86,108.34,8450.81,78,112.33,105.27,"ClubHeadSpeed",2014
160,160,"Brendon Todd",108,108.29,9962.26,92,111.73,104.66,"ClubHeadSpeed",2014
161,161,"Tim Wilkinson",86,107.99,8423.09,78,113.06,103.66,"ClubHeadSpeed",2014
162,162,"David Hearn",97,107.96,9931.99,92,111.64,104.02,"ClubHeadSpeed",2014
163,163,"Zach Johnson",97,107.73,9802.98,91,113.24,104.78,"ClubHeadSpeed",2014
164,164,"KJ Choi",80,107.56,7636.46,71,110.96,103.97,"ClubHeadSpeed",2014
165,165,"DH Lee",54,107.28,5256.85,49,111.27,101.87,"ClubHeadSpeed",2014
166,166,"Ben Curtis",77,106.99,7489.28,70,110.67,103.7,"ClubHeadSpeed",2014
167,167,"Jerry Kelly",80,106.93,7592.07,71,109.87,102.21,"ClubHeadSpeed",2014
168,168,"Mark Wilson",69,106.83,6623.43,62,110.42,104.38,"ClubHeadSpeed",2014
169,169,"Mike Weir",69,106.74,5977.26,56,110.17,103,"ClubHeadSpeed",2014
170,170,"Ben Crane",81,106.64,9064.5,85,113.35,103.78,"ClubHeadSpeed",2014
171,171,"Brian Davis",93,106.54,9801.37,92,110.76,101.64,"ClubHeadSpeed",2014
172,172,"Heath Slocum",71,105.4,6745.59,64,108.91,102.29,"ClubHeadSpeed",2014
173,173,"Jeff Maggert",54,105.06,4727.53,45,108.03,102.52,"ClubHeadSpeed",2014
174,174,"Justin Leonard",75,104.38,7097.76,68,107.87,100.91,"ClubHeadSpeed",2014
175,175,"David Toms",64,103.97,5926.06,57,107.21,100.78,"ClubHeadSpeed",2014
176,176,"Brian Gay",81,103.79,6746.5,65,107.04,101.38,"ClubHeadSpeed",2014
177,177,"Tim Clark",75,103.48,6829.87,66,105.66,99.74,"ClubHeadSpeed",2014
