"Total3Putts25_RANKTHISWEEK_2016","Total3Putts25_RANKLASTWEEK_2016","Total3Putts25_PLAYERNAME_2016","Total3Putts25_ROUNDS_2016","Total3Putts25_TOTAL3PUTTS25_2016","Total3Putts25_TOTAL3PUTTS_2016","stat_name","year"
1,1,"Harold Varner III",58,36,45,"Total3Putts25",2016
2,2,"Scott Pinckney",53,31,38,"Total3Putts25",2016
3,10,"Jeff Overton",51,25,31,"Total3Putts25",2016
4,3,"Jim Herman",55,24,26,"Total3Putts25",2016
4,4,"Tyrone Van Aswegen",67,24,25,"Total3Putts25",2016
6,6,"Mark Hubbard",73,23,30,"Total3Putts25",2016
7,13,"Kevin Chappell",49,22,26,"Total3Putts25",2016
7,6,"Jamie Lovemark",57,22,31,"Total3Putts25",2016
7,4,"Greg Owen",56,22,31,"Total3Putts25",2016
10,18,"Chad Campbell",54,21,27,"Total3Putts25",2016
10,6,"Lucas Glover",53,21,25,"Total3Putts25",2016
10,10,"JJ Henry",44,21,22,"Total3Putts25",2016
10,6,"Seung Yul Noh",54,21,24,"Total3Putts25",2016
14,10,"Stewart Cink",45,20,23,"Total3Putts25",2016
14,30,"Michael Kim",62,20,26,"Total3Putts25",2016
14,13,"Patrick Rodgers",49,20,27,"Total3Putts25",2016
14,42,"Robert Streb",51,20,22,"Total3Putts25",2016
18,20,"Matt Every",34,19,22,"Total3Putts25",2016
18,13,"Emiliano Grillo",47,19,20,"Total3Putts25",2016
18,42,"Luke List",51,19,26,"Total3Putts25",2016
18,13,"Chez Reavie",56,19,24,"Total3Putts25",2016
18,13,"Hudson Swafford",52,19,22,"Total3Putts25",2016
18,56,"Boo Weekley",53,19,20,"Total3Putts25",2016
18,30,"Mark Wilson",42,19,23,"Total3Putts25",2016
25,20,"Blayne Barber",44,18,22,"Total3Putts25",2016
25,30,"Graham DeLaet",50,18,26,"Total3Putts25",2016
25,18,"Jason Dufner",53,18,25,"Total3Putts25",2016
25,20,"Fabian Gomez",49,18,22,"Total3Putts25",2016
25,56,"Jason Gore",51,18,24,"Total3Putts25",2016
25,20,"James Hahn",45,18,18,"Total3Putts25",2016
25,42,"Colt Knost",56,18,18,"Total3Putts25",2016
25,30,"Martin Laird",46,18,20,"Total3Putts25",2016
25,20,"Danny Lee",53,18,25,"Total3Putts25",2016
25,20,"Davis Love III",40,18,21,"Total3Putts25",2016
25,30,"Kyle Reifers",63,18,23,"Total3Putts25",2016
25,42,"Brendan Steele",48,18,20,"Total3Putts25",2016
25,20,"Brett Stegmaier",57,18,22,"Total3Putts25",2016
38,42,"Tyler Aldridge",53,17,21,"Total3Putts25",2016
38,20,"Zac Blair",56,17,21,"Total3Putts25",2016
38,30,"Bronson Burgoon",53,17,21,"Total3Putts25",2016
38,30,"Brian Harman",60,17,20,"Total3Putts25",2016
38,42,"Padraig Harrington",38,17,18,"Total3Putts25",2016
38,42,"Si Woo Kim",63,17,19,"Total3Putts25",2016
38,20,"Chris Kirk",51,17,22,"Total3Putts25",2016
38,30,"Patton Kizzire",57,17,18,"Total3Putts25",2016
38,20,"Steve Marino",40,17,20,"Total3Putts25",2016
38,42,"Kyle Stanley",57,17,20,"Total3Putts25",2016
48,30,"Brendon de Jonge",55,16,16,"Total3Putts25",2016
48,30,"John Huh",51,16,20,"Total3Putts25",2016
48,56,"Jason Kokrak",52,16,18,"Total3Putts25",2016
48,56,"Ben Martin",48,16,21,"Total3Putts25",2016
48,30,"Ryan Palmer",46,16,22,"Total3Putts25",2016
48,30,"Nick Taylor",57,16,19,"Total3Putts25",2016
48,56,"Justin Thomas",53,16,21,"Total3Putts25",2016
48,42,"Cameron Tringale",47,16,22,"Total3Putts25",2016
56,42,"Charlie Beljan",26,15,22,"Total3Putts25",2016
56,42,"Ben Crane",48,15,19,"Total3Putts25",2016
56,86,"Derek Fathauer",58,15,19,"Total3Putts25",2016
56,56,"Andres Gonzales",46,15,19,"Total3Putts25",2016
56,75,"Justin Hicks",26,15,19,"Total3Putts25",2016
56,75,"Morgan Hoffmann",43,15,22,"Total3Putts25",2016
56,56,"JB Holmes",39,15,17,"Total3Putts25",2016
56,56,"Charles Howell III",63,15,20,"Total3Putts25",2016
56,42,"Zach Johnson",42,15,19,"Total3Putts25",2016
56,42,"Spencer Levin",62,15,16,"Total3Putts25",2016
56,75,"Will Ma Kenzie",54,15,25,"Total3Putts25",2016
56,86,"William McGirt",54,15,17,"Total3Putts25",2016
56,75,"Sean OHair",45,15,19,"Total3Putts25",2016
56,42,"Rory Sabbatini",40,15,24,"Total3Putts25",2016
56,56,"Shawn Stefani",45,15,20,"Total3Putts25",2016
56,56,"Steve Wheatcroft",53,15,19,"Total3Putts25",2016
72,56,"Roberto Castro",55,14,16,"Total3Putts25",2016
72,86,"Ernie Els",34,14,15,"Total3Putts25",2016
72,104,"Chesson Hadley",51,14,17,"Total3Putts25",2016
72,56,"Freddie Jacobson",54,14,17,"Total3Putts25",2016
72,56,"Sung Kang",51,14,16,"Total3Putts25",2016
72,56,"Smylie Kaufman",57,14,16,"Total3Putts25",2016
72,56,"Whee Kim",54,14,20,"Total3Putts25",2016
72,56,"Russell Knox",48,14,15,"Total3Putts25",2016
72,56,"Brooks Koepka",39,14,17,"Total3Putts25",2016
72,56,"Peter Malnati",53,14,15,"Total3Putts25",2016
72,75,"Chris Stroud",52,14,19,"Total3Putts25",2016
72,86,"Daniel Summerhays",55,14,15,"Total3Putts25",2016
72,104,"Michael Thompson",46,14,17,"Total3Putts25",2016
72,86,"Dawie van der Walt",48,14,19,"Total3Putts25",2016
72,104,"Johnson Wagner",44,14,15,"Total3Putts25",2016
72,56,"Will Wilcox",47,14,16,"Total3Putts25",2016
72,86,"Gary Woodland",45,14,16,"Total3Putts25",2016
89,96,"Steven Bowditch",40,13,21,"Total3Putts25",2016
89,75,"Keegan Bradley",40,13,16,"Total3Putts25",2016
89,75,"Angel Cabrera",42,13,20,"Total3Putts25",2016
89,126,"Paul Casey",39,13,14,"Total3Putts25",2016
89,75,"David Hearn",55,13,20,"Total3Putts25",2016
89,126,"Andrew Loupe",50,13,16,"Total3Putts25",2016
89,140,"Rob Oppenheim",37,13,19,"Total3Putts25",2016
89,86,"Carlos Ortiz",47,13,16,"Total3Putts25",2016
89,96,"Patrick Reed",53,13,16,"Total3Putts25",2016
89,75,"John Senden",48,13,18,"Total3Putts25",2016
89,75,"Scott Stallings",46,13,18,"Total3Putts25",2016
