"TenthTeeEarlyPar3ScoringAverage_RANKTHISWEEK_2014","TenthTeeEarlyPar3ScoringAverage_RANKLASTWEEK_2014","TenthTeeEarlyPar3ScoringAverage_PLAYERNAME_2014","TenthTeeEarlyPar3ScoringAverage_ROUNDS_2014","TenthTeeEarlyPar3ScoringAverage_AVG_2014","TenthTeeEarlyPar3ScoringAverage_TOTALSTROKES_2014","TenthTeeEarlyPar3ScoringAverage_TOTALHOLES_2014","stat_name","year"
1,1,"Harris English",95,2.82,217,77,"TenthTeeEarlyPar3ScoringAverage",2014
2,2,"Graham DeLaet",80,2.88,138,48,"TenthTeeEarlyPar3ScoringAverage",2014
2,2,"Sergio Garcia",61,2.88,92,32,"TenthTeeEarlyPar3ScoringAverage",2014
2,2,"Dustin Johnson",58,2.88,115,40,"TenthTeeEarlyPar3ScoringAverage",2014
2,2,"Chris Stroud",88,2.88,173,60,"TenthTeeEarlyPar3ScoringAverage",2014
6,6,"Keegan Bradley",89,2.91,198,68,"TenthTeeEarlyPar3ScoringAverage",2014
6,6,"Freddie Jacobson",91,2.91,201,69,"TenthTeeEarlyPar3ScoringAverage",2014
6,6,"Russell Knox",92,2.91,201,69,"TenthTeeEarlyPar3ScoringAverage",2014
9,9,"Gonzalo Fdez Castano",83,2.92,187,64,"TenthTeeEarlyPar3ScoringAverage",2014
9,9,"Scott Langley",95,2.92,225,77,"TenthTeeEarlyPar3ScoringAverage",2014
9,9,"DA Points",75,2.92,175,60,"TenthTeeEarlyPar3ScoringAverage",2014
12,12,"Luke Donald",57,2.93,132,45,"TenthTeeEarlyPar3ScoringAverage",2014
12,12,"Rory McIlroy",66,2.93,129,44,"TenthTeeEarlyPar3ScoringAverage",2014
12,12,"Ryan Moore",86,2.93,129,44,"TenthTeeEarlyPar3ScoringAverage",2014
12,12,"Tyrone Van Aswegen",79,2.93,211,72,"TenthTeeEarlyPar3ScoringAverage",2014
16,16,"Ryo Ishikawa",75,2.94,235,80,"TenthTeeEarlyPar3ScoringAverage",2014
16,16,"Jason Kokrak",65,2.94,106,36,"TenthTeeEarlyPar3ScoringAverage",2014
16,16,"Nick Watney",80,2.94,94,32,"TenthTeeEarlyPar3ScoringAverage",2014
19,19,"Chad Campbell",57,2.95,189,64,"TenthTeeEarlyPar3ScoringAverage",2014
19,19,"Jason Day",54,2.95,121,41,"TenthTeeEarlyPar3ScoringAverage",2014
19,19,"Brice Garnett",92,2.95,224,76,"TenthTeeEarlyPar3ScoringAverage",2014
