"FedExCupPointsperEventLeaders_RANKTHISWEEK_2013","FedExCupPointsperEventLeaders_RANKLASTWEEK_2013","FedExCupPointsperEventLeaders_PLAYERNAME_2013","FedExCupPointsperEventLeaders_EVENTS_2013","FedExCupPointsperEventLeaders_POINTSPEREVENT_2013","FedExCupPointsperEventLeaders_TOTALPOINTS_2013","stat_name","year"
107,107,"Jeff Maggert",20,22.645,452.9,"FedExCupPointsperEventLeaders",2013
108,108,"Nicholas Thompson",26,22.501,585.027,"FedExCupPointsperEventLeaders",2013
109,109,"Matt Every",25,21.78,544.5,"FedExCupPointsperEventLeaders",2013
110,110,"Andres Romero",20,21.507,430.137,"FedExCupPointsperEventLeaders",2013
111,111,"David Frost",1,21.5,21.5,"FedExCupPointsperEventLeaders",2013
112,112,"Camilo Villegas",21,21.418,449.786,"FedExCupPointsperEventLeaders",2013
113,113,"Brian Harman",27,21.392,577.583,"FedExCupPointsperEventLeaders",2013
114,114,"Jeff Overton",23,21.027,483.63,"FedExCupPointsperEventLeaders",2013
115,115,"Chez Reavie",21,20.905,439,"FedExCupPointsperEventLeaders",2013
116,116,"Billy Andrade",3,20.833,62.5,"FedExCupPointsperEventLeaders",2013
117,117,"Nicolas Colsaerts",17,20.759,352.906,"FedExCupPointsperEventLeaders",2013
118,118,"Louis Oosthuizen",12,20.712,248.539,"FedExCupPointsperEventLeaders",2013
119,119,"JJ Henry",25,20.656,516.4,"FedExCupPointsperEventLeaders",2013
120,120,"Jason Bohn",22,20.64,454.07,"FedExCupPointsperEventLeaders",2013
121,121,"Lucas Glover",22,20.614,453.5,"FedExCupPointsperEventLeaders",2013
122,122,"DH Lee",21,20.59,432.386,"FedExCupPointsperEventLeaders",2013
123,123,"David Toms",16,20.366,325.86,"FedExCupPointsperEventLeaders",2013
124,124,"Padraig Harrington",17,20.314,345.34,"FedExCupPointsperEventLeaders",2013
125,125,"Retief Goosen",9,20.269,182.42,"FedExCupPointsperEventLeaders",2013
126,126,"Charlie Beljan",23,19.971,459.327,"FedExCupPointsperEventLeaders",2013
127,127,"George McNeill",20,19.945,398.89,"FedExCupPointsperEventLeaders",2013
128,128,"Erik Compton",22,19.203,422.47,"FedExCupPointsperEventLeaders",2013
129,129,"James Hahn",25,19.199,479.986,"FedExCupPointsperEventLeaders",2013
130,130,"Kenny Perry",3,19.167,57.5,"FedExCupPointsperEventLeaders",2013
131,131,"John Senden",24,19.086,458.06,"FedExCupPointsperEventLeaders",2013
132,132,"Carl Pettersson",23,19.068,438.563,"FedExCupPointsperEventLeaders",2013
133,133,"Steven Bowditch",21,19.029,399.613,"FedExCupPointsperEventLeaders",2013
134,134,"Glen Day",6,18.91,113.46,"FedExCupPointsperEventLeaders",2013
135,135,"Justin Hicks",24,18.785,450.85,"FedExCupPointsperEventLeaders",2013
136,136,"Cameron Beckman",8,18.75,150,"FedExCupPointsperEventLeaders",2013
137,137,"Johnson Wagner",23,18.675,429.52,"FedExCupPointsperEventLeaders",2013
138,138,"Ben Crane",20,18.442,368.837,"FedExCupPointsperEventLeaders",2013
139,139,"Charlie Wi",22,18.225,400.94,"FedExCupPointsperEventLeaders",2013
140,140,"Russell Knox",11,17.87,196.57,"FedExCupPointsperEventLeaders",2013
141,141,"Aaron Baddeley",23,17.42,400.667,"FedExCupPointsperEventLeaders",2013
142,142,"Greg Chalmers",23,17.185,395.25,"FedExCupPointsperEventLeaders",2013
143,143,"Stuart Appleby",23,17.169,394.89,"FedExCupPointsperEventLeaders",2013
144,144,"Jim Herman",19,17.079,324.5,"FedExCupPointsperEventLeaders",2013
145,145,"Nick OHern",10,16.866,168.66,"FedExCupPointsperEventLeaders",2013
146,146,"Shawn Stefani",21,15.854,332.93,"FedExCupPointsperEventLeaders",2013
147,147,"Vaughn Taylor",16,15.379,246.063,"FedExCupPointsperEventLeaders",2013
148,148,"Vijay Singh",19,15.331,291.28,"FedExCupPointsperEventLeaders",2013
149,149,"Brandt Jobe",19,14.912,283.333,"FedExCupPointsperEventLeaders",2013
150,150,"Scott Langley",26,14.845,385.98,"FedExCupPointsperEventLeaders",2013
151,151,"Fabian Gomez",23,14.719,338.536,"FedExCupPointsperEventLeaders",2013
152,152,"Jonathan Byrd",16,14.611,233.78,"FedExCupPointsperEventLeaders",2013
153,153,"Brad Fritsch",24,14.598,350.346,"FedExCupPointsperEventLeaders",2013
154,154,"Robert Streb",25,14.378,359.44,"FedExCupPointsperEventLeaders",2013
155,155,"Ross Fisher",15,14.356,215.333,"FedExCupPointsperEventLeaders",2013
156,156,"Bud Cauley",24,14.286,342.873,"FedExCupPointsperEventLeaders",2013
157,157,"Paul Casey",7,14.266,99.86,"FedExCupPointsperEventLeaders",2013
158,158,"Greg Owen",24,13.982,335.56,"FedExCupPointsperEventLeaders",2013
159,159,"Davis Love III",15,13.931,208.96,"FedExCupPointsperEventLeaders",2013
160,160,"Bart Bryant",2,13.25,26.5,"FedExCupPointsperEventLeaders",2013
160,160,"Bill Lunde",10,13.25,132.5,"FedExCupPointsperEventLeaders",2013
160,160,"Andre Stolz",1,13.25,13.25,"FedExCupPointsperEventLeaders",2013
163,163,"Chad Campbell",25,13.19,329.74,"FedExCupPointsperEventLeaders",2013
164,164,"Ricky Barnes",26,13.168,342.36,"FedExCupPointsperEventLeaders",2013
165,165,"Robert Karlsson",18,13.128,236.298,"FedExCupPointsperEventLeaders",2013
166,166,"Ryo Ishikawa",23,12.95,297.84,"FedExCupPointsperEventLeaders",2013
167,167,"Steve LeBrun",21,12.877,270.42,"FedExCupPointsperEventLeaders",2013
168,168,"Dicky Pride",23,12.732,292.83,"FedExCupPointsperEventLeaders",2013
169,169,"Tim Herron",15,12.652,189.78,"FedExCupPointsperEventLeaders",2013
170,170,"Doug LaBelle II",23,12.615,290.15,"FedExCupPointsperEventLeaders",2013
171,171,"Ben Curtis",20,12.545,250.89,"FedExCupPointsperEventLeaders",2013
172,172,"Tag Ridings",24,12.292,295,"FedExCupPointsperEventLeaders",2013
173,173,"Trevor Immelman",24,12.273,294.556,"FedExCupPointsperEventLeaders",2013
174,174,"Justin Bolli",23,12.1,278.29,"FedExCupPointsperEventLeaders",2013
175,175,"Tom Gillis",22,12.005,264.1,"FedExCupPointsperEventLeaders",2013
176,176,"Dean Wilson",2,11.75,23.5,"FedExCupPointsperEventLeaders",2013
177,177,"Hank Kuehne",5,11.7,58.5,"FedExCupPointsperEventLeaders",2013
178,178,"Duffy Waldorf",3,11.667,35,"FedExCupPointsperEventLeaders",2013
179,179,"Tommy Gainey",28,11.566,323.85,"FedExCupPointsperEventLeaders",2013
180,180,"Chris Riley",3,11.5,34.5,"FedExCupPointsperEventLeaders",2013
181,181,"Ben Kohles",25,11.46,286.49,"FedExCupPointsperEventLeaders",2013
182,182,"Kevin Na",8,11.438,91.5,"FedExCupPointsperEventLeaders",2013
183,183,"Matt Bettencourt",9,11.306,101.75,"FedExCupPointsperEventLeaders",2013
183,183,"Heath Slocum",9,11.306,101.75,"FedExCupPointsperEventLeaders",2013
185,185,"Joe Affrunti",5,11.27,56.35,"FedExCupPointsperEventLeaders",2013
186,186,"Cameron Percy",21,10.938,229.69,"FedExCupPointsperEventLeaders",2013
187,187,"Chris DiMarco",11,10.772,118.49,"FedExCupPointsperEventLeaders",2013
188,188,"DJ Trahan",16,10.558,168.93,"FedExCupPointsperEventLeaders",2013
189,189,"Henrik Norlander",22,10.402,228.84,"FedExCupPointsperEventLeaders",2013
190,190,"Nathan Green",9,10.221,91.99,"FedExCupPointsperEventLeaders",2013
191,191,"Steve Flesch",6,9.917,59.5,"FedExCupPointsperEventLeaders",2013
192,192,"Kevin Sutherland",13,9.904,128.757,"FedExCupPointsperEventLeaders",2013
193,193,"Jose Maria Olazabal",2,9.75,19.5,"FedExCupPointsperEventLeaders",2013
194,194,"Skip Kendall",2,9.625,19.25,"FedExCupPointsperEventLeaders",2013
195,195,"YE Yang",19,9.581,182.043,"FedExCupPointsperEventLeaders",2013
196,196,"Stephen Ames",19,9.571,181.85,"FedExCupPointsperEventLeaders",2013
197,197,"John Mallinger",12,9.351,112.21,"FedExCupPointsperEventLeaders",2013
198,198,"Tim Petrovic",12,9.125,109.495,"FedExCupPointsperEventLeaders",2013
199,199,"Seung Yul Noh",25,9.036,225.89,"FedExCupPointsperEventLeaders",2013
200,200,"Luke List",24,8.416,201.978,"FedExCupPointsperEventLeaders",2013
201,201,"Sean OHair",22,8.301,182.623,"FedExCupPointsperEventLeaders",2013
202,202,"Marco Dawson",1,8.25,8.25,"FedExCupPointsperEventLeaders",2013
202,202,"Kent Jones",1,8.25,8.25,"FedExCupPointsperEventLeaders",2013
204,204,"David Mathis",24,8.21,197.05,"FedExCupPointsperEventLeaders",2013
205,205,"Sandy Lyle",2,8.11,16.22,"FedExCupPointsperEventLeaders",2013
206,206,"Troy Matteson",24,8.066,193.59,"FedExCupPointsperEventLeaders",2013
207,207,"Tom Watson",4,8,32,"FedExCupPointsperEventLeaders",2013
208,208,"Mike Weir",22,7.862,172.968,"FedExCupPointsperEventLeaders",2013
209,209,"Will Claxton",24,7.746,185.9,"FedExCupPointsperEventLeaders",2013
210,210,"Steve Marino",12,7.576,90.91,"FedExCupPointsperEventLeaders",2013
211,211,"Casey Wittenberg",27,7.382,199.307,"FedExCupPointsperEventLeaders",2013
212,212,"Bobby Gates",20,7.214,144.27,"FedExCupPointsperEventLeaders",2013
213,213,"Scott Gardiner",23,7.017,161.4,"FedExCupPointsperEventLeaders",2013
214,214,"Robert Gamez",3,6.967,20.9,"FedExCupPointsperEventLeaders",2013
215,215,"Rod Pampling",16,6.828,109.24,"FedExCupPointsperEventLeaders",2013
216,216,"Aaron Watkins",19,6.647,126.286,"FedExCupPointsperEventLeaders",2013
217,217,"Marc Turnesa",2,6.45,12.9,"FedExCupPointsperEventLeaders",2013
218,218,"Darron Stiles",20,6.258,125.15,"FedExCupPointsperEventLeaders",2013
219,219,"Jin Park",20,6.225,124.5,"FedExCupPointsperEventLeaders",2013
220,220,"Lee Williams",22,6.091,134.01,"FedExCupPointsperEventLeaders",2013
221,221,"Alistair Presnell",23,6.081,139.86,"FedExCupPointsperEventLeaders",2013
222,222,"Joe Durant",7,5.75,40.25,"FedExCupPointsperEventLeaders",2013
223,223,"Joey Snyder III",15,5.684,85.26,"FedExCupPointsperEventLeaders",2013
224,224,"Billy Mayfair",14,5.662,79.27,"FedExCupPointsperEventLeaders",2013
225,225,"Andres Gonzales",17,5.645,95.96,"FedExCupPointsperEventLeaders",2013
226,226,"Robert Allenby",24,5.373,128.95,"FedExCupPointsperEventLeaders",2013
227,227,"Tom Lehman",2,5.25,10.5,"FedExCupPointsperEventLeaders",2013
228,228,"Gary Christian",10,5.234,52.34,"FedExCupPointsperEventLeaders",2013
229,229,"Colt Knost",25,5.21,130.25,"FedExCupPointsperEventLeaders",2013
230,230,"Andrew Svoboda",18,4.917,88.5,"FedExCupPointsperEventLeaders",2013
231,231,"Ryuji Imada",7,4.5,31.5,"FedExCupPointsperEventLeaders",2013
232,232,"Paul Haley II",18,4.108,73.94,"FedExCupPointsperEventLeaders",2013
233,233,"Scott Verplank",14,4.106,57.49,"FedExCupPointsperEventLeaders",2013
234,234,"Jeff Gove",17,4.029,68.5,"FedExCupPointsperEventLeaders",2013
235,235,"Joe Ogilvie",15,3.858,57.873,"FedExCupPointsperEventLeaders",2013
236,236,"Eric Meierdierks",19,3.803,72.25,"FedExCupPointsperEventLeaders",2013
237,237,"Michael Bradley",21,3.514,73.8,"FedExCupPointsperEventLeaders",2013
238,238,"Mark OMeara",3,3.5,10.5,"FedExCupPointsperEventLeaders",2013
239,239,"Alexandre Rocha",3,3.417,10.25,"FedExCupPointsperEventLeaders",2013
240,240,"Wes Short Jr",15,3.39,50.85,"FedExCupPointsperEventLeaders",2013
241,241,"JB Holmes",5,3.3,16.5,"FedExCupPointsperEventLeaders",2013
242,242,"Neal Lancaster",6,2.695,16.17,"FedExCupPointsperEventLeaders",2013
243,243,"Michael Letzig",17,2.426,41.25,"FedExCupPointsperEventLeaders",2013
244,244,"Jesper Parnevik",13,1.51,19.63,"FedExCupPointsperEventLeaders",2013
245,245,"Troy Kelly",10,1.5,15,"FedExCupPointsperEventLeaders",2013
246,246,"John Daly",12,1.482,17.78,"FedExCupPointsperEventLeaders",2013
247,247,"Lee Janzen",11,0.712,7.827,"FedExCupPointsperEventLeaders",2013
248,248,"David Duval",8,0.563,4.5,"FedExCupPointsperEventLeaders",2013
249,249,"Arjun Atwal",8,0.498,3.98,"FedExCupPointsperEventLeaders",2013
250,250,"Frank Lickliter II",3,0.303,0.91,"FedExCupPointsperEventLeaders",2013
250,250,"Ted Purdy",3,0.303,0.91,"FedExCupPointsperEventLeaders",2013
252,252,"Scott McCarron",8,0.25,2,"FedExCupPointsperEventLeaders",2013
253,253,"Todd Hamilton",4,0.223,0.89,"FedExCupPointsperEventLeaders",2013
