"AverageDistanceofBirdieputtsmade_RANKTHISWEEK_2006","AverageDistanceofBirdieputtsmade_RANKLASTWEEK_2006","AverageDistanceofBirdieputtsmade_PLAYERNAME_2006","AverageDistanceofBirdieputtsmade_ROUNDS_2006","AverageDistanceofBirdieputtsmade_AVG_2006","AverageDistanceofBirdieputtsmade_TOTDISTFT_2006","AverageDistanceofBirdieputtsmade_TOTBIRDIEPUTTSMADE_2006","AverageDistanceofBirdieputtsmade_LONGESTMADEFT_2006","AverageDistanceofBirdieputtsmade_SHORTESTMADEFT_2006","stat_name","year"
1,1,"Corey Pavin",74,NA,1924.083,151,62,NA,"AverageDistanceofBirdieputtsmade",2006
2,2,"Mark OMeara",52,NA,1204.25,98,54,1,"AverageDistanceofBirdieputtsmade",2006
3,3,"Larry Mize",53,NA,1233.667,102,65,NA,"AverageDistanceofBirdieputtsmade",2006
4,4,"Brent Geiberger",99,NA,3431.583,286,73,NA,"AverageDistanceofBirdieputtsmade",2006
5,5,"Chris Riley",86,NA,2675.75,225,60,NA,"AverageDistanceofBirdieputtsmade",2006
6,6,"Richard Johnson",94,NA,3318.083,282,64,NA,"AverageDistanceofBirdieputtsmade",2006
7,7,"Chris Smith",67,NA,2137.417,186,52,NA,"AverageDistanceofBirdieputtsmade",2006
8,8,"John Cook",67,NA,1888.083,166,59,NA,"AverageDistanceofBirdieputtsmade",2006
9,9,"Ben Curtis",86,NA,2394.5,213,59,NA,"AverageDistanceofBirdieputtsmade",2006
9,9,"David McKenzie",82,NA,2517.667,223,44,NA,"AverageDistanceofBirdieputtsmade",2006
9,9,"Hidemichi Tanaka",74,NA,1732.583,154,48,NA,"AverageDistanceofBirdieputtsmade",2006
12,12,"Tom Pernice Jr",108,NA,3574.75,319,63,NA,"AverageDistanceofBirdieputtsmade",2006
13,13,"Brad Faxon",78,NA,2314,209,50,NA,"AverageDistanceofBirdieputtsmade",2006
13,13,"Mark Wilson",79,NA,2850.75,258,59,NA,"AverageDistanceofBirdieputtsmade",2006
15,15,"Brett Quigley",109,NA,3697.667,336,63,NA,"AverageDistanceofBirdieputtsmade",2006
16,16,"Bob Tway",81,NA,2231.417,205,47,NA,"AverageDistanceofBirdieputtsmade",2006
17,17,"Len Mattiace",59,NA,1772.25,164,39,NA,"AverageDistanceofBirdieputtsmade",2006
18,18,"Aaron Baddeley",78,NA,2323.833,216,67,NA,"AverageDistanceofBirdieputtsmade",2006
18,18,"Todd Fischer",101,NA,3044,284,54,NA,"AverageDistanceofBirdieputtsmade",2006
20,20,"Ben Crane",85,NA,2351.667,220,50,NA,"AverageDistanceofBirdieputtsmade",2006
20,20,"Steve Elkington",52,NA,1470.75,138,50,NA,"AverageDistanceofBirdieputtsmade",2006
20,20,"Dudley Hart",83,NA,2307.25,217,53,NA,"AverageDistanceofBirdieputtsmade",2006
20,20,"Brandt Jobe",91,NA,2482.583,232,71,NA,"AverageDistanceofBirdieputtsmade",2006
24,24,"Olin Browne",108,NA,3006.833,283,55,NA,"AverageDistanceofBirdieputtsmade",2006
24,24,"Brian Gay",107,NA,3615.417,342,50,NA,"AverageDistanceofBirdieputtsmade",2006
24,24,"Stephen Leaney",84,NA,2718.833,256,62,NA,"AverageDistanceofBirdieputtsmade",2006
24,24,"Dean Wilson",115,NA,3365.75,319,57,NA,"AverageDistanceofBirdieputtsmade",2006
28,28,"John Engler Jr",69,NA,1784.917,170,48,NA,"AverageDistanceofBirdieputtsmade",2006
28,28,"Tom Lehman",70,NA,1435.667,137,45,NA,"AverageDistanceofBirdieputtsmade",2006
28,28,"Jeff Maggert",81,NA,2147.917,204,50,NA,"AverageDistanceofBirdieputtsmade",2006
28,28,"Ron Whittaker",81,NA,2334.167,222,58,NA,"AverageDistanceofBirdieputtsmade",2006
32,32,"Briny Baird",81,NA,2588.667,249,56,NA,"AverageDistanceofBirdieputtsmade",2006
32,32,"Freddie Jacobson",56,NA,1872.75,180,40,NA,"AverageDistanceofBirdieputtsmade",2006
32,32,"Kent Jones",103,NA,3200.833,308,67,NA,"AverageDistanceofBirdieputtsmade",2006
32,32,"Tim Petrovic",95,NA,2522.167,243,45,NA,"AverageDistanceofBirdieputtsmade",2006
32,32,"Ted Purdy",103,NA,2836.25,273,56,NA,"AverageDistanceofBirdieputtsmade",2006
37,37,"Stewart Cink",93,NA,2777,269,52,NA,"AverageDistanceofBirdieputtsmade",2006
37,37,"David Duval",71,NA,1821.75,176,43,NA,"AverageDistanceofBirdieputtsmade",2006
37,37,"Jim Furyk",89,NA,2809.75,273,49,NA,"AverageDistanceofBirdieputtsmade",2006
37,37,"Jerry Smith",94,NA,2911.583,282,68,NA,"AverageDistanceofBirdieputtsmade",2006
37,37,"Paul Stankowski",70,NA,1980.083,192,51,NA,"AverageDistanceofBirdieputtsmade",2006
42,42,"Mathew Goggin",72,NA,1913.083,187,67,NA,"AverageDistanceofBirdieputtsmade",2006
42,42,"Zach Johnson",98,NA,2580.5,252,53,NA,"AverageDistanceofBirdieputtsmade",2006
42,42,"Bernhard Langer",77,NA,1981.5,194,75,NA,"AverageDistanceofBirdieputtsmade",2006
42,42,"JL Lewis",57,NA,1361,133,48,NA,"AverageDistanceofBirdieputtsmade",2006
42,42,"Shigeki Maruyama",94,NA,2780.75,272,69,NA,"AverageDistanceofBirdieputtsmade",2006
