"EarlyPar3ScoringAverage_RANKTHISWEEK_2015","EarlyPar3ScoringAverage_RANKLASTWEEK_2015","EarlyPar3ScoringAverage_PLAYERNAME_2015","EarlyPar3ScoringAverage_ROUNDS_2015","EarlyPar3ScoringAverage_AVG_2015","EarlyPar3ScoringAverage_TOTALSTROKES_2015","EarlyPar3ScoringAverage_TOTALHOLES_2015","stat_name","year"
1,1,"Jason Day",75,2.9,305,105,"EarlyPar3ScoringAverage",2015
2,2,"Jerry Kelly",79,2.92,465,159,"EarlyPar3ScoringAverage",2015
2,2,"Webb Simpson",81,2.92,459,157,"EarlyPar3ScoringAverage",2015
4,4,"Brice Garnett",81,2.94,477,162,"EarlyPar3ScoringAverage",2015
4,4,"Billy Hurley III",83,2.94,547,186,"EarlyPar3ScoringAverage",2015
4,4,"Robert Streb",110,2.94,626,213,"EarlyPar3ScoringAverage",2015
4,4,"Johnson Wagner",68,2.94,414,141,"EarlyPar3ScoringAverage",2015
8,8,"Chad Campbell",97,2.95,540,183,"EarlyPar3ScoringAverage",2015
8,8,"Jim Furyk",71,2.95,304,103,"EarlyPar3ScoringAverage",2015
10,10,"Keegan Bradley",87,2.96,530,179,"EarlyPar3ScoringAverage",2015
10,10,"Whee Kim",71,2.96,418,141,"EarlyPar3ScoringAverage",2015
10,10,"Colt Knost",90,2.96,551,186,"EarlyPar3ScoringAverage",2015
10,10,"Bo Van Pelt",81,2.96,507,171,"EarlyPar3ScoringAverage",2015
14,14,"Brendon de Jonge",106,2.97,641,216,"EarlyPar3ScoringAverage",2015
14,14,"Jim Herman",88,2.97,541,182,"EarlyPar3ScoringAverage",2015
14,14,"Patrick Reed",103,2.97,525,177,"EarlyPar3ScoringAverage",2015
14,14,"David Toms",62,2.97,354,119,"EarlyPar3ScoringAverage",2015
18,18,"Steven Alker",62,2.98,388,130,"EarlyPar3ScoringAverage",2015
18,18,"Aaron Baddeley",76,2.98,503,169,"EarlyPar3ScoringAverage",2015
18,18,"Jonathan Byrd",69,2.98,390,131,"EarlyPar3ScoringAverage",2015
18,18,"Zach Johnson",90,2.98,414,139,"EarlyPar3ScoringAverage",2015
18,18,"Jeff Overton",94,2.98,605,203,"EarlyPar3ScoringAverage",2015
18,18,"Byron Smith",59,2.98,349,117,"EarlyPar3ScoringAverage",2015
18,18,"Henrik Stenson",63,2.98,247,83,"EarlyPar3ScoringAverage",2015
