"AverageDistanceofBirdieputtsmade_RANKTHISWEEK_2016","AverageDistanceofBirdieputtsmade_RANKLASTWEEK_2016","AverageDistanceofBirdieputtsmade_PLAYERNAME_2016","AverageDistanceofBirdieputtsmade_ROUNDS_2016","AverageDistanceofBirdieputtsmade_AVG_2016","AverageDistanceofBirdieputtsmade_TOTDISTFT_2016","AverageDistanceofBirdieputtsmade_TOTBIRDIEPUTTSMADE_2016","AverageDistanceofBirdieputtsmade_LONGESTMADEFT_2016","AverageDistanceofBirdieputtsmade_SHORTESTMADEFT_2016","stat_name","year"
1,1,"Robert Allenby",35,NA,704.417,53,51,NA,"AverageDistanceofBirdieputtsmade",2016
2,2,"JJ Henry",44,NA,1478.25,114,58,NA,"AverageDistanceofBirdieputtsmade",2016
3,3,"Matthew Fitzpatrick",23,NA,474.083,37,34,NA,"AverageDistanceofBirdieputtsmade",2016
4,4,"Brian Gay",22,NA,648.083,52,43,NA,"AverageDistanceofBirdieputtsmade",2016
5,7,"George McNeill",33,NA,1011.417,82,46,NA,"AverageDistanceofBirdieputtsmade",2016
6,8,"Darron Stiles",28,NA,486.5,40,45,NA,"AverageDistanceofBirdieputtsmade",2016
7,5,"Ryan Moore",40,NA,1109.333,92,44,NA,"AverageDistanceofBirdieputtsmade",2016
8,6,"Shane Lowry",35,NA,766.083,64,38,NA,"AverageDistanceofBirdieputtsmade",2016
9,9,"Hiroshi Iwata",51,NA,1048.167,89,57,NA,"AverageDistanceofBirdieputtsmade",2016
10,18,"Ben Martin",48,NA,1562.833,134,56,NA,"AverageDistanceofBirdieputtsmade",2016
10,11,"Bernd Wiesberger",23,NA,421.083,36,47,NA,"AverageDistanceofBirdieputtsmade",2016
12,13,"Cameron Percy",22,NA,464.667,40,46,NA,"AverageDistanceofBirdieputtsmade",2016
12,13,"Steve Stricker",25,NA,846.667,73,62,NA,"AverageDistanceofBirdieputtsmade",2016
14,10,"Jamie Donaldson",28,NA,737.083,64,49,NA,"AverageDistanceofBirdieputtsmade",2016
14,16,"Russell Henley",42,NA,1348.75,117,54,NA,"AverageDistanceofBirdieputtsmade",2016
16,18,"Zac Blair",56,NA,1400.083,123,64,NA,"AverageDistanceofBirdieputtsmade",2016
16,11,"Mark Wilson",42,NA,933.333,82,62,NA,"AverageDistanceofBirdieputtsmade",2016
18,16,"Scott Pinckney",53,NA,1387.167,122,54,NA,"AverageDistanceofBirdieputtsmade",2016
18,22,"Brendon Todd",43,NA,961.167,85,81,NA,"AverageDistanceofBirdieputtsmade",2016
20,25,"Zach Johnson",42,NA,1436.25,128,75,NA,"AverageDistanceofBirdieputtsmade",2016
20,25,"Lucas Lee",22,NA,404.25,36,35,NA,"AverageDistanceofBirdieputtsmade",2016
20,22,"Kyle Reifers",63,NA,1755.583,156,47,NA,"AverageDistanceofBirdieputtsmade",2016
23,27,"Shane Bertsch",30,NA,638,57,42,NA,"AverageDistanceofBirdieputtsmade",2016
23,27,"Louis Oosthuizen",25,NA,346.5,31,41,1,"AverageDistanceofBirdieputtsmade",2016
23,22,"Rob Oppenheim",37,NA,994.583,89,43,NA,"AverageDistanceofBirdieputtsmade",2016
26,30,"Charley Hoffman",49,NA,1432.25,129,46,1,"AverageDistanceofBirdieputtsmade",2016
