"TenthTeeEarlyRound3ScoringAverage_RANKTHISWEEK_2010","TenthTeeEarlyRound3ScoringAverage_RANKLASTWEEK_2010","TenthTeeEarlyRound3ScoringAverage_PLAYERNAME_2010","TenthTeeEarlyRound3ScoringAverage__2010","TenthTeeEarlyRound3ScoringAverage_AVG_2010","TenthTeeEarlyRound3ScoringAverage_TOTALSTROKES_2010","TenthTeeEarlyRound3ScoringAverage_TOTALROUNDS_2010","stat_name","year"
1,1,"Kevin Johnson",NA,65,65,1,"TenthTeeEarlyRound3ScoringAverage",2010
1,1,"Hunter Mahan",NA,65,65,1,"TenthTeeEarlyRound3ScoringAverage",2010
1,1,"Steve Marino",NA,65,65,1,"TenthTeeEarlyRound3ScoringAverage",2010
1,1,"Adam Scott",NA,65,130,2,"TenthTeeEarlyRound3ScoringAverage",2010
5,5,"Steve Flesch",NA,66,66,1,"TenthTeeEarlyRound3ScoringAverage",2010
6,6,"Stewart Cink",NA,67,67,1,"TenthTeeEarlyRound3ScoringAverage",2010
6,6,"Michael Letzig",NA,67,134,2,"TenthTeeEarlyRound3ScoringAverage",2010
6,6,"George McNeill",NA,67,67,1,"TenthTeeEarlyRound3ScoringAverage",2010
6,6,"Pat Perez",NA,67,67,1,"TenthTeeEarlyRound3ScoringAverage",2010
6,6,"Tom Pernice Jr",NA,67,67,1,"TenthTeeEarlyRound3ScoringAverage",2010
6,6,"Brandt Snedeker",NA,67,67,1,"TenthTeeEarlyRound3ScoringAverage",2010
12,12,"Vijay Singh",NA,67.33,202,3,"TenthTeeEarlyRound3ScoringAverage",2010
12,12,"Scott Verplank",NA,67.33,202,3,"TenthTeeEarlyRound3ScoringAverage",2010
14,14,"Brian Gay",NA,67.5,135,2,"TenthTeeEarlyRound3ScoringAverage",2010
15,15,"Troy Merritt",NA,67.75,271,4,"TenthTeeEarlyRound3ScoringAverage",2010
16,16,"Mark Calcavecchia",NA,68,136,2,"TenthTeeEarlyRound3ScoringAverage",2010
16,16,"Daniel Chopra",NA,68,68,1,"TenthTeeEarlyRound3ScoringAverage",2010
16,16,"John Daly",NA,68,68,1,"TenthTeeEarlyRound3ScoringAverage",2010
16,16,"Bob Estes",NA,68,68,1,"TenthTeeEarlyRound3ScoringAverage",2010
16,16,"Matt Kuchar",NA,68,68,1,"TenthTeeEarlyRound3ScoringAverage",2010
16,16,"Derek Lamely",NA,68,272,4,"TenthTeeEarlyRound3ScoringAverage",2010
16,16,"Justin Leonard",NA,68,68,1,"TenthTeeEarlyRound3ScoringAverage",2010
16,16,"DA Points",NA,68,68,1,"TenthTeeEarlyRound3ScoringAverage",2010
16,16,"Alex Prugh",NA,68,68,1,"TenthTeeEarlyRound3ScoringAverage",2010
16,16,"Roland Thatcher",NA,68,68,1,"TenthTeeEarlyRound3ScoringAverage",2010
26,26,"John Rollins",NA,68.33,205,3,"TenthTeeEarlyRound3ScoringAverage",2010
27,27,"Graham DeLaet",NA,68.5,137,2,"TenthTeeEarlyRound3ScoringAverage",2010
27,27,"Freddie Jacobson",NA,68.5,274,4,"TenthTeeEarlyRound3ScoringAverage",2010
29,29,"Tim Clark",NA,69,138,2,"TenthTeeEarlyRound3ScoringAverage",2010
29,29,"Michael Connell",NA,69,138,2,"TenthTeeEarlyRound3ScoringAverage",2010
29,29,"Jim Furyk",NA,69,69,1,"TenthTeeEarlyRound3ScoringAverage",2010
29,29,"Jeff Gove",NA,69,69,1,"TenthTeeEarlyRound3ScoringAverage",2010
29,29,"Nathan Green",NA,69,69,1,"TenthTeeEarlyRound3ScoringAverage",2010
29,29,"Charles Howell III",NA,69,138,2,"TenthTeeEarlyRound3ScoringAverage",2010
29,29,"Skip Kendall",NA,69,69,1,"TenthTeeEarlyRound3ScoringAverage",2010
29,29,"Will Ma Kenzie",NA,69,69,1,"TenthTeeEarlyRound3ScoringAverage",2010
29,29,"Webb Simpson",NA,69,207,3,"TenthTeeEarlyRound3ScoringAverage",2010
29,29,"Nick Watney",NA,69,138,2,"TenthTeeEarlyRound3ScoringAverage",2010
39,39,"Paul Goydos",NA,69.5,139,2,"TenthTeeEarlyRound3ScoringAverage",2010
39,39,"Jeev Milkha Singh",NA,69.5,139,2,"TenthTeeEarlyRound3ScoringAverage",2010
39,39,"DJ Trahan",NA,69.5,139,2,"TenthTeeEarlyRound3ScoringAverage",2010
42,42,"Matt Jones",NA,69.67,209,3,"TenthTeeEarlyRound3ScoringAverage",2010
43,43,"Martin Flores",NA,69.8,349,5,"TenthTeeEarlyRound3ScoringAverage",2010
44,44,"Joe Ogilvie",NA,69.83,419,6,"TenthTeeEarlyRound3ScoringAverage",2010
45,45,"Paul Casey",NA,70,70,1,"TenthTeeEarlyRound3ScoringAverage",2010
45,45,"Ben Crane",NA,70,140,2,"TenthTeeEarlyRound3ScoringAverage",2010
