"Approachesfrom100125yards_RANKTHISWEEK_2012","Approachesfrom100125yards_RANKLASTWEEK_2012","Approachesfrom100125yards_PLAYERNAME_2012","Approachesfrom100125yards_ROUNDS_2012","Approachesfrom100125yards_AVG_2012","Approachesfrom100125yards_TOTALDISTANCEFEET_2012","Approachesfrom100125yards_OFATTEMPTS_2012","Approachesfrom100125yards_RELATIVETOPAR_2012","stat_name","year"
1,1,"Jason Bohn",81,NA,1782.667,113,-23,"Approachesfrom100125yards",2012
2,2,"Charlie Wi",86,NA,1641.25,100,-26,"Approachesfrom100125yards",2012
3,3,"Padraig Harrington",67,NA,843,51,-8,"Approachesfrom100125yards",2012
4,4,"Charley Hoffman",88,NA,1863.917,112,-20,"Approachesfrom100125yards",2012
5,5,"Marco Dawson",60,NA,1344.083,80,-10,"Approachesfrom100125yards",2012
5,5,"Vijay Singh",99,NA,2089.5,124,-23,"Approachesfrom100125yards",2012
7,7,"Steve Stricker",73,NA,1402.5,83,-8,"Approachesfrom100125yards",2012
8,8,"Ben Curtis",62,NA,1420,83,-22,"Approachesfrom100125yards",2012
9,9,"Jason Dufner",83,NA,1926.75,112,-27,"Approachesfrom100125yards",2012
9,9,"John Mallinger",74,NA,1668.167,97,-18,"Approachesfrom100125yards",2012
11,11,"Robert Garrigus",89,NA,2108.333,122,-14,"Approachesfrom100125yards",2012
12,12,"Daniel Chopra",55,NA,1143.167,66,-21,"Approachesfrom100125yards",2012
13,13,"Greg Owen",90,NA,1777.833,102,-19,"Approachesfrom100125yards",2012
14,14,"Tim Clark",60,NA,1262.25,72,-12,"Approachesfrom100125yards",2012
14,14,"Heath Slocum",93,NA,2204.25,126,-17,"Approachesfrom100125yards",2012
16,16,"Rickie Fowler",84,NA,1640.25,93,-17,"Approachesfrom100125yards",2012
16,16,"Justin Leonard",79,NA,1746.833,99,-13,"Approachesfrom100125yards",2012
16,16,"Rocco Mediate",70,NA,1397.75,79,-16,"Approachesfrom100125yards",2012
19,19,"Trevor Immelman",76,NA,1333.667,75,-6,"Approachesfrom100125yards",2012
19,19,"Jeff Overton",101,NA,2347.333,132,-27,"Approachesfrom100125yards",2012
19,19,"Lee Westwood",60,NA,1065.833,60,-11,"Approachesfrom100125yards",2012
19,19,"YE Yang",64,NA,1119.333,63,-10,"Approachesfrom100125yards",2012
23,23,"Matt Bettencourt",80,NA,1568.417,88,-16,"Approachesfrom100125yards",2012
24,24,"Vaughn Taylor",81,NA,2092.583,116,-26,"Approachesfrom100125yards",2012
25,25,"KJ Choi",71,NA,1573.083,87,-16,"Approachesfrom100125yards",2012
25,25,"Graeme McDowell",55,NA,851.667,47,-7,"Approachesfrom100125yards",2012
25,25,"Rory McIlroy",60,NA,1083.167,60,-12,"Approachesfrom100125yards",2012
28,28,"Brandt Snedeker",81,NA,1560.833,86,-23,"Approachesfrom100125yards",2012
28,28,"Steve Wheatcroft",56,NA,946.583,52,-13,"Approachesfrom100125yards",2012
30,30,"Gary Christian",91,NA,2298.75,126,-25,"Approachesfrom100125yards",2012
30,30,"Russell Knox",72,NA,1897.833,104,-15,"Approachesfrom100125yards",2012
30,30,"Kyle Thompson",51,NA,1059.167,58,0,"Approachesfrom100125yards",2012
33,33,"John Daly",50,NA,1190.25,65,-10,"Approachesfrom100125yards",2012
33,33,"Rod Pampling",88,NA,2259.583,123,-12,"Approachesfrom100125yards",2012
