"Approaches100125yardsRghRTP_RANKTHISWEEK_2009","Approaches100125yardsRghRTP_RANKLASTWEEK_2009","Approaches100125yardsRghRTP_PLAYERNAME_2009","Approaches100125yardsRghRTP_ROUNDS_2009","Approaches100125yardsRghRTP_AVGRTP_2009","stat_name","year"
1,1,"Brian Vranesh",51,-0.353,"Approaches100125yardsRghRTP",2009
2,2,"Steve Stricker",81,-0.296,"Approaches100125yardsRghRTP",2009
3,3,"Parker McLachlin",71,-0.292,"Approaches100125yardsRghRTP",2009
4,4,"Nick OHern",90,-0.226,"Approaches100125yardsRghRTP",2009
5,5,"Robert Allenby",71,-0.211,"Approaches100125yardsRghRTP",2009
6,6,"Rocco Mediate",79,-0.2,"Approaches100125yardsRghRTP",2009
7,7,"Greg Kraft",51,-0.174,"Approaches100125yardsRghRTP",2009
8,8,"Richard Johnson",85,-0.16,"Approaches100125yardsRghRTP",2009
9,9,"Briny Baird",89,-0.15,"Approaches100125yardsRghRTP",2009
9,9,"Brandt Snedeker",81,-0.15,"Approaches100125yardsRghRTP",2009
11,11,"Matt Jones",56,-0.133,"Approaches100125yardsRghRTP",2009
11,11,"Tiger Woods",64,-0.133,"Approaches100125yardsRghRTP",2009
13,13,"Tom Pernice Jr",82,-0.13,"Approaches100125yardsRghRTP",2009
14,14,"Charles Warren",63,-0.129,"Approaches100125yardsRghRTP",2009
15,15,"Bryce Molder",69,-0.125,"Approaches100125yardsRghRTP",2009
15,15,"Aron Price",89,-0.125,"Approaches100125yardsRghRTP",2009
17,17,"Peter Lonard",86,-0.121,"Approaches100125yardsRghRTP",2009
18,18,"Mike Weir",85,-0.12,"Approaches100125yardsRghRTP",2009
19,19,"Glen Day",79,-0.115,"Approaches100125yardsRghRTP",2009
20,20,"Jason Bohn",88,-0.1,"Approaches100125yardsRghRTP",2009
20,20,"Ben Crane",93,-0.1,"Approaches100125yardsRghRTP",2009
22,22,"Tag Ridings",50,-0.091,"Approaches100125yardsRghRTP",2009
23,23,"Joe Ogilvie",85,-0.088,"Approaches100125yardsRghRTP",2009
24,24,"Andres Romero",58,-0.087,"Approaches100125yardsRghRTP",2009
25,25,"Derek Fathauer",63,-0.083,"Approaches100125yardsRghRTP",2009
26,26,"Steve Marino",98,-0.081,"Approaches100125yardsRghRTP",2009
27,27,"Geoff Ogilvy",78,-0.08,"Approaches100125yardsRghRTP",2009
28,28,"Lee Janzen",74,-0.077,"Approaches100125yardsRghRTP",2009
