"Approachesfrom200yards_RANKTHISWEEK_2007","Approachesfrom200yards_RANKLASTWEEK_2007","Approachesfrom200yards_PLAYERNAME_2007","Approachesfrom200yards_ROUNDS_2007","Approachesfrom200yards_AVG_2007","Approachesfrom200yards_TOTALDISTANCEFEET_2007","Approachesfrom200yards_OFATTEMPTS_2007","Approachesfrom200yards_RELATIVETOPAR_2007","stat_name","year"
1,1,"Ernie Els",59,NA,6019.583,140,-35,"Approachesfrom200yards",2007
2,2,"Tiger Woods",63,NA,6426.917,149,-35,"Approachesfrom200yards",2007
3,3,"Heath Slocum",101,NA,12594.25,288,-51,"Approachesfrom200yards",2007
4,4,"Robert Allenby",90,NA,10260.917,230,-39,"Approachesfrom200yards",2007
5,5,"Sergio Garcia",68,NA,7905.417,173,-32,"Approachesfrom200yards",2007
6,6,"Brett Wetterich",88,NA,9740.833,212,-45,"Approachesfrom200yards",2007
7,7,"Henrik Stenson",52,NA,5295.917,113,-17,"Approachesfrom200yards",2007
8,8,"Mark Calcavecchia",93,NA,11069.25,236,-38,"Approachesfrom200yards",2007
9,9,"Davis Love III",66,NA,7341,156,-25,"Approachesfrom200yards",2007
10,10,"Robert Garrigus",95,NA,11033.667,234,-48,"Approachesfrom200yards",2007
10,10,"Joey Sindelar",75,NA,10369.25,220,-14,"Approachesfrom200yards",2007
12,12,"Brett Quigley",79,NA,8994.667,190,-33,"Approachesfrom200yards",2007
12,12,"Camilo Villegas",82,NA,9790.417,207,-36,"Approachesfrom200yards",2007
12,12,"Bubba Watson",80,NA,10035.417,212,-23,"Approachesfrom200yards",2007
15,15,"Tim Clark",66,NA,7652.167,161,-21,"Approachesfrom200yards",2007
16,16,"Gavin Coles",87,NA,12221.333,257,1,"Approachesfrom200yards",2007
16,16,"Kirk Triplett",77,NA,9605.417,202,-21,"Approachesfrom200yards",2007
18,18,"Ryan Palmer",91,NA,10825.5,227,-39,"Approachesfrom200yards",2007
18,18,"Vaughn Taylor",91,NA,10386.333,218,-51,"Approachesfrom200yards",2007
20,20,"Jerry Kelly",101,NA,11506.5,241,-33,"Approachesfrom200yards",2007
21,21,"Boo Weekley",101,NA,11974.667,250,-25,"Approachesfrom200yards",2007
22,22,"Aaron Baddeley",83,NA,9892.417,206,-49,"Approachesfrom200yards",2007
22,22,"Phil Mickelson",73,NA,8691.833,181,-47,"Approachesfrom200yards",2007
22,22,"Kevin Stadler",95,NA,11522,240,-11,"Approachesfrom200yards",2007
25,25,"Pat Perez",84,NA,9426.333,196,-38,"Approachesfrom200yards",2007
26,26,"John Mallinger",96,NA,11998.167,249,-28,"Approachesfrom200yards",2007
26,26,"Billy Mayfair",98,NA,14168.917,294,-56,"Approachesfrom200yards",2007
26,26,"Steve Stricker",81,NA,9820.833,204,-34,"Approachesfrom200yards",2007
29,29,"Brandt Snedeker",105,NA,11534.917,239,-37,"Approachesfrom200yards",2007
30,30,"Jim Furyk",84,NA,9950.75,205,-34,"Approachesfrom200yards",2007
31,31,"John Daly",59,NA,5491.167,113,-19,"Approachesfrom200yards",2007
31,31,"Freddie Jacobson",70,NA,8653,178,-29,"Approachesfrom200yards",2007
33,33,"Joe Durant",88,NA,11590.917,238,-27,"Approachesfrom200yards",2007
33,33,"Hunter Mahan",91,NA,11093.5,228,-47,"Approachesfrom200yards",2007
33,33,"Darron Stiles",65,NA,7841.417,161,-21,"Approachesfrom200yards",2007
36,36,"Zach Johnson",76,NA,10236.583,210,-37,"Approachesfrom200yards",2007
36,36,"Ryan Moore",92,NA,11511.333,236,-31,"Approachesfrom200yards",2007
38,38,"Stephen Leaney",82,NA,11888.833,243,-20,"Approachesfrom200yards",2007
39,39,"Geoff Ogilvy",84,NA,8924.917,182,-33,"Approachesfrom200yards",2007
40,40,"Billy Andrade",88,NA,11151.333,227,-23,"Approachesfrom200yards",2007
40,40,"Woody Austin",95,NA,13004.583,265,-18,"Approachesfrom200yards",2007
40,40,"Jay Williamson",50,NA,6525.167,133,-21,"Approachesfrom200yards",2007
43,43,"Kenny Perry",83,NA,10766.917,219,-35,"Approachesfrom200yards",2007
44,44,"Padraig Harrington",64,NA,6895.833,140,-22,"Approachesfrom200yards",2007
44,44,"Justin Rose",63,NA,5809.583,118,-31,"Approachesfrom200yards",2007
46,46,"Brian Gay",107,NA,15400.917,312,3,"Approachesfrom200yards",2007
46,46,"Charles Howell III",89,NA,9320.417,189,-38,"Approachesfrom200yards",2007
46,46,"Nick Watney",87,NA,10858.167,220,-35,"Approachesfrom200yards",2007
49,49,"Tommy Armour III",81,NA,10469,212,-20,"Approachesfrom200yards",2007
49,49,"DJ Brigman",67,NA,7269.75,147,-27,"Approachesfrom200yards",2007
51,51,"Jose Coceres",50,NA,7174,145,-10,"Approachesfrom200yards",2007
51,51,"David Toms",80,NA,9352,189,-25,"Approachesfrom200yards",2007
