"PuttingfromInside5_RANKTHISWEEK_2013","PuttingfromInside5_RANKLASTWEEK_2013","PuttingfromInside5_PLAYERNAME_2013","PuttingfromInside5_ROUNDS_2013","PuttingfromInside5_Pct_2013","PuttingfromInside5_ATTEMPTS_2013","PuttingfromInside5_PUTTSMADE_2013","stat_name","year"
31,31,"Steve Stricker",51,97.16,493,479,"PuttingfromInside5",2013
32,32,"Charles Howell III",87,97.14,1155,1122,"PuttingfromInside5",2013
33,33,"Chris Kirk",89,97.12,1111,1079,"PuttingfromInside5",2013
33,33,"Michael Thompson",66,97.12,765,743,"PuttingfromInside5",2013
35,35,"Scott Langley",79,97.11,935,908,"PuttingfromInside5",2013
36,36,"Aaron Baddeley",68,97.06,850,825,"PuttingfromInside5",2013
36,36,"Nick Watney",88,97.06,1055,1024,"PuttingfromInside5",2013
38,38,"Jim Furyk",80,97.02,939,911,"PuttingfromInside5",2013
38,38,"Richard Lee",81,97.02,1007,977,"PuttingfromInside5",2013
40,40,"Justin Bolli",59,97.01,670,650,"PuttingfromInside5",2013
40,40,"James Driscoll",76,97.01,871,845,"PuttingfromInside5",2013
42,42,"Rod Pampling",46,96.99,531,515,"PuttingfromInside5",2013
42,42,"Robert Streb",75,96.99,898,871,"PuttingfromInside5",2013
44,44,"Martin Kaymer",61,96.98,596,578,"PuttingfromInside5",2013
44,44,"Phil Mickelson",78,96.98,794,770,"PuttingfromInside5",2013
46,46,"Harris English",95,96.95,1148,1113,"PuttingfromInside5",2013
47,47,"Dicky Pride",71,96.94,850,824,"PuttingfromInside5",2013
48,48,"Cameron Percy",68,96.93,815,790,"PuttingfromInside5",2013
48,48,"Bo Van Pelt",72,96.93,783,759,"PuttingfromInside5",2013
50,50,"James Hahn",78,96.89,965,935,"PuttingfromInside5",2013
51,51,"Vaughn Taylor",50,96.87,575,557,"PuttingfromInside5",2013
52,52,"Tag Ridings",69,96.85,858,831,"PuttingfromInside5",2013
53,53,"Stuart Appleby",88,96.83,1134,1098,"PuttingfromInside5",2013
53,53,"Brian Gay",79,96.83,1009,977,"PuttingfromInside5",2013
55,55,"Brian Davis",91,96.82,1162,1125,"PuttingfromInside5",2013
56,56,"Bobby Gates",49,96.8,562,544,"PuttingfromInside5",2013
57,57,"Zach Johnson",84,96.76,956,925,"PuttingfromInside5",2013
58,58,"Sergio Garcia",65,96.75,677,655,"PuttingfromInside5",2013
59,59,"Tiger Woods",61,96.74,613,593,"PuttingfromInside5",2013
60,60,"JJ Henry",83,96.72,1097,1061,"PuttingfromInside5",2013
60,60,"Charley Hoffman",84,96.72,1037,1003,"PuttingfromInside5",2013
60,60,"Kevin Streelman",86,96.72,977,945,"PuttingfromInside5",2013
60,60,"Bubba Watson",76,96.72,854,826,"PuttingfromInside5",2013
64,64,"Jim Herman",59,96.7,636,615,"PuttingfromInside5",2013
65,65,"Graham DeLaet",94,96.69,1177,1138,"PuttingfromInside5",2013
66,66,"Roberto Castro",97,96.68,1266,1224,"PuttingfromInside5",2013
66,66,"Ken Duke",87,96.68,1083,1047,"PuttingfromInside5",2013
68,68,"Matt Every",89,96.67,1141,1103,"PuttingfromInside5",2013
69,69,"Dustin Johnson",71,96.64,743,718,"PuttingfromInside5",2013
70,70,"Brian Stuard",78,96.63,921,890,"PuttingfromInside5",2013
71,71,"Rory McIlroy",56,96.62,591,571,"PuttingfromInside5",2013
72,72,"Fabian Gomez",65,96.61,796,769,"PuttingfromInside5",2013
72,72,"Billy Horschel",96,96.61,1149,1110,"PuttingfromInside5",2013
74,74,"Daniel Summerhays",83,96.6,1119,1081,"PuttingfromInside5",2013
75,75,"Ben Curtis",59,96.59,675,652,"PuttingfromInside5",2013
75,75,"Josh Teater",86,96.59,881,851,"PuttingfromInside5",2013
77,77,"Matt Jones",83,96.58,1023,988,"PuttingfromInside5",2013
77,77,"Carl Pettersson",82,96.58,907,876,"PuttingfromInside5",2013
77,77,"Adam Scott",61,96.58,644,622,"PuttingfromInside5",2013
80,80,"Ben Crane",62,96.56,786,759,"PuttingfromInside5",2013
80,80,"Martin Flores",83,96.56,1106,1068,"PuttingfromInside5",2013
82,82,"Tim Herron",45,96.55,638,616,"PuttingfromInside5",2013
82,82,"Brandt Snedeker",79,96.55,811,783,"PuttingfromInside5",2013
84,84,"Bill Haas",85,96.53,981,947,"PuttingfromInside5",2013
85,85,"Jason Day",86,96.52,891,860,"PuttingfromInside5",2013
85,85,"Robert Karlsson",56,96.52,546,527,"PuttingfromInside5",2013
87,87,"Jerry Kelly",75,96.51,917,885,"PuttingfromInside5",2013
88,88,"Brad Fritsch",81,96.5,971,937,"PuttingfromInside5",2013
89,89,"David Toms",49,96.48,455,439,"PuttingfromInside5",2013
89,89,"Mark Wilson",56,96.48,739,713,"PuttingfromInside5",2013
91,91,"Casey Wittenberg",72,96.47,878,847,"PuttingfromInside5",2013
92,92,"Rickie Fowler",75,96.46,819,790,"PuttingfromInside5",2013
92,92,"Brian Harman",89,96.46,1102,1063,"PuttingfromInside5",2013
94,94,"David Lingmerth",68,96.41,807,778,"PuttingfromInside5",2013
95,95,"Steve LeBrun",66,96.39,748,721,"PuttingfromInside5",2013
96,96,"Nicolas Colsaerts",50,96.38,525,506,"PuttingfromInside5",2013
97,97,"John Merrick",79,96.37,992,956,"PuttingfromInside5",2013
97,97,"Shawn Stefani",63,96.37,717,691,"PuttingfromInside5",2013
99,99,"Chez Reavie",72,96.35,959,924,"PuttingfromInside5",2013
100,100,"Tommy Gainey",84,96.31,1056,1017,"PuttingfromInside5",2013
100,100,"Doug LaBelle II",72,96.31,812,782,"PuttingfromInside5",2013
100,100,"Jimmy Walker",84,96.31,1056,1017,"PuttingfromInside5",2013
103,103,"Robert Garrigus",69,96.3,729,702,"PuttingfromInside5",2013
104,104,"Tim Clark",64,96.29,620,597,"PuttingfromInside5",2013
105,105,"Jason Bohn",70,96.25,934,899,"PuttingfromInside5",2013
106,106,"Scott Piercy",78,96.23,902,868,"PuttingfromInside5",2013
106,106,"Justin Rose",62,96.23,664,639,"PuttingfromInside5",2013
106,106,"John Senden",79,96.23,902,868,"PuttingfromInside5",2013
109,109,"Chad Campbell",78,96.22,1059,1019,"PuttingfromInside5",2013
109,109,"Derek Ernst",58,96.22,714,687,"PuttingfromInside5",2013
109,109,"Kevin Stadler",83,96.22,1005,967,"PuttingfromInside5",2013
112,112,"William McGirt",75,96.2,1025,986,"PuttingfromInside5",2013
113,113,"Angel Cabrera",73,96.15,832,800,"PuttingfromInside5",2013
113,113,"Russell Henley",80,96.15,910,875,"PuttingfromInside5",2013
113,113,"Colt Knost",69,96.15,832,800,"PuttingfromInside5",2013
116,116,"Bud Cauley",67,96.13,826,794,"PuttingfromInside5",2013
117,117,"Kevin Chappell",80,96.12,979,941,"PuttingfromInside5",2013
118,118,"Henrik Stenson",65,96.11,642,617,"PuttingfromInside5",2013
119,119,"Sean OHair",56,96.1,744,715,"PuttingfromInside5",2013
119,119,"John Rollins",77,96.1,1001,962,"PuttingfromInside5",2013
121,121,"Morgan Hoffmann",64,96.08,739,710,"PuttingfromInside5",2013
122,122,"Justin Hicks",79,96,949,911,"PuttingfromInside5",2013
123,123,"David Hearn",88,95.97,1017,976,"PuttingfromInside5",2013
123,123,"DH Lee",65,95.97,843,809,"PuttingfromInside5",2013
125,125,"Erik Compton",74,95.93,934,896,"PuttingfromInside5",2013
126,126,"Charl Schwartzel",69,95.92,736,706,"PuttingfromInside5",2013
126,126,"Lee Williams",62,95.92,759,728,"PuttingfromInside5",2013
128,128,"KJ Choi",85,95.91,905,868,"PuttingfromInside5",2013
129,129,"Andres Romero",63,95.84,746,715,"PuttingfromInside5",2013
130,130,"Scott Stallings",79,95.82,933,894,"PuttingfromInside5",2013
131,131,"Darron Stiles",51,95.81,620,594,"PuttingfromInside5",2013
132,132,"Scott Gardiner",61,95.79,760,728,"PuttingfromInside5",2013
133,133,"Vijay Singh",61,95.78,735,704,"PuttingfromInside5",2013
133,133,"Charlie Wi",75,95.78,948,908,"PuttingfromInside5",2013
135,135,"Rory Sabbatini",86,95.72,1029,985,"PuttingfromInside5",2013
136,136,"Troy Matteson",68,95.71,863,826,"PuttingfromInside5",2013
137,137,"Mike Weir",60,95.7,675,646,"PuttingfromInside5",2013
138,138,"Will Claxton",67,95.69,858,821,"PuttingfromInside5",2013
139,139,"Cameron Tringale",80,95.68,1088,1041,"PuttingfromInside5",2013
140,140,"Jason Kokrak",78,95.66,1059,1013,"PuttingfromInside5",2013
140,140,"George McNeill",68,95.66,922,882,"PuttingfromInside5",2013
142,142,"Martin Laird",68,95.65,759,726,"PuttingfromInside5",2013
142,142,"Alistair Presnell",59,95.65,666,637,"PuttingfromInside5",2013
144,144,"Eric Meierdierks",48,95.64,551,527,"PuttingfromInside5",2013
145,145,"Nicholas Thompson",99,95.62,1256,1201,"PuttingfromInside5",2013
146,146,"Henrik Norlander",70,95.61,866,828,"PuttingfromInside5",2013
147,147,"Greg Owen",73,95.56,991,947,"PuttingfromInside5",2013
148,148,"Tom Gillis",69,95.54,874,835,"PuttingfromInside5",2013
148,148,"Seung Yul Noh",71,95.54,920,879,"PuttingfromInside5",2013
150,150,"YE Yang",56,95.51,601,574,"PuttingfromInside5",2013
151,151,"Camilo Villegas",79,95.5,934,892,"PuttingfromInside5",2013
152,152,"Pat Perez",69,95.45,945,902,"PuttingfromInside5",2013
153,153,"Boo Weekley",100,95.34,1244,1186,"PuttingfromInside5",2013
154,154,"Padraig Harrington",52,95.3,511,487,"PuttingfromInside5",2013
155,155,"Steven Bowditch",67,95.23,859,818,"PuttingfromInside5",2013
155,155,"David Mathis",71,95.23,902,859,"PuttingfromInside5",2013
155,155,"Ryan Moore",72,95.23,839,799,"PuttingfromInside5",2013
158,158,"Michael Bradley",56,95.22,649,618,"PuttingfromInside5",2013
159,159,"Luke List",65,95.21,773,736,"PuttingfromInside5",2013
160,160,"Webb Simpson",92,95.15,1011,962,"PuttingfromInside5",2013
161,161,"John Huh",88,95.1,1081,1028,"PuttingfromInside5",2013
161,161,"Trevor Immelman",73,95.1,938,892,"PuttingfromInside5",2013
163,163,"Jordan Spieth",82,95.09,957,910,"PuttingfromInside5",2013
164,164,"Robert Allenby",58,95.03,764,726,"PuttingfromInside5",2013
165,165,"Jason Dufner",78,94.89,880,835,"PuttingfromInside5",2013
166,166,"Ted Potter Jr",65,94.85,777,737,"PuttingfromInside5",2013
167,167,"Jeff Maggert",63,94.77,842,798,"PuttingfromInside5",2013
168,168,"Stewart Cink",71,94.6,833,788,"PuttingfromInside5",2013
169,169,"Lee Westwood",70,94.57,774,732,"PuttingfromInside5",2013
170,170,"Marc Leishman",77,94.55,955,903,"PuttingfromInside5",2013
171,171,"DA Points",87,94.52,986,932,"PuttingfromInside5",2013
172,172,"Charlie Beljan",62,94.51,819,774,"PuttingfromInside5",2013
173,173,"DJ Trahan",48,94.42,573,541,"PuttingfromInside5",2013
174,174,"Sangmoon Bae",83,94.34,1007,950,"PuttingfromInside5",2013
175,175,"Ricky Barnes",74,94.3,1000,943,"PuttingfromInside5",2013
176,176,"Ryo Ishikawa",72,94.26,819,772,"PuttingfromInside5",2013
177,177,"Geoff Ogilvy",57,94.13,630,593,"PuttingfromInside5",2013
178,178,"Kyle Stanley",71,93.81,888,833,"PuttingfromInside5",2013
179,179,"Lucas Glover",65,93.3,806,752,"PuttingfromInside5",2013
180,180,"Luke Guthrie",82,93.25,963,898,"PuttingfromInside5",2013
