"ProximitytoHolefrom1020yards_RANKTHISWEEK_2012","ProximitytoHolefrom1020yards_RANKLASTWEEK_2012","ProximitytoHolefrom1020yards_PLAYERNAME_2012","ProximitytoHolefrom1020yards_ROUNDS_2012","ProximitytoHolefrom1020yards_AVGDTP_2012","ProximitytoHolefrom1020yards_TOTALDISTANCEFEET_2012","ProximitytoHolefrom1020yards_OFSHOTS_2012","ProximitytoHolefrom1020yards_SCRAMBLINGRANK_2012","stat_name","year"
1,1,"Justin Rose",69,NA,792.167,151,12,"ProximitytoHolefrom1020yards",2012
2,2,"Brian Gay",91,NA,1390.583,238,1,"ProximitytoHolefrom1020yards",2012
2,2,"Jerry Kelly",84,NA,1332.583,229,41,"ProximitytoHolefrom1020yards",2012
4,4,"Brandt Snedeker",81,NA,1089.75,185,10,"ProximitytoHolefrom1020yards",2012
5,5,"Bob Estes",78,NA,1308.167,219,25,"ProximitytoHolefrom1020yards",2012
5,5,"Brian Harman",101,NA,1559.333,261,49,"ProximitytoHolefrom1020yards",2012
5,5,"Freddie Jacobson",61,NA,841.5,141,92,"ProximitytoHolefrom1020yards",2012
8,8,"Luke Donald",63,NA,876.583,145,5,"ProximitytoHolefrom1020yards",2012
8,8,"Zach Johnson",95,NA,1427.75,234,30,"ProximitytoHolefrom1020yards",2012
8,8,"Chris Stroud",86,NA,1480.083,242,18,"ProximitytoHolefrom1020yards",2012
11,11,"Greg Chalmers",88,NA,1668.417,269,11,"ProximitytoHolefrom1020yards",2012
11,11,"Sergio Garcia",57,NA,836,135,69,"ProximitytoHolefrom1020yards",2012
11,11,"Padraig Harrington",67,NA,978.833,159,39,"ProximitytoHolefrom1020yards",2012
11,11,"Kevin Kisner",69,NA,1143.833,186,40,"ProximitytoHolefrom1020yards",2012
11,11,"Nick OHern",78,NA,1197.917,194,62,"ProximitytoHolefrom1020yards",2012
11,11,"Webb Simpson",77,NA,1159.25,188,56,"ProximitytoHolefrom1020yards",2012
11,11,"David Toms",60,NA,704.833,115,13,"ProximitytoHolefrom1020yards",2012
18,18,"Jonas Blixt",72,NA,1503.5,241,16,"ProximitytoHolefrom1020yards",2012
18,18,"Brian Davis",91,NA,1622,258,51,"ProximitytoHolefrom1020yards",2012
18,18,"Rocco Mediate",70,NA,1047.917,167,22,"ProximitytoHolefrom1020yards",2012
18,18,"Tom Pernice Jr",62,NA,1030.75,166,117,"ProximitytoHolefrom1020yards",2012
22,22,"Roberto Castro",92,NA,1352.083,213,62,"ProximitytoHolefrom1020yards",2012
22,22,"Robert Karlsson",54,NA,981.333,155,172,"ProximitytoHolefrom1020yards",2012
22,22,"Danny Lee",74,NA,1239.5,196,108,"ProximitytoHolefrom1020yards",2012
22,22,"Marc Leishman",84,NA,1583.417,249,74,"ProximitytoHolefrom1020yards",2012
22,22,"John Mallinger",74,NA,1221.917,193,53,"ProximitytoHolefrom1020yards",2012
22,22,"Seung Yul Noh",105,NA,1643.083,261,80,"ProximitytoHolefrom1020yards",2012
22,22,"Tiger Woods",69,NA,866.667,136,4,"ProximitytoHolefrom1020yards",2012
