"Approach225250yardsRTP_RANKTHISWEEK_2011","Approach225250yardsRTP_RANKLASTWEEK_2011","Approach225250yardsRTP_PLAYERNAME_2011","Approach225250yardsRTP_ROUNDS_2011","Approach225250yardsRTP_AVGRTP_2011","stat_name","year"
1,1,"John Rollins",85,-0.548,"Approach225250yardsRTP",2011
2,2,"Angel Cabrera",50,-0.528,"Approach225250yardsRTP",2011
3,3,"Webb Simpson",98,-0.479,"Approach225250yardsRTP",2011
4,4,"Lucas Glover",74,-0.474,"Approach225250yardsRTP",2011
5,5,"Rickie Fowler",84,-0.438,"Approach225250yardsRTP",2011
6,6,"Matt Bettencourt",84,-0.436,"Approach225250yardsRTP",2011
7,7,"David Toms",78,-0.41,"Approach225250yardsRTP",2011
8,8,"Keegan Bradley",91,-0.4,"Approach225250yardsRTP",2011
8,8,"Chris Couch",73,-0.4,"Approach225250yardsRTP",2011
8,8,"Sung Kang",63,-0.4,"Approach225250yardsRTP",2011
11,11,"Pat Perez",76,-0.396,"Approach225250yardsRTP",2011
12,12,"Bo Van Pelt",92,-0.393,"Approach225250yardsRTP",2011
13,13,"Brandt Snedeker",85,-0.387,"Approach225250yardsRTP",2011
14,14,"Brendan Steele",89,-0.385,"Approach225250yardsRTP",2011
15,15,"Luke Donald",73,-0.383,"Approach225250yardsRTP",2011
16,16,"Kevin Streelman",90,-0.379,"Approach225250yardsRTP",2011
17,17,"Paul Stankowski",78,-0.372,"Approach225250yardsRTP",2011
18,18,"Kris Blanks",92,-0.367,"Approach225250yardsRTP",2011
19,19,"Brian Davis",105,-0.365,"Approach225250yardsRTP",2011
20,20,"Jim Herman",69,-0.364,"Approach225250yardsRTP",2011
21,21,"Davis Love III",70,-0.357,"Approach225250yardsRTP",2011
22,22,"Jason Day",76,-0.349,"Approach225250yardsRTP",2011
23,23,"Mark Wilson",89,-0.343,"Approach225250yardsRTP",2011
24,24,"DA Points",89,-0.338,"Approach225250yardsRTP",2011
25,25,"Jason Bohn",74,-0.333,"Approach225250yardsRTP",2011
25,25,"Ben Crane",76,-0.333,"Approach225250yardsRTP",2011
25,25,"Billy Mayfair",94,-0.333,"Approach225250yardsRTP",2011
25,25,"George McNeill",69,-0.333,"Approach225250yardsRTP",2011
25,25,"Chris Stroud",88,-0.333,"Approach225250yardsRTP",2011
30,30,"Charles Howell III",108,-0.328,"Approach225250yardsRTP",2011
30,30,"Jerry Kelly",85,-0.328,"Approach225250yardsRTP",2011
32,32,"Kevin Chappell",78,-0.327,"Approach225250yardsRTP",2011
33,33,"Bubba Watson",85,-0.32,"Approach225250yardsRTP",2011
34,34,"Camilo Villegas",69,-0.319,"Approach225250yardsRTP",2011
35,35,"Jason Dufner",78,-0.315,"Approach225250yardsRTP",2011
35,35,"Charley Hoffman",93,-0.315,"Approach225250yardsRTP",2011
35,35,"Andres Romero",77,-0.315,"Approach225250yardsRTP",2011
38,38,"John Senden",94,-0.313,"Approach225250yardsRTP",2011
39,39,"James Driscoll",71,-0.31,"Approach225250yardsRTP",2011
40,40,"Trevor Immelman",84,-0.308,"Approach225250yardsRTP",2011
40,40,"Hunter Mahan",92,-0.308,"Approach225250yardsRTP",2011
40,40,"John Merrick",71,-0.308,"Approach225250yardsRTP",2011
43,43,"Kevin Na",84,-0.3,"Approach225250yardsRTP",2011
44,44,"Bill Lunde",92,-0.298,"Approach225250yardsRTP",2011
45,45,"Adam Scott",60,-0.297,"Approach225250yardsRTP",2011
46,46,"Ricky Barnes",78,-0.294,"Approach225250yardsRTP",2011
46,46,"Jim Renner",65,-0.294,"Approach225250yardsRTP",2011
48,48,"Justin Leonard",82,-0.291,"Approach225250yardsRTP",2011
48,48,"Jarrod Lyle",83,-0.291,"Approach225250yardsRTP",2011
50,50,"Marc Leishman",87,-0.29,"Approach225250yardsRTP",2011
51,51,"Shane Bertsch",62,-0.289,"Approach225250yardsRTP",2011
51,51,"Chris Riley",76,-0.289,"Approach225250yardsRTP",2011
53,53,"DJ Trahan",91,-0.288,"Approach225250yardsRTP",2011
54,54,"Jonathan Byrd",83,-0.286,"Approach225250yardsRTP",2011
54,54,"Kyle Stanley",98,-0.286,"Approach225250yardsRTP",2011
56,56,"Ian Poulter",52,-0.282,"Approach225250yardsRTP",2011
57,57,"Stephen Ames",69,-0.278,"Approach225250yardsRTP",2011
57,57,"Jim Furyk",87,-0.278,"Approach225250yardsRTP",2011
59,59,"Martin Laird",77,-0.275,"Approach225250yardsRTP",2011
60,60,"Josh Teater",104,-0.273,"Approach225250yardsRTP",2011
60,60,"Boo Weekley",66,-0.273,"Approach225250yardsRTP",2011
62,62,"Brendon de Jonge",105,-0.27,"Approach225250yardsRTP",2011
62,62,"Matt Kuchar",94,-0.27,"Approach225250yardsRTP",2011
64,64,"Freddie Jacobson",92,-0.268,"Approach225250yardsRTP",2011
65,65,"Bill Haas",93,-0.265,"Approach225250yardsRTP",2011
66,66,"Heath Slocum",89,-0.263,"Approach225250yardsRTP",2011
67,67,"Tim Petrovic",88,-0.262,"Approach225250yardsRTP",2011
68,68,"Robert Allenby",84,-0.261,"Approach225250yardsRTP",2011
68,68,"Tom Gillis",55,-0.261,"Approach225250yardsRTP",2011
68,68,"Will Strickler",51,-0.261,"Approach225250yardsRTP",2011
71,71,"Blake Adams",116,-0.26,"Approach225250yardsRTP",2011
72,72,"Matt Jones",71,-0.259,"Approach225250yardsRTP",2011
73,73,"Woody Austin",59,-0.258,"Approach225250yardsRTP",2011
73,73,"Chad Campbell",99,-0.258,"Approach225250yardsRTP",2011
75,75,"Retief Goosen",50,-0.257,"Approach225250yardsRTP",2011
76,76,"Tim Herron",85,-0.256,"Approach225250yardsRTP",2011
77,77,"Bobby Gates",82,-0.255,"Approach225250yardsRTP",2011
78,78,"Spencer Levin",113,-0.254,"Approach225250yardsRTP",2011
79,79,"Carl Pettersson",95,-0.253,"Approach225250yardsRTP",2011
80,80,"KJ Choi",77,-0.25,"Approach225250yardsRTP",2011
80,80,"Ben Martin",74,-0.25,"Approach225250yardsRTP",2011
82,82,"Steven Bowditch",86,-0.245,"Approach225250yardsRTP",2011
82,82,"Bryce Molder",82,-0.245,"Approach225250yardsRTP",2011
82,82,"Tag Ridings",87,-0.245,"Approach225250yardsRTP",2011
82,82,"Steve Stricker",70,-0.245,"Approach225250yardsRTP",2011
86,86,"Scott Gutschewski",67,-0.244,"Approach225250yardsRTP",2011
87,87,"Tommy Gainey",104,-0.243,"Approach225250yardsRTP",2011
88,88,"Aron Price",58,-0.242,"Approach225250yardsRTP",2011
89,89,"Gary Woodland",93,-0.239,"Approach225250yardsRTP",2011
90,90,"Robert Karlsson",61,-0.238,"Approach225250yardsRTP",2011
91,91,"Brandt Jobe",100,-0.235,"Approach225250yardsRTP",2011
91,91,"Justin Rose",79,-0.235,"Approach225250yardsRTP",2011
93,93,"Garrett Willis",71,-0.234,"Approach225250yardsRTP",2011
94,94,"Jhonattan Vegas",84,-0.232,"Approach225250yardsRTP",2011
95,95,"Dustin Johnson",72,-0.231,"Approach225250yardsRTP",2011
95,95,"Phil Mickelson",79,-0.231,"Approach225250yardsRTP",2011
97,97,"Kevin Kisner",70,-0.229,"Approach225250yardsRTP",2011
98,98,"Greg Chalmers",88,-0.228,"Approach225250yardsRTP",2011
99,99,"Fabian Gomez",84,-0.226,"Approach225250yardsRTP",2011
99,99,"Marc Turnesa",54,-0.226,"Approach225250yardsRTP",2011
99,99,"Nick Watney",80,-0.226,"Approach225250yardsRTP",2011
102,102,"Dean Wilson",62,-0.225,"Approach225250yardsRTP",2011
103,103,"Stuart Appleby",65,-0.224,"Approach225250yardsRTP",2011
103,103,"Sean OHair",71,-0.224,"Approach225250yardsRTP",2011
105,105,"Vijay Singh",79,-0.222,"Approach225250yardsRTP",2011
106,106,"Arjun Atwal",91,-0.213,"Approach225250yardsRTP",2011
106,106,"Michael Connell",76,-0.213,"Approach225250yardsRTP",2011
106,106,"Chris Kirk",87,-0.213,"Approach225250yardsRTP",2011
109,109,"Ernie Els",71,-0.212,"Approach225250yardsRTP",2011
109,109,"Kevin Stadler",88,-0.212,"Approach225250yardsRTP",2011
111,111,"Vaughn Taylor",89,-0.21,"Approach225250yardsRTP",2011
112,112,"Cameron Tringale",110,-0.209,"Approach225250yardsRTP",2011
113,113,"Alex Prugh",82,-0.208,"Approach225250yardsRTP",2011
114,114,"Hunter Haas",96,-0.206,"Approach225250yardsRTP",2011
115,115,"Stewart Cink",72,-0.2,"Approach225250yardsRTP",2011
