"FairwayBunkerTendency_RANKTHISWEEK_2006","FairwayBunkerTendency_RANKLASTWEEK_2006","FairwayBunkerTendency_PLAYERNAME_2006","FairwayBunkerTendency_ROUNDS_2006","FairwayBunkerTendency_Pct_2006","FairwayBunkerTendency_TOTALFAIRWAYBUNKERS_2006","FairwayBunkerTendency_POSSIBLEFWYS_2006","FairwayBunkerTendency_RELATIVETOPAR_2006","stat_name","year"
1,1,"Steve Elkington",52,1.9,13,681,0.385,"FairwayBunkerTendency",2006
2,2,"Tiger Woods",55,2.6,14,532,-0.071,"FairwayBunkerTendency",2006
3,3,"Briny Baird",81,2.9,31,1073,0.29,"FairwayBunkerTendency",2006
3,3,"Joe Durant",101,2.9,41,1405,0.146,"FairwayBunkerTendency",2006
5,5,"Olin Browne",108,3,39,1316,0.179,"FairwayBunkerTendency",2006
6,6,"Scott Verplank",88,3.1,32,1027,0.219,"FairwayBunkerTendency",2006
7,7,"Jim Furyk",89,3.3,33,1011,0.121,"FairwayBunkerTendency",2006
7,7,"Kenny Perry",73,3.3,29,868,0.241,"FairwayBunkerTendency",2006
9,9,"Bart Bryant",87,3.4,35,1036,0.371,"FairwayBunkerTendency",2006
9,9,"KJ Choi",93,3.4,39,1144,0.154,"FairwayBunkerTendency",2006
9,9,"Ryan Moore",68,3.4,29,852,0.276,"FairwayBunkerTendency",2006
12,12,"Alex Cejka",93,3.7,47,1268,0.149,"FairwayBunkerTendency",2006
12,12,"Fred Funk",106,3.7,47,1268,0.106,"FairwayBunkerTendency",2006
12,12,"Tom Pernice Jr",108,3.7,50,1334,0.24,"FairwayBunkerTendency",2006
12,12,"Omar Uresti",61,3.7,30,821,0.067,"FairwayBunkerTendency",2006
16,16,"Skip Kendall",72,3.8,36,947,0.139,"FairwayBunkerTendency",2006
16,16,"Ian Leggatt",80,3.8,40,1059,0.125,"FairwayBunkerTendency",2006
18,18,"JJ Henry",96,3.9,46,1184,0.196,"FairwayBunkerTendency",2006
18,18,"Jerry Smith",94,3.9,50,1282,0.24,"FairwayBunkerTendency",2006
20,20,"Larry Mize",53,4,26,653,0.346,"FairwayBunkerTendency",2006
20,20,"Heath Slocum",96,4,50,1243,0.36,"FairwayBunkerTendency",2006
22,22,"Brian Gay",107,4.1,61,1488,0.279,"FairwayBunkerTendency",2006
22,22,"Jason Gore",86,4.1,46,1120,0.413,"FairwayBunkerTendency",2006
22,22,"Ian Poulter",53,4.1,24,588,0.375,"FairwayBunkerTendency",2006
22,22,"Brett Wetterich",82,4.1,44,1083,0.091,"FairwayBunkerTendency",2006
22,22,"Ron Whittaker",81,4.1,45,1101,0.356,"FairwayBunkerTendency",2006
27,27,"Doug Barron",74,4.2,43,1018,0.279,"FairwayBunkerTendency",2006
27,27,"John Cook",67,4.2,37,874,0.216,"FairwayBunkerTendency",2006
27,27,"Harrison Frazar",95,4.2,51,1214,0.314,"FairwayBunkerTendency",2006
27,27,"Paul Goydos",72,4.2,42,1000,0.19,"FairwayBunkerTendency",2006
31,31,"Robert Allenby",79,4.3,37,852,0.189,"FairwayBunkerTendency",2006
31,31,"Robert Garrigus",85,4.3,50,1158,0.34,"FairwayBunkerTendency",2006
31,31,"Jeff Gove",91,4.3,52,1211,0.096,"FairwayBunkerTendency",2006
31,31,"Steve Jones",83,4.3,47,1088,0.34,"FairwayBunkerTendency",2006
31,31,"Sean OHair",100,4.3,50,1176,0.4,"FairwayBunkerTendency",2006
31,31,"Geoff Ogilvy",76,4.3,33,760,0.212,"FairwayBunkerTendency",2006
37,37,"Chris Couch",75,4.4,45,1015,0.378,"FairwayBunkerTendency",2006
37,37,"Kris Cox",83,4.4,50,1128,0.26,"FairwayBunkerTendency",2006
37,37,"Retief Goosen",68,4.4,28,642,0.179,"FairwayBunkerTendency",2006
37,37,"Jonathan Kaye",95,4.4,56,1285,0.161,"FairwayBunkerTendency",2006
37,37,"Jeff Maggert",81,4.4,46,1046,0.304,"FairwayBunkerTendency",2006
42,42,"Mark Brooks",90,4.5,53,1184,0.321,"FairwayBunkerTendency",2006
42,42,"Chad Campbell",91,4.5,46,1017,0.348,"FairwayBunkerTendency",2006
42,42,"Brian Davis",92,4.5,56,1256,0.286,"FairwayBunkerTendency",2006
42,42,"Bob Estes",85,4.5,51,1125,0.176,"FairwayBunkerTendency",2006
42,42,"Greg Kraft",79,4.5,46,1019,0.37,"FairwayBunkerTendency",2006
42,42,"Billy Mayfair",94,4.5,53,1173,0.189,"FairwayBunkerTendency",2006
42,42,"Tim Petrovic",95,4.5,57,1270,0.246,"FairwayBunkerTendency",2006
42,42,"Jason Schultz",77,4.5,47,1045,0.277,"FairwayBunkerTendency",2006
42,42,"Tjaart van der Walt",60,4.5,36,795,0.139,"FairwayBunkerTendency",2006
51,51,"Mathew Goggin",72,4.6,42,922,0,"FairwayBunkerTendency",2006
51,51,"Stephen Leaney",84,4.6,54,1167,0.074,"FairwayBunkerTendency",2006
51,51,"Chris Riley",86,4.6,50,1085,0.16,"FairwayBunkerTendency",2006
51,51,"Kevin Sutherland",100,4.6,61,1336,0.082,"FairwayBunkerTendency",2006
55,55,"Brent Geiberger",99,4.7,64,1353,0.328,"FairwayBunkerTendency",2006
55,55,"Matt Hansen",68,4.7,43,919,0.233,"FairwayBunkerTendency",2006
55,55,"Charley Hoffman",100,4.7,61,1311,0.115,"FairwayBunkerTendency",2006
55,55,"Brandt Jobe",91,4.7,50,1059,0.32,"FairwayBunkerTendency",2006
55,55,"Kent Jones",103,4.7,63,1348,0.27,"FairwayBunkerTendency",2006
55,55,"Greg Owen",79,4.7,47,990,0.191,"FairwayBunkerTendency",2006
55,55,"Corey Pavin",74,4.7,42,890,0.286,"FairwayBunkerTendency",2006
62,62,"Paul Azinger",87,4.8,57,1185,0.175,"FairwayBunkerTendency",2006
62,62,"Henrik Bjornstad",97,4.8,64,1327,0.141,"FairwayBunkerTendency",2006
62,62,"David Branshaw",98,4.8,66,1363,0.258,"FairwayBunkerTendency",2006
62,62,"Jonathan Byrd",66,4.8,41,859,0.073,"FairwayBunkerTendency",2006
62,62,"Tim Clark",80,4.8,43,904,0.116,"FairwayBunkerTendency",2006
62,62,"Lucas Glover",105,4.8,61,1273,0.049,"FairwayBunkerTendency",2006
62,62,"Richard Johnson",94,4.8,61,1278,0.246,"FairwayBunkerTendency",2006
62,62,"Jerry Kelly",100,4.8,62,1280,0.29,"FairwayBunkerTendency",2006
62,62,"Hunter Mahan",98,4.8,63,1307,0.159,"FairwayBunkerTendency",2006
62,62,"Daisuke Maruyama",83,4.8,53,1101,0.245,"FairwayBunkerTendency",2006
62,62,"Arron Oberholser",82,4.8,45,937,0.067,"FairwayBunkerTendency",2006
62,62,"Jeff Overton",95,4.8,62,1299,0.258,"FairwayBunkerTendency",2006
62,62,"Tag Ridings",103,4.8,65,1361,0.215,"FairwayBunkerTendency",2006
62,62,"Adam Scott",70,4.8,35,726,0.286,"FairwayBunkerTendency",2006
62,62,"Duffy Waldorf",96,4.8,60,1250,0.183,"FairwayBunkerTendency",2006
62,62,"Nick Watney",97,4.8,63,1324,0.063,"FairwayBunkerTendency",2006
78,78,"Jason Bohn",104,4.9,67,1367,0.06,"FairwayBunkerTendency",2006
78,78,"Michael Connell",51,4.9,33,669,0.303,"FairwayBunkerTendency",2006
78,78,"Luke Donald",66,4.9,32,657,0.313,"FairwayBunkerTendency",2006
78,78,"Steve Flesch",119,4.9,76,1548,0.105,"FairwayBunkerTendency",2006
78,78,"Robert Gamez",94,4.9,63,1284,0.143,"FairwayBunkerTendency",2006
78,78,"Trevor Immelman",86,4.9,52,1060,0.154,"FairwayBunkerTendency",2006
78,78,"Peter Lonard",77,4.9,47,952,0.234,"FairwayBunkerTendency",2006
78,78,"Kirk Triplett",58,4.9,37,754,0.135,"FairwayBunkerTendency",2006
78,78,"Bubba Watson",83,4.9,54,1099,0.259,"FairwayBunkerTendency",2006
87,87,"Tommy Armour III",65,5,42,846,0.262,"FairwayBunkerTendency",2006
87,87,"JB Holmes",81,5,47,937,0.17,"FairwayBunkerTendency",2006
87,87,"Lee Janzen",79,5,53,1068,0.057,"FairwayBunkerTendency",2006
87,87,"Frank Lickliter II",99,5,68,1348,0.147,"FairwayBunkerTendency",2006
87,87,"Bob Tway",81,5,52,1033,0.423,"FairwayBunkerTendency",2006
87,87,"Charles Warren",93,5,60,1197,0.267,"FairwayBunkerTendency",2006
93,93,"Stuart Appleby",83,5.1,47,924,0.021,"FairwayBunkerTendency",2006
93,93,"David Howell",52,5.1,22,434,0.227,"FairwayBunkerTendency",2006
93,93,"Zach Johnson",98,5.1,55,1088,0.545,"FairwayBunkerTendency",2006
93,93,"DJ Trahan",92,5.1,62,1226,0.274,"FairwayBunkerTendency",2006
93,93,"Camilo Villegas",95,5.1,62,1213,0.21,"FairwayBunkerTendency",2006
98,98,"Rich Beem",85,5.2,52,991,0.346,"FairwayBunkerTendency",2006
98,98,"John Engler Jr",69,5.2,49,935,0.245,"FairwayBunkerTendency",2006
98,98,"Bob May",65,5.2,45,861,0.222,"FairwayBunkerTendency",2006
98,98,"Jeff Sluman",101,5.2,66,1264,0.212,"FairwayBunkerTendency",2006
102,102,"Eric Axley",91,5.3,66,1239,0.212,"FairwayBunkerTendency",2006
102,102,"Brian Bateman",69,5.3,48,905,0.188,"FairwayBunkerTendency",2006
102,102,"Joey Sindelar",90,5.3,62,1171,0.29,"FairwayBunkerTendency",2006
102,102,"Nicholas Thompson",96,5.3,67,1268,0.328,"FairwayBunkerTendency",2006
102,102,"Dean Wilson",115,5.3,77,1460,0.26,"FairwayBunkerTendency",2006
107,107,"Aaron Baddeley",78,5.4,53,978,0.189,"FairwayBunkerTendency",2006
107,107,"Shane Bertsch",104,5.4,77,1418,0.091,"FairwayBunkerTendency",2006
107,107,"Robert Damron",91,5.4,69,1268,0.203,"FairwayBunkerTendency",2006
107,107,"Shaun Micheel",96,5.4,62,1153,0.29,"FairwayBunkerTendency",2006
107,107,"Joe Ogilvie",95,5.4,67,1244,0.313,"FairwayBunkerTendency",2006
107,107,"DA Points",82,5.4,60,1116,0.317,"FairwayBunkerTendency",2006
107,107,"Justin Rose",98,5.4,69,1268,0.159,"FairwayBunkerTendency",2006
107,107,"Hidemichi Tanaka",74,5.4,55,1019,0.345,"FairwayBunkerTendency",2006
107,107,"Mike Weir",88,5.4,52,960,0.192,"FairwayBunkerTendency",2006
116,116,"Stewart Cink",93,5.5,57,1028,0.123,"FairwayBunkerTendency",2006
116,116,"Scott Gutschewski",53,5.5,39,711,0.231,"FairwayBunkerTendency",2006
116,116,"Padraig Harrington",54,5.5,29,532,0.276,"FairwayBunkerTendency",2006
116,116,"Dudley Hart",83,5.5,63,1142,0.254,"FairwayBunkerTendency",2006
116,116,"JP Hayes",55,5.5,42,767,0.095,"FairwayBunkerTendency",2006
116,116,"Ryan Palmer",101,5.5,73,1324,0.123,"FairwayBunkerTendency",2006
116,116,"Carl Pettersson",95,5.5,62,1135,0.226,"FairwayBunkerTendency",2006
116,116,"Ted Purdy",103,5.5,68,1244,0.338,"FairwayBunkerTendency",2006
116,116,"John Senden",96,5.5,67,1214,0.104,"FairwayBunkerTendency",2006
116,116,"Mike Sposa",68,5.5,50,907,0.46,"FairwayBunkerTendency",2006
116,116,"Mark Wilson",79,5.5,58,1059,0.259,"FairwayBunkerTendency",2006
127,127,"Jeff Brehaut",100,5.6,75,1336,0.173,"FairwayBunkerTendency",2006
127,127,"Mark Calcavecchia",94,5.6,66,1171,0.364,"FairwayBunkerTendency",2006
127,127,"Ben Crane",85,5.6,53,950,0.075,"FairwayBunkerTendency",2006
127,127,"Chris DiMarco",83,5.6,52,923,0.135,"FairwayBunkerTendency",2006
127,127,"Danny Ellis",68,5.6,50,893,0.46,"FairwayBunkerTendency",2006
127,127,"Brad Faxon",78,5.6,59,1063,0.305,"FairwayBunkerTendency",2006
127,127,"Troy Matteson",101,5.6,79,1408,0.329,"FairwayBunkerTendency",2006
127,127,"Mark OMeara",52,5.6,34,610,0.235,"FairwayBunkerTendency",2006
127,127,"Rory Sabbatini",84,5.6,55,988,0.018,"FairwayBunkerTendency",2006
127,127,"Chris Smith",67,5.6,52,933,0.192,"FairwayBunkerTendency",2006
127,127,"Steve Stricker",64,5.6,42,751,0.048,"FairwayBunkerTendency",2006
138,138,"John Huston",74,5.7,57,1001,0.14,"FairwayBunkerTendency",2006
138,138,"Bernhard Langer",77,5.7,52,919,0.173,"FairwayBunkerTendency",2006
138,138,"John Rollins",93,5.7,69,1213,0.246,"FairwayBunkerTendency",2006
138,138,"Paul Stankowski",70,5.7,56,975,0.321,"FairwayBunkerTendency",2006
142,142,"Billy Andrade",78,5.8,55,944,0.255,"FairwayBunkerTendency",2006
142,142,"Alex Aragon",63,5.8,49,851,0.306,"FairwayBunkerTendency",2006
142,142,"Ben Curtis",86,5.8,58,1005,0.207,"FairwayBunkerTendency",2006
142,142,"James Driscoll",80,5.8,65,1116,0.123,"FairwayBunkerTendency",2006
142,142,"Nathan Green",108,5.8,79,1366,0.304,"FairwayBunkerTendency",2006
142,142,"Ryan Hietala",61,5.8,48,823,0.25,"FairwayBunkerTendency",2006
142,142,"Justin Leonard",83,5.8,58,993,0.034,"FairwayBunkerTendency",2006
142,142,"Phil Mickelson",74,5.8,43,740,0.116,"FairwayBunkerTendency",2006
142,142,"Rod Pampling",89,5.8,57,975,0.281,"FairwayBunkerTendency",2006
142,142,"Vaughn Taylor",88,5.8,65,1120,0.138,"FairwayBunkerTendency",2006
142,142,"Bo Van Pelt",102,5.8,78,1339,0.244,"FairwayBunkerTendency",2006
153,153,"David Duval",71,5.9,47,796,0,"FairwayBunkerTendency",2006
153,153,"David McKenzie",82,5.9,66,1114,0.485,"FairwayBunkerTendency",2006
153,153,"Brett Quigley",109,5.9,82,1379,0.22,"FairwayBunkerTendency",2006
153,153,"Roger Tambellini",64,5.9,50,850,0.3,"FairwayBunkerTendency",2006
157,157,"Stephen Ames",63,6,40,671,0.125,"FairwayBunkerTendency",2006
157,157,"Arjun Atwal",97,6,79,1322,0.152,"FairwayBunkerTendency",2006
157,157,"John Daly",51,6,36,602,0.333,"FairwayBunkerTendency",2006
157,157,"Bubba Dickerson",98,6,80,1338,0.2,"FairwayBunkerTendency",2006
157,157,"Ernie Els",69,6,40,668,0.3,"FairwayBunkerTendency",2006
157,157,"Jesper Parnevik",84,6,68,1142,0.206,"FairwayBunkerTendency",2006
157,157,"Pat Perez",50,6,40,670,0.2,"FairwayBunkerTendency",2006
164,164,"Craig Barlow",77,6.1,57,936,0.351,"FairwayBunkerTendency",2006
164,164,"Tom Lehman",70,6.1,44,723,0.409,"FairwayBunkerTendency",2006
164,164,"Len Mattiace",59,6.1,50,820,0.08,"FairwayBunkerTendency",2006
164,164,"Jose Maria Olazabal",62,6.1,36,587,0.056,"FairwayBunkerTendency",2006
168,168,"Todd Hamilton",72,6.2,54,865,0.259,"FairwayBunkerTendency",2006
168,168,"Tim Herron",82,6.2,58,933,0.207,"FairwayBunkerTendency",2006
168,168,"Charles Howell III",96,6.2,73,1186,0.247,"FairwayBunkerTendency",2006
168,168,"Patrick Sheehan",104,6.2,87,1394,0.241,"FairwayBunkerTendency",2006
172,172,"Todd Fischer",101,6.3,87,1376,0.23,"FairwayBunkerTendency",2006
172,172,"Vijay Singh",103,6.3,78,1231,0.167,"FairwayBunkerTendency",2006
174,174,"Michael Allen",84,6.4,75,1174,0.147,"FairwayBunkerTendency",2006
174,174,"Woody Austin",107,6.4,88,1377,0.216,"FairwayBunkerTendency",2006
174,174,"Sergio Garcia",59,6.4,37,578,0.135,"FairwayBunkerTendency",2006
174,174,"Mathias Gronberg",92,6.4,80,1243,0.15,"FairwayBunkerTendency",2006
174,174,"Will Ma Kenzie",91,6.4,78,1224,0.141,"FairwayBunkerTendency",2006
174,174,"Shigeki Maruyama",94,6.4,78,1228,0.103,"FairwayBunkerTendency",2006
180,180,"David Toms",76,6.5,57,872,0.07,"FairwayBunkerTendency",2006
181,181,"Fred Couples",52,6.6,35,531,0.4,"FairwayBunkerTendency",2006
181,181,"Freddie Jacobson",56,6.6,52,783,0.192,"FairwayBunkerTendency",2006
181,181,"Thomas Levet",53,6.6,45,686,0.044,"FairwayBunkerTendency",2006
181,181,"Steve Lowery",99,6.6,84,1266,0.405,"FairwayBunkerTendency",2006
185,185,"Greg Chalmers",71,6.7,63,935,0.175,"FairwayBunkerTendency",2006
186,186,"Ryuji Imada",105,6.8,93,1365,0.129,"FairwayBunkerTendency",2006
186,186,"JL Lewis",57,6.8,54,796,0.352,"FairwayBunkerTendency",2006
186,186,"Wes Short Jr",96,6.8,88,1289,0.216,"FairwayBunkerTendency",2006
189,189,"Marco Dawson",87,6.9,84,1213,0.25,"FairwayBunkerTendency",2006
189,189,"Jimmy Walker",60,6.9,56,808,0.286,"FairwayBunkerTendency",2006
191,191,"Bill Haas",99,7.1,95,1336,0.337,"FairwayBunkerTendency",2006
192,192,"Daniel Chopra",110,7.2,103,1436,0.078,"FairwayBunkerTendency",2006
193,193,"Carlos Franco",86,7.3,88,1199,0.364,"FairwayBunkerTendency",2006
193,193,"Davis Love III",85,7.3,65,894,0.338,"FairwayBunkerTendency",2006
193,193,"Jon Mills",68,7.3,67,922,0.179,"FairwayBunkerTendency",2006
196,196,"Vance Veazey",59,7.8,64,825,0.188,"FairwayBunkerTendency",2006
