"LeftTendency_RANKTHISWEEK_2016","LeftTendency_RANKLASTWEEK_2016","LeftTendency_PLAYERNAME_2016","LeftTendency_EVENTS_2016","LeftTendency_Pct_2016","LeftTendency_NUMBEROFTIMES_2016","LeftTendency_ATTEMPTS_2016","LeftTendency_AVGRTPSCORE_2016","stat_name","year"
48,56,"Tony Finau",15,43,108,251,0.65,"LeftTendency",2016
48,58,"Andres Gonzales",17,43,89,207,1.01,"LeftTendency",2016
50,49,"Abraham Ancer",11,43.1,31,72,3.23,"LeftTendency",2016
51,53,"Rob Oppenheim",11,43.2,79,183,2.53,"LeftTendency",2016
52,77,"Fabian Gomez",15,43.3,93,215,1.4,"LeftTendency",2016
53,58,"Robert Garrigus",11,43.4,69,159,0.58,"LeftTendency",2016
53,52,"Marc Leishman",12,43.4,53,122,1.51,"LeftTendency",2016
55,53,"Graham DeLaet",14,43.5,104,239,0.87,"LeftTendency",2016
55,65,"Colt Knost",15,43.5,70,161,2,"LeftTendency",2016
55,53,"Troy Merritt",14,43.5,67,154,1.79,"LeftTendency",2016
58,42,"Shawn Stefani",16,43.6,95,218,2.11,"LeftTendency",2016
58,43,"Camilo Villegas",16,43.6,123,282,3.09,"LeftTendency",2016
60,58,"Darron Stiles",10,43.8,28,64,3.57,"LeftTendency",2016
61,48,"Jonas Blixt",16,43.9,97,221,1.75,"LeftTendency",2016
61,80,"Nick Taylor",17,43.9,108,246,2.59,"LeftTendency",2016
63,61,"Boo Weekley",17,44,81,184,2.47,"LeftTendency",2016
64,61,"Ryan Palmer",12,44.1,105,238,-0.1,"LeftTendency",2016
65,106,"Jamie Donaldson",8,44.4,63,142,1.9,"LeftTendency",2016
65,68,"Patton Kizzire",16,44.4,124,279,0,"LeftTendency",2016
67,61,"Sean OHair",14,44.6,90,202,0.89,"LeftTendency",2016
67,94,"John Senden",15,44.6,108,242,0.93,"LeftTendency",2016
67,88,"Steve Wheatcroft",16,44.6,100,224,2.1,"LeftTendency",2016
70,67,"Chad Collins",16,44.7,92,206,1.09,"LeftTendency",2016
70,68,"Russell Henley",14,44.7,80,179,1.5,"LeftTendency",2016
70,33,"Rory McIlroy",9,44.7,55,123,0.55,"LeftTendency",2016
70,86,"Justin Rose",10,44.7,59,132,0.51,"LeftTendency",2016
74,70,"Wes Roach",12,44.8,52,116,1.73,"LeftTendency",2016
75,64,"Luke List",17,44.9,114,254,0.7,"LeftTendency",2016
76,71,"Steve Stricker",8,45,50,111,1.2,"LeftTendency",2016
77,65,"DH Lee",13,45.1,65,144,3.23,"LeftTendency",2016
78,73,"Lucas Lee",9,45.2,28,62,5,"LeftTendency",2016
79,89,"Lucas Glover",16,45.3,105,232,0.38,"LeftTendency",2016
80,78,"Bronson Burgoon",17,45.4,109,240,1.83,"LeftTendency",2016
81,78,"Kevin Na",14,45.6,77,169,0.39,"LeftTendency",2016
82,73,"Scott Brown",17,45.7,96,210,0.94,"LeftTendency",2016
82,81,"Brendan Steele",14,45.7,96,210,1.98,"LeftTendency",2016
84,94,"Kyle Reifers",19,45.8,110,240,1.36,"LeftTendency",2016
85,100,"Geoff Ogilvy",14,45.9,79,172,1.14,"LeftTendency",2016
86,75,"Stuart Appleby",13,46,93,202,-0.22,"LeftTendency",2016
86,83,"Miguel Angel Carballo",11,46,40,87,3,"LeftTendency",2016
86,108,"Harold Varner III",18,46,131,285,1.98,"LeftTendency",2016
89,93,"Scott Pinckney",18,46.1,95,206,0.95,"LeftTendency",2016
90,85,"Graeme McDowell",11,46.2,42,91,1.43,"LeftTendency",2016
91,75,"Andrew Loupe",16,46.4,136,293,0.96,"LeftTendency",2016
91,94,"Justin Thomas",15,46.4,104,224,0.77,"LeftTendency",2016
93,83,"Chris Stroud",17,46.6,103,221,1.07,"LeftTendency",2016
94,103,"Brian Harman",18,46.7,122,261,1.64,"LeftTendency",2016
95,118,"Tom Hoge",15,46.9,98,209,2.35,"LeftTendency",2016
96,119,"Paul Casey",11,47.2,58,123,1.72,"LeftTendency",2016
96,159,"Vaughn Taylor",11,47.2,59,125,1.69,"LeftTendency",2016
98,103,"Zac Blair",18,47.3,80,169,0.75,"LeftTendency",2016
98,94,"Greg Owen",18,47.3,112,237,1.88,"LeftTendency",2016
100,92,"Emiliano Grillo",13,47.6,68,143,2.21,"LeftTendency",2016
100,135,"James Hahn",15,47.6,101,212,1.39,"LeftTendency",2016
100,99,"Freddie Jacobson",16,47.6,109,229,1.28,"LeftTendency",2016
100,81,"Michael Kim",18,47.6,138,290,1.16,"LeftTendency",2016
100,72,"Ryan Moore",11,47.6,59,124,0.17,"LeftTendency",2016
105,91,"Martin Laird",13,47.7,113,237,1.33,"LeftTendency",2016
106,100,"Andres Romero",8,47.8,33,69,0.61,"LeftTendency",2016
107,103,"Tyler Aldridge",18,48,119,248,1.93,"LeftTendency",2016
107,106,"Jason Day",9,48,59,123,0,"LeftTendency",2016
109,111,"Russell Knox",14,48.4,60,124,1.33,"LeftTendency",2016
109,111,"Seung Yul Noh",17,48.4,140,289,1.21,"LeftTendency",2016
109,111,"Bernd Wiesberger",7,48.4,31,64,1.29,"LeftTendency",2016
112,114,"Dustin Johnson",9,48.5,63,130,1.43,"LeftTendency",2016
113,115,"Charlie Beljan",13,48.6,52,107,2.69,"LeftTendency",2016
114,117,"Alex Cejka",15,48.7,75,154,1.47,"LeftTendency",2016
114,94,"David Lingmerth",15,48.7,76,156,2.37,"LeftTendency",2016
116,86,"Dawie van der Walt",16,48.8,100,205,1.4,"LeftTendency",2016
117,128,"Retief Goosen",10,48.9,90,184,1.11,"LeftTendency",2016
117,142,"Tyrone Van Aswegen",20,48.9,156,319,1.22,"LeftTendency",2016
119,119,"Matt Kuchar",12,49,76,155,1.84,"LeftTendency",2016
119,119,"Jimmy Walker",12,49,98,200,1.22,"LeftTendency",2016
119,119,"Bubba Watson",8,49,48,98,-0.21,"LeftTendency",2016
122,124,"Louis Oosthuizen",6,49.1,28,57,2.14,"LeftTendency",2016
123,135,"Hunter Mahan",14,49.2,94,191,2.13,"LeftTendency",2016
123,143,"Brendon Todd",18,49.2,95,193,1.47,"LeftTendency",2016
125,193,"Byeong Hun An",7,49.3,34,69,2.65,"LeftTendency",2016
125,115,"Harris English",15,49.3,107,217,1.31,"LeftTendency",2016
125,126,"Vijay Singh",13,49.3,102,207,1.96,"LeftTendency",2016
128,129,"Jason Dufner",15,49.5,92,186,-0.43,"LeftTendency",2016
128,129,"Ken Duke",9,49.5,46,93,0.87,"LeftTendency",2016
128,167,"Morgan Hoffmann",15,49.5,100,202,2.1,"LeftTendency",2016
131,100,"Adam Hadwin",16,49.6,119,240,2.18,"LeftTendency",2016
132,124,"Jim Herman",17,49.7,90,181,1.56,"LeftTendency",2016
133,134,"Angel Cabrera",13,50,97,194,1.65,"LeftTendency",2016
133,135,"Andrew Landry",9,50,23,46,3.91,"LeftTendency",2016
133,110,"Henrik Norlander",13,50,72,144,1.94,"LeftTendency",2016
133,135,"Scott Piercy",12,50,74,148,1.22,"LeftTendency",2016
133,135,"Gary Woodland",12,50,112,224,-0.09,"LeftTendency",2016
138,151,"Daniel Berger",15,50.2,105,209,0.57,"LeftTendency",2016
138,135,"Sung Kang",16,50.2,111,221,1.44,"LeftTendency",2016
140,143,"Brandt Snedeker",14,50.3,95,189,0.63,"LeftTendency",2016
141,163,"Kevin Kisner",14,50.4,71,141,1.13,"LeftTendency",2016
142,154,"Rickie Fowler",12,50.7,76,150,-0.13,"LeftTendency",2016
142,129,"Ben Martin",14,50.7,109,215,0.73,"LeftTendency",2016
142,147,"Chez Reavie",16,50.7,103,203,1.17,"LeftTendency",2016
145,129,"Brett Stegmaier",19,50.8,125,246,1.76,"LeftTendency",2016
145,148,"DJ Trahan",7,50.8,30,59,0.67,"LeftTendency",2016
147,151,"Matt Every",14,50.9,82,161,2.68,"LeftTendency",2016
148,135,"Sam Saunders",15,51,74,145,3.11,"LeftTendency",2016
149,165,"Will Wilcox",16,51.1,114,223,0.79,"LeftTendency",2016
149,108,"Tim Wilkinson",11,51.1,72,141,0.14,"LeftTendency",2016
151,153,"Derek Fathauer",18,51.2,149,291,2.28,"LeftTendency",2016
151,150,"Hudson Swafford",17,51.2,108,211,0.83,"LeftTendency",2016
153,145,"Justin Hicks",10,51.5,52,101,0.38,"LeftTendency",2016
153,129,"Adam Scott",10,51.5,70,136,1.14,"LeftTendency",2016
155,154,"Zach Johnson",12,51.6,79,153,-0.25,"LeftTendency",2016
156,165,"Will Ma Kenzie",17,51.7,105,203,2.48,"LeftTendency",2016
156,164,"Martin Piller",12,51.7,76,147,1.84,"LeftTendency",2016
158,168,"Jason Kokrak",17,51.8,127,245,0.94,"LeftTendency",2016
158,127,"Brian Stuard",8,51.8,43,83,0.7,"LeftTendency",2016
160,183,"Jason Gore",15,51.9,97,187,1.96,"LeftTendency",2016
161,157,"Jason Bohn",11,52.1,63,121,1.11,"LeftTendency",2016
161,159,"Billy Horschel",12,52.1,98,188,1.02,"LeftTendency",2016
161,145,"Cameron Tringale",14,52.1,114,219,0.88,"LeftTendency",2016
164,157,"Brendon de Jonge",19,52.6,111,211,1.53,"LeftTendency",2016
165,149,"Anirban Lahiri",13,52.7,88,167,1.7,"LeftTendency",2016
165,119,"Carlos Ortiz",17,52.7,119,226,1.76,"LeftTendency",2016
167,175,"Michael Thompson",14,52.8,103,195,3.11,"LeftTendency",2016
168,177,"Steven Bowditch",14,52.9,100,189,5.1,"LeftTendency",2016
169,169,"Matthew Fitzpatrick",7,53.1,26,49,1.15,"LeftTendency",2016
169,161,"Davis Love III",11,53.1,77,145,2.99,"LeftTendency",2016
171,170,"Brice Garnett",9,53.2,33,62,2.42,"LeftTendency",2016
171,170,"Pat Perez",11,53.2,58,109,2.41,"LeftTendency",2016
173,172,"Shane Bertsch",9,53.3,56,105,0.54,"LeftTendency",2016
174,178,"Henrik Stenson",8,53.4,39,73,0.26,"LeftTendency",2016
175,173,"Brooks Koepka",11,53.5,85,159,-0.71,"LeftTendency",2016
175,186,"Kevin Streelman",15,53.5,83,155,1.93,"LeftTendency",2016
175,154,"Johnson Wagner",14,53.5,99,185,1.62,"LeftTendency",2016
178,174,"Jerry Kelly",12,53.6,60,112,1.17,"LeftTendency",2016
179,185,"Hideki Matsuyama",12,53.7,72,134,0.83,"LeftTendency",2016
180,161,"JB Holmes",10,53.8,86,160,1.63,"LeftTendency",2016
181,175,"Ben Crane",17,53.9,96,178,0.63,"LeftTendency",2016
182,179,"Robert Allenby",16,54.1,80,148,2.75,"LeftTendency",2016
182,194,"Robert Streb",16,54.1,113,209,1.24,"LeftTendency",2016
184,180,"JJ Henry",14,54.2,122,225,0.9,"LeftTendency",2016
185,181,"Carl Pettersson",14,55,105,191,2.19,"LeftTendency",2016
186,182,"Rory Sabbatini",14,55.1,70,127,1.14,"LeftTendency",2016
187,183,"Stewart Cink",14,55.2,112,203,1.43,"LeftTendency",2016
188,187,"Padraig Harrington",11,55.3,88,159,1.59,"LeftTendency",2016
189,187,"Sergio Garcia",8,55.7,39,70,-1.28,"LeftTendency",2016
189,187,"Luke Guthrie",11,55.7,73,131,1.23,"LeftTendency",2016
191,190,"Blayne Barber",16,55.8,101,181,2.77,"LeftTendency",2016
192,197,"Phil Mickelson",11,56.4,93,165,0.11,"LeftTendency",2016
193,191,"Luke Donald",13,57,114,200,1.14,"LeftTendency",2016
194,192,"Chad Campbell",18,57.4,112,195,0.8,"LeftTendency",2016
195,195,"Daniel Summerhays",15,57.8,141,244,0.92,"LeftTendency",2016
196,196,"Danny Lee",16,58,87,150,0.92,"LeftTendency",2016
197,199,"Chesson Hadley",16,59.7,129,216,1.78,"LeftTendency",2016
198,201,"Keegan Bradley",14,60.4,81,134,2.1,"LeftTendency",2016
198,205,"Webb Simpson",10,60.4,87,144,0.8,"LeftTendency",2016
198,201,"Jordan Spieth",9,60.4,55,91,0.55,"LeftTendency",2016
201,200,"Erik Compton",16,60.7,119,196,3.61,"LeftTendency",2016
202,203,"Spencer Levin",19,60.8,144,237,2.29,"LeftTendency",2016
203,198,"DA Points",11,61.2,60,98,1.83,"LeftTendency",2016
204,204,"Jon Curran",18,61.9,117,189,2.39,"LeftTendency",2016
205,206,"Andy Sullivan",7,63.9,46,72,2.61,"LeftTendency",2016
206,207,"Justin Leonard",8,65.2,60,92,0.33,"LeftTendency",2016
207,208,"Billy Hurley III",8,70.7,53,75,1.51,"LeftTendency",2016
