"HangTime_RANKTHISWEEK_2010","HangTime_RANKLASTWEEK_2010","HangTime_PLAYERNAME_2010","HangTime_ROUNDS_2010","HangTime_AVG_2010","HangTime_TOTALACTUALHANGTIME_2010","HangTime_TOTALATTEMPTS_2010","HangTime_LONGESTACTHANGTIME_2010","HangTime_SHORTESTACTHANGTIME_2010","stat_name","year"
1,1,"JB Holmes",100,6.9,467.5,68,8.5,4.1,"HangTime",2010
1,1,"Ted Purdy",86,6.9,404.9,59,8.1,4.2,"HangTime",2010
3,3,"Chris Couch",66,6.8,293.3,43,7.6,3.5,"HangTime",2010
3,3,"Davis Love III",79,6.8,403.6,59,8.3,4.1,"HangTime",2010
3,3,"Paul Stankowski",62,6.8,251.2,37,7.5,5.1,"HangTime",2010
3,3,"Charles Warren",64,6.8,279.1,41,7.7,2.2,"HangTime",2010
7,7,"Jonathan Byrd",85,6.7,472.7,71,7.9,3.8,"HangTime",2010
7,7,"Ben Crane",85,6.7,462,69,7.7,5.5,"HangTime",2010
7,7,"Padraig Harrington",57,6.7,312.7,47,8.1,4.3,"HangTime",2010
7,7,"Derek Lamely",81,6.7,375,56,7.8,4.9,"HangTime",2010
7,7,"Marc Leishman",87,6.7,461.4,69,8,4,"HangTime",2010
7,7,"Troy Matteson",84,6.7,462,69,7.7,5.3,"HangTime",2010
7,7,"Garth Mulroy",53,6.7,241.7,36,7.8,3.8,"HangTime",2010
7,7,"Kevin Sutherland",86,6.7,473.2,71,7.6,4.5,"HangTime",2010
15,15,"Graham DeLaet",88,6.6,317.2,48,8,0.6,"HangTime",2010
15,15,"Luke Donald",71,6.6,375.3,57,7.5,5.2,"HangTime",2010
15,15,"Rickie Fowler",98,6.6,533.5,81,7.7,4.2,"HangTime",2010
15,15,"Steve Marino",81,6.6,443.9,67,7.5,4.6,"HangTime",2010
15,15,"Rory McIlroy",54,6.6,264,40,7.6,5.2,"HangTime",2010
15,15,"Geoff Ogilvy",62,6.6,363.8,55,7.6,5.3,"HangTime",2010
15,15,"Ryan Palmer",84,6.6,456.7,69,7.5,4,"HangTime",2010
15,15,"Josh Teater",101,6.6,514.9,78,7.4,3.5,"HangTime",2010
15,15,"Jimmy Walker",82,6.6,360.5,55,7.6,4.6,"HangTime",2010
24,24,"Woody Austin",93,6.5,431,66,7.3,4.9,"HangTime",2010
24,24,"Aaron Baddeley",94,6.5,515.7,79,7.9,2.6,"HangTime",2010
24,24,"Alex Cejka",81,6.5,384.6,59,7.5,4.5,"HangTime",2010
24,24,"Sergio Garcia",58,6.5,221.5,34,7.5,4.7,"HangTime",2010
24,24,"Mathew Goggin",85,6.5,346.6,53,7.4,5,"HangTime",2010
24,24,"Retief Goosen",75,6.5,311.8,48,7.6,4.1,"HangTime",2010
24,24,"Charley Hoffman",85,6.5,480.2,74,7.4,2.8,"HangTime",2010
24,24,"Phil Mickelson",76,6.5,292.7,45,8,2.9,"HangTime",2010
24,24,"Joe Ogilvie",99,6.5,500.9,77,7.6,4.7,"HangTime",2010
24,24,"Brenden Pappas",66,6.5,258.7,40,7.4,5,"HangTime",2010
24,24,"Scott Piercy",88,6.5,385,59,7.8,4.9,"HangTime",2010
24,24,"Alex Prugh",88,6.5,441,68,7.7,3.2,"HangTime",2010
24,24,"Brett Quigley",96,6.5,464.8,72,7.3,4.1,"HangTime",2010
24,24,"John Rollins",81,6.5,460.3,71,7.4,4.4,"HangTime",2010
24,24,"Adam Scott",70,6.5,376.6,58,7.3,4.6,"HangTime",2010
24,24,"Vijay Singh",75,6.5,381.7,59,7.4,4.7,"HangTime",2010
24,24,"Kevin Streelman",90,6.5,453.5,70,7.4,4.9,"HangTime",2010
24,24,"Mark Wilson",87,6.5,445.6,69,7.5,0.7,"HangTime",2010
42,42,"Stuart Appleby",101,6.4,549.3,86,7.6,3.6,"HangTime",2010
42,42,"Paul Casey",64,6.4,218.3,34,7.2,5,"HangTime",2010
42,42,"Daniel Chopra",74,6.4,364.8,57,7.5,3.8,"HangTime",2010
42,42,"Stewart Cink",84,6.4,422.2,66,7.8,4.6,"HangTime",2010
42,42,"Ben Curtis",78,6.4,426.1,67,7.3,4.7,"HangTime",2010
42,42,"John Daly",63,6.4,178.2,28,7.4,4.3,"HangTime",2010
42,42,"JJ Henry",92,6.4,445.6,70,7.5,2,"HangTime",2010
42,42,"Lee Janzen",77,6.4,362.6,57,7.4,5,"HangTime",2010
42,42,"Dustin Johnson",83,6.4,395.4,62,8,3.2,"HangTime",2010
42,42,"Matt Jones",89,6.4,470.2,73,7.4,4.1,"HangTime",2010
42,42,"Bill Lunde",79,6.4,371.6,58,7.6,3.9,"HangTime",2010
42,42,"Will Ma Kenzie",72,6.4,375.8,59,7.7,4,"HangTime",2010
42,42,"Billy Mayfair",78,6.4,340.4,53,7.3,4.3,"HangTime",2010
