"Front9Round4ScoringAverage_RANKTHISWEEK_2012","Front9Round4ScoringAverage_RANKLASTWEEK_2012","Front9Round4ScoringAverage_PLAYERNAME_2012","Front9Round4ScoringAverage__2012","Front9Round4ScoringAverage_AVG_2012","Front9Round4ScoringAverage_TOTALSTROKES_2012","Front9Round4ScoringAverage_TOTALROUNDS_2012","stat_name","year"
1,1,"Scott Brown",NA,33.57,235,7,"Front9Round4ScoringAverage",2012
2,2,"Kyle Thompson",NA,33.67,101,3,"Front9Round4ScoringAverage",2012
3,3,"Jason Day",NA,33.83,406,12,"Front9Round4ScoringAverage",2012
4,4,"Scott Piercy",NA,33.84,643,19,"Front9Round4ScoringAverage",2012
5,5,"Jerry Kelly",NA,34.2,513,15,"Front9Round4ScoringAverage",2012
6,6,"KJ Choi",NA,34.33,515,15,"Front9Round4ScoringAverage",2012
6,6,"Derek Lamely",NA,34.33,206,6,"Front9Round4ScoringAverage",2012
8,8,"DA Points",NA,34.4,516,15,"Front9Round4ScoringAverage",2012
9,9,"Kevin Na",NA,34.41,585,17,"Front9Round4ScoringAverage",2012
10,10,"Dicky Pride",NA,34.45,379,11,"Front9Round4ScoringAverage",2012
11,11,"Mark Anderson",NA,34.5,414,12,"Front9Round4ScoringAverage",2012
11,11,"Richard Lee",NA,34.5,345,10,"Front9Round4ScoringAverage",2012
11,11,"Chris Stroud",NA,34.5,483,14,"Front9Round4ScoringAverage",2012
14,14,"Russell Knox",NA,34.55,380,11,"Front9Round4ScoringAverage",2012
15,15,"Jim Furyk",NA,34.58,657,19,"Front9Round4ScoringAverage",2012
15,15,"Scott Stallings",NA,34.58,415,12,"Front9Round4ScoringAverage",2012
17,17,"Robert Allenby",NA,34.6,346,10,"Front9Round4ScoringAverage",2012
17,17,"Luke Donald",NA,34.6,519,15,"Front9Round4ScoringAverage",2012
19,19,"Josh Teater",NA,34.61,623,18,"Front9Round4ScoringAverage",2012
20,20,"Charlie Beljan",NA,34.63,277,8,"Front9Round4ScoringAverage",2012
20,20,"Heath Slocum",NA,34.63,554,16,"Front9Round4ScoringAverage",2012
