"GoodDrivePercentage_RANKTHISWEEK_2006","GoodDrivePercentage_RANKLASTWEEK_2006","GoodDrivePercentage_PLAYERNAME_2006","GoodDrivePercentage_ROUNDS_2006","GoodDrivePercentage_Pct_2006","GoodDrivePercentage_HIT_2006","GoodDrivePercentage_TOTALATTEMPTS_2006","stat_name","year"
23,23,"Ian Poulter",53,85.99,626,728,"GoodDrivePercentage",2006
25,25,"John Senden",96,85.98,1116,1298,"GoodDrivePercentage",2006
26,26,"Robert Allenby",79,85.97,925,1076,"GoodDrivePercentage",2006
27,27,"Alex Cejka",93,85.88,1089,1268,"GoodDrivePercentage",2006
28,28,"Jerry Kelly",100,85.85,1195,1392,"GoodDrivePercentage",2006
29,29,"Hunter Mahan",98,85.62,1167,1363,"GoodDrivePercentage",2006
30,30,"John Cook",67,85.59,796,930,"GoodDrivePercentage",2006
31,31,"Duffy Waldorf",96,85.37,1091,1278,"GoodDrivePercentage",2006
32,32,"Tiger Woods",55,85.3,621,728,"GoodDrivePercentage",2006
33,33,"Jonathan Kaye",95,85.29,1096,1285,"GoodDrivePercentage",2006
34,34,"Charles Warren",93,85.16,1067,1253,"GoodDrivePercentage",2006
35,35,"Jerry Smith",94,85.02,1090,1282,"GoodDrivePercentage",2006
36,36,"Ron Whittaker",81,85.01,936,1101,"GoodDrivePercentage",2006
37,37,"Jeff Brehaut",100,84.96,1135,1336,"GoodDrivePercentage",2006
38,38,"Robert Gamez",94,84.91,1114,1312,"GoodDrivePercentage",2006
38,38,"Tjaart van der Walt",60,84.91,675,795,"GoodDrivePercentage",2006
40,40,"Eric Axley",91,84.75,1050,1239,"GoodDrivePercentage",2006
41,41,"David McKenzie",82,84.74,944,1114,"GoodDrivePercentage",2006
42,42,"Chris Riley",86,84.66,966,1141,"GoodDrivePercentage",2006
43,43,"Jason Bohn",104,84.63,1228,1451,"GoodDrivePercentage",2006
44,44,"Greg Kraft",79,84.62,886,1047,"GoodDrivePercentage",2006
45,45,"Mathias Gronberg",92,84.47,1050,1243,"GoodDrivePercentage",2006
45,45,"Steve Stricker",64,84.47,729,863,"GoodDrivePercentage",2006
47,47,"Chris Smith",67,84.46,788,933,"GoodDrivePercentage",2006
48,48,"Scott Gutschewski",53,84.39,600,711,"GoodDrivePercentage",2006
49,49,"KJ Choi",93,84.27,1082,1284,"GoodDrivePercentage",2006
50,50,"Steve Flesch",119,84.23,1351,1604,"GoodDrivePercentage",2006
50,50,"David Toms",76,84.23,817,970,"GoodDrivePercentage",2006
52,52,"Mark Wilson",79,84.14,891,1059,"GoodDrivePercentage",2006
53,53,"Kevin Sutherland",100,84.13,1124,1336,"GoodDrivePercentage",2006
54,54,"Brent Geiberger",99,84.11,1138,1353,"GoodDrivePercentage",2006
55,55,"Lucas Glover",105,84.08,1188,1413,"GoodDrivePercentage",2006
56,56,"Mark Brooks",90,84.03,1042,1240,"GoodDrivePercentage",2006
57,57,"John Rollins",93,84,1066,1269,"GoodDrivePercentage",2006
57,57,"Paul Stankowski",70,84,819,975,"GoodDrivePercentage",2006
59,59,"Shane Bertsch",104,83.99,1191,1418,"GoodDrivePercentage",2006
60,60,"Jeff Maggert",81,83.98,949,1130,"GoodDrivePercentage",2006
61,61,"Nicholas Thompson",96,83.95,1088,1296,"GoodDrivePercentage",2006
62,62,"Kent Jones",103,83.9,1178,1404,"GoodDrivePercentage",2006
62,62,"Joey Sindelar",90,83.9,1053,1255,"GoodDrivePercentage",2006
64,64,"Ben Curtis",86,83.85,1007,1201,"GoodDrivePercentage",2006
64,64,"Justin Rose",98,83.85,1111,1325,"GoodDrivePercentage",2006
64,64,"Brett Wetterich",82,83.85,955,1139,"GoodDrivePercentage",2006
67,67,"Richard Johnson",94,83.84,1095,1306,"GoodDrivePercentage",2006
68,68,"Billy Andrade",78,83.75,861,1028,"GoodDrivePercentage",2006
69,69,"Mathew Goggin",72,83.74,819,978,"GoodDrivePercentage",2006
70,70,"Padraig Harrington",54,83.71,586,700,"GoodDrivePercentage",2006
70,70,"Arron Oberholser",82,83.71,925,1105,"GoodDrivePercentage",2006
72,72,"Bob Estes",85,83.57,987,1181,"GoodDrivePercentage",2006
73,73,"Steve Lowery",99,83.56,1128,1350,"GoodDrivePercentage",2006
74,74,"Tim Clark",80,83.55,919,1100,"GoodDrivePercentage",2006
74,74,"Zach Johnson",98,83.55,1026,1228,"GoodDrivePercentage",2006
74,74,"Stephen Leaney",84,83.55,975,1167,"GoodDrivePercentage",2006
77,77,"Bubba Dickerson",98,83.5,1118,1339,"GoodDrivePercentage",2006
78,78,"Tommy Armour III",65,83.48,753,902,"GoodDrivePercentage",2006
79,79,"Mike Sposa",68,83.46,757,907,"GoodDrivePercentage",2006
80,80,"Justin Leonard",83,83.44,922,1105,"GoodDrivePercentage",2006
81,81,"Rich Beem",85,83.43,967,1159,"GoodDrivePercentage",2006
81,81,"Patrick Sheehan",104,83.43,1163,1394,"GoodDrivePercentage",2006
83,83,"Pat Perez",50,83.38,582,698,"GoodDrivePercentage",2006
84,84,"Marco Dawson",87,83.26,1010,1213,"GoodDrivePercentage",2006
85,85,"Joe Ogilvie",95,83.25,1059,1272,"GoodDrivePercentage",2006
86,86,"Nathan Green",108,83.24,1207,1450,"GoodDrivePercentage",2006
87,87,"Nick Watney",97,83.23,1102,1324,"GoodDrivePercentage",2006
88,88,"Mark Calcavecchia",94,83.19,1079,1297,"GoodDrivePercentage",2006
89,89,"JP Hayes",55,83.18,638,767,"GoodDrivePercentage",2006
90,90,"Jeff Sluman",101,83.12,1167,1404,"GoodDrivePercentage",2006
91,91,"Brian Gay",107,83.08,1237,1489,"GoodDrivePercentage",2006
92,92,"Corey Pavin",74,83.06,809,974,"GoodDrivePercentage",2006
93,93,"Trevor Immelman",86,83,996,1200,"GoodDrivePercentage",2006
93,93,"Ted Purdy",103,83,1172,1412,"GoodDrivePercentage",2006
95,95,"Chris DiMarco",83,82.95,905,1091,"GoodDrivePercentage",2006
96,96,"Bob May",65,82.93,714,861,"GoodDrivePercentage",2006
97,97,"Tom Pernice Jr",108,82.92,1199,1446,"GoodDrivePercentage",2006
97,97,"Vijay Singh",103,82.92,1160,1399,"GoodDrivePercentage",2006
99,99,"JL Lewis",57,82.91,660,796,"GoodDrivePercentage",2006
100,100,"Luke Donald",66,82.86,730,881,"GoodDrivePercentage",2006
101,101,"Henrik Bjornstad",97,82.82,1099,1327,"GoodDrivePercentage",2006
102,102,"Matt Hansen",68,82.81,761,919,"GoodDrivePercentage",2006
103,103,"Mike Weir",88,82.77,980,1184,"GoodDrivePercentage",2006
104,104,"Bernhard Langer",77,82.65,829,1003,"GoodDrivePercentage",2006
105,105,"Shaun Micheel",96,82.6,1068,1293,"GoodDrivePercentage",2006
106,106,"Jesper Parnevik",84,82.56,966,1170,"GoodDrivePercentage",2006
107,107,"Will Ma Kenzie",91,82.52,1010,1224,"GoodDrivePercentage",2006
108,108,"Davis Love III",85,82.49,876,1062,"GoodDrivePercentage",2006
109,109,"Troy Matteson",101,82.39,1160,1408,"GoodDrivePercentage",2006
110,110,"Thomas Levet",53,82.35,588,714,"GoodDrivePercentage",2006
111,111,"Todd Fischer",101,82.34,1133,1376,"GoodDrivePercentage",2006
111,111,"Camilo Villegas",95,82.34,1068,1297,"GoodDrivePercentage",2006
113,113,"Freddie Jacobson",56,82.25,644,783,"GoodDrivePercentage",2006
113,113,"Dean Wilson",115,82.25,1270,1544,"GoodDrivePercentage",2006
115,115,"Doug Barron",74,82.22,837,1018,"GoodDrivePercentage",2006
115,115,"Bo Van Pelt",102,82.22,1170,1423,"GoodDrivePercentage",2006
117,117,"Charles Howell III",96,82.2,1067,1298,"GoodDrivePercentage",2006
118,118,"Peter Lonard",77,82.05,873,1064,"GoodDrivePercentage",2006
119,119,"Robert Damron",91,82.02,1040,1268,"GoodDrivePercentage",2006
120,120,"Shigeki Maruyama",94,82.01,1053,1284,"GoodDrivePercentage",2006
121,121,"Sean OHair",100,82,1125,1372,"GoodDrivePercentage",2006
122,122,"Phil Mickelson",74,81.95,790,964,"GoodDrivePercentage",2006
123,123,"Ryan Moore",68,81.94,744,908,"GoodDrivePercentage",2006
124,124,"Sergio Garcia",59,81.91,634,774,"GoodDrivePercentage",2006
124,124,"Brandt Jobe",91,81.91,1005,1227,"GoodDrivePercentage",2006
126,126,"Stephen Ames",63,81.89,710,867,"GoodDrivePercentage",2006
127,127,"JJ Henry",96,81.87,1061,1296,"GoodDrivePercentage",2006
127,127,"Ian Leggatt",80,81.87,867,1059,"GoodDrivePercentage",2006
129,129,"Kris Cox",83,81.83,923,1128,"GoodDrivePercentage",2006
130,130,"DA Points",82,81.81,913,1116,"GoodDrivePercentage",2006
131,131,"Charley Hoffman",100,81.78,1118,1367,"GoodDrivePercentage",2006
132,132,"Arjun Atwal",97,81.77,1081,1322,"GoodDrivePercentage",2006
133,133,"DJ Trahan",92,81.74,1025,1254,"GoodDrivePercentage",2006
134,134,"Jeff Overton",95,81.68,1061,1299,"GoodDrivePercentage",2006
135,135,"Harrison Frazar",95,81.65,1037,1270,"GoodDrivePercentage",2006
136,136,"Danny Ellis",68,81.63,729,893,"GoodDrivePercentage",2006
137,137,"Chris Couch",75,81.59,851,1043,"GoodDrivePercentage",2006
138,138,"Rory Sabbatini",84,81.49,942,1156,"GoodDrivePercentage",2006
138,138,"Vaughn Taylor",88,81.49,1004,1232,"GoodDrivePercentage",2006
140,140,"Brett Quigley",109,81.41,1191,1463,"GoodDrivePercentage",2006
141,141,"Fred Couples",52,81.4,569,699,"GoodDrivePercentage",2006
141,141,"Geoff Ogilvy",76,81.4,801,984,"GoodDrivePercentage",2006
143,143,"Ryan Palmer",101,81.38,1123,1380,"GoodDrivePercentage",2006
144,144,"Paul Azinger",87,81.37,987,1213,"GoodDrivePercentage",2006
144,144,"Adam Scott",70,81.37,773,950,"GoodDrivePercentage",2006
146,146,"Chad Campbell",91,81.29,986,1213,"GoodDrivePercentage",2006
147,147,"Steve Jones",83,81.21,929,1144,"GoodDrivePercentage",2006
148,148,"Tim Petrovic",95,81.1,1030,1270,"GoodDrivePercentage",2006
149,149,"Vance Veazey",59,81.09,669,825,"GoodDrivePercentage",2006
150,150,"Tom Lehman",70,81.08,677,835,"GoodDrivePercentage",2006
151,151,"Daniel Chopra",110,81.03,1209,1492,"GoodDrivePercentage",2006
152,152,"Brian Bateman",69,80.99,733,905,"GoodDrivePercentage",2006
153,153,"Jason Schultz",77,80.96,846,1045,"GoodDrivePercentage",2006
154,154,"Jason Gore",86,80.95,952,1176,"GoodDrivePercentage",2006
155,155,"Bill Haas",99,80.91,1081,1336,"GoodDrivePercentage",2006
156,156,"Roger Tambellini",64,80.71,686,850,"GoodDrivePercentage",2006
157,157,"Bob Tway",81,80.62,878,1089,"GoodDrivePercentage",2006
158,158,"Michael Connell",51,80.57,539,669,"GoodDrivePercentage",2006
159,159,"Bubba Watson",83,80.44,884,1099,"GoodDrivePercentage",2006
160,160,"Mark OMeara",52,80.4,558,694,"GoodDrivePercentage",2006
161,161,"Ryuji Imada",105,80.37,1142,1421,"GoodDrivePercentage",2006
161,161,"Len Mattiace",59,80.37,659,820,"GoodDrivePercentage",2006
163,163,"Dudley Hart",83,80.36,929,1156,"GoodDrivePercentage",2006
164,164,"Robert Garrigus",85,80.22,929,1158,"GoodDrivePercentage",2006
165,165,"Carl Pettersson",95,80.2,1045,1303,"GoodDrivePercentage",2006
166,166,"Woody Austin",107,80.19,1194,1489,"GoodDrivePercentage",2006
167,167,"Wes Short Jr",96,80.18,1056,1317,"GoodDrivePercentage",2006
168,168,"Carlos Franco",86,80.07,960,1199,"GoodDrivePercentage",2006
169,169,"Ben Crane",85,80.05,895,1118,"GoodDrivePercentage",2006
170,170,"Rod Pampling",89,79.93,936,1171,"GoodDrivePercentage",2006
171,171,"John Huston",74,79.92,800,1001,"GoodDrivePercentage",2006
172,172,"Jose Maria Olazabal",62,79.9,648,811,"GoodDrivePercentage",2006
173,173,"David Howell",52,79.84,503,630,"GoodDrivePercentage",2006
174,174,"Craig Barlow",77,79.51,811,1020,"GoodDrivePercentage",2006
175,175,"Michael Allen",84,79.47,933,1174,"GoodDrivePercentage",2006
176,176,"JB Holmes",81,79.39,855,1077,"GoodDrivePercentage",2006
177,177,"Stuart Appleby",83,79.3,866,1092,"GoodDrivePercentage",2006
178,178,"Aaron Baddeley",78,79,839,1062,"GoodDrivePercentage",2006
179,179,"Stewart Cink",93,78.84,965,1224,"GoodDrivePercentage",2006
180,180,"Tim Herron",82,78.74,889,1129,"GoodDrivePercentage",2006
180,180,"Ryan Hietala",61,78.74,648,823,"GoodDrivePercentage",2006
182,182,"Retief Goosen",68,78.64,659,838,"GoodDrivePercentage",2006
183,183,"Alex Aragon",63,78.61,669,851,"GoodDrivePercentage",2006
184,184,"Lee Janzen",79,78.1,856,1096,"GoodDrivePercentage",2006
185,185,"Jon Mills",68,77.87,718,922,"GoodDrivePercentage",2006
186,186,"Tag Ridings",103,77.7,1080,1390,"GoodDrivePercentage",2006
187,187,"Ernie Els",69,77.69,693,892,"GoodDrivePercentage",2006
188,188,"James Driscoll",80,77.42,864,1116,"GoodDrivePercentage",2006
189,189,"Brad Faxon",78,77.36,844,1091,"GoodDrivePercentage",2006
190,190,"John Engler Jr",69,77.33,723,935,"GoodDrivePercentage",2006
191,191,"Jimmy Walker",60,76.86,621,808,"GoodDrivePercentage",2006
192,192,"Hidemichi Tanaka",74,76.74,782,1019,"GoodDrivePercentage",2006
193,193,"Todd Hamilton",72,76.42,768,1005,"GoodDrivePercentage",2006
194,194,"John Daly",51,76.09,522,686,"GoodDrivePercentage",2006
195,195,"Greg Chalmers",71,75.61,707,935,"GoodDrivePercentage",2006
196,196,"David Duval",71,74.51,719,965,"GoodDrivePercentage",2006
