"CurrentParorBetterStreak_RANKTHISWEEK_2008","CurrentParorBetterStreak_RANKLASTWEEK_2008","CurrentParorBetterStreak_PLAYERNAME_2008","CurrentParorBetterStreak_EVENTS_2008","CurrentParorBetterStreak_NUMBEROFROUNDS_2008","stat_name","year"
1,1,"Steve Marino",65,18,"CurrentParorBetterStreak",2008
2,2,"Woody Austin",416,15,"CurrentParorBetterStreak",2008
2,2,"Scott Verplank",519,15,"CurrentParorBetterStreak",2008
4,4,"JJ Henry",242,13,"CurrentParorBetterStreak",2008
5,5,"Charlie Wi",78,12,"CurrentParorBetterStreak",2008
6,6,"Martin Laird",30,11,"CurrentParorBetterStreak",2008
6,6,"Ryan Palmer",146,11,"CurrentParorBetterStreak",2008
8,8,"Bill Haas",108,10,"CurrentParorBetterStreak",2008
9,9,"Ryuji Imada",119,9,"CurrentParorBetterStreak",2008
9,9,"David Toms",420,9,"CurrentParorBetterStreak",2008
9,9,"Nick Watney",120,9,"CurrentParorBetterStreak",2008
9,9,"Mike Weir",274,9,"CurrentParorBetterStreak",2008
13,13,"Stephen Ames",257,8,"CurrentParorBetterStreak",2008
13,13,"Mathew Goggin",194,8,"CurrentParorBetterStreak",2008
13,13,"Charley Hoffman",98,8,"CurrentParorBetterStreak",2008
13,13,"Tim Petrovic",227,8,"CurrentParorBetterStreak",2008
13,13,"Kevin Sutherland",354,8,"CurrentParorBetterStreak",2008
18,18,"Aaron Baddeley",159,7,"CurrentParorBetterStreak",2008
18,18,"Chad Campbell",197,7,"CurrentParorBetterStreak",2008
18,18,"Bob Estes",512,7,"CurrentParorBetterStreak",2008
18,18,"Paul Goydos",393,7,"CurrentParorBetterStreak",2008
18,18,"Sean OHair",110,7,"CurrentParorBetterStreak",2008
23,23,"Joe Durant",341,6,"CurrentParorBetterStreak",2008
23,23,"Steve Elkington",484,6,"CurrentParorBetterStreak",2008
23,23,"Matt Jones",32,6,"CurrentParorBetterStreak",2008
23,23,"Hunter Mahan",156,6,"CurrentParorBetterStreak",2008
23,23,"Troy Matteson",91,6,"CurrentParorBetterStreak",2008
23,23,"George McNeill",63,6,"CurrentParorBetterStreak",2008
23,23,"Jeff Overton",79,6,"CurrentParorBetterStreak",2008
23,23,"Rod Pampling",182,6,"CurrentParorBetterStreak",2008
23,23,"Vaughn Taylor",146,6,"CurrentParorBetterStreak",2008
23,23,"Bubba Watson",83,6,"CurrentParorBetterStreak",2008
33,33,"Robert Allenby",292,5,"CurrentParorBetterStreak",2008
33,33,"Guy Boros",228,5,"CurrentParorBetterStreak",2008
33,33,"Stewart Cink",317,5,"CurrentParorBetterStreak",2008
33,33,"JB Holmes",76,5,"CurrentParorBetterStreak",2008
33,33,"Charles Howell III",234,5,"CurrentParorBetterStreak",2008
33,33,"Neal Lancaster",536,5,"CurrentParorBetterStreak",2008
33,33,"Justin Leonard",381,5,"CurrentParorBetterStreak",2008
33,33,"Davis Love III",545,5,"CurrentParorBetterStreak",2008
33,33,"Len Mattiace",366,5,"CurrentParorBetterStreak",2008
33,33,"Billy Mayfair",605,5,"CurrentParorBetterStreak",2008
33,33,"Rocco Mediate",526,5,"CurrentParorBetterStreak",2008
33,33,"Phil Mickelson",360,5,"CurrentParorBetterStreak",2008
33,33,"Jesper Parnevik",335,5,"CurrentParorBetterStreak",2008
33,33,"John Rollins",226,5,"CurrentParorBetterStreak",2008
33,33,"Brett Rumford",30,5,"CurrentParorBetterStreak",2008
33,33,"Chris Stroud",55,5,"CurrentParorBetterStreak",2008
33,33,"Boo Weekley",76,5,"CurrentParorBetterStreak",2008
50,50,"Michael Allen",317,4,"CurrentParorBetterStreak",2008
50,50,"Cameron Beckman",268,4,"CurrentParorBetterStreak",2008
50,50,"Rich Beem",269,4,"CurrentParorBetterStreak",2008
50,50,"Michael Bradley",270,4,"CurrentParorBetterStreak",2008
50,50,"Tim Clark",165,4,"CurrentParorBetterStreak",2008
50,50,"Erik Compton",12,4,"CurrentParorBetterStreak",2008
50,50,"Jason Day",34,4,"CurrentParorBetterStreak",2008
50,50,"Dan Forsman",635,4,"CurrentParorBetterStreak",2008
50,50,"Harrison Frazar",292,4,"CurrentParorBetterStreak",2008
50,50,"Tommy Gainey",25,4,"CurrentParorBetterStreak",2008
