"Back9LowestRound_RANKTHISWEEK_2009","Back9LowestRound_RANKLASTWEEK_2009","Back9LowestRound_PLAYERNAME_2009","Back9LowestRound_ROUNDS_2009","Back9LowestRound_LOWRND_2009","stat_name","year"
1,1,"Troy Matteson",95,28,"Back9LowestRound",2009
1,1,"Nick OHern",90,28,"Back9LowestRound",2009
1,1,"Pat Perez",74,28,"Back9LowestRound",2009
4,4,"Jonathan Byrd",89,29,"Back9LowestRound",2009
4,4,"Bill Haas",91,29,"Back9LowestRound",2009
4,4,"JJ Henry",97,29,"Back9LowestRound",2009
4,4,"Marc Leishman",91,29,"Back9LowestRound",2009
4,4,"Joe Ogilvie",85,29,"Back9LowestRound",2009
4,4,"Tag Ridings",50,29,"Back9LowestRound",2009
4,4,"Kevin Streelman",97,29,"Back9LowestRound",2009
4,4,"Steve Stricker",81,29,"Back9LowestRound",2009
4,4,"Mike Weir",85,29,"Back9LowestRound",2009
13,13,"Briny Baird",89,30,"Back9LowestRound",2009
13,13,"Cameron Beckman",87,30,"Back9LowestRound",2009
13,13,"Matt Bettencourt",98,30,"Back9LowestRound",2009
13,13,"Kris Blanks",60,30,"Back9LowestRound",2009
13,13,"Jason Bohn",88,30,"Back9LowestRound",2009
13,13,"Mark Calcavecchia",72,30,"Back9LowestRound",2009
13,13,"Chad Campbell",90,30,"Back9LowestRound",2009
13,13,"Greg Chalmers",85,30,"Back9LowestRound",2009
13,13,"Daniel Chopra",89,30,"Back9LowestRound",2009
13,13,"Fred Couples",54,30,"Back9LowestRound",2009
13,13,"Glen Day",79,30,"Back9LowestRound",2009
13,13,"Luke Donald",79,30,"Back9LowestRound",2009
13,13,"Jason Dufner",90,30,"Back9LowestRound",2009
13,13,"Harrison Frazar",93,30,"Back9LowestRound",2009
13,13,"Brian Gay",96,30,"Back9LowestRound",2009
13,13,"Lucas Glover",93,30,"Back9LowestRound",2009
13,13,"Paul Goydos",79,30,"Back9LowestRound",2009
13,13,"Padraig Harrington",66,30,"Back9LowestRound",2009
13,13,"Charley Hoffman",97,30,"Back9LowestRound",2009
13,13,"Freddie Jacobson",83,30,"Back9LowestRound",2009
13,13,"Lee Janzen",74,30,"Back9LowestRound",2009
13,13,"Zach Johnson",94,30,"Back9LowestRound",2009
13,13,"Richard Johnson",85,30,"Back9LowestRound",2009
13,13,"Dustin Johnson",85,30,"Back9LowestRound",2009
13,13,"Jerry Kelly",90,30,"Back9LowestRound",2009
13,13,"Cliff Kresge",78,30,"Back9LowestRound",2009
13,13,"Matt Kuchar",82,30,"Back9LowestRound",2009
13,13,"Martin Laird",72,30,"Back9LowestRound",2009
13,13,"Justin Leonard",95,30,"Back9LowestRound",2009
13,13,"Spencer Levin",75,30,"Back9LowestRound",2009
13,13,"Jarrod Lyle",65,30,"Back9LowestRound",2009
13,13,"Jeff Maggert",79,30,"Back9LowestRound",2009
13,13,"Hunter Mahan",94,30,"Back9LowestRound",2009
13,13,"John Mallinger",90,30,"Back9LowestRound",2009
13,13,"Steve Marino",98,30,"Back9LowestRound",2009
13,13,"David Mathis",82,30,"Back9LowestRound",2009
13,13,"John Merrick",91,30,"Back9LowestRound",2009
13,13,"Phil Mickelson",66,30,"Back9LowestRound",2009
13,13,"Bryce Molder",69,30,"Back9LowestRound",2009
13,13,"Geoff Ogilvy",78,30,"Back9LowestRound",2009
13,13,"DA Points",99,30,"Back9LowestRound",2009
13,13,"Rick Price",54,30,"Back9LowestRound",2009
13,13,"Chris Riley",77,30,"Back9LowestRound",2009
13,13,"Andres Romero",58,30,"Back9LowestRound",2009
13,13,"Adam Scott",53,30,"Back9LowestRound",2009
13,13,"Patrick Sheehan",51,30,"Back9LowestRound",2009
13,13,"Nicholas Thompson",96,30,"Back9LowestRound",2009
13,13,"DJ Trahan",96,30,"Back9LowestRound",2009
13,13,"Bo Van Pelt",100,30,"Back9LowestRound",2009
13,13,"Bubba Watson",73,30,"Back9LowestRound",2009
13,13,"Boo Weekley",79,30,"Back9LowestRound",2009
13,13,"Charlie Wi",92,30,"Back9LowestRound",2009
13,13,"Casey Wittenberg",71,30,"Back9LowestRound",2009
13,13,"Tiger Woods",64,30,"Back9LowestRound",2009
67,67,"Brad Adamonis",70,31,"Back9LowestRound",2009
67,67,"Robert Allenby",71,31,"Back9LowestRound",2009
67,67,"Stephen Ames",77,31,"Back9LowestRound",2009
67,67,"Stuart Appleby",79,31,"Back9LowestRound",2009
67,67,"Tommy Armour III",58,31,"Back9LowestRound",2009
67,67,"Woody Austin",84,31,"Back9LowestRound",2009
67,67,"Eric Axley",71,31,"Back9LowestRound",2009
67,67,"Aaron Baddeley",66,31,"Back9LowestRound",2009
67,67,"Brian Bateman",55,31,"Back9LowestRound",2009
67,67,"Rich Beem",77,31,"Back9LowestRound",2009
67,67,"Bart Bryant",58,31,"Back9LowestRound",2009
67,67,"Angel Cabrera",55,31,"Back9LowestRound",2009
67,67,"Alex Cejka",82,31,"Back9LowestRound",2009
67,67,"Tim Clark",81,31,"Back9LowestRound",2009
67,67,"Ben Crane",93,31,"Back9LowestRound",2009
67,67,"Brian Davis",103,31,"Back9LowestRound",2009
67,67,"Jason Day",61,31,"Back9LowestRound",2009
67,67,"Brendon de Jonge",90,31,"Back9LowestRound",2009
67,67,"Chris DiMarco",97,31,"Back9LowestRound",2009
67,67,"Ken Duke",87,31,"Back9LowestRound",2009
67,67,"David Duval",56,31,"Back9LowestRound",2009
67,67,"Derek Fathauer",63,31,"Back9LowestRound",2009
67,67,"Brad Faxon",59,31,"Back9LowestRound",2009
67,67,"Steve Flesch",77,31,"Back9LowestRound",2009
67,67,"Jim Furyk",86,31,"Back9LowestRound",2009
67,67,"Sergio Garcia",59,31,"Back9LowestRound",2009
67,67,"Robert Garrigus",83,31,"Back9LowestRound",2009
67,67,"Retief Goosen",74,31,"Back9LowestRound",2009
67,67,"Jason Gore",74,31,"Back9LowestRound",2009
67,67,"Bob Heintz",59,31,"Back9LowestRound",2009
67,67,"Tim Herron",87,31,"Back9LowestRound",2009
67,67,"JB Holmes",74,31,"Back9LowestRound",2009
67,67,"Charles Howell III",99,31,"Back9LowestRound",2009
67,67,"Kent Jones",73,31,"Back9LowestRound",2009
67,67,"Matt Jones",56,31,"Back9LowestRound",2009
67,67,"Anthony Kim",76,31,"Back9LowestRound",2009
67,67,"Colt Knost",71,31,"Back9LowestRound",2009
67,67,"Tom Lehman",55,31,"Back9LowestRound",2009
67,67,"Michael Letzig",96,31,"Back9LowestRound",2009
67,67,"Peter Lonard",86,31,"Back9LowestRound",2009
67,67,"Steve Lowery",83,31,"Back9LowestRound",2009
67,67,"Bill Lunde",83,31,"Back9LowestRound",2009
67,67,"Billy Mayfair",83,31,"Back9LowestRound",2009
67,67,"Scott McCarron",91,31,"Back9LowestRound",2009
67,67,"Rocco Mediate",79,31,"Back9LowestRound",2009
67,67,"Ryan Moore",89,31,"Back9LowestRound",2009
67,67,"Kevin Na",91,31,"Back9LowestRound",2009
67,67,"James Nitties",86,31,"Back9LowestRound",2009
67,67,"Sean OHair",80,31,"Back9LowestRound",2009
67,67,"Leif Olson",51,31,"Back9LowestRound",2009
67,67,"Greg Owen",97,31,"Back9LowestRound",2009
67,67,"Ryan Palmer",78,31,"Back9LowestRound",2009
67,67,"Rod Pampling",72,31,"Back9LowestRound",2009
67,67,"Corey Pavin",73,31,"Back9LowestRound",2009
67,67,"Tom Pernice Jr",82,31,"Back9LowestRound",2009
67,67,"Kenny Perry",92,31,"Back9LowestRound",2009
67,67,"Tim Petrovic",97,31,"Back9LowestRound",2009
67,67,"Scott Piercy",85,31,"Back9LowestRound",2009
67,67,"Aron Price",89,31,"Back9LowestRound",2009
67,67,"Ted Purdy",101,31,"Back9LowestRound",2009
67,67,"Brett Quigley",92,31,"Back9LowestRound",2009
67,67,"Chez Reavie",81,31,"Back9LowestRound",2009
67,67,"John Rollins",92,31,"Back9LowestRound",2009
67,67,"Justin Rose",71,31,"Back9LowestRound",2009
67,67,"Rory Sabbatini",81,31,"Back9LowestRound",2009
67,67,"John Senden",100,31,"Back9LowestRound",2009
67,67,"Webb Simpson",94,31,"Back9LowestRound",2009
67,67,"Vijay Singh",71,31,"Back9LowestRound",2009
67,67,"Heath Slocum",95,31,"Back9LowestRound",2009
67,67,"Brandt Snedeker",81,31,"Back9LowestRound",2009
