"FirstTeeLateRound2ScoringAverage_RANKTHISWEEK_2009","FirstTeeLateRound2ScoringAverage_RANKLASTWEEK_2009","FirstTeeLateRound2ScoringAverage_PLAYERNAME_2009","FirstTeeLateRound2ScoringAverage__2009","FirstTeeLateRound2ScoringAverage_AVG_2009","FirstTeeLateRound2ScoringAverage_TOTALSTROKES_2009","FirstTeeLateRound2ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"John Mallinger",NA,67.67,406,6,"FirstTeeLateRound2ScoringAverage",2009
2,2,"Angel Cabrera",NA,68,136,2,"FirstTeeLateRound2ScoringAverage",2009
3,3,"Stephen Ames",NA,68.17,409,6,"FirstTeeLateRound2ScoringAverage",2009
4,4,"JJ Henry",NA,68.2,341,5,"FirstTeeLateRound2ScoringAverage",2009
5,5,"Bill Haas",NA,68.25,273,4,"FirstTeeLateRound2ScoringAverage",2009
5,5,"Tim Herron",NA,68.25,273,4,"FirstTeeLateRound2ScoringAverage",2009
7,7,"Scott Sterling",NA,68.4,342,5,"FirstTeeLateRound2ScoringAverage",2009
8,8,"Tim Clark",NA,68.5,411,6,"FirstTeeLateRound2ScoringAverage",2009
9,9,"Chris Riley",NA,68.57,480,7,"FirstTeeLateRound2ScoringAverage",2009
10,10,"Jason Gore",NA,68.6,343,5,"FirstTeeLateRound2ScoringAverage",2009
11,11,"Jason Dufner",NA,68.67,412,6,"FirstTeeLateRound2ScoringAverage",2009
11,11,"Marc Turnesa",NA,68.67,206,3,"FirstTeeLateRound2ScoringAverage",2009
11,11,"Mark Wilson",NA,68.67,618,9,"FirstTeeLateRound2ScoringAverage",2009
14,14,"Matt Jones",NA,68.75,275,4,"FirstTeeLateRound2ScoringAverage",2009
14,14,"Rocco Mediate",NA,68.75,275,4,"FirstTeeLateRound2ScoringAverage",2009
14,14,"Jimmy Walker",NA,68.75,275,4,"FirstTeeLateRound2ScoringAverage",2009
17,17,"Ryan Moore",NA,68.8,344,5,"FirstTeeLateRound2ScoringAverage",2009
18,18,"Jeff Overton",NA,68.88,551,8,"FirstTeeLateRound2ScoringAverage",2009
19,19,"Tom Pernice Jr",NA,68.91,758,11,"FirstTeeLateRound2ScoringAverage",2009
20,20,"Anthony Kim",NA,69,483,7,"FirstTeeLateRound2ScoringAverage",2009
20,20,"Matt Kuchar",NA,69,276,4,"FirstTeeLateRound2ScoringAverage",2009
20,20,"Jeff Maggert",NA,69,345,5,"FirstTeeLateRound2ScoringAverage",2009
20,20,"Bo Van Pelt",NA,69,276,4,"FirstTeeLateRound2ScoringAverage",2009
24,24,"Jerry Kelly",NA,69.2,346,5,"FirstTeeLateRound2ScoringAverage",2009
24,24,"Tom Lehman",NA,69.2,346,5,"FirstTeeLateRound2ScoringAverage",2009
26,26,"David Toms",NA,69.22,623,9,"FirstTeeLateRound2ScoringAverage",2009
26,26,"DJ Trahan",NA,69.22,623,9,"FirstTeeLateRound2ScoringAverage",2009
28,28,"Ben Curtis",NA,69.25,277,4,"FirstTeeLateRound2ScoringAverage",2009
28,28,"Jason Day",NA,69.25,277,4,"FirstTeeLateRound2ScoringAverage",2009
30,30,"Brian Davis",NA,69.29,485,7,"FirstTeeLateRound2ScoringAverage",2009
31,31,"Harrison Frazar",NA,69.33,624,9,"FirstTeeLateRound2ScoringAverage",2009
32,32,"Freddie Jacobson",NA,69.4,347,5,"FirstTeeLateRound2ScoringAverage",2009
33,33,"Michael Allen",NA,69.5,278,4,"FirstTeeLateRound2ScoringAverage",2009
33,33,"Mark Brooks",NA,69.5,139,2,"FirstTeeLateRound2ScoringAverage",2009
33,33,"Bob Estes",NA,69.5,278,4,"FirstTeeLateRound2ScoringAverage",2009
