"TenthTeeLatePar5ScoringAverage_RANKTHISWEEK_2006","TenthTeeLatePar5ScoringAverage_RANKLASTWEEK_2006","TenthTeeLatePar5ScoringAverage_PLAYERNAME_2006","TenthTeeLatePar5ScoringAverage_ROUNDS_2006","TenthTeeLatePar5ScoringAverage_AVG_2006","TenthTeeLatePar5ScoringAverage_TOTALSTROKES_2006","TenthTeeLatePar5ScoringAverage_TOTALHOLES_2006","stat_name","year"
169,169,"Jon Mills",68,4.8,317,66,"TenthTeeLatePar5ScoringAverage",2006
169,169,"Nicholas Thompson",96,4.8,384,80,"TenthTeeLatePar5ScoringAverage",2006
169,169,"Omar Uresti",61,4.8,235,49,"TenthTeeLatePar5ScoringAverage",2006
175,175,"Jim Furyk",89,4.81,130,27,"TenthTeeLatePar5ScoringAverage",2006
175,175,"Freddie Jacobson",56,4.81,173,36,"TenthTeeLatePar5ScoringAverage",2006
177,177,"John Engler Jr",69,4.82,318,66,"TenthTeeLatePar5ScoringAverage",2006
177,177,"Peter Lonard",77,4.82,159,33,"TenthTeeLatePar5ScoringAverage",2006
179,179,"Ryan Palmer",101,4.83,333,69,"TenthTeeLatePar5ScoringAverage",2006
179,179,"Kenny Perry",73,4.83,87,18,"TenthTeeLatePar5ScoringAverage",2006
179,179,"Mike Sposa",68,4.83,193,40,"TenthTeeLatePar5ScoringAverage",2006
179,179,"David Toms",76,4.83,87,18,"TenthTeeLatePar5ScoringAverage",2006
179,179,"Scott Verplank",88,4.83,169,35,"TenthTeeLatePar5ScoringAverage",2006
184,184,"Aaron Baddeley",78,4.84,218,45,"TenthTeeLatePar5ScoringAverage",2006
184,184,"Carlos Franco",86,4.84,266,55,"TenthTeeLatePar5ScoringAverage",2006
184,184,"Zach Johnson",98,4.84,184,38,"TenthTeeLatePar5ScoringAverage",2006
187,187,"Craig Barlow",77,4.85,194,40,"TenthTeeLatePar5ScoringAverage",2006
187,187,"Greg Chalmers",71,4.85,262,54,"TenthTeeLatePar5ScoringAverage",2006
187,187,"Marco Dawson",87,4.85,194,40,"TenthTeeLatePar5ScoringAverage",2006
190,190,"Bubba Dickerson",98,4.87,326,67,"TenthTeeLatePar5ScoringAverage",2006
191,191,"Matt Hansen",68,4.92,246,50,"TenthTeeLatePar5ScoringAverage",2006
192,192,"Richard Johnson",94,4.93,212,43,"TenthTeeLatePar5ScoringAverage",2006
192,192,"Paul Stankowski",70,4.93,143,29,"TenthTeeLatePar5ScoringAverage",2006
194,194,"Larry Mize",53,4.98,199,40,"TenthTeeLatePar5ScoringAverage",2006
195,195,"Adam Scott",70,5,25,5,"TenthTeeLatePar5ScoringAverage",2006
195,195,"Tiger Woods",55,5,15,3,"TenthTeeLatePar5ScoringAverage",2006
