"TenthTeeEarlyRound4ScoringAverage_RANKTHISWEEK_2015","TenthTeeEarlyRound4ScoringAverage_RANKLASTWEEK_2015","TenthTeeEarlyRound4ScoringAverage_PLAYERNAME_2015","TenthTeeEarlyRound4ScoringAverage__2015","TenthTeeEarlyRound4ScoringAverage_AVG_2015","TenthTeeEarlyRound4ScoringAverage_TOTALSTROKES_2015","TenthTeeEarlyRound4ScoringAverage_TOTALROUNDS_2015","stat_name","year"
1,1,"Blayne Barber",NA,65,65,1,"TenthTeeEarlyRound4ScoringAverage",2015
1,1,"Henrik Stenson",NA,65,65,1,"TenthTeeEarlyRound4ScoringAverage",2015
1,1,"Nick Watney",NA,65,65,1,"TenthTeeEarlyRound4ScoringAverage",2015
4,4,"Aaron Baddeley",NA,66,66,1,"TenthTeeEarlyRound4ScoringAverage",2015
4,4,"Chesson Hadley",NA,66,66,1,"TenthTeeEarlyRound4ScoringAverage",2015
4,4,"Rory Sabbatini",NA,66,66,1,"TenthTeeEarlyRound4ScoringAverage",2015
7,7,"Jonas Blixt",NA,67,67,1,"TenthTeeEarlyRound4ScoringAverage",2015
7,7,"Harris English",NA,67,67,1,"TenthTeeEarlyRound4ScoringAverage",2015
7,7,"Colt Knost",NA,67,268,4,"TenthTeeEarlyRound4ScoringAverage",2015
7,7,"Scott Langley",NA,67,134,2,"TenthTeeEarlyRound4ScoringAverage",2015
7,7,"Pat Perez",NA,67,134,2,"TenthTeeEarlyRound4ScoringAverage",2015
7,7,"Will Wilcox",NA,67,67,1,"TenthTeeEarlyRound4ScoringAverage",2015
13,13,"Steven Bowditch",NA,68,272,4,"TenthTeeEarlyRound4ScoringAverage",2015
13,13,"Brendon de Jonge",NA,68,68,1,"TenthTeeEarlyRound4ScoringAverage",2015
13,13,"Ryan Palmer",NA,68,68,1,"TenthTeeEarlyRound4ScoringAverage",2015
13,13,"Scott Pinckney",NA,68,68,1,"TenthTeeEarlyRound4ScoringAverage",2015
17,17,"William McGirt",NA,68.25,273,4,"TenthTeeEarlyRound4ScoringAverage",2015
18,18,"Russell Henley",NA,68.33,205,3,"TenthTeeEarlyRound4ScoringAverage",2015
19,19,"James Hahn",NA,68.5,137,2,"TenthTeeEarlyRound4ScoringAverage",2015
19,19,"George McNeill",NA,68.5,137,2,"TenthTeeEarlyRound4ScoringAverage",2015
19,19,"Mark Wilson",NA,68.5,137,2,"TenthTeeEarlyRound4ScoringAverage",2015
22,22,"Chad Collins",NA,68.86,482,7,"TenthTeeEarlyRound4ScoringAverage",2015
23,23,"Sangmoon Bae",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2015
23,23,"Paul Casey",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2015
23,23,"Robert Garrigus",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2015
23,23,"JB Holmes",NA,69,138,2,"TenthTeeEarlyRound4ScoringAverage",2015
23,23,"Kevin Kisner",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2015
23,23,"Martin Laird",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2015
23,23,"Marc Leishman",NA,69,207,3,"TenthTeeEarlyRound4ScoringAverage",2015
23,23,"Francesco Molinari",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2015
23,23,"Geoff Ogilvy",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2015
23,23,"Patrick Reed",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2015
23,23,"Vijay Singh",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2015
23,23,"Scott Stallings",NA,69,138,2,"TenthTeeEarlyRound4ScoringAverage",2015
35,35,"Keegan Bradley",NA,69.2,346,5,"TenthTeeEarlyRound4ScoringAverage",2015
36,36,"John Huh",NA,69.25,277,4,"TenthTeeEarlyRound4ScoringAverage",2015
37,37,"Hunter Mahan",NA,69.33,208,3,"TenthTeeEarlyRound4ScoringAverage",2015
37,37,"Jeff Overton",NA,69.33,208,3,"TenthTeeEarlyRound4ScoringAverage",2015
37,37,"Carl Pettersson",NA,69.33,208,3,"TenthTeeEarlyRound4ScoringAverage",2015
40,40,"Brian Harman",NA,69.5,139,2,"TenthTeeEarlyRound4ScoringAverage",2015
40,40,"Shawn Stefani",NA,69.5,139,2,"TenthTeeEarlyRound4ScoringAverage",2015
40,40,"Robert Streb",NA,69.5,139,2,"TenthTeeEarlyRound4ScoringAverage",2015
40,40,"Daniel Summerhays",NA,69.5,139,2,"TenthTeeEarlyRound4ScoringAverage",2015
44,44,"Ricky Barnes",NA,69.67,209,3,"TenthTeeEarlyRound4ScoringAverage",2015
44,44,"Zac Blair",NA,69.67,209,3,"TenthTeeEarlyRound4ScoringAverage",2015
