"PercentageofYardagecoveredbyTeeShotsPar5s_RANKTHISWEEK_2014","PercentageofYardagecoveredbyTeeShotsPar5s_RANKLASTWEEK_2014","PercentageofYardagecoveredbyTeeShotsPar5s_PLAYERNAME_2014","PercentageofYardagecoveredbyTeeShotsPar5s_ROUNDS_2014","PercentageofYardagecoveredbyTeeShotsPar5s_AVGPct_2014","PercentageofYardagecoveredbyTeeShotsPar5s_TOTALSHOTDISTANCE_2014","PercentageofYardagecoveredbyTeeShotsPar5s_TOTALDISTANCE_2014","stat_name","year"
33,33,"Kevin Tway",64,53.38,40826.6,76490,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
34,34,"Charley Hoffman",93,53.37,72984.3,136742,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
35,35,"Brad Fritsch",50,53.3,32035.7,60106,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
36,36,"Morgan Hoffmann",103,53.28,79192.7,148622,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
37,37,"Bud Cauley",56,53.19,39082,73471,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
37,37,"Kyle Stanley",87,53.19,64367.6,121004,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
39,39,"Rickie Fowler",91,53.18,56975,107136,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
40,40,"Tommy Gainey",73,53.16,51220,96349,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
41,41,"Steven Bowditch",93,53.14,67312.5,126660,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
42,42,"Davis Love III",74,53.11,57230.4,107756,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
43,43,"Stewart Cink",91,53.09,67153.3,126497,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
44,44,"Martin Flores",85,53.08,63402.1,119436,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
45,45,"Seung Yul Noh",92,52.99,67383.1,127170,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
46,46,"Troy Matteson",62,52.95,41374.6,78146,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
47,47,"Marc Leishman",81,52.93,59373.9,112180,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
48,48,"Hideki Matsuyama",82,52.89,57210.9,108164,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
49,49,"Nick Watney",80,52.86,49307.1,93286,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
50,50,"Shawn Stefani",60,52.82,49931.5,94531,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
51,51,"Carl Pettersson",91,52.8,72094.3,136543,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
52,52,"Josh Teater",90,52.79,66059.9,125127,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
53,53,"Andres Romero",81,52.76,62931.7,119278,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
54,54,"Louis Oosthuizen",50,52.75,26483.2,50206,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
55,55,"Charl Schwartzel",64,52.71,47420.4,89971,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
56,56,"Michael Putnam",106,52.7,80785.7,153298,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
57,57,"Aaron Baddeley",74,52.68,53341,101246,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
57,57,"Martin Kaymer",65,52.68,41381.1,78547,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
59,59,"Trevor Immelman",84,52.67,58148.3,110405,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
60,60,"Paul Casey",56,52.63,37903.8,72019,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
61,61,"Ryo Ishikawa",75,52.62,57595.3,109455,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
62,62,"Billy Horschel",92,52.56,64562.3,122837,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
63,63,"Ricky Barnes",92,52.52,65773.8,125224,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
64,64,"Wes Roach",67,52.51,42719.3,81355,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
64,64,"Camilo Villegas",95,52.51,73479.1,139932,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
66,66,"Kevin Stadler",90,52.5,57731.5,109971,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
67,67,"Rory Sabbatini",82,52.45,59726.6,113874,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
68,68,"Hunter Mahan",88,52.4,65783.9,125535,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
69,69,"Patrick Reed",92,52.37,63412.6,121087,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
70,70,"Russell Henley",92,52.35,65902.7,125892,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
71,71,"Justin Rose",70,52.32,49906,95384,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
72,72,"Phil Mickelson",71,52.28,47578,91006,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
73,73,"Ben Martin",80,52.26,57847.1,110698,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
74,74,"Kevin Chappell",100,52.25,80752.7,154542,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
75,75,"Will Ma Kenzie",82,52.17,67183.2,128773,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
76,76,"Ernie Els",85,52.15,58391.3,111969,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
76,76,"Vijay Singh",83,52.15,64270.3,123247,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
78,78,"Bo Van Pelt",83,52.13,61372.5,117721,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
79,79,"JJ Henry",91,52.11,66568.7,127744,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
80,80,"James Hahn",82,52.08,60619.4,116390,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
81,81,"David Lingmerth",80,52.06,59291.5,113897,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
82,82,"Sangmoon Bae",76,52.05,59004,113359,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
83,83,"Henrik Stenson",56,52.04,35472.2,68159,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
84,84,"Chesson Hadley",84,52.03,61838,118856,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
85,85,"Brice Garnett",92,52.02,65130.8,125210,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
86,86,"Chad Campbell",57,51.94,35746.1,68818,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
87,87,"Bill Haas",107,51.92,75506.8,145431,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
88,88,"John Rollins",84,51.87,56158.6,108277,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
89,89,"Matt Every",85,51.84,54005.3,104170,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
89,89,"Luke Guthrie",85,51.84,66377.6,128049,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
91,91,"Jim Renner",61,51.82,45088.9,87004,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
92,92,"John Senden",99,51.81,68088.5,131416,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
93,93,"Chris Kirk",105,51.78,74358.2,143594,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
93,93,"Geoff Ogilvy",84,51.78,65365.6,126244,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
95,95,"Jordan Spieth",102,51.77,72030.7,139149,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
96,96,"Kevin Kisner",85,51.71,60748.1,117489,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
97,97,"John Peterson",62,51.69,46924.3,90777,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
97,97,"Johnson Wagner",69,51.69,48010.7,92879,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
97,97,"Boo Weekley",73,51.69,46469.1,89894,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
100,100,"Scott Brown",100,51.67,73683.3,142600,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
100,100,"Brian Harman",111,51.67,84143.6,162841,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
100,100,"Nicholas Thompson",85,51.67,61683.2,119382,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
100,100,"Tyrone Van Aswegen",79,51.67,53656.9,103847,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
104,104,"George McNeill",79,51.66,59705.2,115565,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
105,105,"Lee Westwood",57,51.63,40309.9,78069,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
106,106,"Robert Allenby",83,51.59,58664.7,113713,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
106,106,"Webb Simpson",87,51.59,63527.5,123151,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
108,108,"Jeff Overton",80,51.57,55400.2,107427,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
109,109,"Gonzalo Fdez Castano",83,51.56,57572.7,111666,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
110,110,"Ryan Moore",86,51.54,56638.4,109891,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
111,111,"Jonathan Byrd",76,51.51,55960.6,108644,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
112,112,"Andrew Svoboda",77,51.49,55489.8,107768,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
113,113,"Bronson La Cassie",51,51.44,31418.9,61078,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
113,113,"Michael Thompson",74,51.44,55631.3,108158,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
115,115,"Kevin Streelman",79,51.42,54576.6,106135,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
116,116,"Ian Poulter",57,51.41,38116.2,74143,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
117,117,"Sergio Garcia",61,51.38,32834,63903,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
117,117,"Retief Goosen",94,51.38,66956.2,130318,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
117,117,"Pat Perez",84,51.38,69739.5,135741,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
120,120,"DA Points",75,51.25,48051.3,93752,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
121,121,"Justin Hicks",103,51.24,79488.8,155144,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
122,122,"Danny Lee",84,51.23,57252.1,111765,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
123,123,"YE Yang",79,51.21,52355.5,102240,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
124,124,"Erik Compton",88,51.18,67743.1,132365,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
125,125,"James Driscoll",71,51.12,49607.9,97047,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
126,126,"Richard Lee",80,51.07,55223.1,108134,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
127,127,"John Merrick",87,51.04,67009.3,131281,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
128,128,"Jason Dufner",57,51.01,37128.4,72785,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
129,129,"Chris Stroud",88,51,60214.1,118068,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
130,130,"Briny Baird",50,50.85,39383.3,77451,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
130,130,"Troy Merritt",62,50.85,42684.2,83948,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
132,132,"John Huh",87,50.84,59341.9,116715,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
133,133,"Brian Stuard",91,50.82,62407.3,122809,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
134,134,"Brandt Snedeker",89,50.81,57531.4,113229,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
135,135,"William McGirt",96,50.8,67590.2,133064,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
136,136,"Mark Wilson",69,50.78,46004.9,90601,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
137,137,"Brendon de Jonge",109,50.77,78177.3,153985,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
138,138,"Scott Langley",95,50.66,67384.7,133002,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
139,139,"Freddie Jacobson",91,50.65,70870.3,139914,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
140,140,"Zach Johnson",97,50.64,69967.1,138153,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
141,141,"Russell Knox",92,50.63,71046,140321,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
142,142,"Roberto Castro",76,50.6,52213.4,103189,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
142,142,"Cameron Tringale",111,50.6,86346.4,170630,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
144,144,"Kevin Na",94,50.53,68011.9,134593,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
144,144,"Daniel Summerhays",98,50.53,78515,155373,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
146,146,"Jonas Blixt",64,50.52,39785.3,78749,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
147,147,"Tim Wilkinson",86,50.5,56535.9,111948,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
148,148,"Ted Potter Jr",68,50.44,49292.1,97725,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
148,148,"Charlie Wi",72,50.44,53320.9,105706,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
150,150,"Ken Duke",80,50.35,52971.5,105210,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
151,151,"Spencer Levin",59,50.34,40368.6,80195,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
152,152,"Matt Kuchar",91,50.3,63016.6,125277,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
153,153,"Woody Austin",63,50.25,48685.2,96878,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
154,154,"Bryce Molder",77,50.24,55681.7,110821,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
155,155,"David Hearn",97,50.22,69912.5,139224,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
156,156,"Heath Slocum",71,50.18,46399.7,92465,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
157,157,"Greg Chalmers",85,50.08,62118.3,124035,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
158,158,"Brian Davis",93,49.98,69561.9,139182,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
159,159,"Stuart Appleby",92,49.95,69902.2,139943,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
160,160,"Graeme McDowell",66,49.91,36852.3,73831,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
161,161,"Jason Bohn",81,49.84,62281.1,124963,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
162,162,"Jim Furyk",84,49.81,57488.6,115425,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
162,162,"Jeff Maggert",54,49.81,36046.7,72367,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
164,164,"Brendon Todd",108,49.8,75252.5,151108,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
165,165,"Billy Hurley III",86,49.74,56924.2,114455,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
166,166,"Ben Crane",81,49.66,63900.6,128670,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
167,167,"Ben Curtis",77,49.59,53810.7,108521,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
168,168,"KJ Choi",80,49.54,57459.1,115984,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
169,169,"DH Lee",54,49.48,38659.7,78137,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
170,170,"Jerry Kelly",80,49.46,52313.4,105773,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
171,171,"David Toms",64,49.23,42730,86796,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
172,172,"Luke Donald",57,49.05,39169.8,79852,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
173,173,"Chad Collins",78,48.84,50673.1,103745,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
174,174,"Tim Clark",75,48.77,43147.8,88478,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
175,175,"Brian Gay",81,48.62,50718.3,104305,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
176,176,"Mike Weir",69,48.49,43164.1,89021,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
177,177,"Justin Leonard",75,48.24,51102.9,105944,"PercentageofYardagecoveredbyTeeShotsPar5s",2014
