"ProximitytoHolefrom2030yards_RANKTHISWEEK_2009","ProximitytoHolefrom2030yards_RANKLASTWEEK_2009","ProximitytoHolefrom2030yards_PLAYERNAME_2009","ProximitytoHolefrom2030yards_ROUNDS_2009","ProximitytoHolefrom2030yards_AVGDTP_2009","ProximitytoHolefrom2030yards_TOTALDISTANCEFEET_2009","ProximitytoHolefrom2030yards_OFSHOTS_2009","ProximitytoHolefrom2030yards_SCRAMBLINGRANK_2009","stat_name","year"
1,1,"Phil Mickelson",66,NA,584.75,84,109,"ProximitytoHolefrom2030yards",2009
2,2,"Mark Brooks",55,NA,369.583,52,10,"ProximitytoHolefrom2030yards",2009
3,3,"Matt Kuchar",82,NA,631.417,88,3,"ProximitytoHolefrom2030yards",2009
4,4,"Chad Campbell",90,NA,584.833,78,67,"ProximitytoHolefrom2030yards",2009
4,4,"Mike Weir",85,NA,646.833,86,14,"ProximitytoHolefrom2030yards",2009
6,6,"Bob Estes",78,NA,791.167,104,28,"ProximitytoHolefrom2030yards",2009
7,7,"Dean Wilson",81,NA,731.167,94,119,"ProximitytoHolefrom2030yards",2009
8,8,"Luke Donald",79,NA,651.25,82,20,"ProximitytoHolefrom2030yards",2009
8,8,"JJ Henry",97,NA,912.25,115,89,"ProximitytoHolefrom2030yards",2009
8,8,"Patrick Sheehan",51,NA,291.833,37,23,"ProximitytoHolefrom2030yards",2009
8,8,"Jimmy Walker",74,NA,841.833,106,27,"ProximitytoHolefrom2030yards",2009
12,12,"Stuart Appleby",79,NA,722,90,160,"ProximitytoHolefrom2030yards",2009
13,13,"Aaron Baddeley",66,NA,835.75,103,92,"ProximitytoHolefrom2030yards",2009
13,13,"Padraig Harrington",66,NA,633.417,78,11,"ProximitytoHolefrom2030yards",2009
15,15,"Ricky Barnes",67,NA,565.333,69,178,"ProximitytoHolefrom2030yards",2009
15,15,"Alex Cejka",82,NA,755.667,93,108,"ProximitytoHolefrom2030yards",2009
15,15,"Corey Pavin",73,NA,589.667,72,80,"ProximitytoHolefrom2030yards",2009
15,15,"Chris Riley",77,NA,845,103,9,"ProximitytoHolefrom2030yards",2009
15,15,"Matt Weibring",65,NA,598.417,73,42,"ProximitytoHolefrom2030yards",2009
20,20,"Matt Jones",56,NA,550.5,67,22,"ProximitytoHolefrom2030yards",2009
20,20,"Kevin Stadler",65,NA,479.25,58,33,"ProximitytoHolefrom2030yards",2009
22,22,"Glen Day",79,NA,542.833,65,43,"ProximitytoHolefrom2030yards",2009
22,22,"Adam Scott",53,NA,519.167,62,171,"ProximitytoHolefrom2030yards",2009
24,24,"Steve Flesch",77,NA,697.167,83,50,"ProximitytoHolefrom2030yards",2009
24,24,"Jim Furyk",86,NA,705.417,84,8,"ProximitytoHolefrom2030yards",2009
24,24,"Jerry Kelly",90,NA,938.083,111,45,"ProximitytoHolefrom2030yards",2009
24,24,"Scott McCarron",91,NA,1093.5,130,18,"ProximitytoHolefrom2030yards",2009
