"ConsecutivePar3Birdies_RANKTHISWEEK_2008","ConsecutivePar3Birdies_RANKLASTWEEK_2008","ConsecutivePar3Birdies_PLAYERNAME_2008","ConsecutivePar3Birdies_EVENTS_2008","ConsecutivePar3Birdies_NUMBEROFHOLES_2008","stat_name","year"
1,1,"Craig Kanada",23,5,"ConsecutivePar3Birdies",2008
1,1,"Tim Petrovic",32,5,"ConsecutivePar3Birdies",2008
3,3,"Brad Adamonis",29,4,"ConsecutivePar3Birdies",2008
3,3,"Jonathan Byrd",27,4,"ConsecutivePar3Birdies",2008
3,3,"Ken Duke",33,4,"ConsecutivePar3Birdies",2008
3,3,"Steve Elkington",25,4,"ConsecutivePar3Birdies",2008
3,3,"Richard Green",9,4,"ConsecutivePar3Birdies",2008
3,3,"Martin Laird",29,4,"ConsecutivePar3Birdies",2008
3,3,"Michael Letzig",29,4,"ConsecutivePar3Birdies",2008
3,3,"David Lutterus",23,4,"ConsecutivePar3Birdies",2008
3,3,"Scott McCarron",22,4,"ConsecutivePar3Birdies",2008
3,3,"George McNeill",29,4,"ConsecutivePar3Birdies",2008
3,3,"Kevin Streelman",32,4,"ConsecutivePar3Birdies",2008
14,14,"Michael Allen",28,3,"ConsecutivePar3Birdies",2008
14,14,"Stephen Ames",24,3,"ConsecutivePar3Birdies",2008
14,14,"Billy Andrade",24,3,"ConsecutivePar3Birdies",2008
14,14,"Ryan Armour",32,3,"ConsecutivePar3Birdies",2008
14,14,"Eric Axley",35,3,"ConsecutivePar3Birdies",2008
14,14,"Briny Baird",30,3,"ConsecutivePar3Birdies",2008
14,14,"Cameron Beckman",29,3,"ConsecutivePar3Birdies",2008
14,14,"Shane Bertsch",29,3,"ConsecutivePar3Birdies",2008
14,14,"Justin Bolli",28,3,"ConsecutivePar3Birdies",2008
14,14,"Andrew Buckle",15,3,"ConsecutivePar3Birdies",2008
14,14,"Chad Campbell",28,3,"ConsecutivePar3Birdies",2008
14,14,"Alejandro Canizares",16,3,"ConsecutivePar3Birdies",2008
14,14,"Paul Casey",16,3,"ConsecutivePar3Birdies",2008
14,14,"Brandel Chamblee",1,3,"ConsecutivePar3Birdies",2008
14,14,"KJ Choi",21,3,"ConsecutivePar3Birdies",2008
14,14,"Tim Clark",27,3,"ConsecutivePar3Birdies",2008
14,14,"Ben Crane",25,3,"ConsecutivePar3Birdies",2008
14,14,"Ben Curtis",22,3,"ConsecutivePar3Birdies",2008
14,14,"Brian Davis",34,3,"ConsecutivePar3Birdies",2008
14,14,"Glen Day",19,3,"ConsecutivePar3Birdies",2008
14,14,"Joe Durant",28,3,"ConsecutivePar3Birdies",2008
14,14,"Brad Elder",23,3,"ConsecutivePar3Birdies",2008
14,14,"Ernie Els",16,3,"ConsecutivePar3Birdies",2008
14,14,"Bob Estes",28,3,"ConsecutivePar3Birdies",2008
14,14,"Richard Finch",2,3,"ConsecutivePar3Birdies",2008
14,14,"Nick Flanagan",29,3,"ConsecutivePar3Birdies",2008
14,14,"Harrison Frazar",23,3,"ConsecutivePar3Birdies",2008
14,14,"Cody Freeman",26,3,"ConsecutivePar3Birdies",2008
14,14,"Robert Garrigus",29,3,"ConsecutivePar3Birdies",2008
14,14,"Lucas Glover",26,3,"ConsecutivePar3Birdies",2008
14,14,"Mathew Goggin",27,3,"ConsecutivePar3Birdies",2008
14,14,"Retief Goosen",18,3,"ConsecutivePar3Birdies",2008
14,14,"Paul Goydos",25,3,"ConsecutivePar3Birdies",2008
14,14,"Nathan Green",30,3,"ConsecutivePar3Birdies",2008
14,14,"Bill Haas",31,3,"ConsecutivePar3Birdies",2008
14,14,"Todd Hamilton",28,3,"ConsecutivePar3Birdies",2008
14,14,"Padraig Harrington",15,3,"ConsecutivePar3Birdies",2008
14,14,"Dudley Hart",22,3,"ConsecutivePar3Birdies",2008
14,14,"Bob Heintz",17,3,"ConsecutivePar3Birdies",2008
14,14,"JJ Henry",34,3,"ConsecutivePar3Birdies",2008
14,14,"Gabriel Hjertstedt",4,3,"ConsecutivePar3Birdies",2008
14,14,"Lee Janzen",28,3,"ConsecutivePar3Birdies",2008
14,14,"Kent Jones",23,3,"ConsecutivePar3Birdies",2008
14,14,"Matt Jones",31,3,"ConsecutivePar3Birdies",2008
14,14,"Jerry Kelly",31,3,"ConsecutivePar3Birdies",2008
14,14,"Justin Leonard",25,3,"ConsecutivePar3Birdies",2008
14,14,"Frank Lickliter II",32,3,"ConsecutivePar3Birdies",2008
14,14,"Steve Lowery",25,3,"ConsecutivePar3Birdies",2008
14,14,"Jeff Maggert",28,3,"ConsecutivePar3Birdies",2008
14,14,"Hunter Mahan",27,3,"ConsecutivePar3Birdies",2008
14,14,"John Mallinger",29,3,"ConsecutivePar3Birdies",2008
14,14,"Steve Marino",32,3,"ConsecutivePar3Birdies",2008
14,14,"Jim McGovern",26,3,"ConsecutivePar3Birdies",2008
14,14,"Parker McLachlin",27,3,"ConsecutivePar3Birdies",2008
14,14,"Kevin Na",29,3,"ConsecutivePar3Birdies",2008
14,14,"Nick OHern",26,3,"ConsecutivePar3Birdies",2008
14,14,"Joe Ogilvie",29,3,"ConsecutivePar3Birdies",2008
14,14,"Jin Park",30,3,"ConsecutivePar3Birdies",2008
14,14,"Jesper Parnevik",29,3,"ConsecutivePar3Birdies",2008
14,14,"Pat Perez",27,3,"ConsecutivePar3Birdies",2008
14,14,"Tom Pernice Jr",30,3,"ConsecutivePar3Birdies",2008
14,14,"Stephen Poole",1,3,"ConsecutivePar3Birdies",2008
14,14,"Ian Poulter",15,3,"ConsecutivePar3Birdies",2008
14,14,"Chez Reavie",30,3,"ConsecutivePar3Birdies",2008
14,14,"Tag Ridings",29,3,"ConsecutivePar3Birdies",2008
14,14,"John Riegger",24,3,"ConsecutivePar3Birdies",2008
14,14,"John Rollins",28,3,"ConsecutivePar3Birdies",2008
14,14,"Andres Romero",20,3,"ConsecutivePar3Birdies",2008
14,14,"Patrick Sheehan",35,3,"ConsecutivePar3Birdies",2008
14,14,"Heath Slocum",29,3,"ConsecutivePar3Birdies",2008
14,14,"Brandt Snedeker",26,3,"ConsecutivePar3Birdies",2008
14,14,"Bob Sowards",22,3,"ConsecutivePar3Birdies",2008
14,14,"Kevin Stadler",30,3,"ConsecutivePar3Birdies",2008
14,14,"Steve Stricker",22,3,"ConsecutivePar3Birdies",2008
14,14,"Chris Stroud",29,3,"ConsecutivePar3Birdies",2008
14,14,"Vaughn Taylor",32,3,"ConsecutivePar3Birdies",2008
14,14,"Marc Turnesa",29,3,"ConsecutivePar3Birdies",2008
14,14,"Bob Tway",20,3,"ConsecutivePar3Birdies",2008
14,14,"Omar Uresti",24,3,"ConsecutivePar3Birdies",2008
14,14,"Scott Verplank",24,3,"ConsecutivePar3Birdies",2008
14,14,"Camilo Villegas",22,3,"ConsecutivePar3Birdies",2008
14,14,"Johnson Wagner",26,3,"ConsecutivePar3Birdies",2008
14,14,"Duffy Waldorf",4,3,"ConsecutivePar3Birdies",2008
14,14,"Jimmy Walker",24,3,"ConsecutivePar3Birdies",2008
14,14,"Bubba Watson",29,3,"ConsecutivePar3Birdies",2008
14,14,"Charlie Wi",27,3,"ConsecutivePar3Birdies",2008
14,14,"Tim Wilkinson",29,3,"ConsecutivePar3Birdies",2008
14,14,"Mark Wilson",29,3,"ConsecutivePar3Birdies",2008
14,14,"Casey Wittenberg",4,3,"ConsecutivePar3Birdies",2008
103,103,"Steve Allan",21,2,"ConsecutivePar3Birdies",2008
103,103,"Robert Allenby",28,2,"ConsecutivePar3Birdies",2008
103,103,"Jason Allred",23,2,"ConsecutivePar3Birdies",2008
103,103,"Stuart Appleby",23,2,"ConsecutivePar3Birdies",2008
103,103,"Tommy Armour III",25,2,"ConsecutivePar3Birdies",2008
103,103,"Woody Austin",30,2,"ConsecutivePar3Birdies",2008
103,103,"Aaron Baddeley",22,2,"ConsecutivePar3Birdies",2008
103,103,"Craig Barlow",15,2,"ConsecutivePar3Birdies",2008
103,103,"Brian Bateman",18,2,"ConsecutivePar3Birdies",2008
103,103,"Rich Beem",29,2,"ConsecutivePar3Birdies",2008
103,103,"Notah Begay III",9,2,"ConsecutivePar3Birdies",2008
103,103,"Henrik Bjornstad",1,2,"ConsecutivePar3Birdies",2008
103,103,"Jeffrey Bors",1,2,"ConsecutivePar3Birdies",2008
103,103,"Michael Bradley",14,2,"ConsecutivePar3Birdies",2008
103,103,"Mark Brooks",17,2,"ConsecutivePar3Birdies",2008
