"Front9Par4ScoringAverage_RANKTHISWEEK_2010","Front9Par4ScoringAverage_RANKLASTWEEK_2010","Front9Par4ScoringAverage_PLAYERNAME_2010","Front9Par4ScoringAverage_ROUNDS_2010","Front9Par4ScoringAverage_AVG_2010","Front9Par4ScoringAverage_TOTALSTROKES_2010","Front9Par4ScoringAverage_TOTALHOLES_2010","stat_name","year"
1,1,"Matt Kuchar",97,3.93,2080,529,"Front9Par4ScoringAverage",2010
1,1,"Carl Pettersson",99,3.93,2128,541,"Front9Par4ScoringAverage",2010
3,3,"Dean Wilson",54,3.94,1199,304,"Front9Par4ScoringAverage",2010
4,4,"Paul Casey",64,3.95,1288,326,"Front9Par4ScoringAverage",2010
4,4,"Graham DeLaet",88,3.95,1929,488,"Front9Par4ScoringAverage",2010
4,4,"Joe Durant",67,3.95,1480,375,"Front9Par4ScoringAverage",2010
7,7,"Greg Chalmers",93,3.96,2040,515,"Front9Par4ScoringAverage",2010
7,7,"Chris Couch",66,3.96,1438,363,"Front9Par4ScoringAverage",2010
7,7,"Steve Marino",81,3.96,1749,442,"Front9Par4ScoringAverage",2010
7,7,"Bo Van Pelt",104,3.96,2287,578,"Front9Par4ScoringAverage",2010
7,7,"YE Yang",72,3.96,1562,394,"Front9Par4ScoringAverage",2010
12,12,"Steve Elkington",74,3.97,1566,394,"Front9Par4ScoringAverage",2010
12,12,"Ernie Els",72,3.97,1533,386,"Front9Par4ScoringAverage",2010
12,12,"Rory McIlroy",54,3.97,1151,290,"Front9Par4ScoringAverage",2010
12,12,"Chris Riley",73,3.97,1625,409,"Front9Par4ScoringAverage",2010
12,12,"Adam Scott",70,3.97,1470,370,"Front9Par4ScoringAverage",2010
17,17,"Ben Crane",85,3.98,1835,461,"Front9Par4ScoringAverage",2010
17,17,"Brian Gay",101,3.98,2161,543,"Front9Par4ScoringAverage",2010
17,17,"Retief Goosen",75,3.98,1572,395,"Front9Par4ScoringAverage",2010
17,17,"Freddie Jacobson",83,3.98,1833,461,"Front9Par4ScoringAverage",2010
17,17,"Richard Johnson",90,3.98,2018,507,"Front9Par4ScoringAverage",2010
17,17,"Scott McCarron",90,3.98,1967,494,"Front9Par4ScoringAverage",2010
17,17,"Kevin Na",94,3.98,2077,522,"Front9Par4ScoringAverage",2010
17,17,"Jeff Overton",89,3.98,2004,503,"Front9Par4ScoringAverage",2010
17,17,"Pat Perez",90,3.98,1990,500,"Front9Par4ScoringAverage",2010
17,17,"Justin Rose",78,3.98,1742,438,"Front9Par4ScoringAverage",2010
17,17,"John Senden",103,3.98,2281,573,"Front9Par4ScoringAverage",2010
17,17,"Jeev Milkha Singh",59,3.98,1258,316,"Front9Par4ScoringAverage",2010
17,17,"Kevin Sutherland",86,3.98,1886,474,"Front9Par4ScoringAverage",2010
17,17,"Charles Warren",64,3.98,1410,354,"Front9Par4ScoringAverage",2010
31,31,"Jonathan Byrd",85,3.99,1908,478,"Front9Par4ScoringAverage",2010
31,31,"Stewart Cink",84,3.99,1773,444,"Front9Par4ScoringAverage",2010
31,31,"Chad Collins",87,3.99,1924,482,"Front9Par4ScoringAverage",2010
31,31,"Michael Connell",89,3.99,1943,487,"Front9Par4ScoringAverage",2010
31,31,"Brendon de Jonge",114,3.99,2468,618,"Front9Par4ScoringAverage",2010
31,31,"Rickie Fowler",98,3.99,2163,542,"Front9Par4ScoringAverage",2010
31,31,"Tom Gillis",97,3.99,2102,527,"Front9Par4ScoringAverage",2010
31,31,"Bill Haas",87,3.99,1881,471,"Front9Par4ScoringAverage",2010
31,31,"JJ Henry",92,3.99,2019,506,"Front9Par4ScoringAverage",2010
31,31,"Charles Howell III",103,3.99,2236,561,"Front9Par4ScoringAverage",2010
31,31,"Zach Johnson",93,3.99,2024,507,"Front9Par4ScoringAverage",2010
31,31,"Justin Leonard",89,3.99,2013,504,"Front9Par4ScoringAverage",2010
31,31,"Spencer Levin",110,3.99,2412,604,"Front9Par4ScoringAverage",2010
31,31,"Ryan Palmer",84,3.99,1827,458,"Front9Par4ScoringAverage",2010
31,31,"Tom Pernice Jr",74,3.99,1640,411,"Front9Par4ScoringAverage",2010
31,31,"Kenny Perry",69,3.99,1516,380,"Front9Par4ScoringAverage",2010
31,31,"DA Points",90,3.99,1995,500,"Front9Par4ScoringAverage",2010
