"YTDRoundsin60sStreak_RANKTHISWEEK_2005","YTDRoundsin60sStreak_RANKLASTWEEK_2005","YTDRoundsin60sStreak_PLAYERNAME_2005","YTDRoundsin60sStreak__2005","YTDRoundsin60sStreak_BESTSTREAK_2005","stat_name","year"
1,1,"Harrison Frazar",NA,13,"YTDRoundsin60sStreak",2005
2,2,"JP Hayes",NA,11,"YTDRoundsin60sStreak",2005
3,3,"Rocco Mediate",NA,10,"YTDRoundsin60sStreak",2005
3,3,"Joey Sindelar",NA,10,"YTDRoundsin60sStreak",2005
5,5,"Ben Crane",NA,9,"YTDRoundsin60sStreak",2005
5,5,"Jim Furyk",NA,9,"YTDRoundsin60sStreak",2005
5,5,"John Huston",NA,9,"YTDRoundsin60sStreak",2005
5,5,"Heath Slocum",NA,9,"YTDRoundsin60sStreak",2005
9,9,"Steve Lowery",NA,8,"YTDRoundsin60sStreak",2005
9,9,"Rory Sabbatini",NA,8,"YTDRoundsin60sStreak",2005
9,9,"Bob Tway",NA,8,"YTDRoundsin60sStreak",2005
12,12,"Bart Bryant",NA,7,"YTDRoundsin60sStreak",2005
12,12,"Bernhard Langer",NA,7,"YTDRoundsin60sStreak",2005
12,12,"Stephen Leaney",NA,7,"YTDRoundsin60sStreak",2005
12,12,"Rod Pampling",NA,7,"YTDRoundsin60sStreak",2005
12,12,"Loren Roberts",NA,7,"YTDRoundsin60sStreak",2005
12,12,"Wes Short Jr",NA,7,"YTDRoundsin60sStreak",2005
12,12,"Chris Smith",NA,7,"YTDRoundsin60sStreak",2005
12,12,"David Toms",NA,7,"YTDRoundsin60sStreak",2005
12,12,"Scott Verplank",NA,7,"YTDRoundsin60sStreak",2005
21,21,"Jason Bohn",NA,6,"YTDRoundsin60sStreak",2005
21,21,"John Daly",NA,6,"YTDRoundsin60sStreak",2005
21,21,"Luke Donald",NA,6,"YTDRoundsin60sStreak",2005
21,21,"Richard Johnson",NA,6,"YTDRoundsin60sStreak",2005
21,21,"Brendan Jones",NA,6,"YTDRoundsin60sStreak",2005
21,21,"Jerry Kelly",NA,6,"YTDRoundsin60sStreak",2005
21,21,"Andrew Magee",NA,6,"YTDRoundsin60sStreak",2005
21,21,"Jeff Maggert",NA,6,"YTDRoundsin60sStreak",2005
21,21,"Shaun Micheel",NA,6,"YTDRoundsin60sStreak",2005
21,21,"Phil Mickelson",NA,6,"YTDRoundsin60sStreak",2005
21,21,"Arron Oberholser",NA,6,"YTDRoundsin60sStreak",2005
21,21,"Jose Maria Olazabal",NA,6,"YTDRoundsin60sStreak",2005
21,21,"Ryan Palmer",NA,6,"YTDRoundsin60sStreak",2005
21,21,"Carl Pettersson",NA,6,"YTDRoundsin60sStreak",2005
21,21,"Ted Purdy",NA,6,"YTDRoundsin60sStreak",2005
21,21,"John Senden",NA,6,"YTDRoundsin60sStreak",2005
21,21,"Craig Stadler",NA,6,"YTDRoundsin60sStreak",2005
21,21,"Darron Stiles",NA,6,"YTDRoundsin60sStreak",2005
21,21,"Hidemichi Tanaka",NA,6,"YTDRoundsin60sStreak",2005
21,21,"Tiger Woods",NA,6,"YTDRoundsin60sStreak",2005
41,41,"Woody Austin",NA,5,"YTDRoundsin60sStreak",2005
41,41,"KJ Choi",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Tim Clark",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Fred Couples",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Ben Curtis",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Robert Damron",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Brian Davis",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Steve Elkington",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Sergio Garcia",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Brian Gay",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Lucas Glover",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Mathias Gronberg",NA,5,"YTDRoundsin60sStreak",2005
41,41,"JJ Henry",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Jonathan Kaye",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Hank Kuehne",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Justin Leonard",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Spencer Levin",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Hunter Mahan",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Shigeki Maruyama",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Billy Mayfair",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Colin Montgomerie",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Kevin Na",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Sean OHair",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Jesper Parnevik",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Tom Pernice Jr",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Kenny Perry",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Nick Price",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Phillip Price",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Tag Ridings",NA,5,"YTDRoundsin60sStreak",2005
41,41,"John Rollins",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Patrick Sheehan",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Vijay Singh",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Joey Snyder III",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Mike Springer",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Steve Stricker",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Hideto Tanihara",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Roland Thatcher",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Tjaart van der Walt",NA,5,"YTDRoundsin60sStreak",2005
41,41,"Mark Wilson",NA,5,"YTDRoundsin60sStreak",2005
80,80,"Robert Allenby",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Stephen Ames",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Billy Andrade",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Stuart Appleby",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Aaron Baddeley",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Briny Baird",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Doug Barron",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Rich Beem",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Guy Boros",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Jeff Brehaut",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Olin Browne",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Angel Cabrera",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Mark Calcavecchia",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Chad Campbell",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Jim Carter",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Alex Cejka",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Stewart Cink",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Paul Claxton",NA,4,"YTDRoundsin60sStreak",2005
80,80,"John Cook",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Matt Davidson",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Marco Dawson",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Jay Delsing",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Bob Estes",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Todd Fischer",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Carlos Franco",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Fred Funk",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Robert Gamez",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Brent Geiberger",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Nick Gilliam",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Scott Gutschewski",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Jay Haas",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Padraig Harrington",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Dudley Hart",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Bob Heintz",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Scott Hend",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Bradley Hughes",NA,4,"YTDRoundsin60sStreak",2005
80,80,"Ryuji Imada",NA,4,"YTDRoundsin60sStreak",2005
