"ProximitytoHolefrom30yards_RANKTHISWEEK_2010","ProximitytoHolefrom30yards_RANKLASTWEEK_2010","ProximitytoHolefrom30yards_PLAYERNAME_2010","ProximitytoHolefrom30yards_ROUNDS_2010","ProximitytoHolefrom30yards_AVGDTP_2010","ProximitytoHolefrom30yards_TOTALDISTANCEFEET_2010","ProximitytoHolefrom30yards_OFSHOTS_2010","ProximitytoHolefrom30yards_SCRAMBLINGRANK_2010","stat_name","year"
1,1,"Justin Rose",78,NA,313.917,38,13,"ProximitytoHolefrom30yards",2010
2,2,"Jeev Milkha Singh",59,NA,399.417,44,15,"ProximitytoHolefrom30yards",2010
3,3,"Jonathan Byrd",85,NA,574.833,58,34,"ProximitytoHolefrom30yards",2010
4,4,"Charles Howell III",103,NA,839.25,84,7,"ProximitytoHolefrom30yards",2010
4,4,"Chris Riley",73,NA,428.667,43,6,"ProximitytoHolefrom30yards",2010
4,4,"Rory Sabbatini",79,NA,619.083,62,128,"ProximitytoHolefrom30yards",2010
7,7,"Rich Barcelo",70,NA,536.167,53,168,"ProximitytoHolefrom30yards",2010
8,8,"Chris DiMarco",88,NA,631.25,62,29,"ProximitytoHolefrom30yards",2010
9,9,"Phil Mickelson",76,NA,456.25,44,31,"ProximitytoHolefrom30yards",2010
9,9,"Steve Stricker",73,NA,350.833,34,14,"ProximitytoHolefrom30yards",2010
11,11,"Tim Clark",88,NA,269.75,26,20,"ProximitytoHolefrom30yards",2010
11,11,"Brendon de Jonge",114,NA,595.917,57,145,"ProximitytoHolefrom30yards",2010
11,11,"Heath Slocum",97,NA,542.167,52,19,"ProximitytoHolefrom30yards",2010
14,14,"Paul Casey",64,NA,419.667,40,45,"ProximitytoHolefrom30yards",2010
14,14,"Omar Uresti",74,NA,408.167,39,38,"ProximitytoHolefrom30yards",2010
16,16,"Michael Bradley",77,NA,509.167,48,67,"ProximitytoHolefrom30yards",2010
16,16,"JP Hayes",79,NA,645.667,61,141,"ProximitytoHolefrom30yards",2010
16,16,"Sean OHair",84,NA,539.583,51,32,"ProximitytoHolefrom30yards",2010
