"ConsecutiveSandSaves_RANKTHISWEEK_2005","ConsecutiveSandSaves_RANKLASTWEEK_2005","ConsecutiveSandSaves_PLAYERNAME_2005","ConsecutiveSandSaves_EVENTS_2005","ConsecutiveSandSaves_STREAK_2005","ConsecutiveSandSaves_CURRENTSTREAK_2005","ConsecutiveSandSaves_ROUND_2005","ConsecutiveSandSaves_HOLE_2005","ConsecutiveSandSaves_YEARTOURN_2005","stat_name","year"
1,1,"Luke Donald",18,18,1,1,16,2005020,"ConsecutiveSandSaves",2005
2,2,"Steve Flesch",30,14,NA,2,3,2005130,"ConsecutiveSandSaves",2005
3,3,"Jim Carter",25,12,1,1,4,2005370,"ConsecutiveSandSaves",2005
3,3,"David Peoples",12,12,3,2,4,2005350,"ConsecutiveSandSaves",2005
5,5,"Brian Davis",23,11,1,1,17,2005060,"ConsecutiveSandSaves",2005
6,6,"Ben Crane",21,10,4,1,16,2005290,"ConsecutiveSandSaves",2005
6,6,"Marco Dawson",23,10,10,4,13,2005480,"ConsecutiveSandSaves",2005
6,6,"Fred Funk",30,10,NA,2,11,2005220,"ConsecutiveSandSaves",2005
6,6,"Brian Gay",33,10,NA,3,7,2005210,"ConsecutiveSandSaves",2005
6,6,"Bill Haas",6,10,1,2,1,2005030,"ConsecutiveSandSaves",2005
6,6,"Glen Hnatiuk",21,10,NA,4,9,2005280,"ConsecutiveSandSaves",2005
6,6,"JL Lewis",30,10,5,2,17,2005260,"ConsecutiveSandSaves",2005
6,6,"Phil Mickelson",21,10,4,4,16,2005030,"ConsecutiveSandSaves",2005
6,6,"Geoff Ogilvy",26,10,2,1,12,2005270,"ConsecutiveSandSaves",2005
6,6,"Ian Poulter",20,10,1,1,11,2005450,"ConsecutiveSandSaves",2005
6,6,"John Senden",29,10,2,2,1,2005200,"ConsecutiveSandSaves",2005
6,6,"Mike Weir",23,10,NA,2,9,2005270,"ConsecutiveSandSaves",2005
18,18,"Colby Beckstrom",2,9,NA,2,2,2005200,"ConsecutiveSandSaves",2005
18,18,"Retief Goosen",18,9,1,2,17,2005150,"ConsecutiveSandSaves",2005
18,18,"Freddie Jacobson",23,9,3,1,5,2005270,"ConsecutiveSandSaves",2005
18,18,"Franklin Langham",31,9,NA,2,4,2005270,"ConsecutiveSandSaves",2005
18,18,"Tom Lehman",20,9,1,3,10,2005470,"ConsecutiveSandSaves",2005
18,18,"Len Mattiace",34,9,NA,2,4,2005020,"ConsecutiveSandSaves",2005
18,18,"Larry Mize",18,9,NA,1,15,2005020,"ConsecutiveSandSaves",2005
18,18,"Joe Ogilvie",30,9,2,2,16,2005410,"ConsecutiveSandSaves",2005
18,18,"Pat Perez",28,9,1,1,3,2005120,"ConsecutiveSandSaves",2005
18,18,"Carl Pettersson",34,9,4,2,14,2005470,"ConsecutiveSandSaves",2005
18,18,"Jeff Sluman",28,9,NA,4,17,2005280,"ConsecutiveSandSaves",2005
18,18,"Mark Wilson",25,9,3,1,2,2005460,"ConsecutiveSandSaves",2005
18,18,"Tiger Woods",21,9,2,4,15,2005030,"ConsecutiveSandSaves",2005
31,31,"Tommy Armour III",29,8,NA,4,9,2005170,"ConsecutiveSandSaves",2005
31,31,"Rich Beem",26,8,NA,2,10,2005470,"ConsecutiveSandSaves",2005
31,31,"Tim Clark",26,8,2,1,14,2005340,"ConsecutiveSandSaves",2005
31,31,"Jose Coceres",22,8,1,2,7,2005380,"ConsecutiveSandSaves",2005
31,31,"Robert Damron",28,8,NA,3,7,2005130,"ConsecutiveSandSaves",2005
31,31,"Joe Durant",25,8,NA,1,14,2005210,"ConsecutiveSandSaves",2005
31,31,"Scott Gutschewski",27,8,NA,4,3,2005060,"ConsecutiveSandSaves",2005
31,31,"Brandt Jobe",27,8,2,1,10,2005470,"ConsecutiveSandSaves",2005
31,31,"Jonathan Kaye",24,8,1,4,16,2005210,"ConsecutiveSandSaves",2005
31,31,"Skip Kendall",32,8,NA,4,3,2005040,"ConsecutiveSandSaves",2005
31,31,"Neal Lancaster",31,8,1,1,9,2005280,"ConsecutiveSandSaves",2005
31,31,"Sean OHair",29,8,NA,1,1,2005200,"ConsecutiveSandSaves",2005
31,31,"Corey Pavin",23,8,NA,2,5,2005020,"ConsecutiveSandSaves",2005
31,31,"Tom Pernice Jr",32,8,4,1,4,2005180,"ConsecutiveSandSaves",2005
31,31,"Tim Petrovic",32,8,1,4,15,2005430,"ConsecutiveSandSaves",2005
31,31,"Vijay Singh",30,8,1,3,9,2005030,"ConsecutiveSandSaves",2005
31,31,"Kevin Sutherland",26,8,NA,2,12,2005270,"ConsecutiveSandSaves",2005
31,31,"Hidemichi Tanaka",34,8,NA,2,10,2005220,"ConsecutiveSandSaves",2005
31,31,"Bob Tway",26,8,1,4,17,2005030,"ConsecutiveSandSaves",2005
31,31,"Scott Verplank",25,8,NA,4,17,2005460,"ConsecutiveSandSaves",2005
31,31,"Camilo Villegas",2,8,NA,2,16,2005100,"ConsecutiveSandSaves",2005
52,52,"Stephen Ames",24,7,3,4,15,2005390,"ConsecutiveSandSaves",2005
52,52,"Billy Andrade",26,7,2,2,10,2005040,"ConsecutiveSandSaves",2005
52,52,"Stuart Appleby",25,7,2,2,8,2005230,"ConsecutiveSandSaves",2005
52,52,"Woody Austin",30,7,1,1,2,2005180,"ConsecutiveSandSaves",2005
52,52,"Aaron Baddeley",27,7,5,4,14,2005050,"ConsecutiveSandSaves",2005
52,52,"Briny Baird",33,7,1,2,8,2005310,"ConsecutiveSandSaves",2005
52,52,"Craig Barlow",26,7,NA,1,6,2005270,"ConsecutiveSandSaves",2005
52,52,"Jason Bohn",28,7,NA,1,8,2005290,"ConsecutiveSandSaves",2005
52,52,"Justin Bolli",24,7,NA,2,11,2005370,"ConsecutiveSandSaves",2005
52,52,"Danny Briggs",29,7,1,1,5,2005140,"ConsecutiveSandSaves",2005
52,52,"Paul Casey",10,7,NA,1,16,2005300,"ConsecutiveSandSaves",2005
52,52,"KJ Choi",24,7,1,2,16,2005410,"ConsecutiveSandSaves",2005
52,52,"Daniel Chopra",34,7,5,1,15,2005460,"ConsecutiveSandSaves",2005
52,52,"Gavin Coles",22,7,7,3,7,2005470,"ConsecutiveSandSaves",2005
52,52,"John Daly",25,7,7,1,4,2005450,"ConsecutiveSandSaves",2005
52,52,"Glen Day",27,7,2,2,13,2005110,"ConsecutiveSandSaves",2005
52,52,"James Driscoll",26,7,1,2,5,2005100,"ConsecutiveSandSaves",2005
52,52,"John Elliott",25,7,NA,1,9,2005220,"ConsecutiveSandSaves",2005
52,52,"Tom Gillis",28,7,NA,4,6,2005030,"ConsecutiveSandSaves",2005
52,52,"Paul Goydos",15,7,NA,2,9,2005280,"ConsecutiveSandSaves",2005
52,52,"Tim Herron",28,7,NA,2,9,2005490,"ConsecutiveSandSaves",2005
52,52,"Charles Howell III",29,7,1,1,18,2005150,"ConsecutiveSandSaves",2005
52,52,"Ryuji Imada",25,7,2,1,2,2005220,"ConsecutiveSandSaves",2005
52,52,"Lee Janzen",26,7,NA,1,12,2005340,"ConsecutiveSandSaves",2005
52,52,"Hank Kuehne",30,7,2,3,4,2005020,"ConsecutiveSandSaves",2005
