"PuttingfromInside5_RANKTHISWEEK_2015","PuttingfromInside5_RANKLASTWEEK_2015","PuttingfromInside5_PLAYERNAME_2015","PuttingfromInside5_ROUNDS_2015","PuttingfromInside5_Pct_2015","PuttingfromInside5_ATTEMPTS_2015","PuttingfromInside5_PUTTSMADE_2015","stat_name","year"
33,33,"Andrew Putnam",68,97.35,754,734,"PuttingfromInside5",2015
34,34,"Hideki Matsuyama",95,97.34,977,951,"PuttingfromInside5",2015
35,35,"Andres Romero",69,97.33,749,729,"PuttingfromInside5",2015
36,36,"Jason Bohn",95,97.3,1221,1188,"PuttingfromInside5",2015
37,37,"Oscar Fraustro",58,97.27,586,570,"PuttingfromInside5",2015
37,37,"Patrick Rodgers",57,97.27,659,641,"PuttingfromInside5",2015
37,37,"Bo Van Pelt",81,97.27,917,892,"PuttingfromInside5",2015
40,40,"David Lingmerth",90,97.24,1013,985,"PuttingfromInside5",2015
40,40,"Brandt Snedeker",98,97.24,1014,986,"PuttingfromInside5",2015
42,42,"Ricky Barnes",82,97.23,901,876,"PuttingfromInside5",2015
42,42,"Chad Collins",79,97.23,902,877,"PuttingfromInside5",2015
42,42,"Boo Weekley",79,97.23,974,947,"PuttingfromInside5",2015
45,45,"Dustin Johnson",75,97.21,753,732,"PuttingfromInside5",2015
46,46,"Brendon de Jonge",106,97.2,1321,1284,"PuttingfromInside5",2015
47,47,"Derek Fathauer",81,97.18,922,896,"PuttingfromInside5",2015
47,47,"Sean OHair",86,97.18,1134,1102,"PuttingfromInside5",2015
49,49,"Graham DeLaet",65,97.16,776,754,"PuttingfromInside5",2015
50,50,"Steven Alker",62,97.13,732,711,"PuttingfromInside5",2015
51,51,"Alex Cejka",94,97.12,1146,1113,"PuttingfromInside5",2015
52,52,"Hunter Mahan",88,97.1,898,872,"PuttingfromInside5",2015
53,53,"Scott Pinckney",88,97.09,1031,1001,"PuttingfromInside5",2015
54,54,"Russell Henley",87,97.08,926,899,"PuttingfromInside5",2015
54,54,"Martin Laird",77,97.08,1027,997,"PuttingfromInside5",2015
56,56,"Jim Herman",88,97.07,1091,1059,"PuttingfromInside5",2015
57,57,"Troy Merritt",91,97.06,1123,1090,"PuttingfromInside5",2015
57,57,"Tyrone Van Aswegen",58,97.06,613,595,"PuttingfromInside5",2015
59,59,"Jonas Blixt",78,97.03,740,718,"PuttingfromInside5",2015
60,60,"Brooks Koepka",84,97.01,870,844,"PuttingfromInside5",2015
60,60,"Bryce Molder",91,97.01,1070,1038,"PuttingfromInside5",2015
62,62,"KJ Choi",66,97,800,776,"PuttingfromInside5",2015
63,63,"Zac Blair",108,96.99,1230,1193,"PuttingfromInside5",2015
63,63,"Danny Lee",120,96.99,1362,1321,"PuttingfromInside5",2015
65,65,"Steve Wheatcroft",87,96.97,989,959,"PuttingfromInside5",2015
66,66,"John Huh",102,96.96,1219,1182,"PuttingfromInside5",2015
66,66,"Shawn Stefani",94,96.96,1251,1213,"PuttingfromInside5",2015
68,68,"Colt Knost",90,96.95,1049,1017,"PuttingfromInside5",2015
68,68,"Roger Sloan",56,96.95,590,572,"PuttingfromInside5",2015
70,70,"George McNeill",93,96.94,1242,1204,"PuttingfromInside5",2015
71,71,"Paul Casey",87,96.93,879,852,"PuttingfromInside5",2015
71,71,"Patrick Reed",103,96.93,1044,1012,"PuttingfromInside5",2015
71,71,"Brian Stuard",97,96.93,1108,1074,"PuttingfromInside5",2015
74,74,"Justin Thomas",106,96.91,1360,1318,"PuttingfromInside5",2015
75,75,"Chad Campbell",97,96.88,1315,1274,"PuttingfromInside5",2015
76,76,"Robert Streb",110,96.86,1338,1296,"PuttingfromInside5",2015
76,76,"Hudson Swafford",97,96.86,1177,1140,"PuttingfromInside5",2015
78,78,"Aaron Baddeley",76,96.77,898,869,"PuttingfromInside5",2015
78,78,"Kevin Chappell",86,96.77,1053,1019,"PuttingfromInside5",2015
80,80,"Eric Axley",57,96.75,616,596,"PuttingfromInside5",2015
81,81,"Billy Horschel",99,96.74,1043,1009,"PuttingfromInside5",2015
81,81,"Lee Westwood",56,96.74,429,415,"PuttingfromInside5",2015
83,83,"Gary Woodland",81,96.73,765,740,"PuttingfromInside5",2015
84,84,"Steven Bowditch",103,96.71,1246,1205,"PuttingfromInside5",2015
84,84,"Jon Curran",83,96.71,941,910,"PuttingfromInside5",2015
84,84,"Luke Donald",71,96.71,760,735,"PuttingfromInside5",2015
84,84,"Charles Howell III",105,96.71,1458,1410,"PuttingfromInside5",2015
88,88,"Max Homa",78,96.7,879,850,"PuttingfromInside5",2015
88,88,"Rory Sabbatini",81,96.7,938,907,"PuttingfromInside5",2015
90,90,"Chesson Hadley",101,96.68,1234,1193,"PuttingfromInside5",2015
90,90,"Brian Harman",90,96.68,1114,1077,"PuttingfromInside5",2015
92,92,"Sangmoon Bae",98,96.67,1203,1163,"PuttingfromInside5",2015
92,92,"Adam Hadwin",95,96.67,1141,1103,"PuttingfromInside5",2015
94,94,"Jordan Spieth",91,96.66,899,869,"PuttingfromInside5",2015
95,95,"Scott Langley",94,96.65,1135,1097,"PuttingfromInside5",2015
96,96,"Daniel Berger",97,96.64,1192,1152,"PuttingfromInside5",2015
96,96,"Chris Kirk",76,96.64,804,777,"PuttingfromInside5",2015
98,98,"Jamie Donaldson",50,96.63,445,430,"PuttingfromInside5",2015
98,98,"Robert Garrigus",70,96.63,800,773,"PuttingfromInside5",2015
98,98,"William McGirt",103,96.63,1393,1346,"PuttingfromInside5",2015
101,101,"Russell Knox",96,96.62,1243,1201,"PuttingfromInside5",2015
101,101,"Spencer Levin",99,96.62,1213,1172,"PuttingfromInside5",2015
103,103,"Kevin Na",98,96.61,1004,970,"PuttingfromInside5",2015
104,104,"Keegan Bradley",87,96.59,910,879,"PuttingfromInside5",2015
105,105,"Roberto Castro",54,96.58,526,508,"PuttingfromInside5",2015
105,105,"Justin Leonard",61,96.58,760,734,"PuttingfromInside5",2015
107,107,"Cameron Tringale",96,96.55,1132,1093,"PuttingfromInside5",2015
108,108,"Brendan Steele",88,96.54,1070,1033,"PuttingfromInside5",2015
109,109,"Scott Brown",97,96.53,1180,1139,"PuttingfromInside5",2015
109,109,"Angel Cabrera",53,96.53,634,612,"PuttingfromInside5",2015
109,109,"Fabian Gomez",83,96.53,980,946,"PuttingfromInside5",2015
112,112,"JJ Henry",94,96.51,1145,1105,"PuttingfromInside5",2015
112,112,"DA Points",72,96.51,832,803,"PuttingfromInside5",2015
114,114,"James Hahn",94,96.5,1114,1075,"PuttingfromInside5",2015
115,115,"Nick Taylor",91,96.49,1141,1101,"PuttingfromInside5",2015
116,116,"Whee Kim",71,96.48,795,767,"PuttingfromInside5",2015
117,117,"Derek Ernst",75,96.47,936,903,"PuttingfromInside5",2015
118,118,"Zach Johnson",90,96.46,989,954,"PuttingfromInside5",2015
119,119,"Matt Every",73,96.45,788,760,"PuttingfromInside5",2015
120,120,"Chris Stroud",84,96.44,982,947,"PuttingfromInside5",2015
121,121,"Andres Gonzales",90,96.43,1092,1053,"PuttingfromInside5",2015
121,121,"Tom Hoge",83,96.43,897,865,"PuttingfromInside5",2015
123,123,"Retief Goosen",81,96.42,865,834,"PuttingfromInside5",2015
124,124,"Matt Jones",89,96.4,944,910,"PuttingfromInside5",2015
125,125,"Tony Finau",106,96.38,1327,1279,"PuttingfromInside5",2015
126,126,"Martin Flores",95,96.36,1154,1112,"PuttingfromInside5",2015
126,126,"Jason Gore",76,96.36,825,795,"PuttingfromInside5",2015
128,128,"Brice Garnett",81,96.29,917,883,"PuttingfromInside5",2015
128,128,"Ian Poulter",68,96.29,673,648,"PuttingfromInside5",2015
128,128,"Andrew Svoboda",80,96.29,996,959,"PuttingfromInside5",2015
131,131,"Seung Yul Noh",65,96.21,766,737,"PuttingfromInside5",2015
132,132,"Robert Allenby",63,96.2,764,735,"PuttingfromInside5",2015
132,132,"Luke Guthrie",84,96.2,974,937,"PuttingfromInside5",2015
132,132,"Ryan Moore",81,96.2,868,835,"PuttingfromInside5",2015
135,135,"Charley Hoffman",97,96.19,1077,1036,"PuttingfromInside5",2015
136,136,"Chez Reavie",56,96.17,732,704,"PuttingfromInside5",2015
137,137,"SJ Park",79,96.16,938,902,"PuttingfromInside5",2015
138,138,"JB Holmes",89,96.15,935,899,"PuttingfromInside5",2015
138,138,"Mark Hubbard",79,96.15,882,848,"PuttingfromInside5",2015
140,140,"Ken Duke",93,96.13,1111,1068,"PuttingfromInside5",2015
141,141,"Carlos Ortiz",100,96.12,1187,1141,"PuttingfromInside5",2015
142,142,"Morgan Hoffmann",85,96.11,976,938,"PuttingfromInside5",2015
142,142,"Jason Kokrak",88,96.11,1158,1113,"PuttingfromInside5",2015
144,144,"Ryo Ishikawa",90,96.1,1078,1036,"PuttingfromInside5",2015
145,145,"Brian Davis",86,96.02,1004,964,"PuttingfromInside5",2015
146,146,"Ben Crane",62,95.98,747,717,"PuttingfromInside5",2015
147,147,"Jerry Kelly",79,95.97,942,904,"PuttingfromInside5",2015
148,148,"Sam Saunders",83,95.95,914,877,"PuttingfromInside5",2015
149,149,"Scott Piercy",90,95.94,1181,1133,"PuttingfromInside5",2015
149,149,"Charl Schwartzel",67,95.94,616,591,"PuttingfromInside5",2015
151,151,"Marc Leishman",74,95.9,780,748,"PuttingfromInside5",2015
152,152,"Jonathan Randolph",72,95.89,802,769,"PuttingfromInside5",2015
153,153,"Mark Wilson",89,95.88,1166,1118,"PuttingfromInside5",2015
154,154,"Louis Oosthuizen",68,95.86,677,649,"PuttingfromInside5",2015
155,155,"Michael Thompson",83,95.83,1078,1033,"PuttingfromInside5",2015
156,156,"Geoff Ogilvy",50,95.8,524,502,"PuttingfromInside5",2015
157,157,"Jhonattan Vegas",90,95.79,1044,1000,"PuttingfromInside5",2015
158,158,"Jim Renner",68,95.78,829,794,"PuttingfromInside5",2015
159,159,"Nick Watney",91,95.76,1178,1128,"PuttingfromInside5",2015
160,160,"Tim Wilkinson",73,95.74,846,810,"PuttingfromInside5",2015
161,161,"Justin Rose",69,95.69,696,666,"PuttingfromInside5",2015
162,162,"Jonathan Byrd",69,95.67,739,707,"PuttingfromInside5",2015
163,163,"Davis Love III",51,95.58,634,606,"PuttingfromInside5",2015
164,164,"Stewart Cink",77,95.55,943,901,"PuttingfromInside5",2015
165,165,"Kyle Reifers",96,95.53,1140,1089,"PuttingfromInside5",2015
166,166,"Michael Putnam",87,95.49,1020,974,"PuttingfromInside5",2015
167,167,"Bill Lunde",50,95.45,527,503,"PuttingfromInside5",2015
168,168,"Heath Slocum",57,95.44,570,544,"PuttingfromInside5",2015
169,169,"Vijay Singh",78,95.43,1029,982,"PuttingfromInside5",2015
170,170,"Byron Smith",59,95.41,632,603,"PuttingfromInside5",2015
171,171,"Gonzalo Fdez Castano",81,95.37,950,906,"PuttingfromInside5",2015
172,172,"Scott Stallings",60,95.28,720,686,"PuttingfromInside5",2015
173,173,"Greg Owen",58,95.2,604,575,"PuttingfromInside5",2015
174,174,"Webb Simpson",81,94.97,955,907,"PuttingfromInside5",2015
175,175,"Nicholas Thompson",90,94.95,1030,978,"PuttingfromInside5",2015
176,176,"Jason Dufner",76,94.82,695,659,"PuttingfromInside5",2015
177,177,"John Merrick",78,94.62,873,826,"PuttingfromInside5",2015
178,178,"Camilo Villegas",83,94.56,1048,991,"PuttingfromInside5",2015
179,179,"Ernie Els",57,94.21,587,553,"PuttingfromInside5",2015
180,180,"Sergio Garcia",59,94,533,501,"PuttingfromInside5",2015
181,181,"Charlie Beljan",76,93.56,869,813,"PuttingfromInside5",2015
182,182,"Padraig Harrington",60,93.37,739,690,"PuttingfromInside5",2015
183,183,"Adam Scott",51,93.15,482,449,"PuttingfromInside5",2015
184,184,"Lucas Glover",79,91.78,1144,1050,"PuttingfromInside5",2015
