"3PuttsperRound_RANKTHISWEEK_2012","3PuttsperRound_RANKLASTWEEK_2012","3PuttsperRound_PLAYERNAME_2012","3PuttsperRound_ROUNDS_2012","3PuttsperRound_AVG_2012","3PuttsperRound_TOTAL3PUTTS_2012","3PuttsperRound_TOTALROUNDS_2012","stat_name","year"
1,1,"Robert Karlsson",54,0.9,47,52,"3PuttsperRound",2012
2,2,"Scott Dunlap",57,0.87,46,53,"3PuttsperRound",2012
2,2,"Gary Woodland",70,0.87,60,69,"3PuttsperRound",2012
4,4,"Cameron Beckman",81,0.84,65,77,"3PuttsperRound",2012
4,4,"Kyle Thompson",51,0.84,41,49,"3PuttsperRound",2012
6,6,"Ricky Barnes",92,0.83,73,88,"3PuttsperRound",2012
7,7,"Scott Brown",65,0.79,50,63,"3PuttsperRound",2012
7,7,"Brendan Steele",77,0.79,58,73,"3PuttsperRound",2012
9,9,"Martin Laird",77,0.77,56,73,"3PuttsperRound",2012
9,9,"Andres Romero",68,0.77,49,64,"3PuttsperRound",2012
11,11,"Charley Hoffman",88,0.74,65,88,"3PuttsperRound",2012
11,11,"Trevor Immelman",76,0.74,56,76,"3PuttsperRound",2012
11,11,"Josh Teater",97,0.74,69,93,"3PuttsperRound",2012
14,14,"Mark Anderson",75,0.73,53,73,"3PuttsperRound",2012
14,14,"Robert Garrigus",89,0.73,65,89,"3PuttsperRound",2012
16,16,"Kris Blanks",65,0.72,47,65,"3PuttsperRound",2012
16,16,"Kevin Chappell",91,0.72,63,87,"3PuttsperRound",2012
16,16,"Bill Lunde",83,0.72,57,79,"3PuttsperRound",2012
19,19,"Harrison Frazar",56,0.7,38,54,"3PuttsperRound",2012
20,20,"Marc Leishman",84,0.69,58,84,"3PuttsperRound",2012
20,20,"Chez Reavie",83,0.69,57,83,"3PuttsperRound",2012
20,20,"Henrik Stenson",51,0.69,35,51,"3PuttsperRound",2012
23,23,"Graham DeLaet",79,0.68,54,79,"3PuttsperRound",2012
23,23,"Greg Owen",90,0.68,61,90,"3PuttsperRound",2012
23,23,"DJ Trahan",73,0.68,47,69,"3PuttsperRound",2012
26,26,"Keegan Bradley",90,0.67,59,88,"3PuttsperRound",2012
26,26,"Scott Stallings",78,0.67,52,78,"3PuttsperRound",2012
26,26,"Boo Weekley",74,0.67,47,70,"3PuttsperRound",2012
26,26,"Lee Westwood",60,0.67,36,54,"3PuttsperRound",2012
30,30,"Stewart Cink",71,0.66,44,67,"3PuttsperRound",2012
30,30,"Bobby Gates",87,0.66,56,85,"3PuttsperRound",2012
30,30,"Ted Potter Jr",77,0.66,51,77,"3PuttsperRound",2012
30,30,"Adam Scott",59,0.66,38,58,"3PuttsperRound",2012
30,30,"Roland Thatcher",55,0.66,35,53,"3PuttsperRound",2012
35,35,"Billy Mayfair",90,0.65,56,86,"3PuttsperRound",2012
35,35,"Cameron Tringale",88,0.65,57,88,"3PuttsperRound",2012
35,35,"Jhonattan Vegas",77,0.65,50,77,"3PuttsperRound",2012
38,38,"Miguel Angel Carballo",73,0.64,44,69,"3PuttsperRound",2012
38,38,"Stephen Gangluff",57,0.64,35,55,"3PuttsperRound",2012
38,38,"Chris Kirk",93,0.64,57,89,"3PuttsperRound",2012
38,38,"Vijay Singh",99,0.64,63,99,"3PuttsperRound",2012
38,38,"Nick Watney",97,0.64,60,94,"3PuttsperRound",2012
43,43,"Robert Allenby",76,0.63,48,76,"3PuttsperRound",2012
43,43,"Chad Campbell",84,0.63,53,84,"3PuttsperRound",2012
43,43,"Jason Kokrak",79,0.63,47,75,"3PuttsperRound",2012
43,43,"John Merrick",83,0.63,50,79,"3PuttsperRound",2012
43,43,"DA Points",88,0.63,55,88,"3PuttsperRound",2012
43,43,"Kyle Stanley",86,0.63,53,84,"3PuttsperRound",2012
43,43,"Johnson Wagner",88,0.63,55,88,"3PuttsperRound",2012
50,50,"Rory Sabbatini",84,0.62,52,84,"3PuttsperRound",2012
51,51,"Ryuji Imada",78,0.61,46,76,"3PuttsperRound",2012
51,51,"John Rollins",81,0.61,47,77,"3PuttsperRound",2012
53,53,"Jonathan Byrd",69,0.6,41,68,"3PuttsperRound",2012
