"FirstTeeLateRound2ScoringAverage_RANKTHISWEEK_2011","FirstTeeLateRound2ScoringAverage_RANKLASTWEEK_2011","FirstTeeLateRound2ScoringAverage_PLAYERNAME_2011","FirstTeeLateRound2ScoringAverage__2011","FirstTeeLateRound2ScoringAverage_AVG_2011","FirstTeeLateRound2ScoringAverage_TOTALSTROKES_2011","FirstTeeLateRound2ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"Robert Garrigus",NA,67.25,269,4,"FirstTeeLateRound2ScoringAverage",2011
2,2,"DJ Trahan",NA,67.67,203,3,"FirstTeeLateRound2ScoringAverage",2011
3,3,"Chris Stroud",NA,67.8,339,5,"FirstTeeLateRound2ScoringAverage",2011
4,4,"Michael Bradley",NA,68,136,2,"FirstTeeLateRound2ScoringAverage",2011
4,4,"Robert Karlsson",NA,68,204,3,"FirstTeeLateRound2ScoringAverage",2011
6,6,"Webb Simpson",NA,68.1,681,10,"FirstTeeLateRound2ScoringAverage",2011
7,7,"Spencer Levin",NA,68.14,477,7,"FirstTeeLateRound2ScoringAverage",2011
8,8,"JB Holmes",NA,68.5,137,2,"FirstTeeLateRound2ScoringAverage",2011
9,9,"Jimmy Walker",NA,68.6,343,5,"FirstTeeLateRound2ScoringAverage",2011
10,10,"Greg Chalmers",NA,68.67,412,6,"FirstTeeLateRound2ScoringAverage",2011
11,11,"John Senden",NA,68.71,481,7,"FirstTeeLateRound2ScoringAverage",2011
12,12,"Chris Couch",NA,68.8,344,5,"FirstTeeLateRound2ScoringAverage",2011
12,12,"Sergio Garcia",NA,68.8,344,5,"FirstTeeLateRound2ScoringAverage",2011
12,12,"Brandt Jobe",NA,68.8,344,5,"FirstTeeLateRound2ScoringAverage",2011
15,15,"Hunter Mahan",NA,68.82,757,11,"FirstTeeLateRound2ScoringAverage",2011
16,16,"Chad Campbell",NA,69,414,6,"FirstTeeLateRound2ScoringAverage",2011
16,16,"John Merrick",NA,69,414,6,"FirstTeeLateRound2ScoringAverage",2011
18,18,"Jim Furyk",NA,69.13,553,8,"FirstTeeLateRound2ScoringAverage",2011
19,19,"John Rollins",NA,69.2,346,5,"FirstTeeLateRound2ScoringAverage",2011
19,19,"David Toms",NA,69.2,346,5,"FirstTeeLateRound2ScoringAverage",2011
21,21,"Kevin Kisner",NA,69.25,277,4,"FirstTeeLateRound2ScoringAverage",2011
21,21,"Matt Kuchar",NA,69.25,554,8,"FirstTeeLateRound2ScoringAverage",2011
21,21,"Bill Lunde",NA,69.25,554,8,"FirstTeeLateRound2ScoringAverage",2011
21,21,"Matt McQuillan",NA,69.25,277,4,"FirstTeeLateRound2ScoringAverage",2011
25,25,"Brandt Snedeker",NA,69.29,485,7,"FirstTeeLateRound2ScoringAverage",2011
26,26,"Rich Beem",NA,69.33,208,3,"FirstTeeLateRound2ScoringAverage",2011
26,26,"Lucas Glover",NA,69.33,208,3,"FirstTeeLateRound2ScoringAverage",2011
28,28,"Andres Romero",NA,69.43,486,7,"FirstTeeLateRound2ScoringAverage",2011
29,29,"Jeff Overton",NA,69.44,625,9,"FirstTeeLateRound2ScoringAverage",2011
30,30,"Jason Day",NA,69.5,556,8,"FirstTeeLateRound2ScoringAverage",2011
30,30,"Luke Donald",NA,69.5,695,10,"FirstTeeLateRound2ScoringAverage",2011
30,30,"Brian Gay",NA,69.5,278,4,"FirstTeeLateRound2ScoringAverage",2011
30,30,"Trevor Immelman",NA,69.5,417,6,"FirstTeeLateRound2ScoringAverage",2011
30,30,"Lee Janzen",NA,69.5,278,4,"FirstTeeLateRound2ScoringAverage",2011
30,30,"Troy Matteson",NA,69.5,417,6,"FirstTeeLateRound2ScoringAverage",2011
30,30,"Nick OHern",NA,69.5,417,6,"FirstTeeLateRound2ScoringAverage",2011
30,30,"Kyle Stanley",NA,69.5,417,6,"FirstTeeLateRound2ScoringAverage",2011
30,30,"Bubba Watson",NA,69.5,556,8,"FirstTeeLateRound2ScoringAverage",2011
39,39,"Adam Scott",NA,69.56,626,9,"FirstTeeLateRound2ScoringAverage",2011
40,40,"Billy Mayfair",NA,69.6,348,5,"FirstTeeLateRound2ScoringAverage",2011
41,41,"Steve Stricker",NA,69.63,557,8,"FirstTeeLateRound2ScoringAverage",2011
42,42,"Jason Bohn",NA,69.67,418,6,"FirstTeeLateRound2ScoringAverage",2011
43,43,"Aaron Baddeley",NA,69.7,697,10,"FirstTeeLateRound2ScoringAverage",2011
44,44,"Hunter Haas",NA,69.71,488,7,"FirstTeeLateRound2ScoringAverage",2011
44,44,"Ryan Moore",NA,69.71,488,7,"FirstTeeLateRound2ScoringAverage",2011
44,44,"Sean OHair",NA,69.71,488,7,"FirstTeeLateRound2ScoringAverage",2011
44,44,"Gary Woodland",NA,69.71,488,7,"FirstTeeLateRound2ScoringAverage",2011
48,48,"Jim Renner",NA,69.75,279,4,"FirstTeeLateRound2ScoringAverage",2011
49,49,"Carl Pettersson",NA,69.86,489,7,"FirstTeeLateRound2ScoringAverage",2011
49,49,"Bo Van Pelt",NA,69.86,489,7,"FirstTeeLateRound2ScoringAverage",2011
51,51,"Garrett Willis",NA,69.88,559,8,"FirstTeeLateRound2ScoringAverage",2011
51,51,"Mark Wilson",NA,69.88,559,8,"FirstTeeLateRound2ScoringAverage",2011
53,53,"Cameron Beckman",NA,70,420,6,"FirstTeeLateRound2ScoringAverage",2011
53,53,"KJ Choi",NA,70,770,11,"FirstTeeLateRound2ScoringAverage",2011
53,53,"Scott McCarron",NA,70,350,5,"FirstTeeLateRound2ScoringAverage",2011
53,53,"DA Points",NA,70,140,2,"FirstTeeLateRound2ScoringAverage",2011
53,53,"Ian Poulter",NA,70,280,4,"FirstTeeLateRound2ScoringAverage",2011
53,53,"Michael Putnam",NA,70,210,3,"FirstTeeLateRound2ScoringAverage",2011
53,53,"Kevin Stadler",NA,70,420,6,"FirstTeeLateRound2ScoringAverage",2011
53,53,"Boo Weekley",NA,70,140,2,"FirstTeeLateRound2ScoringAverage",2011
61,61,"Nick Watney",NA,70.07,981,14,"FirstTeeLateRound2ScoringAverage",2011
62,62,"Freddie Jacobson",NA,70.11,631,9,"FirstTeeLateRound2ScoringAverage",2011
62,62,"Josh Teater",NA,70.11,631,9,"FirstTeeLateRound2ScoringAverage",2011
64,64,"Jarrod Lyle",NA,70.13,561,8,"FirstTeeLateRound2ScoringAverage",2011
65,65,"Kris Blanks",NA,70.14,491,7,"FirstTeeLateRound2ScoringAverage",2011
66,66,"Steven Bowditch",NA,70.17,421,6,"FirstTeeLateRound2ScoringAverage",2011
67,67,"Ricky Barnes",NA,70.25,562,8,"FirstTeeLateRound2ScoringAverage",2011
67,67,"Richard Johnson",NA,70.25,281,4,"FirstTeeLateRound2ScoringAverage",2011
67,67,"William McGirt",NA,70.25,843,12,"FirstTeeLateRound2ScoringAverage",2011
70,70,"Ernie Els",NA,70.29,492,7,"FirstTeeLateRound2ScoringAverage",2011
