"2PuttsperRound_RANKTHISWEEK_2012","2PuttsperRound_RANKLASTWEEK_2012","2PuttsperRound_PLAYERNAME_2012","2PuttsperRound_ROUNDS_2012","2PuttsperRound_AVG_2012","2PuttsperRound_TOTAL2PUTTS_2012","2PuttsperRound_TOTALROUNDS_2012","stat_name","year"
44,44,"Davis Love III",64,10.34,662,64,"2PuttsperRound",2012
44,44,"Cameron Tringale",88,10.34,910,88,"2PuttsperRound",2012
44,44,"Johnson Wagner",88,10.34,910,88,"2PuttsperRound",2012
48,48,"Richard Lee",71,10.33,692,67,"2PuttsperRound",2012
48,48,"Graeme McDowell",55,10.33,558,54,"2PuttsperRound",2012
50,50,"David Hearn",95,10.31,979,95,"2PuttsperRound",2012
50,50,"Charley Hoffman",88,10.31,907,88,"2PuttsperRound",2012
52,52,"Nick OHern",78,10.3,762,74,"2PuttsperRound",2012
53,53,"Sergio Garcia",57,10.29,576,56,"2PuttsperRound",2012
53,53,"Heath Slocum",93,10.29,916,89,"2PuttsperRound",2012
53,53,"Gary Woodland",70,10.29,710,69,"2PuttsperRound",2012
56,56,"Ricky Barnes",92,10.28,905,88,"2PuttsperRound",2012
56,56,"Kevin Streelman",89,10.28,915,89,"2PuttsperRound",2012
58,58,"Cameron Beckman",81,10.27,791,77,"2PuttsperRound",2012
58,58,"Michael Bradley",63,10.27,647,63,"2PuttsperRound",2012
58,58,"John Huh",99,10.27,1017,99,"2PuttsperRound",2012
58,58,"Kyle Reifers",86,10.27,883,86,"2PuttsperRound",2012
62,62,"Trevor Immelman",76,10.26,780,76,"2PuttsperRound",2012
62,62,"Garth Mulroy",59,10.26,585,57,"2PuttsperRound",2012
64,64,"Stuart Appleby",75,10.25,728,71,"2PuttsperRound",2012
64,64,"Bryce Molder",83,10.25,810,79,"2PuttsperRound",2012
64,64,"Jimmy Walker",101,10.25,1035,101,"2PuttsperRound",2012
67,67,"Bobby Gates",87,10.24,870,85,"2PuttsperRound",2012
68,68,"Steve Wheatcroft",56,10.23,532,52,"2PuttsperRound",2012
69,69,"Daniel Summerhays",81,10.22,828,81,"2PuttsperRound",2012
69,69,"David Toms",60,10.22,593,58,"2PuttsperRound",2012
71,71,"Luke Donald",63,10.21,633,62,"2PuttsperRound",2012
72,72,"Robert Garrigus",89,10.2,908,89,"2PuttsperRound",2012
73,73,"Colt Knost",79,10.19,785,77,"2PuttsperRound",2012
74,74,"Will Claxton",99,10.18,1008,99,"2PuttsperRound",2012
75,75,"Roberto Castro",92,10.17,915,90,"2PuttsperRound",2012
75,75,"Rickie Fowler",84,10.17,844,83,"2PuttsperRound",2012
75,75,"Chris Stroud",86,10.17,875,86,"2PuttsperRound",2012
75,75,"Nick Watney",97,10.17,956,94,"2PuttsperRound",2012
79,79,"Brendon de Jonge",115,10.16,1168,115,"2PuttsperRound",2012
79,79,"Seung Yul Noh",105,10.16,1026,101,"2PuttsperRound",2012
81,81,"Freddie Jacobson",61,10.15,609,60,"2PuttsperRound",2012
81,81,"Martin Laird",77,10.15,741,73,"2PuttsperRound",2012
81,81,"Kevin Stadler",85,10.15,822,81,"2PuttsperRound",2012
84,84,"Jason Bohn",81,10.14,781,77,"2PuttsperRound",2012
85,85,"John Daly",50,10.13,466,46,"2PuttsperRound",2012
85,85,"Charl Schwartzel",56,10.13,547,54,"2PuttsperRound",2012
85,85,"Josh Teater",97,10.13,942,93,"2PuttsperRound",2012
88,88,"Chris Couch",61,10.12,597,59,"2PuttsperRound",2012
88,88,"Marc Leishman",84,10.12,850,84,"2PuttsperRound",2012
88,88,"Kyle Thompson",51,10.12,496,49,"2PuttsperRound",2012
91,91,"Chris Kirk",93,10.11,900,89,"2PuttsperRound",2012
92,92,"Jonathan Byrd",69,10.1,687,68,"2PuttsperRound",2012
92,92,"Ben Curtis",62,10.1,626,62,"2PuttsperRound",2012
92,92,"Tom Pernice Jr",62,10.1,586,58,"2PuttsperRound",2012
95,95,"Blake Adams",107,10.09,1080,107,"2PuttsperRound",2012
95,95,"Arjun Atwal",79,10.09,757,75,"2PuttsperRound",2012
95,95,"William McGirt",96,10.09,969,96,"2PuttsperRound",2012
95,95,"Tiger Woods",69,10.09,676,67,"2PuttsperRound",2012
99,99,"Rod Pampling",88,10.08,847,84,"2PuttsperRound",2012
100,100,"Webb Simpson",77,10.07,765,76,"2PuttsperRound",2012
101,101,"Bud Cauley",99,10.06,996,99,"2PuttsperRound",2012
101,101,"Jason Dufner",83,10.06,825,82,"2PuttsperRound",2012
101,101,"Bob Estes",78,10.06,785,78,"2PuttsperRound",2012
101,101,"Michael Thompson",80,10.06,805,80,"2PuttsperRound",2012
105,105,"Brandt Jobe",57,10.05,573,57,"2PuttsperRound",2012
106,106,"Scott Dunlap",57,10.04,532,53,"2PuttsperRound",2012
107,107,"Kevin Chappell",91,10.03,873,87,"2PuttsperRound",2012
107,107,"Spencer Levin",81,10.03,792,79,"2PuttsperRound",2012
109,109,"Bo Van Pelt",84,10.02,832,83,"2PuttsperRound",2012
110,110,"Matt Kuchar",86,10.01,821,82,"2PuttsperRound",2012
110,110,"Justin Leonard",79,10.01,751,75,"2PuttsperRound",2012
112,112,"Angel Cabrera",54,10,540,54,"2PuttsperRound",2012
113,113,"Dustin Johnson",70,9.99,669,67,"2PuttsperRound",2012
114,114,"Brian Harman",101,9.98,1008,101,"2PuttsperRound",2012
114,114,"Ryan Palmer",81,9.98,808,81,"2PuttsperRound",2012
116,116,"Martin Flores",95,9.97,947,95,"2PuttsperRound",2012
116,116,"Troy Matteson",100,9.97,977,98,"2PuttsperRound",2012
118,118,"Stephen Ames",54,9.96,538,54,"2PuttsperRound",2012
118,118,"Charlie Beljan",61,9.96,568,57,"2PuttsperRound",2012
118,118,"Tommy Gainey",98,9.96,976,98,"2PuttsperRound",2012
121,121,"Edward Loar",59,9.95,567,57,"2PuttsperRound",2012
122,122,"Carl Pettersson",92,9.91,912,92,"2PuttsperRound",2012
123,123,"Sangmoon Bae",81,9.9,762,77,"2PuttsperRound",2012
124,124,"Harrison Frazar",56,9.89,534,54,"2PuttsperRound",2012
124,124,"Brian Gay",91,9.89,860,87,"2PuttsperRound",2012
124,124,"Ryan Moore",89,9.89,880,89,"2PuttsperRound",2012
124,124,"Kevin Na",80,9.89,781,79,"2PuttsperRound",2012
124,124,"Geoff Ogilvy",73,9.89,712,72,"2PuttsperRound",2012
129,129,"Marco Dawson",60,9.88,573,58,"2PuttsperRound",2012
130,130,"Roland Thatcher",55,9.87,523,53,"2PuttsperRound",2012
131,131,"Rory McIlroy",60,9.85,532,54,"2PuttsperRound",2012
132,132,"Graham DeLaet",79,9.84,777,79,"2PuttsperRound",2012
132,132,"Pat Perez",81,9.84,777,79,"2PuttsperRound",2012
134,134,"Scott Piercy",95,9.82,933,95,"2PuttsperRound",2012
134,134,"Vaughn Taylor",81,9.82,776,79,"2PuttsperRound",2012
136,136,"Hunter Haas",69,9.8,637,65,"2PuttsperRound",2012
137,137,"Ben Crane",73,9.79,705,72,"2PuttsperRound",2012
138,138,"Miguel Angel Carballo",73,9.78,675,69,"2PuttsperRound",2012
138,138,"Troy Kelly",68,9.78,626,64,"2PuttsperRound",2012
140,140,"Jerry Kelly",84,9.76,820,84,"2PuttsperRound",2012
140,140,"George McNeill",85,9.76,830,85,"2PuttsperRound",2012
142,142,"Keegan Bradley",90,9.75,858,88,"2PuttsperRound",2012
142,142,"Padraig Harrington",67,9.75,614,63,"2PuttsperRound",2012
142,142,"Ryo Ishikawa",54,9.75,507,52,"2PuttsperRound",2012
142,142,"Rory Sabbatini",84,9.75,819,84,"2PuttsperRound",2012
146,146,"Charlie Wi",86,9.74,838,86,"2PuttsperRound",2012
147,147,"Ian Poulter",57,9.73,545,56,"2PuttsperRound",2012
148,148,"Tom Gillis",75,9.72,729,75,"2PuttsperRound",2012
149,149,"Zach Johnson",95,9.71,913,94,"2PuttsperRound",2012
150,150,"Kevin Kisner",69,9.69,630,65,"2PuttsperRound",2012
150,150,"Dicky Pride",62,9.69,562,58,"2PuttsperRound",2012
152,152,"Scott Brown",65,9.68,610,63,"2PuttsperRound",2012
152,152,"Daniel Chopra",55,9.68,513,53,"2PuttsperRound",2012
152,152,"Nathan Green",73,9.68,668,69,"2PuttsperRound",2012
152,152,"Billy Hurley III",70,9.68,658,68,"2PuttsperRound",2012
152,152,"Sung Kang",75,9.68,707,73,"2PuttsperRound",2012
157,157,"Billy Horschel",63,9.66,570,59,"2PuttsperRound",2012
157,157,"Ryuji Imada",78,9.66,734,76,"2PuttsperRound",2012
159,159,"Rocco Mediate",70,9.65,656,68,"2PuttsperRound",2012
160,160,"James Driscoll",83,9.64,800,83,"2PuttsperRound",2012
161,161,"Chris DiMarco",83,9.63,780,81,"2PuttsperRound",2012
161,161,"YE Yang",64,9.63,597,62,"2PuttsperRound",2012
163,163,"JB Holmes",90,9.62,827,86,"2PuttsperRound",2012
164,164,"Greg Chalmers",88,9.59,834,87,"2PuttsperRound",2012
165,165,"Stephen Gangluff",57,9.58,527,55,"2PuttsperRound",2012
165,165,"Matt Jones",53,9.58,508,53,"2PuttsperRound",2012
165,165,"Phil Mickelson",79,9.58,757,79,"2PuttsperRound",2012
168,168,"Danny Lee",74,9.57,670,70,"2PuttsperRound",2012
168,168,"Patrick Sheehan",58,9.57,536,56,"2PuttsperRound",2012
170,170,"Erik Compton",81,9.56,736,77,"2PuttsperRound",2012
170,170,"Derek Lamely",64,9.56,612,64,"2PuttsperRound",2012
172,172,"Bill Lunde",83,9.53,753,79,"2PuttsperRound",2012
173,173,"Brendon Todd",78,9.51,704,74,"2PuttsperRound",2012
174,174,"Robert Karlsson",54,9.5,494,52,"2PuttsperRound",2012
174,174,"Jeff Overton",101,9.5,960,101,"2PuttsperRound",2012
176,176,"Matt Bettencourt",80,9.49,721,76,"2PuttsperRound",2012
177,177,"Brian Davis",91,9.48,863,91,"2PuttsperRound",2012
177,177,"Ted Potter Jr",77,9.48,730,77,"2PuttsperRound",2012
179,179,"Jason Day",57,9.47,521,55,"2PuttsperRound",2012
179,179,"JJ Killeen",101,9.47,919,97,"2PuttsperRound",2012
181,181,"David Mathis",83,9.42,763,81,"2PuttsperRound",2012
182,182,"Matt Every",80,9.41,753,80,"2PuttsperRound",2012
183,183,"Aaron Baddeley",73,9.39,676,72,"2PuttsperRound",2012
184,184,"Ken Duke",104,9.37,974,104,"2PuttsperRound",2012
185,185,"Brandt Snedeker",81,9.36,730,78,"2PuttsperRound",2012
186,186,"Henrik Stenson",51,9.33,476,51,"2PuttsperRound",2012
187,187,"Mark Anderson",75,9.32,680,73,"2PuttsperRound",2012
187,187,"Tommy Biershenk",74,9.32,671,72,"2PuttsperRound",2012
189,189,"Gavin Coles",72,9.23,646,70,"2PuttsperRound",2012
190,190,"Jonas Blixt",72,9.19,662,72,"2PuttsperRound",2012
191,191,"Andres Romero",68,9.02,577,64,"2PuttsperRound",2012
