"GreensorFringeinRegulation_RANKTHISWEEK_2007","GreensorFringeinRegulation_RANKLASTWEEK_2007","GreensorFringeinRegulation_PLAYERNAME_2007","GreensorFringeinRegulation_ROUNDS_2007","GreensorFringeinRegulation_Pct_2007","GreensorFringeinRegulation_TOTALHIT_2007","GreensorFringeinRegulation_TOTALATTEMPTS_2007","GreensorFringeinRegulation_RTPSCORE_2007","stat_name","year"
1,1,"Tiger Woods",63,76.23,590,774,-190,"GreensorFringeinRegulation",2007
2,2,"Jim Furyk",84,75.99,902,1187,-211,"GreensorFringeinRegulation",2007
3,3,"Alex Cejka",80,75.28,1002,1331,-228,"GreensorFringeinRegulation",2007
4,4,"Jeff Overton",60,75.21,731,972,-169,"GreensorFringeinRegulation",2007
5,5,"John Senden",97,74.8,1131,1512,-235,"GreensorFringeinRegulation",2007
6,6,"Robert Allenby",90,74.59,1007,1350,-224,"GreensorFringeinRegulation",2007
7,7,"Joe Durant",88,74.49,978,1313,-172,"GreensorFringeinRegulation",2007
8,8,"Tom Lehman",62,74.46,656,881,-142,"GreensorFringeinRegulation",2007
9,9,"Tommy Armour III",81,74.38,923,1241,-207,"GreensorFringeinRegulation",2007
10,10,"Billy Mayfair",98,74.21,1108,1493,-239,"GreensorFringeinRegulation",2007
11,11,"JJ Henry",86,74.16,907,1223,-207,"GreensorFringeinRegulation",2007
12,12,"Briny Baird",115,73.86,1396,1890,-306,"GreensorFringeinRegulation",2007
13,13,"Jeff Gove",103,73.82,1249,1692,-246,"GreensorFringeinRegulation",2007
14,14,"Cameron Beckman",96,73.79,1129,1530,-260,"GreensorFringeinRegulation",2007
15,15,"Kenny Perry",83,73.78,996,1350,-218,"GreensorFringeinRegulation",2007
16,16,"Johnson Wagner",97,73.71,1141,1548,-253,"GreensorFringeinRegulation",2007
17,17,"Stephen Leaney",82,73.7,981,1331,-208,"GreensorFringeinRegulation",2007
18,18,"Sean OHair",98,73.56,1099,1494,-273,"GreensorFringeinRegulation",2007
19,19,"John Merrick",92,73.53,1072,1458,-229,"GreensorFringeinRegulation",2007
20,20,"Ernie Els",59,73.48,582,792,-161,"GreensorFringeinRegulation",2007
21,21,"Shaun Micheel",91,73.47,925,1259,-182,"GreensorFringeinRegulation",2007
