"TenthTeeLatePar3ScoringAverage_RANKTHISWEEK_2007","TenthTeeLatePar3ScoringAverage_RANKLASTWEEK_2007","TenthTeeLatePar3ScoringAverage_PLAYERNAME_2007","TenthTeeLatePar3ScoringAverage_ROUNDS_2007","TenthTeeLatePar3ScoringAverage_AVG_2007","TenthTeeLatePar3ScoringAverage_TOTALSTROKES_2007","TenthTeeLatePar3ScoringAverage_TOTALHOLES_2007","stat_name","year"
1,1,"Tiger Woods",63,2.75,11,4,"TenthTeeLatePar3ScoringAverage",2007
2,2,"Davis Love III",66,2.9,116,40,"TenthTeeLatePar3ScoringAverage",2007
3,3,"Tom Lehman",62,2.91,99,34,"TenthTeeLatePar3ScoringAverage",2007
3,3,"Jesper Parnevik",88,2.91,169,58,"TenthTeeLatePar3ScoringAverage",2007
5,5,"Padraig Harrington",64,2.92,35,12,"TenthTeeLatePar3ScoringAverage",2007
5,5,"Zach Johnson",76,2.92,35,12,"TenthTeeLatePar3ScoringAverage",2007
5,5,"Geoff Ogilvy",84,2.92,70,24,"TenthTeeLatePar3ScoringAverage",2007
8,8,"Rory Sabbatini",81,2.93,85,29,"TenthTeeLatePar3ScoringAverage",2007
9,9,"Dicky Pride",71,2.94,94,32,"TenthTeeLatePar3ScoringAverage",2007
9,9,"Henrik Stenson",52,2.94,47,16,"TenthTeeLatePar3ScoringAverage",2007
11,11,"Marco Dawson",73,2.96,169,57,"TenthTeeLatePar3ScoringAverage",2007
11,11,"Michael Putnam",96,2.96,201,68,"TenthTeeLatePar3ScoringAverage",2007
13,13,"Brian Gay",107,2.97,214,72,"TenthTeeLatePar3ScoringAverage",2007
14,14,"Rocco Mediate",72,2.98,122,41,"TenthTeeLatePar3ScoringAverage",2007
14,14,"Kenny Perry",83,2.98,155,52,"TenthTeeLatePar3ScoringAverage",2007
16,16,"John Mallinger",96,2.99,239,80,"TenthTeeLatePar3ScoringAverage",2007
17,17,"Michael Allen",74,3,186,62,"TenthTeeLatePar3ScoringAverage",2007
17,17,"Mark Brooks",53,3,93,31,"TenthTeeLatePar3ScoringAverage",2007
17,17,"Tim Clark",66,3,108,36,"TenthTeeLatePar3ScoringAverage",2007
17,17,"Ernie Els",59,3,36,12,"TenthTeeLatePar3ScoringAverage",2007
17,17,"Mark Hensby",81,3,204,68,"TenthTeeLatePar3ScoringAverage",2007
17,17,"Lee Janzen",66,3,198,66,"TenthTeeLatePar3ScoringAverage",2007
17,17,"Jarrod Lyle",77,3,120,40,"TenthTeeLatePar3ScoringAverage",2007
17,17,"Phil Mickelson",73,3,42,14,"TenthTeeLatePar3ScoringAverage",2007
17,17,"Brett Quigley",79,3,168,56,"TenthTeeLatePar3ScoringAverage",2007
17,17,"Vijay Singh",102,3,60,20,"TenthTeeLatePar3ScoringAverage",2007
17,17,"David Toms",80,3,120,40,"TenthTeeLatePar3ScoringAverage",2007
17,17,"Jay Williamson",50,3,144,48,"TenthTeeLatePar3ScoringAverage",2007
29,29,"Briny Baird",115,3.01,256,85,"TenthTeeLatePar3ScoringAverage",2007
29,29,"Steve Lowery",74,3.01,205,68,"TenthTeeLatePar3ScoringAverage",2007
