"CurrentParorBetterStreak_RANKTHISWEEK_2012","CurrentParorBetterStreak_RANKLASTWEEK_2012","CurrentParorBetterStreak_PLAYERNAME_2012","CurrentParorBetterStreak_EVENTS_2012","CurrentParorBetterStreak_NUMBEROFROUNDS_2012","stat_name","year"
1,1,"Brendon de Jonge",148,12,"CurrentParorBetterStreak",2012
1,1,"Jeff Overton",187,12,"CurrentParorBetterStreak",2012
3,3,"Chris Couch",184,10,"CurrentParorBetterStreak",2012
4,4,"Roberto Castro",27,9,"CurrentParorBetterStreak",2012
4,4,"Bob Estes",596,9,"CurrentParorBetterStreak",2012
4,4,"Ryan Moore",185,9,"CurrentParorBetterStreak",2012
4,4,"Jonathan Randolph",3,9,"CurrentParorBetterStreak",2012
8,8,"Kevin Na",233,8,"CurrentParorBetterStreak",2012
8,8,"Scott Stallings",55,8,"CurrentParorBetterStreak",2012
8,8,"Michael Thompson",56,8,"CurrentParorBetterStreak",2012
8,8,"Bubba Watson",168,8,"CurrentParorBetterStreak",2012
8,8,"Charlie Wi",183,8,"CurrentParorBetterStreak",2012
13,13,"Nathan Green",193,7,"CurrentParorBetterStreak",2012
13,13,"Russell Knox",23,7,"CurrentParorBetterStreak",2012
13,13,"Garth Mulroy",43,7,"CurrentParorBetterStreak",2012
16,16,"Charlie Beljan",23,6,"CurrentParorBetterStreak",2012
16,16,"Matt Every",54,6,"CurrentParorBetterStreak",2012
16,16,"William McGirt",64,6,"CurrentParorBetterStreak",2012
16,16,"Johnson Wagner",166,6,"CurrentParorBetterStreak",2012
16,16,"Boo Weekley",171,6,"CurrentParorBetterStreak",2012
16,16,"Mark Wilson",261,6,"CurrentParorBetterStreak",2012
22,22,"Scott Dunlap",200,5,"CurrentParorBetterStreak",2012
22,22,"Robert Garrigus",184,5,"CurrentParorBetterStreak",2012
22,22,"Tom Gillis",136,5,"CurrentParorBetterStreak",2012
22,22,"Tim Herron",467,5,"CurrentParorBetterStreak",2012
22,22,"Charley Hoffman",202,5,"CurrentParorBetterStreak",2012
22,22,"Ian Poulter",139,5,"CurrentParorBetterStreak",2012
22,22,"Jeff Quinney",142,5,"CurrentParorBetterStreak",2012
22,22,"Charl Schwartzel",62,5,"CurrentParorBetterStreak",2012
22,22,"Josh Teater",92,5,"CurrentParorBetterStreak",2012
22,22,"YE Yang",121,5,"CurrentParorBetterStreak",2012
32,32,"Woody Austin",494,4,"CurrentParorBetterStreak",2012
32,32,"Cameron Beckman",369,4,"CurrentParorBetterStreak",2012
32,32,"Jonas Blixt",21,4,"CurrentParorBetterStreak",2012
32,32,"Gavin Coles",120,4,"CurrentParorBetterStreak",2012
32,32,"Glen Day",439,4,"CurrentParorBetterStreak",2012
32,32,"Ernie Els",316,4,"CurrentParorBetterStreak",2012
32,32,"Martin Flores",59,4,"CurrentParorBetterStreak",2012
32,32,"Fred Funk",618,4,"CurrentParorBetterStreak",2012
32,32,"Jim Furyk",465,4,"CurrentParorBetterStreak",2012
32,32,"Brian Gay",422,4,"CurrentParorBetterStreak",2012
32,32,"Billy Horschel",48,4,"CurrentParorBetterStreak",2012
32,32,"Randall Hutchison",2,4,"CurrentParorBetterStreak",2012
32,32,"Zach Johnson",228,4,"CurrentParorBetterStreak",2012
32,32,"Robert Karlsson",96,4,"CurrentParorBetterStreak",2012
32,32,"Jerry Kelly",506,4,"CurrentParorBetterStreak",2012
32,32,"Skip Kendall",408,4,"CurrentParorBetterStreak",2012
32,32,"Len Mattiace",379,4,"CurrentParorBetterStreak",2012
32,32,"Bryce Molder",156,4,"CurrentParorBetterStreak",2012
32,32,"Ryan Palmer",246,4,"CurrentParorBetterStreak",2012
32,32,"Ted Purdy",257,4,"CurrentParorBetterStreak",2012
32,32,"Brett Quigley",392,4,"CurrentParorBetterStreak",2012
32,32,"Brandt Snedeker",164,4,"CurrentParorBetterStreak",2012
32,32,"Joey Snyder III",45,4,"CurrentParorBetterStreak",2012
32,32,"Shawn Stefani",2,4,"CurrentParorBetterStreak",2012
32,32,"Kevin Streelman",145,4,"CurrentParorBetterStreak",2012
32,32,"Daniel Summerhays",56,4,"CurrentParorBetterStreak",2012
32,32,"David Toms",512,4,"CurrentParorBetterStreak",2012
32,32,"Nick Watney",213,4,"CurrentParorBetterStreak",2012
60,60,"Stuart Appleby",413,3,"CurrentParorBetterStreak",2012
60,60,"Eric Axley",142,3,"CurrentParorBetterStreak",2012
60,60,"Kris Blanks",102,3,"CurrentParorBetterStreak",2012
60,60,"Greg Chalmers",302,3,"CurrentParorBetterStreak",2012
60,60,"Luke Donald",224,3,"CurrentParorBetterStreak",2012
60,60,"James Driscoll",189,3,"CurrentParorBetterStreak",2012
60,60,"Derek Lamely",83,3,"CurrentParorBetterStreak",2012
60,60,"Davis Love III",637,3,"CurrentParorBetterStreak",2012
60,60,"Jarrod Lyle",101,3,"CurrentParorBetterStreak",2012
60,60,"John Merrick",163,3,"CurrentParorBetterStreak",2012
60,60,"Sean OHair",203,3,"CurrentParorBetterStreak",2012
60,60,"Arron Oberholser",126,3,"CurrentParorBetterStreak",2012
60,60,"Ted Potter Jr",25,3,"CurrentParorBetterStreak",2012
60,60,"Gene Sauers",453,3,"CurrentParorBetterStreak",2012
60,60,"Webb Simpson",115,3,"CurrentParorBetterStreak",2012
60,60,"Derek Tolan",3,3,"CurrentParorBetterStreak",2012
60,60,"Esteban Toledo",280,3,"CurrentParorBetterStreak",2012
60,60,"DJ Trahan",237,3,"CurrentParorBetterStreak",2012
60,60,"Cameron Tringale",81,3,"CurrentParorBetterStreak",2012
60,60,"Jimmy Walker",162,3,"CurrentParorBetterStreak",2012
