"Scrambling30ydsRTPScore_RANKTHISWEEK_2008","Scrambling30ydsRTPScore_RANKLASTWEEK_2008","Scrambling30ydsRTPScore_PLAYERNAME_2008","Scrambling30ydsRTPScore_ROUNDS_2008","Scrambling30ydsRTPScore_AVGRTP_2008","Scrambling30ydsRTPScore_TOTALHOLES_2008","Scrambling30ydsRTPScore_TOTALRTP_2008","stat_name","year"
1,1,"Shane Bertsch",96,0.651,106,69,"Scrambling30ydsRTPScore",2008
2,2,"John Huston",56,0.654,52,34,"Scrambling30ydsRTPScore",2008
3,3,"Peter Lonard",92,0.67,94,63,"Scrambling30ydsRTPScore",2008
4,4,"Stephen Leaney",53,0.673,52,35,"Scrambling30ydsRTPScore",2008
5,5,"Steve Elkington",84,0.677,62,42,"Scrambling30ydsRTPScore",2008
6,6,"Chris Riley",51,0.68,50,34,"Scrambling30ydsRTPScore",2008
7,7,"Brad Elder",67,0.697,76,53,"Scrambling30ydsRTPScore",2008
7,7,"Corey Pavin",69,0.697,76,53,"Scrambling30ydsRTPScore",2008
9,9,"Jerry Kelly",89,0.698,86,60,"Scrambling30ydsRTPScore",2008
10,10,"Parker McLachlin",88,0.708,113,80,"Scrambling30ydsRTPScore",2008
11,11,"Anthony Kim",81,0.711,76,54,"Scrambling30ydsRTPScore",2008
12,12,"Stephen Ames",83,0.712,66,47,"Scrambling30ydsRTPScore",2008
13,13,"Ben Crane",86,0.713,80,57,"Scrambling30ydsRTPScore",2008
14,14,"Bob Estes",90,0.716,88,63,"Scrambling30ydsRTPScore",2008
15,15,"Bob Tway",70,0.722,54,39,"Scrambling30ydsRTPScore",2008
16,16,"Jim Furyk",95,0.725,69,50,"Scrambling30ydsRTPScore",2008
17,17,"Carl Pettersson",110,0.726,124,90,"Scrambling30ydsRTPScore",2008
17,17,"Mike Weir",88,0.726,73,53,"Scrambling30ydsRTPScore",2008
19,19,"Omar Uresti",74,0.727,66,48,"Scrambling30ydsRTPScore",2008
20,20,"Kevin Sutherland",98,0.735,83,61,"Scrambling30ydsRTPScore",2008
21,21,"Brad Adamonis",87,0.744,90,67,"Scrambling30ydsRTPScore",2008
22,22,"Matt Jones",95,0.754,114,86,"Scrambling30ydsRTPScore",2008
23,23,"Stuart Appleby",87,0.756,86,65,"Scrambling30ydsRTPScore",2008
23,23,"Tim Wilkinson",95,0.756,86,65,"Scrambling30ydsRTPScore",2008
25,25,"Brian Gay",102,0.757,103,78,"Scrambling30ydsRTPScore",2008
26,26,"Charlie Wi",97,0.758,99,75,"Scrambling30ydsRTPScore",2008
27,27,"Billy Mayfair",103,0.761,88,67,"Scrambling30ydsRTPScore",2008
27,27,"Brandt Snedeker",85,0.761,88,67,"Scrambling30ydsRTPScore",2008
29,29,"Steve Flesch",95,0.762,101,77,"Scrambling30ydsRTPScore",2008
30,30,"Scott Sterling",89,0.763,80,61,"Scrambling30ydsRTPScore",2008
31,31,"Alex Cejka",75,0.774,62,48,"Scrambling30ydsRTPScore",2008
32,32,"Woody Austin",109,0.778,63,49,"Scrambling30ydsRTPScore",2008
32,32,"Joe Ogilvie",100,0.778,90,70,"Scrambling30ydsRTPScore",2008
34,34,"Brian Davis",108,0.782,87,68,"Scrambling30ydsRTPScore",2008
34,34,"Kenny Perry",97,0.782,87,68,"Scrambling30ydsRTPScore",2008
