"EarlyRound2ScoringAverage_RANKTHISWEEK_2011","EarlyRound2ScoringAverage_RANKLASTWEEK_2011","EarlyRound2ScoringAverage_PLAYERNAME_2011","EarlyRound2ScoringAverage__2011","EarlyRound2ScoringAverage_AVG_2011","EarlyRound2ScoringAverage_TOTALSTROKES_2011","EarlyRound2ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"Steve Stricker",NA,68.14,477,7,"EarlyRound2ScoringAverage",2011
2,2,"Bubba Watson",NA,68.33,820,12,"EarlyRound2ScoringAverage",2011
3,3,"Blake Adams",NA,68.63,1304,19,"EarlyRound2ScoringAverage",2011
4,4,"Sergio Garcia",NA,68.71,481,7,"EarlyRound2ScoringAverage",2011
5,5,"Shane Bertsch",NA,68.75,550,8,"EarlyRound2ScoringAverage",2011
6,6,"Brandt Snedeker",NA,68.82,1170,17,"EarlyRound2ScoringAverage",2011
7,7,"George McNeill",NA,68.92,896,13,"EarlyRound2ScoringAverage",2011
8,8,"Aaron Baddeley",NA,69,552,8,"EarlyRound2ScoringAverage",2011
8,8,"Jason Day",NA,69,690,10,"EarlyRound2ScoringAverage",2011
8,8,"Michael Thompson",NA,69,828,12,"EarlyRound2ScoringAverage",2011
11,11,"Heath Slocum",NA,69.21,969,14,"EarlyRound2ScoringAverage",2011
12,12,"Jerry Kelly",NA,69.27,762,11,"EarlyRound2ScoringAverage",2011
13,13,"William McGirt",NA,69.31,1109,16,"EarlyRound2ScoringAverage",2011
14,14,"Scott Piercy",NA,69.33,832,12,"EarlyRound2ScoringAverage",2011
15,15,"Bill Haas",NA,69.38,902,13,"EarlyRound2ScoringAverage",2011
15,15,"Vijay Singh",NA,69.38,902,13,"EarlyRound2ScoringAverage",2011
17,17,"Rickie Fowler",NA,69.4,1041,15,"EarlyRound2ScoringAverage",2011
18,18,"David Toms",NA,69.43,972,14,"EarlyRound2ScoringAverage",2011
19,19,"Brian Davis",NA,69.46,903,13,"EarlyRound2ScoringAverage",2011
19,19,"Rory Sabbatini",NA,69.46,903,13,"EarlyRound2ScoringAverage",2011
21,21,"Charles Howell III",NA,69.5,973,14,"EarlyRound2ScoringAverage",2011
21,21,"Johnson Wagner",NA,69.5,834,12,"EarlyRound2ScoringAverage",2011
23,23,"Freddie Jacobson",NA,69.54,904,13,"EarlyRound2ScoringAverage",2011
24,24,"Anthony Kim",NA,69.55,765,11,"EarlyRound2ScoringAverage",2011
25,25,"Chris Couch",NA,69.58,835,12,"EarlyRound2ScoringAverage",2011
26,26,"Lucas Glover",NA,69.6,1044,15,"EarlyRound2ScoringAverage",2011
26,26,"Kevin Na",NA,69.6,1044,15,"EarlyRound2ScoringAverage",2011
26,26,"Chris Stroud",NA,69.6,1044,15,"EarlyRound2ScoringAverage",2011
29,29,"Zach Johnson",NA,69.62,905,13,"EarlyRound2ScoringAverage",2011
29,29,"Gary Woodland",NA,69.62,905,13,"EarlyRound2ScoringAverage",2011
31,31,"Ernie Els",NA,69.63,557,8,"EarlyRound2ScoringAverage",2011
32,32,"Phil Mickelson",NA,69.75,837,12,"EarlyRound2ScoringAverage",2011
32,32,"Webb Simpson",NA,69.75,837,12,"EarlyRound2ScoringAverage",2011
34,34,"Tommy Gainey",NA,69.83,838,12,"EarlyRound2ScoringAverage",2011
35,35,"David Mathis",NA,69.87,1048,15,"EarlyRound2ScoringAverage",2011
36,36,"Andres Romero",NA,69.89,629,9,"EarlyRound2ScoringAverage",2011
37,37,"John Senden",NA,69.92,909,13,"EarlyRound2ScoringAverage",2011
38,38,"Chad Campbell",NA,69.93,979,14,"EarlyRound2ScoringAverage",2011
38,38,"Brendon de Jonge",NA,69.93,979,14,"EarlyRound2ScoringAverage",2011
38,38,"Brendan Steele",NA,69.93,1049,15,"EarlyRound2ScoringAverage",2011
41,41,"Padraig Harrington",NA,70,490,7,"EarlyRound2ScoringAverage",2011
41,41,"Nick Watney",NA,70,420,6,"EarlyRound2ScoringAverage",2011
43,43,"Cameron Tringale",NA,70.05,1401,20,"EarlyRound2ScoringAverage",2011
44,44,"Bryce Molder",NA,70.07,981,14,"EarlyRound2ScoringAverage",2011
45,45,"Tim Herron",NA,70.08,911,13,"EarlyRound2ScoringAverage",2011
46,46,"Jim Herman",NA,70.09,771,11,"EarlyRound2ScoringAverage",2011
47,47,"Stephen Ames",NA,70.1,701,10,"EarlyRound2ScoringAverage",2011
47,47,"John Merrick",NA,70.1,701,10,"EarlyRound2ScoringAverage",2011
