"FirstTeeLateLowestRound_RANKTHISWEEK_2016","FirstTeeLateLowestRound_RANKLASTWEEK_2016","FirstTeeLateLowestRound_PLAYERNAME_2016","FirstTeeLateLowestRound_ROUNDS_2016","FirstTeeLateLowestRound_LOWRND_2016","stat_name","year"
1,1,"Smylie Kaufman",57,61,"FirstTeeLateLowestRound",2016
1,1,"Justin Thomas",53,61,"FirstTeeLateLowestRound",2016
3,3,"Graham DeLaet",50,62,"FirstTeeLateLowestRound",2016
3,3,"Fabian Gomez",49,62,"FirstTeeLateLowestRound",2016
5,5,"Kevin Kisner",49,63,"FirstTeeLateLowestRound",2016
5,5,"Patton Kizzire",57,63,"FirstTeeLateLowestRound",2016
5,5,"Brooks Koepka",39,63,"FirstTeeLateLowestRound",2016
5,5,"Adam Scott",39,63,"FirstTeeLateLowestRound",2016
5,5,"Brandt Snedeker",47,63,"FirstTeeLateLowestRound",2016
10,10,"Zac Blair",56,64,"FirstTeeLateLowestRound",2016
10,10,"Rafael Campos",8,64,"FirstTeeLateLowestRound",2016
10,10,"Adam Hadwin",53,64,"FirstTeeLateLowestRound",2016
10,10,"James Hahn",45,64,"FirstTeeLateLowestRound",2016
10,10,"John Huh",51,64,"FirstTeeLateLowestRound",2016
10,10,"Zach Johnson",42,64,"FirstTeeLateLowestRound",2016
10,10,"Dustin Johnson",37,64,"FirstTeeLateLowestRound",2016
10,10,"Jerry Kelly",44,64,"FirstTeeLateLowestRound",2016
10,10,"Jason Kokrak",52,64,"FirstTeeLateLowestRound",2016
10,10,"Bryce Molder",50,64,"FirstTeeLateLowestRound",2016
10,10,"Kevin Na",52,64,"FirstTeeLateLowestRound",2016
10,10,"Thorbjorn Olesen",7,64,"FirstTeeLateLowestRound",2016
10,10,"Cameron Smith",45,64,"FirstTeeLateLowestRound",2016
10,10,"Jordan Spieth",34,64,"FirstTeeLateLowestRound",2016
10,10,"Jhonattan Vegas",49,64,"FirstTeeLateLowestRound",2016
10,10,"Bobby Wyatt",8,64,"FirstTeeLateLowestRound",2016
26,26,"Kiradech Aphibarnrat",19,65,"FirstTeeLateLowestRound",2016
26,26,"Daniel Berger",52,65,"FirstTeeLateLowestRound",2016
26,26,"Shane Bertsch",30,65,"FirstTeeLateLowestRound",2016
26,26,"Jason Bohn",37,65,"FirstTeeLateLowestRound",2016
26,26,"Scott Brown",59,65,"FirstTeeLateLowestRound",2016
26,26,"Rafa Cabrera Bello",19,65,"FirstTeeLateLowestRound",2016
26,26,"Bud Cauley",17,65,"FirstTeeLateLowestRound",2016
26,26,"Brian Davis",17,65,"FirstTeeLateLowestRound",2016
26,26,"Luke Donald",49,65,"FirstTeeLateLowestRound",2016
26,26,"Jason Dufner",53,65,"FirstTeeLateLowestRound",2016
26,26,"Derek Fathauer",58,65,"FirstTeeLateLowestRound",2016
26,26,"Ross Fisher",8,65,"FirstTeeLateLowestRound",2016
26,26,"Rickie Fowler",42,65,"FirstTeeLateLowestRound",2016
26,26,"Fred Funk",10,65,"FirstTeeLateLowestRound",2016
26,26,"Sergio Garcia",28,65,"FirstTeeLateLowestRound",2016
26,26,"Morgan Hoffmann",43,65,"FirstTeeLateLowestRound",2016
26,26,"Mark Hubbard",73,65,"FirstTeeLateLowestRound",2016
26,26,"Freddie Jacobson",54,65,"FirstTeeLateLowestRound",2016
26,26,"Si Woo Kim",63,65,"FirstTeeLateLowestRound",2016
26,26,"Chris Kirk",51,65,"FirstTeeLateLowestRound",2016
26,26,"Colt Knost",56,65,"FirstTeeLateLowestRound",2016
26,26,"Russell Knox",48,65,"FirstTeeLateLowestRound",2016
26,26,"Martin Laird",46,65,"FirstTeeLateLowestRound",2016
26,26,"David Lingmerth",54,65,"FirstTeeLateLowestRound",2016
26,26,"Luke List",51,65,"FirstTeeLateLowestRound",2016
26,64,"Andrew Loupe",50,65,"FirstTeeLateLowestRound",2016
26,26,"Jamie Lovemark",57,65,"FirstTeeLateLowestRound",2016
26,26,"Graeme McDowell",33,65,"FirstTeeLateLowestRound",2016
26,26,"Rory McIlroy",37,65,"FirstTeeLateLowestRound",2016
26,26,"Seung Yul Noh",54,65,"FirstTeeLateLowestRound",2016
26,26,"Henrik Norlander",41,65,"FirstTeeLateLowestRound",2016
26,26,"Scott Piercy",45,65,"FirstTeeLateLowestRound",2016
26,26,"Martin Piller",37,65,"FirstTeeLateLowestRound",2016
26,26,"Patrick Reed",53,65,"FirstTeeLateLowestRound",2016
26,26,"John Senden",48,65,"FirstTeeLateLowestRound",2016
26,26,"Webb Simpson",34,65,"FirstTeeLateLowestRound",2016
26,26,"Steve Stricker",25,65,"FirstTeeLateLowestRound",2016
26,26,"Vaughn Taylor",30,65,"FirstTeeLateLowestRound",2016
26,26,"Michael Thompson",46,65,"FirstTeeLateLowestRound",2016
26,110,"Steve Wheatcroft",53,65,"FirstTeeLateLowestRound",2016
66,64,"Thomas Aiken",42,66,"FirstTeeLateLowestRound",2016
66,64,"Blayne Barber",44,66,"FirstTeeLateLowestRound",2016
66,64,"Keegan Bradley",40,66,"FirstTeeLateLowestRound",2016
66,64,"Chad Campbell",54,66,"FirstTeeLateLowestRound",2016
66,64,"Roberto Castro",55,66,"FirstTeeLateLowestRound",2016
66,64,"Alex Cejka",47,66,"FirstTeeLateLowestRound",2016
66,64,"Kevin Chappell",49,66,"FirstTeeLateLowestRound",2016
66,64,"Jon Curran",55,66,"FirstTeeLateLowestRound",2016
66,64,"Jason Day",36,66,"FirstTeeLateLowestRound",2016
66,64,"Harris English",51,66,"FirstTeeLateLowestRound",2016
66,64,"Tony Finau",49,66,"FirstTeeLateLowestRound",2016
66,64,"Branden Grace",31,66,"FirstTeeLateLowestRound",2016
66,64,"Brian Harman",60,66,"FirstTeeLateLowestRound",2016
66,64,"Russell Henley",42,66,"FirstTeeLateLowestRound",2016
66,64,"Charley Hoffman",49,66,"FirstTeeLateLowestRound",2016
66,64,"Hiroshi Iwata",51,66,"FirstTeeLateLowestRound",2016
66,64,"Matt Kuchar",46,66,"FirstTeeLateLowestRound",2016
