"FedExCupPointsperEventLeaders_RANKTHISWEEK_2016","FedExCupPointsperEventLeaders_RANKLASTWEEK_2016","FedExCupPointsperEventLeaders_PLAYERNAME_2016","FedExCupPointsperEventLeaders_EVENTS_2016","FedExCupPointsperEventLeaders_POINTSPEREVENT_2016","FedExCupPointsperEventLeaders_TOTALPOINTS_2016","stat_name","year"
136,132,"Chad Collins",16,17.094,273.5,"FedExCupPointsperEventLeaders",2016
137,116,"Bud Cauley",6,16.583,99.5,"FedExCupPointsperEventLeaders",2016
138,135,"Ben Crane",17,16.412,279,"FedExCupPointsperEventLeaders",2016
139,141,"Keegan Bradley",14,16.393,229.5,"FedExCupPointsperEventLeaders",2016
140,137,"Bronson Burgoon",17,16.354,278.01,"FedExCupPointsperEventLeaders",2016
141,152,"Camilo Villegas",16,16.237,259.79,"FedExCupPointsperEventLeaders",2016
142,150,"Martin Piller",12,15.794,189.53,"FedExCupPointsperEventLeaders",2016
143,140,"Michael Kim",18,15.714,282.85,"FedExCupPointsperEventLeaders",2016
144,142,"Tyler Aldridge",18,15.435,277.833,"FedExCupPointsperEventLeaders",2016
145,155,"Tom Hoge",15,15.169,227.536,"FedExCupPointsperEventLeaders",2016
146,159,"Chris Stroud",17,15.162,257.761,"FedExCupPointsperEventLeaders",2016
147,145,"Jeff Overton",17,15.083,256.417,"FedExCupPointsperEventLeaders",2016
148,143,"Matt Jones",15,14.9,223.5,"FedExCupPointsperEventLeaders",2016
149,151,"Cameron Percy",7,14.857,104,"FedExCupPointsperEventLeaders",2016
150,144,"Vijay Singh",13,14.604,189.85,"FedExCupPointsperEventLeaders",2016
151,146,"Cameron Smith",14,14.572,204.01,"FedExCupPointsperEventLeaders",2016
152,149,"Greg Owen",18,14.345,258.21,"FedExCupPointsperEventLeaders",2016
153,157,"DJ Trahan",7,14.341,100.39,"FedExCupPointsperEventLeaders",2016
154,171,"Scott Langley",13,14.042,182.54,"FedExCupPointsperEventLeaders",2016
155,147,"Davis Love III",11,13.989,153.878,"FedExCupPointsperEventLeaders",2016
156,148,"Rob Oppenheim",11,13.928,153.203,"FedExCupPointsperEventLeaders",2016
157,154,"Hiroshi Iwata",18,13.774,247.93,"FedExCupPointsperEventLeaders",2016
158,176,"Chesson Hadley",16,13.75,220,"FedExCupPointsperEventLeaders",2016
159,161,"Luke Guthrie",11,13.234,145.571,"FedExCupPointsperEventLeaders",2016
160,156,"Ernie Els",10,13.14,131.4,"FedExCupPointsperEventLeaders",2016
161,158,"Morgan Hoffmann",15,13.085,196.268,"FedExCupPointsperEventLeaders",2016
162,160,"Thomas Aiken",13,12.538,163,"FedExCupPointsperEventLeaders",2016
163,165,"Hunter Mahan",14,12.386,173.4,"FedExCupPointsperEventLeaders",2016
164,164,"Tim Clark",7,12.233,85.633,"FedExCupPointsperEventLeaders",2016
165,153,"Jonathan Byrd",6,12.208,73.25,"FedExCupPointsperEventLeaders",2016
166,167,"Marc Turnesa",5,12.2,61,"FedExCupPointsperEventLeaders",2016
167,162,"Michael Thompson",14,12.169,170.36,"FedExCupPointsperEventLeaders",2016
168,163,"Erik Compton",16,11.922,190.75,"FedExCupPointsperEventLeaders",2016
169,170,"Andres Romero",8,11.906,95.25,"FedExCupPointsperEventLeaders",2016
170,168,"Brendon de Jonge",19,11.522,218.917,"FedExCupPointsperEventLeaders",2016
171,166,"Will Ma Kenzie",17,11.485,195.25,"FedExCupPointsperEventLeaders",2016
172,179,"Dawie van der Walt",16,11.484,183.75,"FedExCupPointsperEventLeaders",2016
173,169,"Mark Wilson",13,11.111,144.44,"FedExCupPointsperEventLeaders",2016
174,172,"Sam Saunders",15,10.317,154.75,"FedExCupPointsperEventLeaders",2016
175,192,"Robert Garrigus",11,10.261,112.87,"FedExCupPointsperEventLeaders",2016
176,173,"Whee Kim",18,10.249,184.487,"FedExCupPointsperEventLeaders",2016
177,177,"Shane Bertsch",9,10.09,90.81,"FedExCupPointsperEventLeaders",2016
178,174,"Shawn Stefani",16,10,160,"FedExCupPointsperEventLeaders",2016
179,181,"Angel Cabrera",13,9.887,128.531,"FedExCupPointsperEventLeaders",2016
180,175,"Henrik Norlander",13,9.698,126.08,"FedExCupPointsperEventLeaders",2016
181,180,"Scott Pinckney",18,9.491,170.84,"FedExCupPointsperEventLeaders",2016
182,189,"Steve Wheatcroft",16,9.263,148.2,"FedExCupPointsperEventLeaders",2016
183,178,"Steven Bowditch",14,9.203,128.84,"FedExCupPointsperEventLeaders",2016
184,183,"Michael Bradley",5,9.15,45.75,"FedExCupPointsperEventLeaders",2016
185,184,"Ryo Ishikawa",6,9.117,54.7,"FedExCupPointsperEventLeaders",2016
186,186,"Rory Sabbatini",14,8.643,121,"FedExCupPointsperEventLeaders",2016
187,182,"JJ Henry",14,8.562,119.863,"FedExCupPointsperEventLeaders",2016
188,188,"Billy Mayfair",3,8.25,24.75,"FedExCupPointsperEventLeaders",2016
189,185,"George McNeill",13,8.035,104.461,"FedExCupPointsperEventLeaders",2016
190,187,"Matt Every",14,7.983,111.76,"FedExCupPointsperEventLeaders",2016
191,197,"Derek Ernst",12,7.84,94.083,"FedExCupPointsperEventLeaders",2016
192,191,"Carlos Ortiz",17,7.735,131.5,"FedExCupPointsperEventLeaders",2016
193,190,"Kelly Kraft",12,7.295,87.535,"FedExCupPointsperEventLeaders",2016
194,193,"Frank Lickliter II",4,7,28,"FedExCupPointsperEventLeaders",2016
195,194,"Tim Herron",7,6.676,46.73,"FedExCupPointsperEventLeaders",2016
196,195,"Fred Funk",4,6.375,25.5,"FedExCupPointsperEventLeaders",2016
197,196,"Cameron Beckman",7,6.357,44.5,"FedExCupPointsperEventLeaders",2016
198,198,"Brian Gay",8,6.125,49,"FedExCupPointsperEventLeaders",2016
199,199,"Ken Duke",9,6.014,54.123,"FedExCupPointsperEventLeaders",2016
200,200,"Wes Roach",12,6,72,"FedExCupPointsperEventLeaders",2016
201,202,"Rod Pampling",8,5.25,42,"FedExCupPointsperEventLeaders",2016
202,201,"DH Lee",13,5.114,66.48,"FedExCupPointsperEventLeaders",2016
203,203,"Lucas Lee",9,5.111,46,"FedExCupPointsperEventLeaders",2016
204,206,"John Merrick",7,4.526,31.68,"FedExCupPointsperEventLeaders",2016
205,207,"Billy Hurley III",8,4.375,35,"FedExCupPointsperEventLeaders",2016
206,204,"Andres Gonzales",17,4.282,72.8,"FedExCupPointsperEventLeaders",2016
207,205,"Geoff Ogilvy",14,4.223,59.123,"FedExCupPointsperEventLeaders",2016
208,208,"Michael Putnam",7,4.214,29.5,"FedExCupPointsperEventLeaders",2016
209,209,"Bo Van Pelt",5,3.6,18,"FedExCupPointsperEventLeaders",2016
210,211,"Carl Pettersson",14,3.377,47.28,"FedExCupPointsperEventLeaders",2016
211,212,"Miguel Angel Carballo",11,3.264,35.9,"FedExCupPointsperEventLeaders",2016
212,210,"Brendon Todd",18,3.263,58.73,"FedExCupPointsperEventLeaders",2016
213,213,"Andrew Landry",9,3.128,28.15,"FedExCupPointsperEventLeaders",2016
214,214,"Pat Perez",11,3.115,34.26,"FedExCupPointsperEventLeaders",2016
215,216,"Brian Davis",8,2.875,23,"FedExCupPointsperEventLeaders",2016
216,214,"DA Points",11,2.832,31.153,"FedExCupPointsperEventLeaders",2016
217,217,"Ted Purdy",4,2.563,10.25,"FedExCupPointsperEventLeaders",2016
218,218,"Rhein Gibson",13,2.513,32.67,"FedExCupPointsperEventLeaders",2016
219,219,"John Rollins",5,2.408,12.04,"FedExCupPointsperEventLeaders",2016
220,220,"Abraham Ancer",11,2.273,25,"FedExCupPointsperEventLeaders",2016
221,222,"Dicky Pride",13,2.115,27.5,"FedExCupPointsperEventLeaders",2016
222,223,"Greg Chalmers",5,2.1,10.5,"FedExCupPointsperEventLeaders",2016
223,221,"Justin Hicks",10,2.036,20.36,"FedExCupPointsperEventLeaders",2016
224,224,"Steve Flesch",3,2,6,"FedExCupPointsperEventLeaders",2016
225,225,"Darron Stiles",10,1.888,18.88,"FedExCupPointsperEventLeaders",2016
226,226,"Trevor Immelman",7,1.061,7.43,"FedExCupPointsperEventLeaders",2016
227,227,"Jarrod Lyle",7,0.714,5,"FedExCupPointsperEventLeaders",2016
228,228,"Tom Gillis",7,0.7,4.9,"FedExCupPointsperEventLeaders",2016
229,229,"Mark Hensby",2,0.46,0.92,"FedExCupPointsperEventLeaders",2016
230,230,"Tim Petrovic",3,0.327,0.98,"FedExCupPointsperEventLeaders",2016
231,231,"John Peterson",3,0.287,0.86,"FedExCupPointsperEventLeaders",2016
232,232,"Eric Axley",3,0.243,0.73,"FedExCupPointsperEventLeaders",2016
233,233,"Tommy Gainey",4,0.23,0.92,"FedExCupPointsperEventLeaders",2016
234,234,"Alex Prugh",7,0.217,1.52,"FedExCupPointsperEventLeaders",2016
235,235,"Robert Allenby",16,0.109,1.745,"FedExCupPointsperEventLeaders",2016
236,236,"Charlie Beljan",13,0.066,0.86,"FedExCupPointsperEventLeaders",2016
