"BestRoundsin60sStreak_RANKTHISWEEK_2009","BestRoundsin60sStreak_RANKLASTWEEK_2009","BestRoundsin60sStreak_PLAYERNAME_2009","BestRoundsin60sStreak__2009","BestRoundsin60sStreak_CAREERBESTSTREAK_2009","BestRoundsin60sStreak_BESTYTDSTREAK_2009","BestRoundsin60sStreak_CURRENTSTREAK_2009","stat_name","year"
1,1,"Bob Estes",NA,17,6,NA,"BestRoundsin60sStreak",2009
2,2,"Charles Howell III",NA,16,5,NA,"BestRoundsin60sStreak",2009
3,3,"Chris DiMarco",NA,14,10,NA,"BestRoundsin60sStreak",2009
3,3,"Scott Hoch",NA,14,1,NA,"BestRoundsin60sStreak",2009
3,3,"Tiger Woods",NA,14,8,NA,"BestRoundsin60sStreak",2009
6,6,"Harrison Frazar",NA,13,5,NA,"BestRoundsin60sStreak",2009
6,6,"Davis Love III",NA,13,3,NA,"BestRoundsin60sStreak",2009
8,8,"Joe Durant",NA,12,4,NA,"BestRoundsin60sStreak",2009
8,8,"Shigeki Maruyama",NA,12,3,NA,"BestRoundsin60sStreak",2009
8,8,"Mark OMeara",NA,12,1,NA,"BestRoundsin60sStreak",2009
8,8,"Tim Petrovic",NA,12,5,NA,"BestRoundsin60sStreak",2009
8,8,"Kevin Sutherland",NA,12,5,NA,"BestRoundsin60sStreak",2009
8,8,"David Toms",NA,12,12,NA,"BestRoundsin60sStreak",2009
14,14,"Brian Bateman",NA,11,2,NA,"BestRoundsin60sStreak",2009
14,14,"Ben Crane",NA,11,11,NA,"BestRoundsin60sStreak",2009
14,14,"David Edwards",NA,11,NA,NA,"BestRoundsin60sStreak",2009
14,14,"Jim Furyk",NA,11,6,NA,"BestRoundsin60sStreak",2009
14,14,"JP Hayes",NA,11,3,NA,"BestRoundsin60sStreak",2009
14,14,"Bernhard Langer",NA,11,NA,NA,"BestRoundsin60sStreak",2009
14,14,"Stephen Leaney",NA,11,3,NA,"BestRoundsin60sStreak",2009
14,14,"Bruce Lietzke",NA,11,NA,NA,"BestRoundsin60sStreak",2009
14,14,"Mark McCumber",NA,11,NA,NA,"BestRoundsin60sStreak",2009
14,14,"Jerry Pate",NA,11,NA,NA,"BestRoundsin60sStreak",2009
14,14,"Kenny Perry",NA,11,6,NA,"BestRoundsin60sStreak",2009
14,14,"Scott Verplank",NA,11,6,NA,"BestRoundsin60sStreak",2009
26,26,"Fred Couples",NA,10,4,NA,"BestRoundsin60sStreak",2009
26,26,"Brian Davis",NA,10,10,NA,"BestRoundsin60sStreak",2009
26,26,"Steve Flesch",NA,10,4,NA,"BestRoundsin60sStreak",2009
26,26,"Carlos Franco",NA,10,2,NA,"BestRoundsin60sStreak",2009
26,26,"David Frost",NA,10,NA,NA,"BestRoundsin60sStreak",2009
26,26,"Fred Funk",NA,10,NA,NA,"BestRoundsin60sStreak",2009
26,26,"Robert Gamez",NA,10,1,NA,"BestRoundsin60sStreak",2009
26,26,"Lucas Glover",NA,10,6,NA,"BestRoundsin60sStreak",2009
26,26,"Rocco Mediate",NA,10,4,NA,"BestRoundsin60sStreak",2009
26,26,"James Nitties",NA,10,10,NA,"BestRoundsin60sStreak",2009
26,26,"Corey Pavin",NA,10,4,NA,"BestRoundsin60sStreak",2009
26,26,"David Peoples",NA,10,3,NA,"BestRoundsin60sStreak",2009
26,26,"Tom Pernice Jr",NA,10,10,NA,"BestRoundsin60sStreak",2009
26,26,"Carl Pettersson",NA,10,3,NA,"BestRoundsin60sStreak",2009
26,26,"Mike Reid",NA,10,NA,NA,"BestRoundsin60sStreak",2009
26,26,"Chris Riley",NA,10,8,NA,"BestRoundsin60sStreak",2009
26,26,"Loren Roberts",NA,10,4,NA,"BestRoundsin60sStreak",2009
26,26,"Gene Sauers",NA,10,NA,NA,"BestRoundsin60sStreak",2009
26,26,"Tom Sieckmann",NA,10,NA,NA,"BestRoundsin60sStreak",2009
26,26,"Joey Sindelar",NA,10,NA,NA,"BestRoundsin60sStreak",2009
26,26,"Chris Smith",NA,10,1,NA,"BestRoundsin60sStreak",2009
26,26,"Kevin Streelman",NA,10,4,NA,"BestRoundsin60sStreak",2009
26,26,"Grant Waite",NA,10,1,NA,"BestRoundsin60sStreak",2009
49,49,"Billy Andrade",NA,9,1,NA,"BestRoundsin60sStreak",2009
49,49,"Stuart Appleby",NA,9,2,NA,"BestRoundsin60sStreak",2009
49,49,"Tommy Armour III",NA,9,3,NA,"BestRoundsin60sStreak",2009
49,49,"Cameron Beckman",NA,9,5,NA,"BestRoundsin60sStreak",2009
49,49,"Notah Begay III",NA,9,1,NA,"BestRoundsin60sStreak",2009
49,49,"Bart Bryant",NA,9,3,NA,"BestRoundsin60sStreak",2009
49,49,"Brad Bryant",NA,9,NA,NA,"BestRoundsin60sStreak",2009
49,49,"Mark Calcavecchia",NA,9,3,NA,"BestRoundsin60sStreak",2009
49,49,"Chad Campbell",NA,9,8,NA,"BestRoundsin60sStreak",2009
49,49,"KJ Choi",NA,9,4,NA,"BestRoundsin60sStreak",2009
49,49,"Stewart Cink",NA,9,5,NA,"BestRoundsin60sStreak",2009
49,49,"Lennie Clements",NA,9,NA,NA,"BestRoundsin60sStreak",2009
49,49,"Ernie Els",NA,9,3,NA,"BestRoundsin60sStreak",2009
49,49,"Rickie Fowler",NA,9,9,NA,"BestRoundsin60sStreak",2009
49,49,"Sergio Garcia",NA,9,3,NA,"BestRoundsin60sStreak",2009
49,49,"Brian Gay",NA,9,5,NA,"BestRoundsin60sStreak",2009
49,49,"Paul Goydos",NA,9,7,NA,"BestRoundsin60sStreak",2009
49,49,"Jay Haas",NA,9,NA,NA,"BestRoundsin60sStreak",2009
49,49,"Padraig Harrington",NA,9,9,NA,"BestRoundsin60sStreak",2009
49,49,"John Huston",NA,9,3,NA,"BestRoundsin60sStreak",2009
49,49,"Tom Lehman",NA,9,4,NA,"BestRoundsin60sStreak",2009
49,49,"Justin Leonard",NA,9,6,NA,"BestRoundsin60sStreak",2009
49,49,"Steve Marino",NA,9,9,NA,"BestRoundsin60sStreak",2009
49,49,"Blaine McCallister",NA,9,NA,NA,"BestRoundsin60sStreak",2009
49,49,"Phil Mickelson",NA,9,4,NA,"BestRoundsin60sStreak",2009
49,49,"Gil Morgan",NA,9,NA,NA,"BestRoundsin60sStreak",2009
49,49,"Greg Norman",NA,9,1,NA,"BestRoundsin60sStreak",2009
49,49,"Jesper Parnevik",NA,9,3,NA,"BestRoundsin60sStreak",2009
49,49,"Chris Perry",NA,9,NA,NA,"BestRoundsin60sStreak",2009
49,49,"Heath Slocum",NA,9,5,NA,"BestRoundsin60sStreak",2009
49,49,"Jeff Sluman",NA,9,5,NA,"BestRoundsin60sStreak",2009
49,49,"Payne Stewart",NA,9,NA,NA,"BestRoundsin60sStreak",2009
49,49,"Hal Sutton",NA,9,NA,NA,"BestRoundsin60sStreak",2009
49,49,"Kirk Triplett",NA,9,4,NA,"BestRoundsin60sStreak",2009
49,49,"Bob Tway",NA,9,3,NA,"BestRoundsin60sStreak",2009
49,49,"Mike Weir",NA,9,4,NA,"BestRoundsin60sStreak",2009
85,85,"John Adams",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"Robert Allenby",NA,8,5,NA,"BestRoundsin60sStreak",2009
85,85,"Paul Azinger",NA,8,1,NA,"BestRoundsin60sStreak",2009
85,85,"Ian Baker Finch",NA,8,1,NA,"BestRoundsin60sStreak",2009
85,85,"Doug Barron",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"Andy Bean",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"Bill Britton",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"Rex Caldwell",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"Jim Carter",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"Bobby Clampett",NA,8,2,NA,"BestRoundsin60sStreak",2009
85,85,"Tim Clark",NA,8,7,NA,"BestRoundsin60sStreak",2009
85,85,"Russ Cochran",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"John Cook",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"Ken Duke",NA,8,3,NA,"BestRoundsin60sStreak",2009
85,85,"David Duval",NA,8,2,NA,"BestRoundsin60sStreak",2009
85,85,"Bob Gilder",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"Bill Glasson",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"Hubert Green",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"Ken Green",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"Donnie Hammond",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"Dudley Hart",NA,8,3,NA,"BestRoundsin60sStreak",2009
85,85,"Mark Hayes",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"Charley Hoffman",NA,8,8,NA,"BestRoundsin60sStreak",2009
85,85,"Mike Hulbert",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"Hale Irwin",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"Zach Johnson",NA,8,8,NA,"BestRoundsin60sStreak",2009
85,85,"Steve Jones",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"Tom Kite",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"Jeff Klauk",NA,8,8,NA,"BestRoundsin60sStreak",2009
85,85,"Greg Kraft",NA,8,2,NA,"BestRoundsin60sStreak",2009
85,85,"Ian Leggatt",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"Michael Letzig",NA,8,7,NA,"BestRoundsin60sStreak",2009
85,85,"Steve Lowery",NA,8,4,NA,"BestRoundsin60sStreak",2009
85,85,"Troy Matteson",NA,8,5,NA,"BestRoundsin60sStreak",2009
85,85,"George McNeill",NA,8,5,NA,"BestRoundsin60sStreak",2009
85,85,"Larry Mize",NA,8,1,NA,"BestRoundsin60sStreak",2009
85,85,"Arron Oberholser",NA,8,4,NA,"BestRoundsin60sStreak",2009
85,85,"Greg Owen",NA,8,5,NA,"BestRoundsin60sStreak",2009
85,85,"Craig Parry",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"Calvin Peete",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"Nick Price",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"Rory Sabbatini",NA,8,4,NA,"BestRoundsin60sStreak",2009
85,85,"Webb Simpson",NA,8,8,NA,"BestRoundsin60sStreak",2009
85,85,"Vijay Singh",NA,8,7,NA,"BestRoundsin60sStreak",2009
85,85,"Craig Stadler",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"Curtis Strange",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"Jim Thorpe",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"Bobby Wadkins",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"Bubba Watson",NA,8,4,NA,"BestRoundsin60sStreak",2009
85,85,"DA Weibring",NA,8,NA,NA,"BestRoundsin60sStreak",2009
85,85,"Robert Wrenn",NA,8,NA,NA,"BestRoundsin60sStreak",2009
136,136,"Michael Allen",NA,7,7,NA,"BestRoundsin60sStreak",2009
136,136,"Stephen Ames",NA,7,7,NA,"BestRoundsin60sStreak",2009
136,136,"Woody Austin",NA,7,5,NA,"BestRoundsin60sStreak",2009
136,136,"Briny Baird",NA,7,6,NA,"BestRoundsin60sStreak",2009
136,136,"Tom Byrum",NA,7,2,NA,"BestRoundsin60sStreak",2009
136,136,"Greg Chalmers",NA,7,6,NA,"BestRoundsin60sStreak",2009
136,136,"Daniel Chopra",NA,7,3,NA,"BestRoundsin60sStreak",2009
136,136,"Rod Curl",NA,7,NA,NA,"BestRoundsin60sStreak",2009
136,136,"Robert Damron",NA,7,1,NA,"BestRoundsin60sStreak",2009
136,136,"Glen Day",NA,7,3,NA,"BestRoundsin60sStreak",2009
136,136,"James Driscoll",NA,7,7,NA,"BestRoundsin60sStreak",2009
136,136,"Joel Edwards",NA,7,NA,NA,"BestRoundsin60sStreak",2009
136,136,"Steve Elkington",NA,7,7,NA,"BestRoundsin60sStreak",2009
136,136,"Dan Forsman",NA,7,NA,NA,"BestRoundsin60sStreak",2009
136,136,"Jim Gallagher Jr",NA,7,NA,NA,"BestRoundsin60sStreak",2009
136,136,"Brent Geiberger",NA,7,1,NA,"BestRoundsin60sStreak",2009
136,136,"Kelly Gibson",NA,7,NA,NA,"BestRoundsin60sStreak",2009
136,136,"Matt Gogel",NA,7,NA,NA,"BestRoundsin60sStreak",2009
136,136,"Bill Haas",NA,7,7,NA,"BestRoundsin60sStreak",2009
136,136,"Gary Hallberg",NA,7,NA,NA,"BestRoundsin60sStreak",2009
136,136,"Tim Herron",NA,7,7,NA,"BestRoundsin60sStreak",2009
