"CareerMoneyLeaders_RANKTHISWEEK_2006","CareerMoneyLeaders_RANKLASTWEEK_2006","CareerMoneyLeaders_PLAYERNAME_2006","CareerMoneyLeaders__2006","CareerMoneyLeaders_MONEY_2006","stat_name","year"
1,1,"Tiger Woods",NA,65712324,"CareerMoneyLeaders",2006
2,2,"Vijay Singh",NA,49379841,"CareerMoneyLeaders",2006
3,3,"Phil Mickelson",NA,39514038,"CareerMoneyLeaders",2006
4,4,"Davis Love III",NA,34613823,"CareerMoneyLeaders",2006
5,5,"Jim Furyk",NA,31200066,"CareerMoneyLeaders",2006
6,6,"Ernie Els",NA,28420395,"CareerMoneyLeaders",2006
7,7,"David Toms",NA,25816115,"CareerMoneyLeaders",2006
8,8,"Justin Leonard",NA,21086669,"CareerMoneyLeaders",2006
9,9,"Nick Price",NA,20551208,"CareerMoneyLeaders",2006
10,10,"Kenny Perry",NA,20335031,"CareerMoneyLeaders",2006
11,11,"Fred Funk",NA,19429189,"CareerMoneyLeaders",2006
12,12,"Mark Calcavecchia",NA,19303087,"CareerMoneyLeaders",2006
13,13,"Fred Couples",NA,19129114,"CareerMoneyLeaders",2006
14,14,"Stuart Appleby",NA,18906470,"CareerMoneyLeaders",2006
15,15,"Mike Weir",NA,18853935,"CareerMoneyLeaders",2006
16,16,"Tom Lehman",NA,18821038,"CareerMoneyLeaders",2006
17,17,"Chris DiMarco",NA,18709850,"CareerMoneyLeaders",2006
18,18,"Stewart Cink",NA,18593548,"CareerMoneyLeaders",2006
19,19,"Scott Hoch",NA,18487114,"CareerMoneyLeaders",2006
20,20,"Scott Verplank",NA,17956383,"CareerMoneyLeaders",2006
21,21,"Jeff Sluman",NA,17841673,"CareerMoneyLeaders",2006
22,22,"Brad Faxon",NA,17571909,"CareerMoneyLeaders",2006
23,23,"Retief Goosen",NA,17231017,"CareerMoneyLeaders",2006
24,24,"David Duval",NA,16682256,"CareerMoneyLeaders",2006
25,25,"Sergio Garcia",NA,15819592,"CareerMoneyLeaders",2006
26,26,"Bob Estes",NA,15518055,"CareerMoneyLeaders",2006
27,27,"Hal Sutton",NA,15267685,"CareerMoneyLeaders",2006
28,28,"Loren Roberts",NA,15090850,"CareerMoneyLeaders",2006
29,29,"Bob Tway",NA,14489049,"CareerMoneyLeaders",2006
30,30,"Jeff Maggert",NA,14455224,"CareerMoneyLeaders",2006
31,31,"Jay Haas",NA,14440317,"CareerMoneyLeaders",2006
32,32,"Jerry Kelly",NA,14417685,"CareerMoneyLeaders",2006
33,33,"Paul Azinger",NA,14230551,"CareerMoneyLeaders",2006
34,34,"John Huston",NA,14094975,"CareerMoneyLeaders",2006
35,35,"Billy Mayfair",NA,14088197,"CareerMoneyLeaders",2006
36,36,"Mark OMeara",NA,14082183,"CareerMoneyLeaders",2006
37,37,"Greg Norman",NA,13963611,"CareerMoneyLeaders",2006
38,38,"Tim Herron",NA,13569182,"CareerMoneyLeaders",2006
39,39,"Robert Allenby",NA,13455147,"CareerMoneyLeaders",2006
40,40,"Jesper Parnevik",NA,13438150,"CareerMoneyLeaders",2006
41,41,"Kirk Triplett",NA,13215254,"CareerMoneyLeaders",2006
42,42,"Corey Pavin",NA,13183622,"CareerMoneyLeaders",2006
43,43,"Lee Janzen",NA,13048403,"CareerMoneyLeaders",2006
44,44,"Adam Scott",NA,12977216,"CareerMoneyLeaders",2006
45,45,"Steve Flesch",NA,12773344,"CareerMoneyLeaders",2006
46,46,"Steve Lowery",NA,12616606,"CareerMoneyLeaders",2006
47,47,"Chad Campbell",NA,12479591,"CareerMoneyLeaders",2006
48,48,"Charles Howell III",NA,12386786,"CareerMoneyLeaders",2006
49,49,"John Cook",NA,12313843,"CareerMoneyLeaders",2006
50,50,"Shigeki Maruyama",NA,12241561,"CareerMoneyLeaders",2006
51,51,"Rocco Mediate",NA,12203971,"CareerMoneyLeaders",2006
52,52,"Steve Elkington",NA,11927717,"CareerMoneyLeaders",2006
53,53,"Payne Stewart",NA,11737008,"CareerMoneyLeaders",2006
54,54,"Billy Andrade",NA,11618464,"CareerMoneyLeaders",2006
55,55,"KJ Choi",NA,11530338,"CareerMoneyLeaders",2006
56,56,"Rory Sabbatini",NA,11506946,"CareerMoneyLeaders",2006
57,57,"Duffy Waldorf",NA,11271906,"CareerMoneyLeaders",2006
58,58,"Stephen Ames",NA,11201944,"CareerMoneyLeaders",2006
59,59,"Tom Kite",NA,11041042,"CareerMoneyLeaders",2006
60,60,"Jose Maria Olazabal",NA,10963145,"CareerMoneyLeaders",2006
61,61,"Joey Sindelar",NA,10851395,"CareerMoneyLeaders",2006
62,62,"Tom Pernice Jr",NA,10602694,"CareerMoneyLeaders",2006
63,63,"Geoff Ogilvy",NA,10483323,"CareerMoneyLeaders",2006
64,64,"Joe Durant",NA,10428026,"CareerMoneyLeaders",2006
65,65,"Jonathan Kaye",NA,10166329,"CareerMoneyLeaders",2006
66,66,"Frank Lickliter II",NA,10146618,"CareerMoneyLeaders",2006
67,67,"Steve Stricker",NA,10042503,"CareerMoneyLeaders",2006
68,68,"Craig Stadler",NA,10003337,"CareerMoneyLeaders",2006
69,69,"Tom Watson",NA,9939949,"CareerMoneyLeaders",2006
70,70,"Dudley Hart",NA,9890031,"CareerMoneyLeaders",2006
71,71,"Scott McCarron",NA,9600092,"CareerMoneyLeaders",2006
