"GIRPercentageLess75yards_RANKTHISWEEK_2012","GIRPercentageLess75yards_RANKLASTWEEK_2012","GIRPercentageLess75yards_PLAYERNAME_2012","GIRPercentageLess75yards_ROUNDS_2012","GIRPercentageLess75yards_Pct_2012","GIRPercentageLess75yards_GREENSHIT_2012","GIRPercentageLess75yards_TOTALHOLES_2012","GIRPercentageLess75yards_RELATIVETOPAR_2012","stat_name","year"
1,1,"Kyle Thompson",51,97.1,67,69,-0.45,"GIRPercentageLess75yards",2012
2,2,"Richard Lee",71,95,114,120,-0.53,"GIRPercentageLess75yards",2012
3,3,"KJ Choi",71,94.92,112,118,-0.59,"GIRPercentageLess75yards",2012
4,4,"Roberto Castro",92,94.51,172,182,-0.55,"GIRPercentageLess75yards",2012
5,5,"Bryce Molder",83,93.64,103,110,-0.59,"GIRPercentageLess75yards",2012
6,6,"Bob Estes",78,93.46,100,107,-0.59,"GIRPercentageLess75yards",2012
7,7,"Gary Woodland",70,93.29,153,164,-0.65,"GIRPercentageLess75yards",2012
8,8,"Scott Stallings",78,92.78,180,194,-0.59,"GIRPercentageLess75yards",2012
9,9,"Robert Garrigus",89,92.76,205,221,-0.58,"GIRPercentageLess75yards",2012
10,10,"Louis Oosthuizen",65,92.74,115,124,-0.74,"GIRPercentageLess75yards",2012
10,10,"Nick Watney",97,92.74,166,179,-0.67,"GIRPercentageLess75yards",2012
12,12,"Henrik Stenson",51,92.66,101,109,-0.54,"GIRPercentageLess75yards",2012
13,13,"Justin Rose",69,92.25,119,129,-0.61,"GIRPercentageLess75yards",2012
14,14,"Sean OHair",84,92.13,199,216,-0.61,"GIRPercentageLess75yards",2012
15,15,"Tiger Woods",69,92.04,104,113,-0.71,"GIRPercentageLess75yards",2012
16,16,"Mark Wilson",84,92.03,127,138,-0.58,"GIRPercentageLess75yards",2012
17,17,"Jonas Blixt",72,92,138,150,-0.72,"GIRPercentageLess75yards",2012
18,18,"John Merrick",83,91.88,147,160,-0.59,"GIRPercentageLess75yards",2012
19,19,"Will Claxton",99,91.84,180,196,-0.56,"GIRPercentageLess75yards",2012
19,19,"John Mallinger",74,91.84,90,98,-0.63,"GIRPercentageLess75yards",2012
21,21,"Tim Herron",88,91.56,141,154,-0.62,"GIRPercentageLess75yards",2012
22,22,"Bill Lunde",83,91.5,140,153,-0.62,"GIRPercentageLess75yards",2012
23,23,"DA Points",88,91.4,170,186,-0.55,"GIRPercentageLess75yards",2012
