"EarlyRound2ScoringAverage_RANKTHISWEEK_2006","EarlyRound2ScoringAverage_RANKLASTWEEK_2006","EarlyRound2ScoringAverage_PLAYERNAME_2006","EarlyRound2ScoringAverage__2006","EarlyRound2ScoringAverage_AVG_2006","EarlyRound2ScoringAverage_TOTALSTROKES_2006","EarlyRound2ScoringAverage_TOTALROUNDS_2006","stat_name","year"
1,1,"Luke Donald",NA,67.83,407,6,"EarlyRound2ScoringAverage",2006
2,2,"Tiger Woods",NA,68,544,8,"EarlyRound2ScoringAverage",2006
3,3,"Trevor Immelman",NA,68.46,890,13,"EarlyRound2ScoringAverage",2006
4,4,"Jose Maria Olazabal",NA,68.57,480,7,"EarlyRound2ScoringAverage",2006
5,5,"David Branshaw",NA,68.79,963,14,"EarlyRound2ScoringAverage",2006
6,6,"Charley Hoffman",NA,68.86,964,14,"EarlyRound2ScoringAverage",2006
7,7,"Briny Baird",NA,69,828,12,"EarlyRound2ScoringAverage",2006
8,8,"Jim Furyk",NA,69.1,691,10,"EarlyRound2ScoringAverage",2006
8,8,"Steve Stricker",NA,69.1,691,10,"EarlyRound2ScoringAverage",2006
10,10,"Zach Johnson",NA,69.2,692,10,"EarlyRound2ScoringAverage",2006
11,11,"Daniel Chopra",NA,69.28,1247,18,"EarlyRound2ScoringAverage",2006
12,12,"Phil Mickelson",NA,69.29,485,7,"EarlyRound2ScoringAverage",2006
13,13,"Jason Bohn",NA,69.36,971,14,"EarlyRound2ScoringAverage",2006
13,13,"John Senden",NA,69.36,763,11,"EarlyRound2ScoringAverage",2006
15,15,"Bo Van Pelt",NA,69.41,1180,17,"EarlyRound2ScoringAverage",2006
16,16,"Rod Pampling",NA,69.44,625,9,"EarlyRound2ScoringAverage",2006
17,17,"Justin Rose",NA,69.47,1042,15,"EarlyRound2ScoringAverage",2006
18,18,"Michael Allen",NA,69.5,834,12,"EarlyRound2ScoringAverage",2006
19,19,"Ryan Moore",NA,69.56,626,9,"EarlyRound2ScoringAverage",2006
20,20,"Joe Durant",NA,69.62,905,13,"EarlyRound2ScoringAverage",2006
21,21,"Robert Allenby",NA,69.67,627,9,"EarlyRound2ScoringAverage",2006
21,21,"Woody Austin",NA,69.67,1045,15,"EarlyRound2ScoringAverage",2006
21,21,"Brian Gay",NA,69.67,1463,21,"EarlyRound2ScoringAverage",2006
24,24,"Kevin Sutherland",NA,69.69,906,13,"EarlyRound2ScoringAverage",2006
25,25,"Tom Lehman",NA,69.7,697,10,"EarlyRound2ScoringAverage",2006
26,26,"Adam Scott",NA,69.71,488,7,"EarlyRound2ScoringAverage",2006
27,27,"JJ Henry",NA,69.77,907,13,"EarlyRound2ScoringAverage",2006
28,28,"Vijay Singh",NA,69.78,628,9,"EarlyRound2ScoringAverage",2006
29,29,"Mathias Gronberg",NA,69.79,977,14,"EarlyRound2ScoringAverage",2006
30,30,"Arron Oberholser",NA,69.83,419,6,"EarlyRound2ScoringAverage",2006
31,31,"Brent Geiberger",NA,69.85,908,13,"EarlyRound2ScoringAverage",2006
32,32,"Ernie Els",NA,69.91,769,11,"EarlyRound2ScoringAverage",2006
33,33,"Marco Dawson",NA,69.94,1119,16,"EarlyRound2ScoringAverage",2006
34,34,"Olin Browne",NA,70,840,12,"EarlyRound2ScoringAverage",2006
34,34,"Jonathan Byrd",NA,70,700,10,"EarlyRound2ScoringAverage",2006
34,34,"Jeff Sluman",NA,70,910,13,"EarlyRound2ScoringAverage",2006
34,34,"Mike Weir",NA,70,700,10,"EarlyRound2ScoringAverage",2006
34,34,"Mark Wilson",NA,70,840,12,"EarlyRound2ScoringAverage",2006
39,39,"Brett Quigley",NA,70.06,1261,18,"EarlyRound2ScoringAverage",2006
40,40,"Davis Love III",NA,70.09,771,11,"EarlyRound2ScoringAverage",2006
41,41,"John Cook",NA,70.11,631,9,"EarlyRound2ScoringAverage",2006
42,42,"Hunter Mahan",NA,70.12,1192,17,"EarlyRound2ScoringAverage",2006
43,43,"Nathan Green",NA,70.13,1122,16,"EarlyRound2ScoringAverage",2006
43,43,"Troy Matteson",NA,70.13,1122,16,"EarlyRound2ScoringAverage",2006
45,45,"Bob Estes",NA,70.17,842,12,"EarlyRound2ScoringAverage",2006
46,46,"Omar Uresti",NA,70.18,772,11,"EarlyRound2ScoringAverage",2006
47,47,"Daisuke Maruyama",NA,70.23,913,13,"EarlyRound2ScoringAverage",2006
48,48,"Stephen Ames",NA,70.25,562,8,"EarlyRound2ScoringAverage",2006
48,48,"Ryuji Imada",NA,70.25,1124,16,"EarlyRound2ScoringAverage",2006
50,50,"Greg Owen",NA,70.27,773,11,"EarlyRound2ScoringAverage",2006
51,51,"Dudley Hart",NA,70.29,984,14,"EarlyRound2ScoringAverage",2006
52,52,"JB Holmes",NA,70.3,703,10,"EarlyRound2ScoringAverage",2006
53,53,"Brandt Jobe",NA,70.31,914,13,"EarlyRound2ScoringAverage",2006
53,53,"Shaun Micheel",NA,70.31,914,13,"EarlyRound2ScoringAverage",2006
55,55,"Ben Crane",NA,70.33,844,12,"EarlyRound2ScoringAverage",2006
56,56,"Brett Wetterich",NA,70.36,774,11,"EarlyRound2ScoringAverage",2006
57,57,"Harrison Frazar",NA,70.42,845,12,"EarlyRound2ScoringAverage",2006
58,58,"Justin Leonard",NA,70.45,775,11,"EarlyRound2ScoringAverage",2006
59,59,"Corey Pavin",NA,70.46,916,13,"EarlyRound2ScoringAverage",2006
60,60,"Mathew Goggin",NA,70.5,987,14,"EarlyRound2ScoringAverage",2006
60,60,"Retief Goosen",NA,70.5,564,8,"EarlyRound2ScoringAverage",2006
60,60,"Shigeki Maruyama",NA,70.5,846,12,"EarlyRound2ScoringAverage",2006
60,60,"Tom Pernice Jr",NA,70.5,1410,20,"EarlyRound2ScoringAverage",2006
64,64,"Rory Sabbatini",NA,70.55,776,11,"EarlyRound2ScoringAverage",2006
65,65,"Robert Garrigus",NA,70.56,1270,18,"EarlyRound2ScoringAverage",2006
66,66,"Paul Stankowski",NA,70.6,706,10,"EarlyRound2ScoringAverage",2006
67,67,"John Rollins",NA,70.64,777,11,"EarlyRound2ScoringAverage",2006
68,68,"Patrick Sheehan",NA,70.65,1201,17,"EarlyRound2ScoringAverage",2006
69,69,"Mark Calcavecchia",NA,70.67,848,12,"EarlyRound2ScoringAverage",2006
69,69,"Padraig Harrington",NA,70.67,424,6,"EarlyRound2ScoringAverage",2006
71,71,"Ron Whittaker",NA,70.69,919,13,"EarlyRound2ScoringAverage",2006
72,72,"Tim Clark",NA,70.7,707,10,"EarlyRound2ScoringAverage",2006
73,73,"Jeff Maggert",NA,70.73,1061,15,"EarlyRound2ScoringAverage",2006
73,73,"Jesper Parnevik",NA,70.73,778,11,"EarlyRound2ScoringAverage",2006
75,75,"Jerry Smith",NA,70.77,920,13,"EarlyRound2ScoringAverage",2006
76,76,"Frank Lickliter II",NA,70.79,991,14,"EarlyRound2ScoringAverage",2006
77,77,"Craig Barlow",NA,70.8,708,10,"EarlyRound2ScoringAverage",2006
77,77,"Bob May",NA,70.8,708,10,"EarlyRound2ScoringAverage",2006
79,79,"Eric Axley",NA,70.81,1133,16,"EarlyRound2ScoringAverage",2006
80,80,"Aaron Baddeley",NA,70.82,779,11,"EarlyRound2ScoringAverage",2006
80,80,"Jimmy Walker",NA,70.82,779,11,"EarlyRound2ScoringAverage",2006
80,80,"Nick Watney",NA,70.82,779,11,"EarlyRound2ScoringAverage",2006
83,83,"Joe Ogilvie",NA,70.83,850,12,"EarlyRound2ScoringAverage",2006
84,84,"Alex Cejka",NA,70.85,921,13,"EarlyRound2ScoringAverage",2006
84,84,"Steve Lowery",NA,70.85,921,13,"EarlyRound2ScoringAverage",2006
86,86,"Kent Jones",NA,70.88,1205,17,"EarlyRound2ScoringAverage",2006
87,87,"Todd Fischer",NA,70.9,1418,20,"EarlyRound2ScoringAverage",2006
87,87,"Lucas Glover",NA,70.9,709,10,"EarlyRound2ScoringAverage",2006
89,89,"Tjaart van der Walt",NA,70.91,780,11,"EarlyRound2ScoringAverage",2006
90,90,"Kris Cox",NA,70.92,922,13,"EarlyRound2ScoringAverage",2006
90,90,"Vaughn Taylor",NA,70.92,851,12,"EarlyRound2ScoringAverage",2006
92,92,"Chad Campbell",NA,70.93,993,14,"EarlyRound2ScoringAverage",2006
93,93,"DA Points",NA,70.94,1135,16,"EarlyRound2ScoringAverage",2006
94,94,"Robert Damron",NA,71,994,14,"EarlyRound2ScoringAverage",2006
94,94,"Steve Flesch",NA,71,1065,15,"EarlyRound2ScoringAverage",2006
94,94,"Charles Howell III",NA,71,994,14,"EarlyRound2ScoringAverage",2006
94,94,"Stephen Leaney",NA,71,923,13,"EarlyRound2ScoringAverage",2006
94,94,"Larry Mize",NA,71,639,9,"EarlyRound2ScoringAverage",2006
94,94,"Nicholas Thompson",NA,71,1065,15,"EarlyRound2ScoringAverage",2006
94,94,"DJ Trahan",NA,71,1349,19,"EarlyRound2ScoringAverage",2006
94,94,"Kirk Triplett",NA,71,568,8,"EarlyRound2ScoringAverage",2006
94,94,"Bob Tway",NA,71,994,14,"EarlyRound2ScoringAverage",2006
103,103,"Wes Short Jr",NA,71.06,1137,16,"EarlyRound2ScoringAverage",2006
104,104,"Arjun Atwal",NA,71.07,995,14,"EarlyRound2ScoringAverage",2006
105,105,"Stewart Cink",NA,71.08,924,13,"EarlyRound2ScoringAverage",2006
105,105,"Bubba Watson",NA,71.08,853,12,"EarlyRound2ScoringAverage",2006
107,107,"Ted Purdy",NA,71.13,1138,16,"EarlyRound2ScoringAverage",2006
107,107,"Heath Slocum",NA,71.13,569,8,"EarlyRound2ScoringAverage",2006
109,109,"Fred Couples",NA,71.14,498,7,"EarlyRound2ScoringAverage",2006
110,110,"Matt Hansen",NA,71.15,925,13,"EarlyRound2ScoringAverage",2006
111,111,"Jeff Overton",NA,71.17,854,12,"EarlyRound2ScoringAverage",2006
112,112,"Mark Brooks",NA,71.19,1139,16,"EarlyRound2ScoringAverage",2006
113,113,"KJ Choi",NA,71.21,997,14,"EarlyRound2ScoringAverage",2006
113,113,"Jeff Gove",NA,71.21,997,14,"EarlyRound2ScoringAverage",2006
115,115,"JL Lewis",NA,71.22,641,9,"EarlyRound2ScoringAverage",2006
116,116,"Carl Pettersson",NA,71.24,1211,17,"EarlyRound2ScoringAverage",2006
117,117,"JP Hayes",NA,71.25,570,8,"EarlyRound2ScoringAverage",2006
117,117,"Dean Wilson",NA,71.25,1140,16,"EarlyRound2ScoringAverage",2006
119,119,"Jonathan Kaye",NA,71.27,1069,15,"EarlyRound2ScoringAverage",2006
120,120,"David Toms",NA,71.29,499,7,"EarlyRound2ScoringAverage",2006
121,121,"Chris Riley",NA,71.31,927,13,"EarlyRound2ScoringAverage",2006
122,122,"Rich Beem",NA,71.33,856,12,"EarlyRound2ScoringAverage",2006
123,123,"Steve Jones",NA,71.38,928,13,"EarlyRound2ScoringAverage",2006
123,123,"Greg Kraft",NA,71.38,928,13,"EarlyRound2ScoringAverage",2006
125,125,"Tim Herron",NA,71.4,714,10,"EarlyRound2ScoringAverage",2006
125,125,"Richard Johnson",NA,71.4,1071,15,"EarlyRound2ScoringAverage",2006
125,125,"Thomas Levet",NA,71.4,714,10,"EarlyRound2ScoringAverage",2006
128,128,"Brian Davis",NA,71.43,1000,14,"EarlyRound2ScoringAverage",2006
128,128,"Steve Elkington",NA,71.43,500,7,"EarlyRound2ScoringAverage",2006
128,128,"David McKenzie",NA,71.43,1000,14,"EarlyRound2ScoringAverage",2006
131,131,"Chris Couch",NA,71.46,929,13,"EarlyRound2ScoringAverage",2006
131,131,"Chris DiMarco",NA,71.46,929,13,"EarlyRound2ScoringAverage",2006
131,131,"Ryan Palmer",NA,71.46,929,13,"EarlyRound2ScoringAverage",2006
134,134,"Bubba Dickerson",NA,71.5,1144,16,"EarlyRound2ScoringAverage",2006
135,135,"Bernhard Langer",NA,71.54,930,13,"EarlyRound2ScoringAverage",2006
135,135,"Mike Sposa",NA,71.54,930,13,"EarlyRound2ScoringAverage",2006
137,137,"Peter Lonard",NA,71.55,787,11,"EarlyRound2ScoringAverage",2006
137,137,"Geoff Ogilvy",NA,71.55,787,11,"EarlyRound2ScoringAverage",2006
139,139,"Sean OHair",NA,71.56,1145,16,"EarlyRound2ScoringAverage",2006
139,139,"Pat Perez",NA,71.56,644,9,"EarlyRound2ScoringAverage",2006
141,141,"Bill Haas",NA,71.57,1002,14,"EarlyRound2ScoringAverage",2006
142,142,"Ryan Hietala",NA,71.58,859,12,"EarlyRound2ScoringAverage",2006
142,142,"Charles Warren",NA,71.58,859,12,"EarlyRound2ScoringAverage",2006
144,144,"Carlos Franco",NA,71.6,1074,15,"EarlyRound2ScoringAverage",2006
145,145,"Tim Petrovic",NA,71.62,931,13,"EarlyRound2ScoringAverage",2006
146,146,"Tommy Armour III",NA,71.64,788,11,"EarlyRound2ScoringAverage",2006
147,147,"Doug Barron",NA,71.67,1075,15,"EarlyRound2ScoringAverage",2006
148,148,"Tag Ridings",NA,71.69,1147,16,"EarlyRound2ScoringAverage",2006
149,149,"Stuart Appleby",NA,71.71,502,7,"EarlyRound2ScoringAverage",2006
150,150,"Ian Poulter",NA,71.75,574,8,"EarlyRound2ScoringAverage",2006
151,151,"Henrik Bjornstad",NA,71.76,1220,17,"EarlyRound2ScoringAverage",2006
152,152,"Scott Gutschewski",NA,71.78,646,9,"EarlyRound2ScoringAverage",2006
153,153,"Ben Curtis",NA,71.79,1005,14,"EarlyRound2ScoringAverage",2006
154,154,"Jeff Brehaut",NA,71.8,1077,15,"EarlyRound2ScoringAverage",2006
155,155,"Skip Kendall",NA,71.82,790,11,"EarlyRound2ScoringAverage",2006
156,156,"John Huston",NA,71.85,934,13,"EarlyRound2ScoringAverage",2006
157,157,"Brad Faxon",NA,71.86,1006,14,"EarlyRound2ScoringAverage",2006
158,158,"Sergio Garcia",NA,71.88,575,8,"EarlyRound2ScoringAverage",2006
158,158,"Freddie Jacobson",NA,71.88,575,8,"EarlyRound2ScoringAverage",2006
160,160,"Billy Andrade",NA,71.91,791,11,"EarlyRound2ScoringAverage",2006
161,161,"Len Mattiace",NA,71.92,935,13,"EarlyRound2ScoringAverage",2006
161,161,"Duffy Waldorf",NA,71.92,935,13,"EarlyRound2ScoringAverage",2006
163,163,"Will Ma Kenzie",NA,71.93,1079,15,"EarlyRound2ScoringAverage",2006
164,164,"Paul Azinger",NA,72,792,11,"EarlyRound2ScoringAverage",2006
164,164,"Danny Ellis",NA,72,720,10,"EarlyRound2ScoringAverage",2006
164,164,"Jerry Kelly",NA,72,1080,15,"EarlyRound2ScoringAverage",2006
164,164,"Chris Smith",NA,72,648,9,"EarlyRound2ScoringAverage",2006
168,168,"Shane Bertsch",NA,72.07,1009,14,"EarlyRound2ScoringAverage",2006
169,169,"Paul Goydos",NA,72.08,937,13,"EarlyRound2ScoringAverage",2006
169,169,"Jon Mills",NA,72.08,937,13,"EarlyRound2ScoringAverage",2006
171,171,"James Driscoll",NA,72.13,1154,16,"EarlyRound2ScoringAverage",2006
171,171,"Camilo Villegas",NA,72.13,1082,15,"EarlyRound2ScoringAverage",2006
173,173,"John Engler Jr",NA,72.14,1010,14,"EarlyRound2ScoringAverage",2006
174,174,"Billy Mayfair",NA,72.2,1083,15,"EarlyRound2ScoringAverage",2006
175,175,"Fred Funk",NA,72.23,939,13,"EarlyRound2ScoringAverage",2006
175,175,"Jason Schultz",NA,72.23,939,13,"EarlyRound2ScoringAverage",2006
177,177,"Scott Verplank",NA,72.27,795,11,"EarlyRound2ScoringAverage",2006
178,178,"Kenny Perry",NA,72.3,723,10,"EarlyRound2ScoringAverage",2006
179,179,"Jason Gore",NA,72.33,1085,15,"EarlyRound2ScoringAverage",2006
180,180,"Lee Janzen",NA,72.4,1086,15,"EarlyRound2ScoringAverage",2006
180,180,"Mark OMeara",NA,72.4,724,10,"EarlyRound2ScoringAverage",2006
182,182,"Roger Tambellini",NA,72.45,797,11,"EarlyRound2ScoringAverage",2006
183,183,"Ian Leggatt",NA,72.62,944,13,"EarlyRound2ScoringAverage",2006
184,184,"Bart Bryant",NA,72.67,872,12,"EarlyRound2ScoringAverage",2006
185,185,"Greg Chalmers",NA,72.69,945,13,"EarlyRound2ScoringAverage",2006
186,186,"Vance Veazey",NA,72.78,655,9,"EarlyRound2ScoringAverage",2006
187,187,"David Duval",NA,72.8,728,10,"EarlyRound2ScoringAverage",2006
188,188,"Hidemichi Tanaka",NA,72.82,801,11,"EarlyRound2ScoringAverage",2006
189,189,"Brian Bateman",NA,72.92,875,12,"EarlyRound2ScoringAverage",2006
190,190,"John Daly",NA,73,511,7,"EarlyRound2ScoringAverage",2006
191,191,"Todd Hamilton",NA,73.27,806,11,"EarlyRound2ScoringAverage",2006
192,192,"Michael Connell",NA,73.3,733,10,"EarlyRound2ScoringAverage",2006
193,193,"Alex Aragon",NA,73.38,954,13,"EarlyRound2ScoringAverage",2006
194,194,"Joey Sindelar",NA,73.55,809,11,"EarlyRound2ScoringAverage",2006
195,195,"Robert Gamez",NA,74.33,1115,15,"EarlyRound2ScoringAverage",2006
196,196,"David Howell",NA,75,300,4,"EarlyRound2ScoringAverage",2006
