"Par4EagleLeaders_RANKTHISWEEK_2010","Par4EagleLeaders_RANKLASTWEEK_2010","Par4EagleLeaders_PLAYERNAME_2010","Par4EagleLeaders_ROUNDS_2010","Par4EagleLeaders_TOTAL_2010","Par4EagleLeaders_TOTALPAR4HOLES_2010","Par4EagleLeaders_TOTALHOLEOUTS_2010","stat_name","year"
1,1,"Brendon de Jonge",114,4,1216,1,"Par4EagleLeaders",2010
1,1,"Lee Janzen",77,4,830,3,"Par4EagleLeaders",2010
1,1,"Adam Scott",70,4,728,1,"Par4EagleLeaders",2010
4,4,"Blake Adams",84,3,916,3,"Par4EagleLeaders",2010
4,4,"Aaron Baddeley",94,3,1011,3,"Par4EagleLeaders",2010
4,4,"Tim Clark",88,3,920,3,"Par4EagleLeaders",2010
4,4,"Billy Mayfair",78,3,841,1,"Par4EagleLeaders",2010
4,4,"Rory McIlroy",54,3,574,1,"Par4EagleLeaders",2010
4,4,"Rocco Mediate",71,3,762,3,"Par4EagleLeaders",2010
4,4,"Phil Mickelson",76,3,818,2,"Par4EagleLeaders",2010
4,4,"Jeff Overton",89,3,979,2,"Par4EagleLeaders",2010
4,4,"Alex Prugh",88,3,946,NA,"Par4EagleLeaders",2010
4,4,"John Rollins",81,3,883,2,"Par4EagleLeaders",2010
4,4,"Webb Simpson",98,3,1062,3,"Par4EagleLeaders",2010
15,15,"Robert Allenby",76,2,818,2,"Par4EagleLeaders",2010
15,15,"Alex Cejka",81,2,860,2,"Par4EagleLeaders",2010
15,15,"Stewart Cink",84,2,882,1,"Par4EagleLeaders",2010
15,15,"Chris DiMarco",88,2,943,1,"Par4EagleLeaders",2010
15,15,"Steve Flesch",78,2,822,1,"Par4EagleLeaders",2010
15,15,"Rickie Fowler",98,2,1062,2,"Par4EagleLeaders",2010
15,15,"Tom Gillis",97,2,1038,2,"Par4EagleLeaders",2010
15,15,"Paul Goydos",78,2,838,2,"Par4EagleLeaders",2010
15,15,"JB Holmes",100,2,1094,1,"Par4EagleLeaders",2010
15,15,"Ryuji Imada",90,2,976,2,"Par4EagleLeaders",2010
15,15,"Richard Johnson",90,2,993,2,"Par4EagleLeaders",2010
15,15,"Dustin Johnson",83,2,894,NA,"Par4EagleLeaders",2010
15,15,"Cliff Kresge",50,2,542,1,"Par4EagleLeaders",2010
15,15,"Matt Kuchar",97,2,1038,1,"Par4EagleLeaders",2010
15,15,"Martin Laird",91,2,990,1,"Par4EagleLeaders",2010
15,15,"Davis Love III",79,2,866,1,"Par4EagleLeaders",2010
15,15,"Steve Lowery",67,2,717,2,"Par4EagleLeaders",2010
15,15,"Will Ma Kenzie",72,2,781,1,"Par4EagleLeaders",2010
15,15,"Scott McCarron",90,2,962,2,"Par4EagleLeaders",2010
15,15,"George McNeill",79,2,858,2,"Par4EagleLeaders",2010
15,15,"Bryce Molder",84,2,900,1,"Par4EagleLeaders",2010
15,15,"Tom Pernice Jr",74,2,814,NA,"Par4EagleLeaders",2010
15,15,"Kenny Perry",69,2,740,2,"Par4EagleLeaders",2010
15,15,"Carl Pettersson",99,2,1062,1,"Par4EagleLeaders",2010
15,15,"Scott Piercy",88,2,947,1,"Par4EagleLeaders",2010
15,15,"Brandt Snedeker",89,2,958,2,"Par4EagleLeaders",2010
15,15,"Josh Teater",101,2,1080,1,"Par4EagleLeaders",2010
15,15,"Mike Weir",59,2,612,1,"Par4EagleLeaders",2010
43,43,"Briny Baird",87,1,952,1,"Par4EagleLeaders",2010
43,43,"Kris Blanks",91,1,968,NA,"Par4EagleLeaders",2010
43,43,"Justin Bolli",55,1,588,1,"Par4EagleLeaders",2010
