"ClubHeadSpeed_RANKTHISWEEK_2012","ClubHeadSpeed_RANKLASTWEEK_2012","ClubHeadSpeed_PLAYERNAME_2012","ClubHeadSpeed_ROUNDS_2012","ClubHeadSpeed_AVG_2012","ClubHeadSpeed_TOTALCLUBHEADSPEED_2012","ClubHeadSpeed_TOTALATTEMPTS_2012","ClubHeadSpeed_FASTESTSPEED_2012","ClubHeadSpeed_SLOWESTSPEED_2012","stat_name","year"
17,17,"Sergio Garcia",57,119.13,5241.64,44,123.52,116.03,"ClubHeadSpeed",2012
18,18,"Angel Cabrera",54,119.08,3929.72,33,121.73,116.12,"ClubHeadSpeed",2012
19,19,"John Daly",50,119.07,3572.15,30,122.4,115.26,"ClubHeadSpeed",2012
20,20,"Aaron Baddeley",73,119.05,5714.56,48,124.64,115.66,"ClubHeadSpeed",2012
21,21,"Scott Stallings",78,118.96,7851.61,66,121.92,112.17,"ClubHeadSpeed",2012
22,22,"Martin Flores",95,118.91,7848.01,66,123.65,115.56,"ClubHeadSpeed",2012
23,23,"Greg Owen",90,118.8,7484.71,63,124.11,109.04,"ClubHeadSpeed",2012
24,24,"Nick Watney",97,118.69,8783.15,74,122.27,113.02,"ClubHeadSpeed",2012
25,25,"Seung Yul Noh",105,118.35,9467.91,80,122.76,114.71,"ClubHeadSpeed",2012
26,26,"Jason Kokrak",79,118.21,7328.99,62,122.24,114.85,"ClubHeadSpeed",2012
27,27,"Charles Howell III",98,118.19,7682.13,65,123.16,115.08,"ClubHeadSpeed",2012
28,28,"Trevor Immelman",76,118.16,6380.4,54,122.42,113.49,"ClubHeadSpeed",2012
29,29,"Mark Anderson",75,117.8,5654.24,48,120.39,114.25,"ClubHeadSpeed",2012
30,30,"Martin Laird",77,117.74,5651.64,48,120.52,115.24,"ClubHeadSpeed",2012
31,31,"Scott Piercy",95,117.59,8231.36,70,121.13,114.09,"ClubHeadSpeed",2012
32,32,"James Driscoll",83,117.54,7052.35,60,122.26,113.91,"ClubHeadSpeed",2012
33,33,"Edward Loar",59,117.51,4465.46,38,125.57,112.79,"ClubHeadSpeed",2012
34,34,"Harris English",98,117.48,9398.59,80,120.86,109.39,"ClubHeadSpeed",2012
35,35,"Jimmy Walker",101,117.43,8690.06,74,122.29,106.05,"ClubHeadSpeed",2012
36,36,"Kevin Chappell",91,117.33,8330.72,71,123.75,112.13,"ClubHeadSpeed",2012
37,37,"Lee Westwood",60,117.2,5039.43,43,120.12,113.16,"ClubHeadSpeed",2012
38,38,"Robert Karlsson",54,116.92,4559.93,39,120.96,113.28,"ClubHeadSpeed",2012
39,39,"Charl Schwartzel",56,116.89,4441.83,38,119.29,114.64,"ClubHeadSpeed",2012
40,40,"Keegan Bradley",90,116.83,6892.96,59,121.02,113.82,"ClubHeadSpeed",2012
41,41,"Daniel Chopra",55,116.81,4789.2,41,120.27,113.58,"ClubHeadSpeed",2012
41,41,"Phil Mickelson",79,116.81,6424.52,55,119.9,113.07,"ClubHeadSpeed",2012
43,43,"Louis Oosthuizen",65,116.79,5839.75,50,121.11,113.12,"ClubHeadSpeed",2012
44,44,"Troy Matteson",100,116.52,8156.34,70,120.55,113.02,"ClubHeadSpeed",2012
45,45,"Matt Jones",53,116.45,4657.97,40,119.86,111.62,"ClubHeadSpeed",2012
46,46,"Sean OHair",84,116.43,8033.76,69,121.12,106.54,"ClubHeadSpeed",2012
47,47,"JJ Killeen",101,116.31,8025.13,69,122.71,113.06,"ClubHeadSpeed",2012
48,48,"Ryan Palmer",81,116.17,7899.46,68,118.36,110.76,"ClubHeadSpeed",2012
49,49,"Derek Lamely",64,116.12,5922.03,51,119.67,113.38,"ClubHeadSpeed",2012
50,50,"Ricky Barnes",92,116.05,8471.52,73,119.44,110.7,"ClubHeadSpeed",2012
51,51,"Stewart Cink",71,115.94,4869.37,42,121.39,112.85,"ClubHeadSpeed",2012
52,52,"John Senden",81,115.9,7417.5,64,120.17,111.6,"ClubHeadSpeed",2012
53,53,"Josh Teater",97,115.84,9266.81,80,118.31,107.89,"ClubHeadSpeed",2012
54,54,"Charley Hoffman",88,115.76,8681.85,75,119.85,110.91,"ClubHeadSpeed",2012
55,55,"Brandt Jobe",57,115.7,4280.92,37,118.26,111.37,"ClubHeadSpeed",2012
56,56,"George McNeill",85,115.68,6941.06,60,119.39,112.02,"ClubHeadSpeed",2012
57,57,"Brendon de Jonge",115,115.66,11334.53,98,119.41,112.58,"ClubHeadSpeed",2012
58,58,"Rickie Fowler",84,115.64,6823.04,59,120.64,112.62,"ClubHeadSpeed",2012
58,58,"Troy Kelly",68,115.64,5088.2,44,118.52,108.27,"ClubHeadSpeed",2012
60,60,"Bill Haas",79,115.55,7048.7,61,118.55,112.92,"ClubHeadSpeed",2012
61,61,"Marc Leishman",84,115.52,7508.56,65,119.1,109.32,"ClubHeadSpeed",2012
62,62,"Kevin Streelman",89,115.43,8426.62,73,118.85,112.55,"ClubHeadSpeed",2012
63,63,"Andres Romero",68,115.42,6117.1,53,119.07,109.68,"ClubHeadSpeed",2012
64,64,"Pat Perez",81,115.4,6577.97,57,120.35,111.67,"ClubHeadSpeed",2012
65,65,"Davis Love III",64,115.18,4722.46,41,118.32,112.48,"ClubHeadSpeed",2012
66,66,"Jonathan Byrd",69,115.14,5526.94,48,118.84,111.62,"ClubHeadSpeed",2012
67,67,"Nathan Green",73,114.97,5288.76,46,120.99,111.46,"ClubHeadSpeed",2012
68,68,"Geoff Ogilvy",73,114.96,6093.09,53,117.22,111.64,"ClubHeadSpeed",2012
69,69,"Padraig Harrington",67,114.92,4366.85,38,116.91,112.56,"ClubHeadSpeed",2012
70,70,"Boo Weekley",74,114.88,6318.67,55,117.33,111.48,"ClubHeadSpeed",2012
71,71,"Garth Mulroy",59,114.82,4592.84,40,118.33,111.26,"ClubHeadSpeed",2012
72,72,"Cameron Tringale",88,114.8,8380.56,73,119.19,110.62,"ClubHeadSpeed",2012
73,73,"DJ Trahan",73,114.76,5738.06,50,117.63,111.81,"ClubHeadSpeed",2012
74,74,"Justin Rose",69,114.63,5731.55,50,118.77,111.11,"ClubHeadSpeed",2012
75,75,"Erik Compton",81,114.57,6416.08,56,117.93,109.2,"ClubHeadSpeed",2012
76,76,"Stephen Gangluff",57,114.56,4811.52,42,118.08,109.31,"ClubHeadSpeed",2012
77,77,"Harrison Frazar",56,114.39,4918.83,43,116.57,109.87,"ClubHeadSpeed",2012
78,78,"Sangmoon Bae",81,114.12,6504.95,57,118.34,109.04,"ClubHeadSpeed",2012
79,79,"Bo Van Pelt",84,114.09,7187.75,63,118.28,110.47,"ClubHeadSpeed",2012
80,80,"Michael Bradley",63,114.05,3991.68,35,117.27,110.46,"ClubHeadSpeed",2012
81,81,"JJ Henry",93,114.03,5929.79,52,118.74,109.43,"ClubHeadSpeed",2012
82,82,"Tom Gillis",75,114.02,7639.18,67,117.26,109.97,"ClubHeadSpeed",2012
83,83,"Danny Lee",74,113.85,6034.16,53,117.87,110.77,"ClubHeadSpeed",2012
83,83,"Carl Pettersson",92,113.85,8652.6,76,117.96,110.55,"ClubHeadSpeed",2012
85,85,"Vijay Singh",99,113.75,8417.83,74,116.73,110.38,"ClubHeadSpeed",2012
86,86,"Blake Adams",107,113.63,7158.69,63,116.88,107.52,"ClubHeadSpeed",2012
87,87,"Kevin Stadler",85,113.62,6703.8,59,117.09,109.83,"ClubHeadSpeed",2012
88,88,"Ryo Ishikawa",54,113.55,3974.42,35,116.35,110.45,"ClubHeadSpeed",2012
89,89,"Miguel Angel Carballo",73,113.49,5447.7,48,117.32,109,"ClubHeadSpeed",2012
90,90,"John Rollins",81,113.48,7943.38,70,116.81,111.02,"ClubHeadSpeed",2012
91,91,"Freddie Jacobson",61,113.47,4992.57,44,117.61,110.19,"ClubHeadSpeed",2012
92,92,"Matt Every",80,113.43,6579.17,58,118.28,110.3,"ClubHeadSpeed",2012
93,93,"Webb Simpson",77,113.34,6800.43,60,117.73,109.47,"ClubHeadSpeed",2012
94,94,"Ernie Els",80,113.2,6905.31,61,116.4,110.16,"ClubHeadSpeed",2012
95,95,"John Merrick",83,113.11,7012.75,62,115.92,109.84,"ClubHeadSpeed",2012
96,96,"Matt Bettencourt",80,113.04,5086.94,45,116.06,108.87,"ClubHeadSpeed",2012
97,97,"Camilo Villegas",79,113.03,8251.36,73,115.94,109.33,"ClubHeadSpeed",2012
98,98,"Kevin Na",80,112.97,6778.29,60,120.41,105.23,"ClubHeadSpeed",2012
99,99,"Tommy Gainey",98,112.91,9822.94,87,116.68,108.25,"ClubHeadSpeed",2012
100,100,"Daniel Summerhays",81,112.88,7450.17,66,117.89,109.39,"ClubHeadSpeed",2012
101,101,"Chad Campbell",84,112.85,8238.22,73,116.46,108.66,"ClubHeadSpeed",2012
102,102,"Roberto Castro",92,112.83,7898.22,70,118.81,109.52,"ClubHeadSpeed",2012
102,102,"William McGirt",96,112.83,9252.21,82,117.06,108.42,"ClubHeadSpeed",2012
104,104,"Chris Kirk",93,112.78,9248.32,82,118.34,109.31,"ClubHeadSpeed",2012
105,105,"Mathew Goggin",65,112.76,6088.94,54,117.08,109.61,"ClubHeadSpeed",2012
106,106,"Tim Herron",88,112.74,8230.04,73,117.63,109.18,"ClubHeadSpeed",2012
107,107,"YE Yang",64,112.73,4847.2,43,116.16,109.18,"ClubHeadSpeed",2012
108,108,"Jason Dufner",83,112.6,7093.75,63,119.9,105.92,"ClubHeadSpeed",2012
109,109,"Scott Brown",65,112.59,5066.76,45,116.31,106.32,"ClubHeadSpeed",2012
110,110,"Roland Thatcher",55,112.54,4276.52,38,118.44,109.06,"ClubHeadSpeed",2012
111,111,"Graeme McDowell",55,112.4,4608.52,41,115.15,110.44,"ClubHeadSpeed",2012
112,112,"Bud Cauley",99,112.39,10115.4,90,115.47,108.79,"ClubHeadSpeed",2012
113,113,"Stuart Appleby",75,112.32,6963.86,62,116.99,108.94,"ClubHeadSpeed",2012
114,114,"Rod Pampling",88,112.31,7412.74,66,116.08,108.61,"ClubHeadSpeed",2012
115,115,"Brendan Steele",77,112.22,6957.36,62,115.33,108.49,"ClubHeadSpeed",2012
115,115,"Steve Stricker",73,112.22,5498.56,49,115.67,109.81,"ClubHeadSpeed",2012
117,117,"Rory Sabbatini",84,112.2,7966.17,71,114.66,107.69,"ClubHeadSpeed",2012
118,118,"Kris Blanks",65,112.19,5721.6,51,117.99,107.64,"ClubHeadSpeed",2012
119,119,"Hunter Mahan",88,112.05,6947.18,62,114.31,109.57,"ClubHeadSpeed",2012
120,120,"Jeff Overton",101,112.04,10196.06,91,115.18,108.94,"ClubHeadSpeed",2012
121,121,"Hunter Haas",69,111.96,5150.17,46,116.56,108.26,"ClubHeadSpeed",2012
122,122,"Jonas Blixt",72,111.94,6940.53,62,116.24,106.53,"ClubHeadSpeed",2012
122,122,"Bill Lunde",83,111.94,7164.32,64,117.53,109.64,"ClubHeadSpeed",2012
124,124,"Bob Estes",78,111.9,6378.33,57,114.82,108.85,"ClubHeadSpeed",2012
125,125,"Will Claxton",99,111.67,9380.52,84,117.45,108.58,"ClubHeadSpeed",2012
126,126,"Michael Thompson",80,111.63,6809.39,61,114.25,108.77,"ClubHeadSpeed",2012
127,127,"Robert Allenby",76,111.62,6920.17,62,117.16,109.21,"ClubHeadSpeed",2012
128,128,"Kyle Reifers",86,111.58,7364.03,66,118.04,106.07,"ClubHeadSpeed",2012
129,129,"Ryan Moore",89,111.51,9144.08,82,116.46,107,"ClubHeadSpeed",2012
130,130,"Charlie Wi",86,111.36,7460.99,67,115.34,107.74,"ClubHeadSpeed",2012
131,131,"Billy Horschel",63,111.33,5121.05,46,114.24,107.98,"ClubHeadSpeed",2012
132,132,"Marco Dawson",60,111.24,4560.99,41,113.6,108.17,"ClubHeadSpeed",2012
133,133,"Chris Stroud",86,111.13,7557.07,68,114.46,106.85,"ClubHeadSpeed",2012
134,134,"John Huh",99,111.11,9221.86,83,114.23,107.95,"ClubHeadSpeed",2012
135,135,"Kevin Kisner",69,111.01,5661.6,51,114.31,107.01,"ClubHeadSpeed",2012
136,136,"Brian Harman",101,110.98,9987.84,90,114.88,107.42,"ClubHeadSpeed",2012
137,137,"Ian Poulter",57,110.97,4660.81,42,113.82,108.44,"ClubHeadSpeed",2012
138,138,"Ken Duke",104,110.89,9758.2,88,114.86,105.36,"ClubHeadSpeed",2012
139,139,"Brandt Snedeker",81,110.75,6866.56,62,113.84,108.01,"ClubHeadSpeed",2012
140,140,"Scott Dunlap",57,110.72,4871.88,44,115.13,107.74,"ClubHeadSpeed",2012
141,141,"Luke Donald",63,110.69,5534.73,50,113.54,104.13,"ClubHeadSpeed",2012
142,142,"Brendon Todd",78,110.64,6085.36,55,114.25,108.07,"ClubHeadSpeed",2012
143,143,"Johnson Wagner",88,110.58,8072.14,73,113.33,107.95,"ClubHeadSpeed",2012
144,144,"DA Points",88,110.52,8178.25,74,115.64,106.62,"ClubHeadSpeed",2012
145,145,"Spencer Levin",81,110.5,6850.92,62,114.49,107.09,"ClubHeadSpeed",2012
146,146,"Billy Mayfair",90,110.09,8036.49,73,113.21,106.82,"ClubHeadSpeed",2012
147,147,"Ben Crane",73,109.99,7259.56,66,115.07,107.13,"ClubHeadSpeed",2012
148,148,"Chez Reavie",83,109.88,6702.78,61,114.73,106.82,"ClubHeadSpeed",2012
149,149,"Ryuji Imada",78,109.87,6592.14,60,116.73,106.83,"ClubHeadSpeed",2012
150,150,"Stephen Ames",54,109.85,3405.35,31,111.91,107.36,"ClubHeadSpeed",2012
151,151,"Jason Bohn",81,109.84,6920.22,63,113.58,106.57,"ClubHeadSpeed",2012
152,152,"Greg Chalmers",88,109.83,8457.14,77,112.99,106.88,"ClubHeadSpeed",2012
153,153,"Sung Kang",75,109.78,6147.75,56,113.39,104.23,"ClubHeadSpeed",2012
153,153,"Richard Lee",71,109.78,5159.8,47,112.1,104.02,"ClubHeadSpeed",2012
155,155,"Cameron Beckman",81,109.77,7464.22,68,112.71,106.22,"ClubHeadSpeed",2012
156,156,"Ted Potter Jr",77,109.76,6585.49,60,113.98,106.38,"ClubHeadSpeed",2012
157,157,"David Hearn",95,109.74,8778.87,80,113.07,106.58,"ClubHeadSpeed",2012
158,158,"Arjun Atwal",79,109.69,6800.77,62,112.84,104.15,"ClubHeadSpeed",2012
159,159,"Steve Wheatcroft",56,109.68,4167.83,38,111.61,105.32,"ClubHeadSpeed",2012
160,160,"KJ Choi",71,109.62,6029.15,55,116.1,105.38,"ClubHeadSpeed",2012
161,161,"Jim Furyk",85,109.6,7343.28,67,112.95,106.5,"ClubHeadSpeed",2012
162,162,"Russell Knox",72,109.55,5806.18,53,112.65,105.67,"ClubHeadSpeed",2012
163,163,"Tommy Biershenk",74,109.46,5910.67,54,113.22,105.72,"ClubHeadSpeed",2012
164,164,"Alexandre Rocha",62,109.42,5252.04,48,113.91,106.67,"ClubHeadSpeed",2012
165,165,"Dicky Pride",62,109.38,5468.77,50,111.83,106.02,"ClubHeadSpeed",2012
166,166,"Gary Christian",91,109.3,6995.07,64,113.18,106.23,"ClubHeadSpeed",2012
167,167,"Bryce Molder",83,109.28,7759,71,120.57,105.54,"ClubHeadSpeed",2012
168,168,"Billy Hurley III",70,109.17,5676.63,52,113.6,105.01,"ClubHeadSpeed",2012
169,169,"Vaughn Taylor",81,108.43,6072.16,56,112.97,104.98,"ClubHeadSpeed",2012
170,170,"Ben Curtis",62,108.25,5629.24,52,111.12,105.51,"ClubHeadSpeed",2012
171,171,"Matt Kuchar",86,108.13,7352.64,68,110.93,104.54,"ClubHeadSpeed",2012
172,172,"John Mallinger",74,108,6479.79,60,110.31,104.23,"ClubHeadSpeed",2012
173,173,"Patrick Sheehan",58,107.94,4425.6,41,110.94,105.16,"ClubHeadSpeed",2012
174,174,"Kyle Thompson",51,107.68,3661.08,34,110.58,105.12,"ClubHeadSpeed",2012
175,175,"David Mathis",83,107.66,6998.03,65,111.05,104.38,"ClubHeadSpeed",2012
176,176,"Zach Johnson",95,107.57,7960.48,74,110.55,104.47,"ClubHeadSpeed",2012
177,177,"Mark Wilson",84,107.55,7313.27,68,111.34,104.99,"ClubHeadSpeed",2012
178,178,"Rocco Mediate",70,107.53,6021.64,56,110.85,104.42,"ClubHeadSpeed",2012
179,179,"Justin Leonard",79,107.31,6009.19,56,110.26,103.61,"ClubHeadSpeed",2012
180,180,"Chris DiMarco",83,107.15,7072.09,66,110.47,103.51,"ClubHeadSpeed",2012
181,181,"Tom Pernice Jr",62,107.02,5457.85,51,111.36,104.13,"ClubHeadSpeed",2012
182,182,"Colt Knost",79,106.78,6833.8,64,110.26,102.41,"ClubHeadSpeed",2012
183,183,"Jeff Maggert",83,106.17,8068.78,76,112.46,102.94,"ClubHeadSpeed",2012
184,184,"Heath Slocum",93,106.13,7535.54,71,108.45,102,"ClubHeadSpeed",2012
185,185,"Brian Davis",91,105.79,8568.97,81,110.66,102.38,"ClubHeadSpeed",2012
186,186,"Jerry Kelly",84,105.4,7694.55,73,109.04,101.84,"ClubHeadSpeed",2012
187,187,"Gavin Coles",72,104.78,5343.59,51,107.6,101.44,"ClubHeadSpeed",2012
188,188,"Nick OHern",78,104.68,6804.1,65,111.02,101.28,"ClubHeadSpeed",2012
189,189,"Brian Gay",91,104.58,7633.99,73,107.95,102.33,"ClubHeadSpeed",2012
190,190,"Tim Clark",60,104.37,5740.11,55,106.83,100.21,"ClubHeadSpeed",2012
191,191,"David Toms",60,104.29,4275.85,41,106.78,99.63,"ClubHeadSpeed",2012
